world_key,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E2:clustered:p0.7:cv1.0:r17,medium,64.16102881501507,1.5,1124631472,73,9.125,6,2,1,3.8215436035991406,True
E2:clustered:p0.7:cv1.0:r18,medium,45.033402525897436,1.5,2834890402,54,6.75,2,4,1,1.136942021051551,True
E2:clustered:p0.7:cv1.0:r19,medium,62.52949367115975,1.5,2238541663,71,8.875,4,3,1,3.465017378422446,True
E2:clustered:p0.7:cv1.0:r20,medium,60.2625612306187,1.5,1617106054,65,8.125,3,3,1,1.709815796529737,True
E2:clustered:p0.7:cv1.0:r21,medium,52.55034135653883,1.5,1865343852,64,8.0,5,3,1,2.7192401408740623,True
E2:clustered:p0.7:cv1.0:r22,medium,58.82757096351514,1.5,613194856,52,6.5,3,4,1,1.4947679669056344,True
E2:clustered:p0.7:cv1.0:r23,medium,61.24519016973912,1.5,880704103,58,7.25,4,3,1,2.0680126011876596,True
E2:clustered:p0.7:cv1.0:r24,medium,60.22620523973207,1.5,4074609315,87,10.875,6,2,1,4.840624553760636,True
E2:clustered:p0.7:cv1.0:r25,medium,75.22976845965277,1.5,886553675,86,10.75,8,2,1,5.397830463174721,True
E2:clustered:p0.7:cv1.0:r26,medium,46.351825752659806,1.5,1862306177,56,7.0,3,3,1,1.5243335027551583,True
E2:clustered:p0.7:cv1.0:r27,medium,71.71362899899346,1.5,1027831908,75,9.375,4,2,1,2.7737024827333805,True
E2:clustered:p0.7:cv1.0:r28,medium,54.63278383928038,1.5,1966783969,63,7.875,3,3,1,1.3330549355865686,True
E2:clustered:p0.7:cv1.0:r29,medium,59.458219003178385,1.5,639022983,62,7.75,4,3,1,2.634116014675632,True
E2:clustered:p0.85:cv1.0:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E2:clustered:p0.85:cv1.0:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E2:clustered:p0.85:cv1.0:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E2:clustered:p0.85:cv1.0:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E2:clustered:p0.85:cv1.0:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E2:clustered:p0.85:cv1.0:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E2:clustered:p0.85:cv1.0:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E2:clustered:p0.85:cv1.0:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E2:clustered:p0.85:cv1.0:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E2:clustered:p0.85:cv1.0:r9,medium,52.30072174762856,1.5,2181231110,56,7.0,4,3,1,1.475931640068801,True
E2:clustered:p0.85:cv1.0:r10,medium,58.219240579933114,1.5,49872980,70,8.75,3,3,1,2.1014109584618894,True
E2:clustered:p0.85:cv1.0:r11,medium,54.35098888104361,1.5,1054249863,62,7.75,4,3,1,2.172160630440671,True
E2:clustered:p0.85:cv1.0:r12,medium,42.917666672654335,1.5,3989389446,55,6.875,4,3,1,1.136436809810827,True
E2:clustered:p0.85:cv1.0:r13,medium,63.57955817505235,1.5,2517406790,76,9.5,6,2,1,4.283883244494465,True
E2:clustered:p0.85:cv1.0:r14,medium,44.87359715301329,1.5,1473296038,46,5.75,2,3,1,1.150784060674234,True
E2:clustered:p0.85:cv1.0:r15,medium,50.3336905070051,1.5,991378985,64,8.0,3,3,1,1.3715395578331506,True
E2:clustered:p0.85:cv1.0:r16,medium,62.35413567765586,1.5,122627100,78,9.75,6,2,1,4.270303428678378,True
E2:clustered:p0.85:cv1.0:r17,medium,51.637559809166575,1.5,419346527,55,6.875,4,3,1,1.708696166749685,True
E2:clustered:p0.85:cv1.0:r18,medium,66.18695331566528,1.5,643306922,91,11.375,7,2,1,6.082081584078699,True
E2:clustered:p0.85:cv1.0:r19,medium,57.07584552488355,1.5,1814269040,67,8.375,1,3,1,0.9241769922486659,True
E2:clustered:p0.85:cv1.0:r20,medium,78.2239398674558,1.5,822089535,97,12.125,7,2,1,6.692898592381413,True
E2:clustered:p0.85:cv1.0:r21,medium,48.243005713605726,1.5,2860317078,70,8.75,4,3,1,3.0158861237045014,True
E2:clustered:p0.85:cv1.0:r22,medium,60.17114591350254,1.5,1169894677,55,6.875,4,3,1,2.033106864749771,True
E2:clustered:p0.85:cv1.0:r23,medium,50.786109765060374,1.5,2951683540,52,6.5,4,3,1,1.5669444584882326,True
E2:clustered:p0.85:cv1.0:r24,medium,51.71843573899286,1.5,3253976482,73,9.125,1,4,1,0.6019543227212004,True
E2:clustered:p0.85:cv1.0:r25,medium,50.06241580720523,1.5,1562516801,56,7.0,2,3,1,1.5640534403328308,True
E2:clustered:p0.85:cv1.0:r26,medium,50.88818670956445,1.5,960130038,57,7.125,4,3,1,1.7231702903838557,True
E2:clustered:p0.85:cv1.0:r27,medium,45.389854547154755,1.5,2542041755,55,6.875,2,3,1,1.4431546997004214,True
E2:clustered:p0.85:cv1.0:r28,medium,48.266100303322666,1.5,3123421836,59,7.375,2,4,1,1.1760620959027508,True
E2:clustered:p0.85:cv1.0:r29,medium,49.19862999127473,1.5,1037737993,63,7.875,4,3,1,2.2794943930187563,True
E2:separated:p0.7:cv0.0:r0,medium,31.06127000011809,1.5,479708928,67,8.375,3,3,1,1.702860159506518,True
E2:separated:p0.7:cv0.0:r1,medium,34.80277654406134,1.5,555495285,61,7.625,2,4,1,0.7584387345118955,True
E2:separated:p0.7:cv0.0:r2,medium,32.084350643351335,1.5,3228380297,59,7.375,4,4,1,1.295043057294717,True
E2:separated:p0.7:cv0.0:r3,medium,28.675937833831334,1.5,2037025952,74,9.25,3,3,1,1.530009327640058,True
E2:separated:p0.7:cv0.0:r4,medium,29.854694965806964,1.5,1382881217,50,6.25,3,5,1,0.5745372886318555,True
E2:separated:p0.7:cv0.0:r5,medium,31.135878630326893,1.5,3469512572,50,6.25,4,4,1,0.8058235828048705,True
E2:separated:p0.7:cv0.0:r6,medium,54.04656717533018,1.5,1454229157,88,11.0,5,2,1,2.9370168861551305,True
E2:separated:p0.7:cv0.0:r7,medium,37.54047719847463,1.5,3313222853,72,9.0,5,3,1,1.9654789933996162,True
E2:separated:p0.7:cv0.0:r8,medium,43.089730575910025,1.5,1259654946,65,8.125,4,3,1,1.0093783246339538,True
E2:separated:p0.7:cv0.0:r9,medium,34.54679443550938,1.5,3517156318,77,9.625,2,4,1,1.7553453719539605,True
E2:separated:p0.7:cv0.0:r10,medium,35.90533365957266,1.5,3941798470,61,7.625,6,3,1,0.988402089007441,True
E2:separated:p0.7:cv0.0:r11,medium,27.045717336715278,1.5,89324103,47,5.875,2,6,1,0.40719713775627225,True
E2:separated:p0.7:cv0.0:r12,medium,48.07911083431645,1.5,1634547127,85,10.625,4,3,1,3.326540612511702,True
E2:separated:p0.7:cv0.0:r13,medium,31.873129866372217,1.5,741379712,70,8.75,3,3,1,2.2121452009816824,True
E2:separated:p0.7:cv0.0:r14,medium,28.65224397345223,1.5,1145360988,43,5.375,3,5,1,0.3016460375453027,True
E2:separated:p0.7:cv0.0:r15,medium,39.177849692219176,1.5,486994212,55,6.875,4,4,1,1.0443908635432302,True
E2:separated:p0.7:cv0.0:r16,medium,25.27439057339057,1.5,710037020,44,5.5,2,5,1,0.59118941587475,True
E2:separated:p0.7:cv0.0:r17,medium,36.92285412511596,1.5,3792156321,58,7.25,6,4,1,0.498040209887881,True
E2:separated:p0.7:cv0.0:r18,medium,40.893999704765854,1.5,110317547,66,8.25,6,3,1,1.6474792917921048,True
E2:separated:p0.7:cv0.0:r19,medium,29.698777949917332,1.5,2424679950,62,7.75,4,4,1,1.7047236537362436,True
E2:separated:p0.7:cv0.0:r20,medium,50.935993830768325,1.5,3508071953,100,12.5,2,3,1,1.9258577050823908,True
E2:separated:p0.7:cv0.0:r21,medium,33.095225936705475,1.5,32189821,64,8.0,3,3,1,1.4456604882746007,True
E2:separated:p0.7:cv0.0:r22,medium,27.50724433174794,1.5,3837631337,54,6.75,3,4,1,1.0628291667869858,True
E2:separated:p0.7:cv0.0:r23,medium,32.73419225651273,1.5,74623521,57,7.125,3,4,1,0.7875340345032303,True
E2:separated:p0.7:cv0.0:r24,medium,39.912089942640804,1.5,378404991,76,9.5,4,3,1,1.9550859325349565,True
E2:separated:p0.7:cv0.0:r25,medium,37.600838794931306,1.5,2564864222,69,8.625,2,4,1,1.2262094338226508,True
E2:separated:p0.7:cv0.0:r26,medium,33.18792492887804,1.5,2019793698,55,6.875,5,4,1,0.5011358327549214,True
E2:separated:p0.7:cv0.0:r27,medium,28.80938667325738,1.5,4117236722,47,5.875,3,4,1,0.7015539842676639,True
E2:separated:p0.7:cv0.0:r28,medium,27.53713777236006,1.5,3656142401,52,6.5,2,4,1,0.7261107996603046,True
E2:separated:p0.7:cv0.0:r29,medium,35.73368300876132,1.5,2130517516,66,8.25,3,3,1,1.9613321473745744,True
E2:separated:p0.85:cv0.0:r0,medium,30.363549510879018,1.5,3507003008,96,12.0,3,3,1,2.887652974643221,True
E2:separated:p0.85:cv0.0:r1,medium,32.956322521416254,1.5,414427604,61,7.625,3,4,1,1.399532234127851,True
E2:separated:p0.85:cv0.0:r2,medium,36.15216793175489,1.5,4048680025,60,7.5,5,4,1,0.988229892921783,True
E2:separated:p0.85:cv0.0:r3,medium,28.014758838548488,1.5,1502162097,54,6.75,4,4,1,0.7971746120539782,True
E2:separated:p0.85:cv0.0:r4,medium,23.394656445298587,1.5,2846203948,49,6.125,3,4,1,0.6019957344058783,True
E2:separated:p0.85:cv0.0:r5,medium,35.488678561129134,1.5,1255260680,57,7.125,3,4,1,1.261686245509249,True
E2:separated:p0.85:cv0.0:r6,medium,32.347981490091634,1.5,3805161514,54,6.75,2,4,1,0.9097221986642989,True
E2:separated:p0.85:cv0.0:r7,medium,40.34486455743746,1.5,2583032709,67,8.375,5,3,1,1.523592964036911,True
E2:separated:p0.85:cv0.0:r8,medium,44.47975549777964,1.5,920386522,97,12.125,5,3,1,4.497738343239989,True
E2:separated:p0.85:cv0.0:r9,medium,34.9328027290697,1.5,4045547826,55,6.875,4,4,1,1.0683977490147158,True
E2:separated:p0.85:cv0.0:r10,medium,49.282249424149185,1.5,3148667311,92,11.5,4,3,1,3.5414285613085825,True
E2:separated:p0.85:cv0.0:r11,medium,20.12870246570418,1.5,9445676,36,4.5,2,7,1,0.13930793855312065,True
E2:separated:p0.85:cv0.0:r12,medium,40.35887782005541,1.5,1123951025,67,8.375,5,3,1,1.9259056780934425,True
E2:separated:p0.85:cv0.0:r13,medium,29.264762424040132,1.5,2921619103,53,6.625,3,4,1,0.544593689042285,True
E2:separated:p0.85:cv0.0:r14,medium,38.163490661950384,1.5,2950597745,62,7.75,5,4,1,0.9781378196061159,True
E2:separated:p0.85:cv0.0:r15,medium,43.8881836574539,1.5,989292147,77,9.625,5,3,1,3.0447690242438514,True
E2:separated:p0.85:cv0.0:r16,medium,32.764839731615105,1.5,1917835558,51,6.375,4,4,1,0.7307242692520425,True
E2:separated:p0.85:cv0.0:r17,medium,27.10220077616447,1.5,3701845882,49,6.125,3,4,1,0.6330810585535911,True
E2:separated:p0.85:cv0.0:r18,medium,28.98226976197416,1.5,3131864274,50,6.25,3,4,1,0.3083771085140858,True
E2:separated:p0.85:cv0.0:r19,medium,40.42150290958744,1.5,2289204877,63,7.875,5,3,1,1.480875661493509,True
E2:separated:p0.85:cv0.0:r20,medium,30.784076159322634,1.5,60272326,58,7.25,3,4,1,1.3382902690700902,True
E2:separated:p0.85:cv0.0:r21,medium,36.05140988786149,1.5,316537316,72,9.0,3,3,1,1.3631034562453022,True
E2:separated:p0.85:cv0.0:r22,medium,27.717738016725704,1.5,2156235917,67,8.375,3,4,1,1.7784820614344832,True
E2:separated:p0.85:cv0.0:r23,medium,28.165110274112813,1.5,445715458,49,6.125,4,4,1,0.5515696908131729,True
E2:separated:p0.85:cv0.0:r24,medium,33.467308540647885,1.5,2215899110,59,7.375,1,4,1,0.5441077088459976,True
E2:separated:p0.85:cv0.0:r25,medium,30.3074562832021,1.5,2801624730,50,6.25,3,5,1,0.739530847968179,True
E2:separated:p0.85:cv0.0:r26,medium,31.76929411338626,1.5,3907076186,63,7.875,3,4,1,0.7274062011251912,True
E2:separated:p0.85:cv0.0:r27,medium,29.40110343519263,1.5,2204720290,52,6.5,4,4,1,1.0410945938585519,True
E2:separated:p0.85:cv0.0:r28,medium,33.40291879674743,1.5,3701853986,47,5.875,4,4,1,0.502973378809214,True
E2:separated:p0.85:cv0.0:r29,medium,39.32955970221654,1.5,479410963,76,9.5,4,3,1,1.8936293198519565,True
E2:separated:p0.7:cv0.35:r0,medium,31.06127000011809,1.5,479708928,67,8.375,3,3,1,1.702860159506518,True
E2:separated:p0.7:cv0.35:r1,medium,34.80277654406134,1.5,555495285,61,7.625,2,4,1,0.7584387345118955,True
E2:separated:p0.7:cv0.35:r2,medium,32.084350643351335,1.5,3228380297,59,7.375,4,4,1,1.295043057294717,True
E2:separated:p0.7:cv0.35:r3,medium,28.675937833831334,1.5,2037025952,74,9.25,3,3,1,1.530009327640058,True
E2:separated:p0.7:cv0.35:r4,medium,29.854694965806964,1.5,1382881217,50,6.25,3,5,1,0.5745372886318555,True
E2:separated:p0.7:cv0.35:r5,medium,31.135878630326893,1.5,3469512572,50,6.25,4,4,1,0.8058235828048705,True
E2:separated:p0.7:cv0.35:r6,medium,54.04656717533018,1.5,1454229157,88,11.0,5,2,1,2.9370168861551305,True
E2:separated:p0.7:cv0.35:r7,medium,37.54047719847463,1.5,3313222853,72,9.0,5,3,1,1.9654789933996162,True
E2:separated:p0.7:cv0.35:r8,medium,43.089730575910025,1.5,1259654946,65,8.125,4,3,1,1.0093783246339538,True
E2:separated:p0.7:cv0.35:r9,medium,34.54679443550938,1.5,3517156318,77,9.625,2,4,1,1.7553453719539605,True
E2:separated:p0.7:cv0.35:r10,medium,35.90533365957266,1.5,3941798470,61,7.625,6,3,1,0.988402089007441,True
E2:separated:p0.7:cv0.35:r11,medium,27.045717336715278,1.5,89324103,47,5.875,2,6,1,0.40719713775627225,True
E2:separated:p0.7:cv0.35:r12,medium,48.07911083431645,1.5,1634547127,85,10.625,4,3,1,3.326540612511702,True
E2:separated:p0.7:cv0.35:r13,medium,31.873129866372217,1.5,741379712,70,8.75,3,3,1,2.2121452009816824,True
E2:separated:p0.7:cv0.35:r14,medium,28.65224397345223,1.5,1145360988,43,5.375,3,5,1,0.3016460375453027,True
E2:separated:p0.7:cv0.35:r15,medium,39.177849692219176,1.5,486994212,55,6.875,4,4,1,1.0443908635432302,True
E2:separated:p0.7:cv0.35:r16,medium,25.27439057339057,1.5,710037020,44,5.5,2,5,1,0.59118941587475,True
E2:separated:p0.7:cv0.35:r17,medium,36.92285412511596,1.5,3792156321,58,7.25,6,4,1,0.498040209887881,True
E2:separated:p0.7:cv0.35:r18,medium,40.893999704765854,1.5,110317547,66,8.25,6,3,1,1.6474792917921048,True
E2:separated:p0.7:cv0.35:r19,medium,29.698777949917332,1.5,2424679950,62,7.75,4,4,1,1.7047236537362436,True
E2:separated:p0.7:cv0.35:r20,medium,50.935993830768325,1.5,3508071953,100,12.5,2,3,1,1.9258577050823908,True
E2:separated:p0.7:cv0.35:r21,medium,33.095225936705475,1.5,32189821,64,8.0,3,3,1,1.4456604882746007,True
E2:separated:p0.7:cv0.35:r22,medium,27.50724433174794,1.5,3837631337,54,6.75,3,4,1,1.0628291667869858,True
E2:separated:p0.7:cv0.35:r23,medium,32.73419225651273,1.5,74623521,57,7.125,3,4,1,0.7875340345032303,True
E2:separated:p0.7:cv0.35:r24,medium,39.912089942640804,1.5,378404991,76,9.5,4,3,1,1.9550859325349565,True
E2:separated:p0.7:cv0.35:r25,medium,37.600838794931306,1.5,2564864222,69,8.625,2,4,1,1.2262094338226508,True
E2:separated:p0.7:cv0.35:r26,medium,33.18792492887804,1.5,2019793698,55,6.875,5,4,1,0.5011358327549214,True
E2:separated:p0.7:cv0.35:r27,medium,28.80938667325738,1.5,4117236722,47,5.875,3,4,1,0.7015539842676639,True
E2:separated:p0.7:cv0.35:r28,medium,27.53713777236006,1.5,3656142401,52,6.5,2,4,1,0.7261107996603046,True
E2:separated:p0.7:cv0.35:r29,medium,35.73368300876132,1.5,2130517516,66,8.25,3,3,1,1.9613321473745744,True
E2:separated:p0.85:cv0.35:r0,medium,30.363549510879018,1.5,3507003008,96,12.0,3,3,1,2.887652974643221,True
E2:separated:p0.85:cv0.35:r1,medium,32.956322521416254,1.5,414427604,61,7.625,3,4,1,1.399532234127851,True
E2:separated:p0.85:cv0.35:r2,medium,36.15216793175489,1.5,4048680025,60,7.5,5,4,1,0.988229892921783,True
E2:separated:p0.85:cv0.35:r3,medium,28.014758838548488,1.5,1502162097,54,6.75,4,4,1,0.7971746120539782,True
E2:separated:p0.85:cv0.35:r4,medium,23.394656445298587,1.5,2846203948,49,6.125,3,4,1,0.6019957344058783,True
E2:separated:p0.85:cv0.35:r5,medium,35.488678561129134,1.5,1255260680,57,7.125,3,4,1,1.261686245509249,True
E2:separated:p0.85:cv0.35:r6,medium,32.347981490091634,1.5,3805161514,54,6.75,2,4,1,0.9097221986642989,True
E2:separated:p0.85:cv0.35:r7,medium,40.34486455743746,1.5,2583032709,67,8.375,5,3,1,1.523592964036911,True
E2:separated:p0.85:cv0.35:r8,medium,44.47975549777964,1.5,920386522,97,12.125,5,3,1,4.497738343239989,True
E2:separated:p0.85:cv0.35:r9,medium,34.9328027290697,1.5,4045547826,55,6.875,4,4,1,1.0683977490147158,True
E2:separated:p0.85:cv0.35:r10,medium,49.282249424149185,1.5,3148667311,92,11.5,4,3,1,3.5414285613085825,True
E2:separated:p0.85:cv0.35:r11,medium,20.12870246570418,1.5,9445676,36,4.5,2,7,1,0.13930793855312065,True
E2:separated:p0.85:cv0.35:r12,medium,40.35887782005541,1.5,1123951025,67,8.375,5,3,1,1.9259056780934425,True
E2:separated:p0.85:cv0.35:r13,medium,29.264762424040132,1.5,2921619103,53,6.625,3,4,1,0.544593689042285,True
E2:separated:p0.85:cv0.35:r14,medium,38.163490661950384,1.5,2950597745,62,7.75,5,4,1,0.9781378196061159,True
E2:separated:p0.85:cv0.35:r15,medium,43.8881836574539,1.5,989292147,77,9.625,5,3,1,3.0447690242438514,True
E2:separated:p0.85:cv0.35:r16,medium,32.764839731615105,1.5,1917835558,51,6.375,4,4,1,0.7307242692520425,True
E2:separated:p0.85:cv0.35:r17,medium,27.10220077616447,1.5,3701845882,49,6.125,3,4,1,0.6330810585535911,True
E2:separated:p0.85:cv0.35:r18,medium,28.98226976197416,1.5,3131864274,50,6.25,3,4,1,0.3083771085140858,True
E2:separated:p0.85:cv0.35:r19,medium,40.42150290958744,1.5,2289204877,63,7.875,5,3,1,1.480875661493509,True
E2:separated:p0.85:cv0.35:r20,medium,30.784076159322634,1.5,60272326,58,7.25,3,4,1,1.3382902690700902,True
E2:separated:p0.85:cv0.35:r21,medium,36.05140988786149,1.5,316537316,72,9.0,3,3,1,1.3631034562453022,True
E2:separated:p0.85:cv0.35:r22,medium,27.717738016725704,1.5,2156235917,67,8.375,3,4,1,1.7784820614344832,True
E2:separated:p0.85:cv0.35:r23,medium,28.165110274112813,1.5,445715458,49,6.125,4,4,1,0.5515696908131729,True
E2:separated:p0.85:cv0.35:r24,medium,33.467308540647885,1.5,2215899110,59,7.375,1,4,1,0.5441077088459976,True
E2:separated:p0.85:cv0.35:r25,medium,30.3074562832021,1.5,2801624730,50,6.25,3,5,1,0.739530847968179,True
E2:separated:p0.85:cv0.35:r26,medium,31.76929411338626,1.5,3907076186,63,7.875,3,4,1,0.7274062011251912,True
E2:separated:p0.85:cv0.35:r27,medium,29.40110343519263,1.5,2204720290,52,6.5,4,4,1,1.0410945938585519,True
E2:separated:p0.85:cv0.35:r28,medium,33.40291879674743,1.5,3701853986,47,5.875,4,4,1,0.502973378809214,True
E2:separated:p0.85:cv0.35:r29,medium,39.32955970221654,1.5,479410963,76,9.5,4,3,1,1.8936293198519565,True
E2:separated:p0.7:cv0.65:r0,medium,31.06127000011809,1.5,479708928,67,8.375,3,3,1,1.702860159506518,True
E2:separated:p0.7:cv0.65:r1,medium,34.80277654406134,1.5,555495285,61,7.625,2,4,1,0.7584387345118955,True
E2:separated:p0.7:cv0.65:r2,medium,32.084350643351335,1.5,3228380297,59,7.375,4,4,1,1.295043057294717,True
E2:separated:p0.7:cv0.65:r3,medium,28.675937833831334,1.5,2037025952,74,9.25,3,3,1,1.530009327640058,True
E2:separated:p0.7:cv0.65:r4,medium,29.854694965806964,1.5,1382881217,50,6.25,3,5,1,0.5745372886318555,True
E2:separated:p0.7:cv0.65:r5,medium,31.135878630326893,1.5,3469512572,50,6.25,4,4,1,0.8058235828048705,True
E2:separated:p0.7:cv0.65:r6,medium,54.04656717533018,1.5,1454229157,88,11.0,5,2,1,2.9370168861551305,True
E2:separated:p0.7:cv0.65:r7,medium,37.54047719847463,1.5,3313222853,72,9.0,5,3,1,1.9654789933996162,True
E2:separated:p0.7:cv0.65:r8,medium,43.089730575910025,1.5,1259654946,65,8.125,4,3,1,1.0093783246339538,True
E2:separated:p0.7:cv0.65:r9,medium,34.54679443550938,1.5,3517156318,77,9.625,2,4,1,1.7553453719539605,True
E2:separated:p0.7:cv0.65:r10,medium,35.90533365957266,1.5,3941798470,61,7.625,6,3,1,0.988402089007441,True
E2:separated:p0.7:cv0.65:r11,medium,27.045717336715278,1.5,89324103,47,5.875,2,6,1,0.40719713775627225,True
E2:separated:p0.7:cv0.65:r12,medium,48.07911083431645,1.5,1634547127,85,10.625,4,3,1,3.326540612511702,True
E2:separated:p0.7:cv0.65:r13,medium,31.873129866372217,1.5,741379712,70,8.75,3,3,1,2.2121452009816824,True
E2:separated:p0.7:cv0.65:r14,medium,28.65224397345223,1.5,1145360988,43,5.375,3,5,1,0.3016460375453027,True
E2:separated:p0.7:cv0.65:r15,medium,39.177849692219176,1.5,486994212,55,6.875,4,4,1,1.0443908635432302,True
E2:separated:p0.7:cv0.65:r16,medium,25.27439057339057,1.5,710037020,44,5.5,2,5,1,0.59118941587475,True
E2:separated:p0.7:cv0.65:r17,medium,36.92285412511596,1.5,3792156321,58,7.25,6,4,1,0.498040209887881,True
E2:separated:p0.7:cv0.65:r18,medium,40.893999704765854,1.5,110317547,66,8.25,6,3,1,1.6474792917921048,True
E2:separated:p0.7:cv0.65:r19,medium,29.698777949917332,1.5,2424679950,62,7.75,4,4,1,1.7047236537362436,True
E2:separated:p0.7:cv0.65:r20,medium,50.935993830768325,1.5,3508071953,100,12.5,2,3,1,1.9258577050823908,True
E2:separated:p0.7:cv0.65:r21,medium,33.095225936705475,1.5,32189821,64,8.0,3,3,1,1.4456604882746007,True
E2:separated:p0.7:cv0.65:r22,medium,27.50724433174794,1.5,3837631337,54,6.75,3,4,1,1.0628291667869858,True
E2:separated:p0.7:cv0.65:r23,medium,32.73419225651273,1.5,74623521,57,7.125,3,4,1,0.7875340345032303,True
E2:separated:p0.7:cv0.65:r24,medium,39.912089942640804,1.5,378404991,76,9.5,4,3,1,1.9550859325349565,True
E2:separated:p0.7:cv0.65:r25,medium,37.600838794931306,1.5,2564864222,69,8.625,2,4,1,1.2262094338226508,True
E2:separated:p0.7:cv0.65:r26,medium,33.18792492887804,1.5,2019793698,55,6.875,5,4,1,0.5011358327549214,True
E2:separated:p0.7:cv0.65:r27,medium,28.80938667325738,1.5,4117236722,47,5.875,3,4,1,0.7015539842676639,True
E2:separated:p0.7:cv0.65:r28,medium,27.53713777236006,1.5,3656142401,52,6.5,2,4,1,0.7261107996603046,True
E2:separated:p0.7:cv0.65:r29,medium,35.73368300876132,1.5,2130517516,66,8.25,3,3,1,1.9613321473745744,True
E2:separated:p0.85:cv0.65:r0,medium,30.363549510879018,1.5,3507003008,96,12.0,3,3,1,2.887652974643221,True
E2:separated:p0.85:cv0.65:r1,medium,32.956322521416254,1.5,414427604,61,7.625,3,4,1,1.399532234127851,True
E2:separated:p0.85:cv0.65:r2,medium,36.15216793175489,1.5,4048680025,60,7.5,5,4,1,0.988229892921783,True
E2:separated:p0.85:cv0.65:r3,medium,28.014758838548488,1.5,1502162097,54,6.75,4,4,1,0.7971746120539782,True
E2:separated:p0.85:cv0.65:r4,medium,23.394656445298587,1.5,2846203948,49,6.125,3,4,1,0.6019957344058783,True
E2:separated:p0.85:cv0.65:r5,medium,35.488678561129134,1.5,1255260680,57,7.125,3,4,1,1.261686245509249,True
E2:separated:p0.85:cv0.65:r6,medium,32.347981490091634,1.5,3805161514,54,6.75,2,4,1,0.9097221986642989,True
E2:separated:p0.85:cv0.65:r7,medium,40.34486455743746,1.5,2583032709,67,8.375,5,3,1,1.523592964036911,True
E2:separated:p0.85:cv0.65:r8,medium,44.47975549777964,1.5,920386522,97,12.125,5,3,1,4.497738343239989,True
E2:separated:p0.85:cv0.65:r9,medium,34.9328027290697,1.5,4045547826,55,6.875,4,4,1,1.0683977490147158,True
E2:separated:p0.85:cv0.65:r10,medium,49.282249424149185,1.5,3148667311,92,11.5,4,3,1,3.5414285613085825,True
E2:separated:p0.85:cv0.65:r11,medium,20.12870246570418,1.5,9445676,36,4.5,2,7,1,0.13930793855312065,True
E2:separated:p0.85:cv0.65:r12,medium,40.35887782005541,1.5,1123951025,67,8.375,5,3,1,1.9259056780934425,True
E2:separated:p0.85:cv0.65:r13,medium,29.264762424040132,1.5,2921619103,53,6.625,3,4,1,0.544593689042285,True
E2:separated:p0.85:cv0.65:r14,medium,38.163490661950384,1.5,2950597745,62,7.75,5,4,1,0.9781378196061159,True
E2:separated:p0.85:cv0.65:r15,medium,43.8881836574539,1.5,989292147,77,9.625,5,3,1,3.0447690242438514,True
E2:separated:p0.85:cv0.65:r16,medium,32.764839731615105,1.5,1917835558,51,6.375,4,4,1,0.7307242692520425,True
E2:separated:p0.85:cv0.65:r17,medium,27.10220077616447,1.5,3701845882,49,6.125,3,4,1,0.6330810585535911,True
E2:separated:p0.85:cv0.65:r18,medium,28.98226976197416,1.5,3131864274,50,6.25,3,4,1,0.3083771085140858,True
E2:separated:p0.85:cv0.65:r19,medium,40.42150290958744,1.5,2289204877,63,7.875,5,3,1,1.480875661493509,True
E2:separated:p0.85:cv0.65:r20,medium,30.784076159322634,1.5,60272326,58,7.25,3,4,1,1.3382902690700902,True
E2:separated:p0.85:cv0.65:r21,medium,36.05140988786149,1.5,316537316,72,9.0,3,3,1,1.3631034562453022,True
E2:separated:p0.85:cv0.65:r22,medium,27.717738016725704,1.5,2156235917,67,8.375,3,4,1,1.7784820614344832,True
E2:separated:p0.85:cv0.65:r23,medium,28.165110274112813,1.5,445715458,49,6.125,4,4,1,0.5515696908131729,True
E2:separated:p0.85:cv0.65:r24,medium,33.467308540647885,1.5,2215899110,59,7.375,1,4,1,0.5441077088459976,True
E2:separated:p0.85:cv0.65:r25,medium,30.3074562832021,1.5,2801624730,50,6.25,3,5,1,0.739530847968179,True
E2:separated:p0.85:cv0.65:r26,medium,31.76929411338626,1.5,3907076186,63,7.875,3,4,1,0.7274062011251912,True
E2:separated:p0.85:cv0.65:r27,medium,29.40110343519263,1.5,2204720290,52,6.5,4,4,1,1.0410945938585519,True
E2:separated:p0.85:cv0.65:r28,medium,33.40291879674743,1.5,3701853986,47,5.875,4,4,1,0.502973378809214,True
