world_key,graph_regime,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E3:clustered:p0.85:cv0.0:r27,medium,46,5.75,2,4,1,0.83403608077847,True
E3:clustered:p0.85:cv0.0:r28,medium,73,9.125,4,3,1,3.073426965762394,True
E3:clustered:p0.85:cv0.0:r29,medium,51,6.375,2,3,1,0.7552483693403872,True
E3:clustered:p0.7:cv0.35:r0,medium,52,6.5,2,4,1,1.063393709803754,True
E3:clustered:p0.7:cv0.35:r1,medium,43,5.375,2,3,1,1.198469786367975,True
E3:clustered:p0.7:cv0.35:r2,medium,69,8.625,3,3,1,2.2679090006151386,True
E3:clustered:p0.7:cv0.35:r3,medium,48,6.0,3,3,1,1.0610123508402514,True
E3:clustered:p0.7:cv0.35:r4,medium,63,7.875,4,3,1,2.0483451853507875,True
E3:clustered:p0.7:cv0.35:r5,medium,45,5.625,2,3,1,0.9479270802069288,True
E3:clustered:p0.7:cv0.35:r6,medium,86,10.75,4,2,1,3.7967182592546145,True
E3:clustered:p0.7:cv0.35:r7,medium,62,7.75,3,3,1,1.5783770936755959,True
E3:clustered:p0.7:cv0.35:r8,medium,54,6.75,3,4,1,1.2541087440005338,True
E3:clustered:p0.7:cv0.35:r9,medium,42,5.25,3,4,1,1.0781531807690201,True
E3:clustered:p0.7:cv0.35:r10,medium,43,5.375,2,4,1,0.8921935650235105,True
E3:clustered:p0.7:cv0.35:r11,medium,70,8.75,6,2,1,2.6033271028578384,True
E3:clustered:p0.7:cv0.35:r12,medium,53,6.625,2,4,1,0.9533786838621489,True
E3:clustered:p0.7:cv0.35:r13,medium,88,11.0,7,2,1,5.262552992513736,True
E3:clustered:p0.7:cv0.35:r14,medium,60,7.5,5,3,1,1.9481568389552073,True
E3:clustered:p0.7:cv0.35:r15,medium,65,8.125,3,3,1,2.301595640310241,True
E3:clustered:p0.7:cv0.35:r16,medium,87,10.875,7,2,1,5.983413945913551,True
E3:clustered:p0.7:cv0.35:r17,medium,97,12.125,6,2,1,5.824587516150332,True
E3:clustered:p0.7:cv0.35:r18,medium,64,8.0,4,3,1,2.4402515213454543,True
E3:clustered:p0.7:cv0.35:r19,medium,88,11.0,6,2,1,5.320322634268495,True
E3:clustered:p0.7:cv0.35:r20,medium,86,10.75,7,2,1,5.364549069175976,True
E3:clustered:p0.7:cv0.35:r21,medium,61,7.625,4,3,1,2.385401225539745,True
E3:clustered:p0.7:cv0.35:r22,medium,53,6.625,3,3,1,1.351474526979317,True
E3:clustered:p0.7:cv0.35:r23,medium,62,7.75,4,3,1,1.8066399431482394,True
E3:clustered:p0.7:cv0.35:r24,medium,44,5.5,2,4,1,0.806400975977833,True
E3:clustered:p0.7:cv0.35:r25,medium,58,7.25,2,3,1,1.2877776352312449,True
E3:clustered:p0.7:cv0.35:r26,medium,79,9.875,5,2,1,4.158332864863196,True
E3:clustered:p0.7:cv0.35:r27,medium,61,7.625,3,3,1,1.8542456328176886,True
E3:clustered:p0.7:cv0.35:r28,medium,59,7.375,3,3,1,0.9049093397614082,True
E3:clustered:p0.7:cv0.35:r29,medium,79,9.875,5,3,1,4.10821875917793,True
E3:clustered:p0.85:cv0.35:r0,medium,71,8.875,2,3,1,1.6556260616300644,True
E3:clustered:p0.85:cv0.35:r1,medium,62,7.75,4,3,1,1.8811345986551107,True
E3:clustered:p0.85:cv0.35:r2,medium,72,9.0,4,3,1,3.0065658076351904,True
E3:clustered:p0.85:cv0.35:r3,medium,72,9.0,3,3,1,2.5308489593558994,True
E3:clustered:p0.85:cv0.35:r4,medium,50,6.25,3,3,1,1.44571078211629,True
E3:clustered:p0.85:cv0.35:r5,medium,73,9.125,3,3,1,2.4374172626962585,True
E3:clustered:p0.85:cv0.35:r6,medium,64,8.0,3,3,1,2.54292831017787,True
E3:clustered:p0.85:cv0.35:r7,medium,36,4.5,2,7,1,0.263665990822441,True
E3:clustered:p0.85:cv0.35:r8,medium,53,6.625,3,4,1,1.095782926309807,True
E3:clustered:p0.85:cv0.35:r9,medium,48,6.0,3,3,1,0.9559751884212433,True
E3:clustered:p0.85:cv0.35:r10,medium,56,7.0,3,3,1,1.3686695255139032,True
E3:clustered:p0.85:cv0.35:r11,medium,51,6.375,3,4,1,0.812804778401909,True
E3:clustered:p0.85:cv0.35:r12,medium,67,8.375,2,4,1,1.2012399604746071,True
E3:clustered:p0.85:cv0.35:r13,medium,80,10.0,3,3,1,2.8749142944243244,True
E3:clustered:p0.85:cv0.35:r14,medium,53,6.625,3,4,1,1.4167802621806471,True
E3:clustered:p0.85:cv0.35:r15,medium,54,6.75,3,3,1,1.317709277819914,True
E3:clustered:p0.85:cv0.35:r16,medium,92,11.5,4,2,1,3.9724490824139416,True
E3:clustered:p0.85:cv0.35:r17,medium,56,7.0,4,3,1,1.175525734287652,True
E3:clustered:p0.85:cv0.35:r18,medium,75,9.375,4,3,1,3.0229631156760615,True
E3:clustered:p0.85:cv0.35:r19,medium,70,8.75,2,3,1,1.4612384235502516,True
E3:clustered:p0.85:cv0.35:r20,medium,83,10.375,4,3,1,3.585185712347932,True
E3:clustered:p0.85:cv0.35:r21,medium,50,6.25,3,3,1,1.23446235709879,True
E3:clustered:p0.85:cv0.35:r22,medium,52,6.5,4,4,1,1.2625434488744296,True
E3:clustered:p0.85:cv0.35:r23,medium,61,7.625,2,4,1,1.0411416778956526,True
E3:clustered:p0.85:cv0.35:r24,medium,70,8.75,3,3,1,1.6629658979153303,True
E3:clustered:p0.85:cv0.35:r25,medium,59,7.375,3,3,1,1.9920933088791881,True
E3:clustered:p0.85:cv0.35:r26,medium,65,8.125,5,3,1,2.5436439480092057,True
E3:clustered:p0.85:cv0.35:r27,medium,46,5.75,2,4,1,0.83403608077847,True
E3:clustered:p0.85:cv0.35:r28,medium,73,9.125,4,3,1,3.073426965762394,True
E3:clustered:p0.85:cv0.35:r29,medium,51,6.375,2,3,1,0.7552483693403872,True
E3:clustered:p0.7:cv0.65:r0,medium,52,6.5,2,4,1,1.063393709803754,True
E3:clustered:p0.7:cv0.65:r1,medium,43,5.375,2,3,1,1.198469786367975,True
E3:clustered:p0.7:cv0.65:r2,medium,69,8.625,3,3,1,2.2679090006151386,True
E3:clustered:p0.7:cv0.65:r3,medium,48,6.0,3,3,1,1.0610123508402514,True
E3:clustered:p0.7:cv0.65:r4,medium,63,7.875,4,3,1,2.0483451853507875,True
E3:clustered:p0.7:cv0.65:r5,medium,45,5.625,2,3,1,0.9479270802069288,True
E3:clustered:p0.7:cv0.65:r6,medium,86,10.75,4,2,1,3.7967182592546145,True
E3:clustered:p0.7:cv0.65:r7,medium,62,7.75,3,3,1,1.5783770936755959,True
E3:clustered:p0.7:cv0.65:r8,medium,54,6.75,3,4,1,1.2541087440005338,True
E3:clustered:p0.7:cv0.65:r9,medium,42,5.25,3,4,1,1.0781531807690201,True
E3:clustered:p0.7:cv0.65:r10,medium,43,5.375,2,4,1,0.8921935650235105,True
E3:clustered:p0.7:cv0.65:r11,medium,70,8.75,6,2,1,2.6033271028578384,True
E3:clustered:p0.7:cv0.65:r12,medium,53,6.625,2,4,1,0.9533786838621489,True
E3:clustered:p0.7:cv0.65:r13,medium,88,11.0,7,2,1,5.262552992513736,True
E3:clustered:p0.7:cv0.65:r14,medium,60,7.5,5,3,1,1.9481568389552073,True
E3:clustered:p0.7:cv0.65:r15,medium,65,8.125,3,3,1,2.301595640310241,True
E3:clustered:p0.7:cv0.65:r16,medium,87,10.875,7,2,1,5.983413945913551,True
E3:clustered:p0.7:cv0.65:r17,medium,97,12.125,6,2,1,5.824587516150332,True
E3:clustered:p0.7:cv0.65:r18,medium,64,8.0,4,3,1,2.4402515213454543,True
E3:clustered:p0.7:cv0.65:r19,medium,88,11.0,6,2,1,5.320322634268495,True
E3:clustered:p0.7:cv0.65:r20,medium,86,10.75,7,2,1,5.364549069175976,True
E3:clustered:p0.7:cv0.65:r21,medium,61,7.625,4,3,1,2.385401225539745,True
E3:clustered:p0.7:cv0.65:r22,medium,53,6.625,3,3,1,1.351474526979317,True
E3:clustered:p0.7:cv0.65:r23,medium,62,7.75,4,3,1,1.8066399431482394,True
E3:clustered:p0.7:cv0.65:r24,medium,44,5.5,2,4,1,0.806400975977833,True
E3:clustered:p0.7:cv0.65:r25,medium,58,7.25,2,3,1,1.2877776352312449,True
E3:clustered:p0.7:cv0.65:r26,medium,79,9.875,5,2,1,4.158332864863196,True
E3:clustered:p0.7:cv0.65:r27,medium,61,7.625,3,3,1,1.8542456328176886,True
E3:clustered:p0.7:cv0.65:r28,medium,59,7.375,3,3,1,0.9049093397614082,True
E3:clustered:p0.7:cv0.65:r29,medium,79,9.875,5,3,1,4.10821875917793,True
E3:clustered:p0.85:cv0.65:r0,medium,71,8.875,2,3,1,1.6556260616300644,True
E3:clustered:p0.85:cv0.65:r1,medium,62,7.75,4,3,1,1.8811345986551107,True
E3:clustered:p0.85:cv0.65:r2,medium,72,9.0,4,3,1,3.0065658076351904,True
E3:clustered:p0.85:cv0.65:r3,medium,72,9.0,3,3,1,2.5308489593558994,True
E3:clustered:p0.85:cv0.65:r4,medium,50,6.25,3,3,1,1.44571078211629,True
E3:clustered:p0.85:cv0.65:r5,medium,73,9.125,3,3,1,2.4374172626962585,True
E3:clustered:p0.85:cv0.65:r6,medium,64,8.0,3,3,1,2.54292831017787,True
E3:clustered:p0.85:cv0.65:r7,medium,36,4.5,2,7,1,0.263665990822441,True
E3:clustered:p0.85:cv0.65:r8,medium,53,6.625,3,4,1,1.095782926309807,True
E3:clustered:p0.85:cv0.65:r9,medium,48,6.0,3,3,1,0.9559751884212433,True
E3:clustered:p0.85:cv0.65:r10,medium,56,7.0,3,3,1,1.3686695255139032,True
E3:clustered:p0.85:cv0.65:r11,medium,51,6.375,3,4,1,0.812804778401909,True
E3:clustered:p0.85:cv0.65:r12,medium,67,8.375,2,4,1,1.2012399604746071,True
E3:clustered:p0.85:cv0.65:r13,medium,80,10.0,3,3,1,2.8749142944243244,True
E3:clustered:p0.85:cv0.65:r14,medium,53,6.625,3,4,1,1.4167802621806471,True
E3:clustered:p0.85:cv0.65:r15,medium,54,6.75,3,3,1,1.317709277819914,True
E3:clustered:p0.85:cv0.65:r16,medium,92,11.5,4,2,1,3.9724490824139416,True
E3:clustered:p0.85:cv0.65:r17,medium,56,7.0,4,3,1,1.175525734287652,True
E3:clustered:p0.85:cv0.65:r18,medium,75,9.375,4,3,1,3.0229631156760615,True
E3:clustered:p0.85:cv0.65:r19,medium,70,8.75,2,3,1,1.4612384235502516,True
E3:clustered:p0.85:cv0.65:r20,medium,83,10.375,4,3,1,3.585185712347932,True
E3:clustered:p0.85:cv0.65:r21,medium,50,6.25,3,3,1,1.23446235709879,True
E3:clustered:p0.85:cv0.65:r22,medium,52,6.5,4,4,1,1.2625434488744296,True
E3:clustered:p0.85:cv0.65:r23,medium,61,7.625,2,4,1,1.0411416778956526,True
E3:clustered:p0.85:cv0.65:r24,medium,70,8.75,3,3,1,1.6629658979153303,True
E3:clustered:p0.85:cv0.65:r25,medium,59,7.375,3,3,1,1.9920933088791881,True
E3:clustered:p0.85:cv0.65:r26,medium,65,8.125,5,3,1,2.5436439480092057,True
E3:clustered:p0.85:cv0.65:r27,medium,46,5.75,2,4,1,0.83403608077847,True
E3:clustered:p0.85:cv0.65:r28,medium,73,9.125,4,3,1,3.073426965762394,True
E3:clustered:p0.85:cv0.65:r29,medium,51,6.375,2,3,1,0.7552483693403872,True
E3:clustered:p0.7:cv1.0:r0,medium,52,6.5,2,4,1,1.063393709803754,True
E3:clustered:p0.7:cv1.0:r1,medium,43,5.375,2,3,1,1.198469786367975,True
E3:clustered:p0.7:cv1.0:r2,medium,69,8.625,3,3,1,2.2679090006151386,True
E3:clustered:p0.7:cv1.0:r3,medium,48,6.0,3,3,1,1.0610123508402514,True
E3:clustered:p0.7:cv1.0:r4,medium,63,7.875,4,3,1,2.0483451853507875,True
E3:clustered:p0.7:cv1.0:r5,medium,45,5.625,2,3,1,0.9479270802069288,True
E3:clustered:p0.7:cv1.0:r6,medium,86,10.75,4,2,1,3.7967182592546145,True
E3:clustered:p0.7:cv1.0:r7,medium,62,7.75,3,3,1,1.5783770936755959,True
E3:clustered:p0.7:cv1.0:r8,medium,54,6.75,3,4,1,1.2541087440005338,True
E3:clustered:p0.7:cv1.0:r9,medium,42,5.25,3,4,1,1.0781531807690201,True
E3:clustered:p0.7:cv1.0:r10,medium,43,5.375,2,4,1,0.8921935650235105,True
E3:clustered:p0.7:cv1.0:r11,medium,70,8.75,6,2,1,2.6033271028578384,True
E3:clustered:p0.7:cv1.0:r12,medium,53,6.625,2,4,1,0.9533786838621489,True
E3:clustered:p0.7:cv1.0:r13,medium,88,11.0,7,2,1,5.262552992513736,True
E3:clustered:p0.7:cv1.0:r14,medium,60,7.5,5,3,1,1.9481568389552073,True
E3:clustered:p0.7:cv1.0:r15,medium,65,8.125,3,3,1,2.301595640310241,True
E3:clustered:p0.7:cv1.0:r16,medium,87,10.875,7,2,1,5.983413945913551,True
E3:clustered:p0.7:cv1.0:r17,medium,97,12.125,6,2,1,5.824587516150332,True
E3:clustered:p0.7:cv1.0:r18,medium,64,8.0,4,3,1,2.4402515213454543,True
E3:clustered:p0.7:cv1.0:r19,medium,88,11.0,6,2,1,5.320322634268495,True
E3:clustered:p0.7:cv1.0:r20,medium,86,10.75,7,2,1,5.364549069175976,True
E3:clustered:p0.7:cv1.0:r21,medium,61,7.625,4,3,1,2.385401225539745,True
E3:clustered:p0.7:cv1.0:r22,medium,53,6.625,3,3,1,1.351474526979317,True
E3:clustered:p0.7:cv1.0:r23,medium,62,7.75,4,3,1,1.8066399431482394,True
E3:clustered:p0.7:cv1.0:r24,medium,44,5.5,2,4,1,0.806400975977833,True
E3:clustered:p0.7:cv1.0:r25,medium,58,7.25,2,3,1,1.2877776352312449,True
E3:clustered:p0.7:cv1.0:r26,medium,79,9.875,5,2,1,4.158332864863196,True
E3:clustered:p0.7:cv1.0:r27,medium,61,7.625,3,3,1,1.8542456328176886,True
E3:clustered:p0.7:cv1.0:r28,medium,59,7.375,3,3,1,0.9049093397614082,True
E3:clustered:p0.7:cv1.0:r29,medium,79,9.875,5,3,1,4.10821875917793,True
E3:clustered:p0.85:cv1.0:r0,medium,71,8.875,2,3,1,1.6556260616300644,True
E3:clustered:p0.85:cv1.0:r1,medium,62,7.75,4,3,1,1.8811345986551107,True
E3:clustered:p0.85:cv1.0:r2,medium,72,9.0,4,3,1,3.0065658076351904,True
E3:clustered:p0.85:cv1.0:r3,medium,72,9.0,3,3,1,2.5308489593558994,True
E3:clustered:p0.85:cv1.0:r4,medium,50,6.25,3,3,1,1.44571078211629,True
E3:clustered:p0.85:cv1.0:r5,medium,73,9.125,3,3,1,2.4374172626962585,True
E3:clustered:p0.85:cv1.0:r6,medium,64,8.0,3,3,1,2.54292831017787,True
E3:clustered:p0.85:cv1.0:r7,medium,36,4.5,2,7,1,0.263665990822441,True
E3:clustered:p0.85:cv1.0:r8,medium,53,6.625,3,4,1,1.095782926309807,True
E3:clustered:p0.85:cv1.0:r9,medium,48,6.0,3,3,1,0.9559751884212433,True
E3:clustered:p0.85:cv1.0:r10,medium,56,7.0,3,3,1,1.3686695255139032,True
E3:clustered:p0.85:cv1.0:r11,medium,51,6.375,3,4,1,0.812804778401909,True
E3:clustered:p0.85:cv1.0:r12,medium,67,8.375,2,4,1,1.2012399604746071,True
E3:clustered:p0.85:cv1.0:r13,medium,80,10.0,3,3,1,2.8749142944243244,True
E3:clustered:p0.85:cv1.0:r14,medium,53,6.625,3,4,1,1.4167802621806471,True
E3:clustered:p0.85:cv1.0:r15,medium,54,6.75,3,3,1,1.317709277819914,True
E3:clustered:p0.85:cv1.0:r16,medium,92,11.5,4,2,1,3.9724490824139416,True
E3:clustered:p0.85:cv1.0:r17,medium,56,7.0,4,3,1,1.175525734287652,True
E3:clustered:p0.85:cv1.0:r18,medium,75,9.375,4,3,1,3.0229631156760615,True
E3:clustered:p0.85:cv1.0:r19,medium,70,8.75,2,3,1,1.4612384235502516,True
E3:clustered:p0.85:cv1.0:r20,medium,83,10.375,4,3,1,3.585185712347932,True
E3:clustered:p0.85:cv1.0:r21,medium,50,6.25,3,3,1,1.23446235709879,True
E3:clustered:p0.85:cv1.0:r22,medium,52,6.5,4,4,1,1.2625434488744296,True
E3:clustered:p0.85:cv1.0:r23,medium,61,7.625,2,4,1,1.0411416778956526,True
E3:clustered:p0.85:cv1.0:r24,medium,70,8.75,3,3,1,1.6629658979153303,True
E3:clustered:p0.85:cv1.0:r25,medium,59,7.375,3,3,1,1.9920933088791881,True
E3:clustered:p0.85:cv1.0:r26,medium,65,8.125,5,3,1,2.5436439480092057,True
E3:clustered:p0.85:cv1.0:r27,medium,46,5.75,2,4,1,0.83403608077847,True
E3:clustered:p0.85:cv1.0:r28,medium,73,9.125,4,3,1,3.073426965762394,True
E3:clustered:p0.85:cv1.0:r29,medium,51,6.375,2,3,1,0.7552483693403872,True
E3:separated:p0.7:cv0.0:r0,medium,71,8.875,2,4,1,1.078228427906138,True
E3:separated:p0.7:cv0.0:r1,medium,65,8.125,7,3,1,1.3697446571704828,True
E3:separated:p0.7:cv0.0:r2,medium,64,8.0,5,3,1,1.037568452268608,True
E3:separated:p0.7:cv0.0:r3,medium,103,12.875,5,2,1,4.875643718541788,True
E3:separated:p0.7:cv0.0:r4,medium,57,7.125,2,4,1,1.0451266686126386,True
E3:separated:p0.7:cv0.0:r5,medium,82,10.25,3,3,1,2.1315296332829594,True
E3:separated:p0.7:cv0.0:r6,medium,76,9.5,5,3,1,2.732757480218693,True
E3:separated:p0.7:cv0.0:r7,medium,78,9.75,7,2,1,3.275900351975733,True
E3:separated:p0.7:cv0.0:r8,medium,72,9.0,3,3,1,1.2689969986876022,True
E3:separated:p0.7:cv0.0:r9,medium,40,5.0,2,5,1,0.48438725613219835,True
E3:separated:p0.7:cv0.0:r10,medium,61,7.625,2,4,1,1.1361915291733173,True
E3:separated:p0.7:cv0.0:r11,medium,58,7.25,4,3,1,0.8507612462291484,True
E3:separated:p0.7:cv0.0:r12,medium,55,6.875,3,4,1,0.9295344597705926,True
E3:separated:p0.7:cv0.0:r13,medium,78,9.75,4,3,1,1.8107655180061588,True
E3:separated:p0.7:cv0.0:r14,medium,57,7.125,4,4,1,0.760397519743624,True
E3:separated:p0.7:cv0.0:r15,medium,54,6.75,2,5,1,0.5039095037929284,True
E3:separated:p0.7:cv0.0:r16,medium,77,9.625,5,3,1,2.813772333082428,True
E3:separated:p0.7:cv0.0:r17,medium,56,7.0,3,4,1,1.2006917246284563,True
E3:separated:p0.7:cv0.0:r18,medium,61,7.625,5,4,1,0.8682232688691136,True
E3:separated:p0.7:cv0.0:r19,medium,53,6.625,3,4,1,0.67400556459248,True
E3:separated:p0.7:cv0.0:r20,medium,76,9.5,5,3,1,3.031887997996274,True
E3:separated:p0.7:cv0.0:r21,medium,56,7.0,2,4,1,0.7830235064758782,True
E3:separated:p0.7:cv0.0:r22,medium,60,7.5,4,4,1,1.223617679429819,True
E3:separated:p0.7:cv0.0:r23,medium,69,8.625,2,4,1,0.6680708179165462,True
E3:separated:p0.7:cv0.0:r24,medium,54,6.75,5,4,1,0.6743657317433529,True
E3:separated:p0.7:cv0.0:r25,medium,83,10.375,5,3,1,3.2383995873782796,True
E3:separated:p0.7:cv0.0:r26,medium,89,11.125,5,3,1,4.231562199129039,True
E3:separated:p0.7:cv0.0:r27,medium,66,8.25,4,3,1,2.016498711928973,True
E3:separated:p0.7:cv0.0:r28,medium,71,8.875,4,3,1,1.2796630827261106,True
E3:separated:p0.7:cv0.0:r29,medium,57,7.125,2,5,1,1.013804525133587,True
E3:separated:p0.85:cv0.0:r0,medium,48,6.0,4,4,1,0.570301330598442,True
E3:separated:p0.85:cv0.0:r1,medium,53,6.625,4,4,1,0.5166729835185435,True
E3:separated:p0.85:cv0.0:r2,medium,76,9.5,5,3,1,2.8981211997404164,True
E3:separated:p0.85:cv0.0:r3,medium,73,9.125,7,3,1,2.4012007250611904,True
E3:separated:p0.85:cv0.0:r4,medium,64,8.0,5,3,1,1.7095868351733705,True
E3:separated:p0.85:cv0.0:r5,medium,40,5.0,3,5,1,0.40982553488794854,True
E3:separated:p0.85:cv0.0:r6,medium,64,8.0,6,3,1,1.18796925028547,True
E3:separated:p0.85:cv0.0:r7,medium,47,5.875,2,4,1,0.8569062611698564,True
E3:separated:p0.85:cv0.0:r8,medium,63,7.875,4,3,1,1.664389724889614,True
E3:separated:p0.85:cv0.0:r9,medium,71,8.875,6,3,1,2.6168003383569682,True
E3:separated:p0.85:cv0.0:r10,medium,63,7.875,4,4,1,0.5640884497108661,True
E3:separated:p0.85:cv0.0:r11,medium,63,7.875,4,3,1,1.2628751171358177,True
E3:separated:p0.85:cv0.0:r12,medium,61,7.625,3,4,1,1.6562810561527321,True
E3:separated:p0.85:cv0.0:r13,medium,76,9.5,3,3,1,1.881123011652719,True
E3:separated:p0.85:cv0.0:r14,medium,60,7.5,2,4,1,1.3281732667916328,True
E3:separated:p0.85:cv0.0:r15,medium,65,8.125,4,3,1,1.3076863674889576,True
E3:separated:p0.85:cv0.0:r16,medium,41,5.125,2,6,1,0.2408147663633218,True
E3:separated:p0.85:cv0.0:r17,medium,50,6.25,4,5,1,0.44997542851277883,True
E3:separated:p0.85:cv0.0:r18,medium,70,8.75,4,3,1,2.2667821215102113,True
E3:separated:p0.85:cv0.0:r19,medium,43,5.375,3,5,1,0.48487002767614995,True
E3:separated:p0.85:cv0.0:r20,medium,63,7.875,3,4,1,0.4072112538701806,True
E3:separated:p0.85:cv0.0:r21,medium,42,5.25,3,6,1,0.35824690467445575,True
E3:separated:p0.85:cv0.0:r22,medium,65,8.125,6,3,1,1.3532376192211275,True
E3:separated:p0.85:cv0.0:r23,medium,45,5.625,3,4,1,0.4640575368357842,True
E3:separated:p0.85:cv0.0:r24,medium,63,7.875,2,4,1,1.3894828948857636,True
E3:separated:p0.85:cv0.0:r25,medium,53,6.625,3,4,1,1.0695562477893776,True
E3:separated:p0.85:cv0.0:r26,medium,50,6.25,2,4,1,0.6126356172842953,True
E3:separated:p0.85:cv0.0:r27,medium,55,6.875,4,4,1,0.9622897248035192,True
E3:separated:p0.85:cv0.0:r28,medium,45,5.625,4,4,1,0.4665485697466953,True
E3:separated:p0.85:cv0.0:r29,medium,38,4.75,3,5,1,0.2723068799637327,True
E3:separated:p0.7:cv0.35:r0,medium,71,8.875,2,4,1,1.078228427906138,True
E3:separated:p0.7:cv0.35:r1,medium,65,8.125,7,3,1,1.3697446571704828,True
E3:separated:p0.7:cv0.35:r2,medium,64,8.0,5,3,1,1.037568452268608,True
E3:separated:p0.7:cv0.35:r3,medium,103,12.875,5,2,1,4.875643718541788,True
E3:separated:p0.7:cv0.35:r4,medium,57,7.125,2,4,1,1.0451266686126386,True
E3:separated:p0.7:cv0.35:r5,medium,82,10.25,3,3,1,2.1315296332829594,True
E3:separated:p0.7:cv0.35:r6,medium,76,9.5,5,3,1,2.732757480218693,True
E3:separated:p0.7:cv0.35:r7,medium,78,9.75,7,2,1,3.275900351975733,True
E3:separated:p0.7:cv0.35:r8,medium,72,9.0,3,3,1,1.2689969986876022,True
E3:separated:p0.7:cv0.35:r9,medium,40,5.0,2,5,1,0.48438725613219835,True
E3:separated:p0.7:cv0.35:r10,medium,61,7.625,2,4,1,1.1361915291733173,True
E3:separated:p0.7:cv0.35:r11,medium,58,7.25,4,3,1,0.8507612462291484,True
E3:separated:p0.7:cv0.35:r12,medium,55,6.875,3,4,1,0.9295344597705926,True
E3:separated:p0.7:cv0.35:r13,medium,78,9.75,4,3,1,1.8107655180061588,True
E3:separated:p0.7:cv0.35:r14,medium,57,7.125,4,4,1,0.760397519743624,True
E3:separated:p0.7:cv0.35:r15,medium,54,6.75,2,5,1,0.5039095037929284,True
E3:separated:p0.7:cv0.35:r16,medium,77,9.625,5,3,1,2.813772333082428,True
E3:separated:p0.7:cv0.35:r17,medium,56,7.0,3,4,1,1.2006917246284563,True
E3:separated:p0.7:cv0.35:r18,medium,61,7.625,5,4,1,0.8682232688691136,True
E3:separated:p0.7:cv0.35:r19,medium,53,6.625,3,4,1,0.67400556459248,True
E3:separated:p0.7:cv0.35:r20,medium,76,9.5,5,3,1,3.031887997996274,True
E3:separated:p0.7:cv0.35:r21,medium,56,7.0,2,4,1,0.7830235064758782,True
E3:separated:p0.7:cv0.35:r22,medium,60,7.5,4,4,1,1.223617679429819,True
E3:separated:p0.7:cv0.35:r23,medium,69,8.625,2,4,1,0.6680708179165462,True
E3:separated:p0.7:cv0.35:r24,medium,54,6.75,5,4,1,0.6743657317433529,True
E3:separated:p0.7:cv0.35:r25,medium,83,10.375,5,3,1,3.2383995873782796,True
E3:separated:p0.7:cv0.35:r26,medium,89,11.125,5,3,1,4.231562199129039,True
E3:separated:p0.7:cv0.35:r27,medium,66,8.25,4,3,1,2.016498711928973,True
E3:separated:p0.7:cv0.35:r28,medium,71,8.875,4,3,1,1.2796630827261106,True
E3:separated:p0.7:cv0.35:r29,medium,57,7.125,2,5,1,1.013804525133587,True
E3:separated:p0.85:cv0.35:r0,medium,48,6.0,4,4,1,0.570301330598442,True
E3:separated:p0.85:cv0.35:r1,medium,53,6.625,4,4,1,0.5166729835185435,True
E3:separated:p0.85:cv0.35:r2,medium,76,9.5,5,3,1,2.8981211997404164,True
E3:separated:p0.85:cv0.35:r3,medium,73,9.125,7,3,1,2.4012007250611904,True
E3:separated:p0.85:cv0.35:r4,medium,64,8.0,5,3,1,1.7095868351733705,True
E3:separated:p0.85:cv0.35:r5,medium,40,5.0,3,5,1,0.40982553488794854,True
E3:separated:p0.85:cv0.35:r6,medium,64,8.0,6,3,1,1.18796925028547,True
E3:separated:p0.85:cv0.35:r7,medium,47,5.875,2,4,1,0.8569062611698564,True
E3:separated:p0.85:cv0.35:r8,medium,63,7.875,4,3,1,1.664389724889614,True
E3:separated:p0.85:cv0.35:r9,medium,71,8.875,6,3,1,2.6168003383569682,True
E3:separated:p0.85:cv0.35:r10,medium,63,7.875,4,4,1,0.5640884497108661,True
E3:separated:p0.85:cv0.35:r11,medium,63,7.875,4,3,1,1.2628751171358177,True
E3:separated:p0.85:cv0.35:r12,medium,61,7.625,3,4,1,1.6562810561527321,True
E3:separated:p0.85:cv0.35:r13,medium,76,9.5,3,3,1,1.881123011652719,True
E3:separated:p0.85:cv0.35:r14,medium,60,7.5,2,4,1,1.3281732667916328,True
E3:separated:p0.85:cv0.35:r15,medium,65,8.125,4,3,1,1.3076863674889576,True
E3:separated:p0.85:cv0.35:r16,medium,41,5.125,2,6,1,0.2408147663633218,True
E3:separated:p0.85:cv0.35:r17,medium,50,6.25,4,5,1,0.44997542851277883,True
E3:separated:p0.85:cv0.35:r18,medium,70,8.75,4,3,1,2.2667821215102113,True
E3:separated:p0.85:cv0.35:r19,medium,43,5.375,3,5,1,0.48487002767614995,True
E3:separated:p0.85:cv0.35:r20,medium,63,7.875,3,4,1,0.4072112538701806,True
E3:separated:p0.85:cv0.35:r21,medium,42,5.25,3,6,1,0.35824690467445575,True
E3:separated:p0.85:cv0.35:r22,medium,65,8.125,6,3,1,1.3532376192211275,True
E3:separated:p0.85:cv0.35:r23,medium,45,5.625,3,4,1,0.4640575368357842,True
E3:separated:p0.85:cv0.35:r24,medium,63,7.875,2,4,1,1.3894828948857636,True
E3:separated:p0.85:cv0.35:r25,medium,53,6.625,3,4,1,1.0695562477893776,True
E3:separated:p0.85:cv0.35:r26,medium,50,6.25,2,4,1,0.6126356172842953,True
E3:separated:p0.85:cv0.35:r27,medium,55,6.875,4,4,1,0.9622897248035192,True
