world_id,scenario,capacity_cv,pressure,replicate,world_seed,world_digest
n3b-separated-cv0.35-p0.85-r02,separated,0.35,0.85,2,250108310765689,01b94b3b8e499fb81faf2534cb60ff6ce9878ce1d56877f67fa773a0d5984bed
n3b-separated-cv0.35-p0.85-r03,separated,0.35,0.85,3,52284895508582,c1ced84da79f308be73f4f204be878d8270d246561195158e698f322d84204fa
n3b-separated-cv0.35-p0.85-r04,separated,0.35,0.85,4,134111424582637,f2f3a768d2bc4c49f82b9cafe5c20fad4508fe1bf4e72e814bce161defd81b32
n3b-separated-cv0.35-p0.85-r05,separated,0.35,0.85,5,60240577592214,00cbb733066a29a5e5e1d64180cee5f4b69d22c2cdc36a6b55fed953c4a15f33
n3b-separated-cv0.35-p0.85-r06,separated,0.35,0.85,6,148840803087006,5006470980ea17bda3ee51272701a62a529f4a568956f4bb1d32cafb064b59ad
n3b-separated-cv0.35-p0.85-r07,separated,0.35,0.85,7,13379603778869,801fcf492fadb5bb32ec9b7295b6f98b576d5a9c25ed6f667ac860a8705c8779
n3b-separated-cv0.35-p0.85-r08,separated,0.35,0.85,8,255839744833092,4aa793985b15d6e14d4eb4dbf9426b4796d601be16175477d85f024e86397d97
n3b-separated-cv0.35-p0.85-r09,separated,0.35,0.85,9,267498323701325,70ad6e7026c54f63d4607d4825d18b33a3975cd79b36dc74de1a9d374832af67
n3b-separated-cv0.35-p0.85-r10,separated,0.35,0.85,10,92295243237238,b61f43f431142f7b49387953bc37ed43184295e294edabb1bc2c987846a5a97e
n3b-separated-cv0.35-p0.85-r11,separated,0.35,0.85,11,270566951676164,2a1e4b8e02f6f40bfec8b13b1c304c4345ed90978d0a2441f71ad9c8624ae3b9
n3b-separated-cv0.35-p0.85-r12,separated,0.35,0.85,12,13073692530490,b870e3d3d5062a9e952bf0b353ff63ab7d39bbaaee5f91e35f964a8e351153d0
n3b-separated-cv0.35-p0.85-r13,separated,0.35,0.85,13,86461383466401,5bf636f9a24ef4018e62332af483592faa0720099f22c3074084ca7cb9469ec1
n3b-separated-cv0.35-p0.85-r14,separated,0.35,0.85,14,203814345450279,50c7a98feecbdfa2927706b1a503792c79b8d06a23b01747e35089f740089f0d
n3b-separated-cv0.35-p0.85-r15,separated,0.35,0.85,15,234709026644632,0e525fadd2cd0f5a7d682dcde2e15412eb552203702b72b336ad848a91515c5b
n3b-separated-cv0.35-p0.85-r16,separated,0.35,0.85,16,245123479230830,c56b5f50ffd51e4c662a5f9ab245f93c6f77b01a1a217e03958827c74e794f05
n3b-separated-cv0.35-p0.85-r17,separated,0.35,0.85,17,28892846579141,7fd18118d49d189f1790a38e4c195b7dffd285e7bedc89b01284f5e0604ce3ce
n3b-separated-cv0.65-p0.85-r00,separated,0.65,0.85,0,117136004664538,0378973d711a15b0ee7ee51fed75263ad387f13d1d56c3e2044495498f5fa0c4
n3b-separated-cv0.65-p0.85-r01,separated,0.65,0.85,1,56160181353307,daba1e1ba583ae89a35a60c584114ed7b0dd40106f93079d3a36795518061416
n3b-separated-cv0.65-p0.85-r02,separated,0.65,0.85,2,129636893086411,3213932b64f0cb4c29c53741549ed1289c8a397d293b8eca6b67bb0ed996a6a9
n3b-separated-cv0.65-p0.85-r03,separated,0.65,0.85,3,77542027282594,f15d382e3dce6c4457d44f6d2d359703c3577264284bbddc7d6d7f5d396771ff
n3b-separated-cv0.65-p0.85-r04,separated,0.65,0.85,4,130940522059147,2b9dbd1afe572a01e398f1674326f71fad6607f304b3c5e518ea986130f9f825
n3b-separated-cv0.65-p0.85-r05,separated,0.65,0.85,5,190205797304242,08612836beb79e7929f0375acdb9e38f7b60be07b69320fc399f8f326683e82d
n3b-separated-cv0.65-p0.85-r06,separated,0.65,0.85,6,5793850574190,848792c7672f92243401f372fbe1e7496d3e4dbd91633c0bfd8ac8a084608435
n3b-separated-cv0.65-p0.85-r07,separated,0.65,0.85,7,152711177740066,eda101f0ecfa0c41a4927a080c4f177836bb7383756a1b15515d545b00f2657e
n3b-separated-cv0.65-p0.85-r08,separated,0.65,0.85,8,121338413247725,e8abedab76d0cdcca712d5d3b78d5943af59970353def98089d685622eb3b5c0
n3b-separated-cv0.65-p0.85-r09,separated,0.65,0.85,9,275467992445683,dfe711c2b385b4448f5242ae11420a8e8604bf32549edf46cbdc1f47726a9af2
n3b-separated-cv0.65-p0.85-r10,separated,0.65,0.85,10,12562696556317,7ba4dbfdcf3b20f4afef31402def029017d69d51a29be26bacb539096875f229
n3b-separated-cv0.65-p0.85-r11,separated,0.65,0.85,11,165581573528246,43c01458cec51cd86d862fc4b1666dcb526b8d1a9dfb296503d9bd8a804b1555
n3b-separated-cv0.65-p0.85-r12,separated,0.65,0.85,12,237438346041941,dcd460403e2f5e704134d95ee78e76f6caafdc8ec967ae65f3c286ddff75a4e1
n3b-separated-cv0.65-p0.85-r13,separated,0.65,0.85,13,191298706791283,992e71c2d0861cc872832d93fbe640e7d570000a1505c738cc5f025bfbc9d49c
n3b-separated-cv0.65-p0.85-r14,separated,0.65,0.85,14,163029867190738,ca9b8d68afb0dcd34cdbb0212c620f3832620f1a8c908aad52dc822e215214eb
n3b-separated-cv0.65-p0.85-r15,separated,0.65,0.85,15,15226707725949,75ca1ca876a7365fb60662f4670fae0b21a5951f3d6050504753e7b40df0f3ed
n3b-separated-cv0.65-p0.85-r16,separated,0.65,0.85,16,147128446464986,4f148beff3f77b636a8875c41fc673db9c1fcfc42825d624a94d5d295d511908
n3b-separated-cv0.65-p0.85-r17,separated,0.65,0.85,17,53916754914825,c6dc0e997e05020b98925bdd1f83843a5ea02d156e181ba8a7497fef5b6b0a8c
n3b-separated-cv1.00-p0.85-r00,separated,1.0,0.85,0,3011815993123,51f4343ab64f3d719c433eff5787c142eff444d1dcba48c5d1db1f8181accbdb
n3b-separated-cv1.00-p0.85-r01,separated,1.0,0.85,1,146782756687880,9ab937d21e04d2fced3067fe9de868f920ae1d9407c4435a9abb837e35a5f823
n3b-separated-cv1.00-p0.85-r02,separated,1.0,0.85,2,272470204564325,f86eefa4f22529951f11fbc04099493cbe2f9ce936dbc3783a0370b9f767e4b3
n3b-separated-cv1.00-p0.85-r03,separated,1.0,0.85,3,238195749486430,5497460370fed3af212a786b3637887c9afbae9b9c424d061806f8515c2e3689
n3b-separated-cv1.00-p0.85-r04,separated,1.0,0.85,4,227868378405464,8dc3cdd4fa995c53ece9b3f199b49d99f494c229d4e6a946d7f053ed246bac27
n3b-separated-cv1.00-p0.85-r05,separated,1.0,0.85,5,18277002572162,c32d51b65531b3e99e0da7d41c28eeba06afa987a70e065df011ad9a5bfd91cd
n3b-separated-cv1.00-p0.85-r06,separated,1.0,0.85,6,237042370569791,3815166882af8b637b1cf97a2b781d234aba31b6364cd2f121ebf0fe1a2d67ba
n3b-separated-cv1.00-p0.85-r07,separated,1.0,0.85,7,20348740098894,29a4d9c65e226d6e47fdf9ddf07f925f00c4e52a9484a6bdd05aa21b3e711c47
n3b-separated-cv1.00-p0.85-r08,separated,1.0,0.85,8,162139125255368,44173dd39c8d9edf0013f9286de82d2701d37f6e70479b09e74db8c343385f9f
n3b-separated-cv1.00-p0.85-r09,separated,1.0,0.85,9,162216043294561,8987edda9f16b0a3ec66e5dc8fef332dd27e18f3cedc358be1d0ea2dab87f31c
n3b-separated-cv1.00-p0.85-r10,separated,1.0,0.85,10,228599514250871,efda195a1673b2b41c6d9b2edc15c91d319b0bea5bb61c57f6c3b999f448f697
n3b-separated-cv1.00-p0.85-r11,separated,1.0,0.85,11,169866207623294,9686bb8bda03e54c3117e3dd4f8acdb8e3d550f2f34ea837d25c1423ab54923b
n3b-separated-cv1.00-p0.85-r12,separated,1.0,0.85,12,38806897159490,61f66cc4a2e2db5bd358cea55993f8745059b6db3f2bb9af46f61f6aa27c4cd8
n3b-separated-cv1.00-p0.85-r13,separated,1.0,0.85,13,2710532724733,958c4dd32853c0499079dd6efaf51e10d3df5e4689012a1254ca444134dfc343
n3b-separated-cv1.00-p0.85-r14,separated,1.0,0.85,14,68340233765574,e4d8fc109a18396e509167ca2383fd090355136c2c63f6b5205c113c7199845d
n3b-separated-cv1.00-p0.85-r15,separated,1.0,0.85,15,217516800250818,88ac16032d120a4c959823cb3cabe783cd8250b0ead2306a77f5e0075fa65593
n3b-separated-cv1.00-p0.85-r16,separated,1.0,0.85,16,94083064867140,3fc92689b2b04e27a155d53aab1020494d63c40203db96c504f80694282d180f
n3b-separated-cv1.00-p0.85-r17,separated,1.0,0.85,17,155546403971686,30e06e8ac14fd71954165f2b9438bc340b22d5ce548bf8409ee328f2335d7251
n3b-ring-cv0.00-p0.85-r00,ring,0.0,0.85,0,242469612528225,7129fb81b7bc24956e178e844648dac68d7242237a99fd35e97779147136c463
n3b-ring-cv0.00-p0.85-r01,ring,0.0,0.85,1,260694605914871,312c141463412ade19d0bb30145a54932b5307f13b44b41a35360d1ed4de3139
n3b-ring-cv0.00-p0.85-r02,ring,0.0,0.85,2,14896436106816,5d69748694c3ba82cd93a7c8f7249076a22abfaafe613f429c7207e42a89a7c2
n3b-ring-cv0.00-p0.85-r03,ring,0.0,0.85,3,6768215572778,8fbfecfb8e13d06b52fd39039013bd4c1fd118f0e54113dbdb92578c53c3d9eb
n3b-ring-cv0.00-p0.85-r04,ring,0.0,0.85,4,24985289336427,05448e9c12c354c41d06417fbd197e496463a793d7e20003ac7368f79020c014
n3b-ring-cv0.00-p0.85-r05,ring,0.0,0.85,5,118357837068379,84974565fdf7743f9282681bfc565db4401abfd0c75e8fafdcc62ce2821dccf7
n3b-ring-cv0.00-p0.85-r06,ring,0.0,0.85,6,130893870784315,4921dafdca7e1d9e5b6489b89d63955112454ad6011e8c34d65078acf7439d37
n3b-ring-cv0.00-p0.85-r07,ring,0.0,0.85,7,93024993563156,6197f4aabe43854b3dbea98b66d2d825e1b67366384e80c9537eb764927667fe
n3b-ring-cv0.00-p0.85-r08,ring,0.0,0.85,8,63580846361957,1d5eb4ee86bca600385925e92a98db8e3993552083172eca11acc61154348b10
n3b-ring-cv0.00-p0.85-r09,ring,0.0,0.85,9,144955029903001,262cbebd2cf471fb39fcbc4907fb27a9649a66116c99063403366b97d68345ca
n3b-ring-cv0.00-p0.85-r10,ring,0.0,0.85,10,232727778283360,4668a5bd95e4d31baeb2f0bc7b18c8fcc9f578c6a1f410d0aa83a42435a61db1
n3b-ring-cv0.00-p0.85-r11,ring,0.0,0.85,11,133681549165477,45dc4c808ee27d7510d5a6a09cf8f267530593b13fce286572a7b7e744bbdd6c
n3b-ring-cv0.00-p0.85-r12,ring,0.0,0.85,12,181504976514090,f5b9a5824f8ba20ab62a690565e53c40c4e130186adf9c6785c5443fa961b9da
n3b-ring-cv0.00-p0.85-r13,ring,0.0,0.85,13,168652229063006,9e89dd5bd139fe182600e23257efb429ebf97b9b0b0d5d885b0464170e4f8f9c
n3b-ring-cv0.00-p0.85-r14,ring,0.0,0.85,14,102298359323424,6de39623d106bea388669ed6e88880d5cfb2c9b9f4a59ed5b35e51b22fa5331a
n3b-ring-cv0.00-p0.85-r15,ring,0.0,0.85,15,240506846924216,7e77c29c368e13c2b58fbe3366741c52e0ddae524f98d8412d1108d5a5f250f9
n3b-ring-cv0.00-p0.85-r16,ring,0.0,0.85,16,78231109830845,d75ac90ea4d28017d22c5813fa8b2b8bfb64a002b168971dad977fedf853685a
n3b-ring-cv0.00-p0.85-r17,ring,0.0,0.85,17,184008109109728,6e11947c8a07da1751eaa932e89a536ac21ca18095e16c8f1aa2045716a388cb
n3b-ring-cv0.35-p0.85-r00,ring,0.35,0.85,0,206013724721544,976e4c0451a33b41cf438a9beff923ec6ae59a09d8f48dffd39bbfd2625df220
n3b-ring-cv0.35-p0.85-r01,ring,0.35,0.85,1,216082056681997,9686c883a9db45ab5db73c5bd73199f2a0963a081c7c13cbe4440f2a53dcb444
n3b-ring-cv0.35-p0.85-r02,ring,0.35,0.85,2,253209764818930,30ff7d986e15dac1424fe512cdf59ec27395dfe0801b21b23a661edfe3f31e23
n3b-ring-cv0.35-p0.85-r03,ring,0.35,0.85,3,107505315349776,7d27a37147a611e40401a182f672c45f42a6918b55324f2de48d005eca2faf31
n3b-ring-cv0.35-p0.85-r04,ring,0.35,0.85,4,246780009087921,12f5d54b782bef06fa0d6ff3599c3d458f18337a5c7bd45dc6b657bdf3fac060
n3b-ring-cv0.35-p0.85-r05,ring,0.35,0.85,5,88686967867181,da106170b020dd53464f8b3991fa3103a5f4b2c5cbd98ed50599aa0b882fe9c0
n3b-ring-cv0.35-p0.85-r06,ring,0.35,0.85,6,207854245458060,c6852793eafe130eb015b4fc7dc2a6d00241015d8543219db0d24f2f984aebd0
n3b-ring-cv0.35-p0.85-r07,ring,0.35,0.85,7,126386467385522,deac652394a30d5a869f062a714353ebb94154e19ef33b5c51485aa2ab6218bd
n3b-ring-cv0.35-p0.85-r08,ring,0.35,0.85,8,144604353601983,bb6850b798fbc76e1433c3ff3d54eacd63adec102a45038bcc9a01d967004648
n3b-ring-cv0.35-p0.85-r09,ring,0.35,0.85,9,90790542451484,006db2ab8433b6511d438b5f95417a06527a1e875e3b1c181830c0f0401afde4
n3b-ring-cv0.35-p0.85-r10,ring,0.35,0.85,10,68318462551917,8dd24f7e58bda0d82c42616c3e67816062264bcd517e19bc6397f939eb034ddb
n3b-ring-cv0.35-p0.85-r11,ring,0.35,0.85,11,232455999531817,1de4fd8b1018b3867bd373c2de75cf4cf9102f8f6f9b71940f70ab4def5a9b30
n3b-ring-cv0.35-p0.85-r12,ring,0.35,0.85,12,26257653140385,43c2939f8c68e819bfd493b431e45f5bd2e6d61d25ab5e8e49d7dd50713dd695
n3b-ring-cv0.35-p0.85-r13,ring,0.35,0.85,13,171956844811755,72985d7715869207fee905fb26e9d42dc34429c3ac5f147d3231ad2b70ac34ca
n3b-ring-cv0.35-p0.85-r14,ring,0.35,0.85,14,200540873194973,d36bc12ddb5bacfc0987b49152f51850734aafca7df1c608faa1da1c24b460f7
n3b-ring-cv0.35-p0.85-r15,ring,0.35,0.85,15,57205609097609,c6635aa46dd52897128ed61ae86dc201d66dd01e32db140303bb03da2d31fe66
n3b-ring-cv0.35-p0.85-r16,ring,0.35,0.85,16,60265980684910,a0d72f8b7690393b7a5b44d50b5ae3111c00df44288d5bec1053ad3c068e8004
n3b-ring-cv0.35-p0.85-r17,ring,0.35,0.85,17,185399451866540,cf4070a28be827deb4bcaa3155d9460eaa7b34264130e88f5933235149859ff9
n3b-ring-cv0.65-p0.85-r00,ring,0.65,0.85,0,100981441640712,17f6da3da12e93a5dc7f6ebc6cb9df28649116acece4849f9ce69b9996f36755
n3b-ring-cv0.65-p0.85-r01,ring,0.65,0.85,1,129717576246599,3bb5eba68d3fee4fac593cf1c27913bcb2593a08b8c033d2489f26fd039cb5aa
n3b-ring-cv0.65-p0.85-r02,ring,0.65,0.85,2,106151745523712,7ec242a90de8036cfd83f71fd4732d1997b2fabff8a366ab1b4f5a7dda9bb697
n3b-ring-cv0.65-p0.85-r03,ring,0.65,0.85,3,246743447932918,6414c07c3aa52e4e1b26f4d79ae6bc261675beca210697d44e378d5ad456f382
n3b-ring-cv0.65-p0.85-r04,ring,0.65,0.85,4,192632862123511,0638747b6f79055a721f2e002520794f2876b35c50cf635716402e173d9d1d4c
n3b-ring-cv0.65-p0.85-r05,ring,0.65,0.85,5,28608040226489,f4e90ebcb51f4d56eb3bd007309dd4525069391ffef46a3224b9704c6229a4aa
n3b-ring-cv0.65-p0.85-r06,ring,0.65,0.85,6,90203082738202,909af56e21f3bcfcf8f1f048d4d0b705ea414e359923ba02feca744e84684fc1
n3b-ring-cv0.65-p0.85-r07,ring,0.65,0.85,7,253382953369802,7a2e0e499c3dd39758d49fb24595eba92784aa12f67256fcb0317e4417896694
n3b-ring-cv0.65-p0.85-r08,ring,0.65,0.85,8,203224683217147,39a1754c230a2c5240ad7721ffeb48b03e5b01f0b9dfc86c77ecef2c11e85493
n3b-ring-cv0.65-p0.85-r09,ring,0.65,0.85,9,273569410700202,8b9d8e235c2ec3e2f2813b2ab002516d15e056adedfdc422b78043417d13e0f1
n3b-ring-cv0.65-p0.85-r10,ring,0.65,0.85,10,119367966268310,0da26684995908d238f2d96d5d4f6089c6a266db6af0a1001e1ffc15c1e770c3
n3b-ring-cv0.65-p0.85-r11,ring,0.65,0.85,11,176748082001397,211f55879cf0edcf0d05480565b6969a960a782ccc34476bd14bc0d64a0b60bd
n3b-ring-cv0.65-p0.85-r12,ring,0.65,0.85,12,106456689965342,dbb45cba72aee85e90f98c8d56327478e7904d3abe207632c3ffbc295eba5b7c
n3b-ring-cv0.65-p0.85-r13,ring,0.65,0.85,13,22806299015663,196a6720f0e1a161ace007aac30c59a0523f710344120a7ba1b8fd944dde5e4f
n3b-ring-cv0.65-p0.85-r14,ring,0.65,0.85,14,191454348864590,34c12ca9f80291637172969268edb9b0cb738edad21ed94800144cd6f7ff38a7
n3b-ring-cv0.65-p0.85-r15,ring,0.65,0.85,15,259021398101117,917f891cc9bddf0f245fa649ca9fdc7e86f26dda30955a0d1e944e9a3e619b3a
n3b-ring-cv0.65-p0.85-r16,ring,0.65,0.85,16,140255128306688,95a595940846d7292e161f5db9fff539451dbdce3dfd8512d6ea0a0b0b536b71
n3b-ring-cv0.65-p0.85-r17,ring,0.65,0.85,17,31782612250831,f98a3aed3321c434994e896a5ecfe093477be871576aff8718fbd07906cdccf7
n3b-ring-cv1.00-p0.85-r00,ring,1.0,0.85,0,159514420062416,e2d09850feef80dfec1f7bff2ea7df1303077145eef80aad92b7e039bdc58b8f
n3b-ring-cv1.00-p0.85-r01,ring,1.0,0.85,1,54100372222575,fde5967d13973bfedc65e4fc0109c93064cd8aa7f1db55642710f46a0582b207
n3b-ring-cv1.00-p0.85-r02,ring,1.0,0.85,2,78715529456711,bc55566ddaa4902d2d493674dd958591710d2fe6dbd0680540d8121a5b07972e
n3b-ring-cv1.00-p0.85-r03,ring,1.0,0.85,3,213743051111486,c9424b0443a638e92f1b566d2818657469e897d9a88f08b402f1c2c94dfa40aa
n3b-ring-cv1.00-p0.85-r04,ring,1.0,0.85,4,110379398230049,e5c2a891cb05bdf36749ac5eec0af57ccb8379781fd999560f220e376cc2ad02
n3b-ring-cv1.00-p0.85-r05,ring,1.0,0.85,5,134346277381334,e1057f974ffbf4c612428b2d59f84d27b81a8d21db3155621368f86bca3ee718
n3b-ring-cv1.00-p0.85-r06,ring,1.0,0.85,6,134879199193409,d3e27c8e24765252b3bef6b5ee4ad2df4610d80f88bd7c27dd72a4e9196d97f0
n3b-ring-cv1.00-p0.85-r07,ring,1.0,0.85,7,20659101476481,d99a5afc2eee99487c055212f825bd5bb2881cb82fca5437f379c3f29725c051
n3b-ring-cv1.00-p0.85-r08,ring,1.0,0.85,8,217147165196765,532a59bff10551250af7e2d6c6020d9c09cd9663eca722c238c79f9a66204bba
n3b-ring-cv1.00-p0.85-r09,ring,1.0,0.85,9,149903620845326,a7b8d96d8484290377c1304fb5eb3b92a6eac4d5b81675b836cf102b2d4414f4
n3b-ring-cv1.00-p0.85-r10,ring,1.0,0.85,10,259575747803157,91c6332b90f370a8551d535dea33b30073272e4ee3d968d300cc1458d33f2002
n3b-ring-cv1.00-p0.85-r11,ring,1.0,0.85,11,238003571752196,cef0d2633744aa3c6a5ae2e4ddc6fb8cea1bdbb071a365a03321311f71bf26c7
n3b-ring-cv1.00-p0.85-r12,ring,1.0,0.85,12,201555245703424,1c299630a10c9b791c2955b55e9bcc5773104ecfa88e85eaf804164529c9984a
n3b-ring-cv1.00-p0.85-r13,ring,1.0,0.85,13,20681654557126,db8279d942c9c01bc71bebf8153f1954b403110573d232b95ce0a87957bc2523
n3b-ring-cv1.00-p0.85-r14,ring,1.0,0.85,14,257538672655657,203e1f4cfaf3be949dfb99f818ed331e6df8a7bab3eeab7312602096a1c64a2a
n3b-ring-cv1.00-p0.85-r15,ring,1.0,0.85,15,87451145944074,92e2d4d818d008b09d4188e49c00e038dd6e85c8636eed7deb5d7bc29a835593
n3b-ring-cv1.00-p0.85-r16,ring,1.0,0.85,16,52727386967855,9a0da4191531bf4a554da0087061d70e965887663b1b83e2722c2fd9dc4ded9f
n3b-ring-cv1.00-p0.85-r17,ring,1.0,0.85,17,187055807602589,ed9e26b1cd360d4d6429d2a2e52b10eb2b1b427ccde47abd1b8971b4af17a881
n3b-corridor-cv0.00-p0.85-r00,corridor,0.0,0.85,0,276458074120053,3a81261d4330e340de90b7cada7397155b4c18ec5a16b34b0653135ae85405df
n3b-corridor-cv0.00-p0.85-r01,corridor,0.0,0.85,1,280414868463621,4aa743a7a9f6618e732396f480d6c08bad11bee1a8bc815345a05361ad35e361
n3b-corridor-cv0.00-p0.85-r02,corridor,0.0,0.85,2,212834252519640,1e9dd402c79e1a392b0dd0dc2c1db419a43497468e3ab19ebf92e839592e2516
n3b-corridor-cv0.00-p0.85-r03,corridor,0.0,0.85,3,69104246986088,0e114d4fad5c25d82490b87190a9b45ffb47a5503a7180b3f15491710ec10219
n3b-corridor-cv0.00-p0.85-r04,corridor,0.0,0.85,4,157683591124877,e844f4cb246e062558b156c5942440041922a834450a2a2dc4f3111a7c479407
n3b-corridor-cv0.00-p0.85-r05,corridor,0.0,0.85,5,29674073060909,6f4ba9119671d38a90d1c42bae59e211579315405933de41cc1cd8417fea2f3f
n3b-corridor-cv0.00-p0.85-r06,corridor,0.0,0.85,6,61293919648462,035ababee44db24fabcd26123870b53636d1b5a8d32cf9875dad18c941cda93e
n3b-corridor-cv0.00-p0.85-r07,corridor,0.0,0.85,7,70066131325808,23cbb45e0979148388cd55308e16605a78d39e2dc1bf4344f476c82a8613cc8d
n3b-corridor-cv0.00-p0.85-r08,corridor,0.0,0.85,8,234996141004635,acb55d6eeaab98965f4a48b700e6fc9cae7dd460334b38061d8a34360438fad6
n3b-corridor-cv0.00-p0.85-r09,corridor,0.0,0.85,9,69713600134845,ad97d2770be553569ff2e12c5a9a76da24aa05bb945e8108d81ecfc935a8d456
n3b-corridor-cv0.00-p0.85-r10,corridor,0.0,0.85,10,108953025259238,f29402d86c662375f4a811187b8ca75ee1a0247dbaa95d1aab94dd3ceb6fefd9
n3b-corridor-cv0.00-p0.85-r11,corridor,0.0,0.85,11,256592415443111,cfbf69cbd5da941525351c335f085d6f3174984053c6bf64360f65851cf506cd
n3b-corridor-cv0.00-p0.85-r12,corridor,0.0,0.85,12,271741802240952,0995ed3beb0b99460eab37c56d6b2214f3b6604f87436dba19a734739a65fc59
n3b-corridor-cv0.00-p0.85-r13,corridor,0.0,0.85,13,96306469103103,b209d66ce116164745b2724936065b67944853d04dcaa0667809b755c86663f1
n3b-corridor-cv0.00-p0.85-r14,corridor,0.0,0.85,14,13187220114265,063f385f47689e723c5717e338c17dfab777e383c7381252615fd62cac000658
n3b-corridor-cv0.00-p0.85-r15,corridor,0.0,0.85,15,153976128939666,da08666f8921194a504b19aee0df5b50a92de8237bd946425e782cb359dadef9
n3b-corridor-cv0.00-p0.85-r16,corridor,0.0,0.85,16,8671492793834,526f28c69ae089cd21b5325a2dea8a4a7c051bb0de257ac7f088f181e5ac5e44
n3b-corridor-cv0.00-p0.85-r17,corridor,0.0,0.85,17,133557236880428,2e4d3b3b9efd3c2a532223a59f55b8bc6adfe666da72fa1ac76792ec94db645d
n3b-corridor-cv0.35-p0.85-r00,corridor,0.35,0.85,0,198720425470643,56858c4ae6eb94ba82283b1719e0ada43efd90f7ed1b68f2244498a10ed3631a
n3b-corridor-cv0.35-p0.85-r01,corridor,0.35,0.85,1,73631525009239,7a740a3ba26998edc508307c21a6f23b533f702679ea8e1afb5fdfda6e955896
n3b-corridor-cv0.35-p0.85-r02,corridor,0.35,0.85,2,259623755132428,e10f2998aefc3d15aa8b268fbff9be211936365148e1a3806dcbf5aa4655a9a7
n3b-corridor-cv0.35-p0.85-r03,corridor,0.35,0.85,3,59101672985394,1350fdd21c075de60b708b7a9e718631b6ff98ba4c43ddb61ead3c8351dc321f
n3b-corridor-cv0.35-p0.85-r04,corridor,0.35,0.85,4,98930671117006,f7414c51a0313ea00fb06b5d5b2f318a2ad33bdb9e673e176cb44983cad38aac
n3b-corridor-cv0.35-p0.85-r05,corridor,0.35,0.85,5,159915556859859,bea8da758fabb67bc0ae5b6ee564e487e5df681bff04624910e988201e34920c
n3b-corridor-cv0.35-p0.85-r06,corridor,0.35,0.85,6,32326925317486,a986021551215b598cbae87531325a6964a33f857335e193e649fae78af23780
n3b-corridor-cv0.35-p0.85-r07,corridor,0.35,0.85,7,86368578631202,725fd7067e819f751b18b3bc35fc78fdf234b54cc0817df77dc0d98e3ee236ad
n3b-corridor-cv0.35-p0.85-r08,corridor,0.35,0.85,8,249121593349984,5eac364c7faade9edf8d9d4827a8826f75277582baa3c32d1de572523bc042f3
n3b-corridor-cv0.35-p0.85-r09,corridor,0.35,0.85,9,244174384620086,c4e24ab4b66ebed11b9604e768e57da5061f90f4456374bfdb3a35477f79b48a
n3b-corridor-cv0.35-p0.85-r10,corridor,0.35,0.85,10,157708524911782,2c866916b1cc9ae5e04be24b00e07026650d9a0723ed874ba3d1dc7e544ec9d4
n3b-corridor-cv0.35-p0.85-r11,corridor,0.35,0.85,11,151913607892241,70d6725f3e58bef570095289a94550f2260b025fb1508706bb5932e6cbce37c9
n3b-corridor-cv0.35-p0.85-r12,corridor,0.35,0.85,12,253620558530262,2055cacc82997ad01a5c998751344c42884d4c6e62b9e6f0a4343cd3c8a45ba0
n3b-corridor-cv0.35-p0.85-r13,corridor,0.35,0.85,13,231896616764337,f71f216ba2b7b7a645daf17b537401ba0df421c0fc69d7faeee7150949a370b7
n3b-corridor-cv0.35-p0.85-r14,corridor,0.35,0.85,14,234043860514597,0088a4850f3d65729f58ba63b1689d637568287bec7d7014625872a07b7ba484
n3b-corridor-cv0.35-p0.85-r15,corridor,0.35,0.85,15,194656102468169,d2a5d4b86c3cf9a180b0876796abc3a7a513d14820424919a36ae4281aa59d12
n3b-corridor-cv0.35-p0.85-r16,corridor,0.35,0.85,16,191756221204427,72d2ac818dccf531d344b62ffd6ac13ee22e08ce525c8e3e0a4771ac21ade743
n3b-corridor-cv0.35-p0.85-r17,corridor,0.35,0.85,17,114141338214314,219b9e97a23e1cac025ca55075d7d1f6ba92849b622938f1cb3b7f16f6d2c17e
n3b-corridor-cv0.65-p0.85-r00,corridor,0.65,0.85,0,189851543784522,d2119c2dd65548bb2d6fbf3c0c458cfd2a0ca1def2c96de2c401beb4daf4aa4b
n3b-corridor-cv0.65-p0.85-r01,corridor,0.65,0.85,1,1465203480211,fc4bacd7517544fe1e431473248438d1b5b482d519f57f62da2670c1d5918373
n3b-corridor-cv0.65-p0.85-r02,corridor,0.65,0.85,2,172014611528063,77ae9f46223dc13074936e80fd18291083b8180affebdc6c6bf339cf2cb1d35d
n3b-corridor-cv0.65-p0.85-r03,corridor,0.65,0.85,3,270633780412138,a019ef6006784825716122c84462244295f278f41764910fedbeeafcfb0ceabf
n3b-corridor-cv0.65-p0.85-r04,corridor,0.65,0.85,4,163599418215307,ff0a99757837bec7f65ef1b087fb90334e9dc56a211cb941c4c328f6767a61bd
n3b-corridor-cv0.65-p0.85-r05,corridor,0.65,0.85,5,59887923291567,8c79631eea076131149a49f2431be25d3032738043387571bee022d3dc7d09e1
n3b-corridor-cv0.65-p0.85-r06,corridor,0.65,0.85,6,174580658205386,9595ad9d2810fa9462012144efcc9e23d90a8968c42f51e994e7a46b35a90d63
n3b-corridor-cv0.65-p0.85-r07,corridor,0.65,0.85,7,38364319976243,3f0ea508e619551f7bf4b225d90198d90880b3aa2afdbfb22f4cc6d2ad214d62
