source,source_record_id,query_id,window_id,candidate_id,identity_key,v1_match,match_method,title,doi
crossref,10.1109/icra55743.2025.11127521,F07,primary,C4A034710142E,doi:10.1109/icra55743.2025.11127521,no,new,Dynamic Non-Prehensile Object Transport via Model-Predictive Reinforcement Learning,10.1109/icra55743.2025.11127521
crossref,10.1109/iros.2015.7354264,F07,primary,CB6A2453C040E,doi:10.1109/iros.2015.7354264,no,new,Prehensile pushing: In-hand manipulation with push-primitives,10.1109/iros.2015.7354264
crossref,10.5772/13066,F07,primary,CCB6AB8E112FC,doi:10.5772/13066,no,new,Object Path Planner for the Box Pushing Problem,10.5772/13066
crossref,10.1109/iros.2015.7353384,F07,primary,C61791CF71450,doi:10.1109/iros.2015.7353384,no,new,Hierarchical planning for multi-contact non-prehensile manipulation,10.1109/iros.2015.7353384
crossref,10.1016/j.zool.2016.11.002,F07,primary,C6F26F6445A26,doi:10.1016/j.zool.2016.11.002,no,new,Prehensile and non-prehensile tails among syngnathid fishes: what’s the difference?,10.1016/j.zool.2016.11.002
crossref,10.5962/bhl.title.3265,F07,foundational,CF9E1BFF66511,doi:10.5962/bhl.title.3265,no,new,Male external genitalia of non-prehensile tailed South American monkeys,10.5962/bhl.title.3265
crossref,10.1108/eb004789,F07,foundational,CD208CF34BA1F,doi:10.1108/eb004789,no,new,Pushing robot technology to its limits,10.1108/eb004789
crossref,10.1109/70.313103,F07,foundational,CEAAB06C59A5B,doi:10.1109/70.313103,no,new,Reducing positioning uncertainty of objects by robot pushing,10.1109/70.313103
crossref,10.1080/00222899709600842,F07,foundational,C9B620532098E,doi:10.1080/00222899709600842,no,new,On the Hand Transport Component of Prehensile Movements,10.1080/00222899709600842
crossref,10.1108/eb004589,F07,foundational,CE5F4D0409AB9,doi:10.1108/eb004589,no,new,Pushing Back the Barriers of Welding Technology,10.1108/eb004589
crossref,10.1016/s0022-3093(99)00539-6,F07,foundational,CEC06D55A1773,doi:10.1016/s0022-3093(99)00539-6,no,new,Caging interactions between a dopant chromophore and the sol–gel matrix,10.1016/s0022-3093(99)00539-6
crossref,10.6028/nist.ir.5900,F07,foundational,CECB126D9C7C3,doi:10.6028/nist.ir.5900,no,new,Multi-scale picture of concrete and its transport properties:,10.6028/nist.ir.5900
crossref,10.2514/6.1999-4304,F07,foundational,CF48B6F21A765,doi:10.2514/6.1999-4304,no,new,Navigation method of space robot pushing walls,10.2514/6.1999-4304
crossref,10.1109/70.760353,F07,foundational,C62F4BFC100B0,doi:10.1109/70.760353,no,new,Locally controllable manipulation by stable pushing,10.1109/70.760353
crossref,10.1111/j.2044-835x.1983.tb00557.x,F07,foundational,CBAD97E7C063E,doi:10.1111/j.2044-835x.1983.tb00557.x,no,new,Prehensile development in Down's syndrome and non‐handicapped preschool children,10.1111/j.2044-835x.1983.tb00557.x
crossref,10.1109/70.704220,F07,foundational,C434FE28C7F59,doi:10.1109/70.704220,no,new,Practical pushing planning for rearrangement tasks,10.1109/70.704220
crossref,10.1080/00364827.1983.10420565,F07,foundational,CAC631488AC48,doi:10.1080/00364827.1983.10420565,no,new,Prehensile pereopods in gammaridean Amphipoda,10.1080/00364827.1983.10420565
crossref,10.1007/978-1-4757-6451-2_4,F07,foundational,CC2C7CFE9DE39,doi:10.1007/978-1-4757-6451-2_4,no,new,Reinforcement Learning in the Multi-Robot Domain,10.1007/978-1-4757-6451-2_4
crossref,10.1016/b978-0-08-041276-4.50055-8,F07,foundational,CF784E6CB11A6,doi:10.1016/b978-0-08-041276-4.50055-8,yes,doi_exact,"FLEXIBLE, ONLINE COLLISION AVOIDANCE IN MULTI-ROBOT SYSTEMS",10.1016/b978-0-08-041276-4.50055-8
crossref,10.1108/eb004816,F07,foundational,C3AD53CE09968,doi:10.1108/eb004816,no,new,Rolls‐Royce installs multi‐robot grinding,10.1108/eb004816
crossref,10.1016/0072-968x(72)90018-6,F07,foundational,CBEC3912CF883,doi:10.1016/0072-968x(72)90018-6,no,new,Orthoses for Restoration of Prehensile Function in Tetraplegics,10.1016/0072-968x(72)90018-6
crossref,10.1108/01439919610108792,F07,foundational,C6D04A4E4F40C,doi:10.1108/01439919610108792,no,new,Multi‐arm robots,10.1108/01439919610108792
crossref,10.1227/00006123-198710000-00031,F07,foundational,C3EE6910275F2,doi:10.1227/00006123-198710000-00031,no,new,A New Type of Prehensile Suction Device,10.1227/00006123-198710000-00031
crossref,10.1063/1.438378,F07,foundational,C21F9342A5931,doi:10.1063/1.438378,no,new,Short range caging effects for reactions in solution. I. Reaction rate constants and short range caging picture,10.1063/1.438378
crossref,10.21236/ada422494,F07,foundational,C526FA31A7232,doi:10.21236/ada422494,no,new,Protocols for Robot Communications: Transport and Content Layers,10.21236/ada422494
crossref,10.1163/9789004683891_031,F07,foundational,CCDEB4FC0296B,doi:10.1163/9789004683891_031,no,new,Grid lysimeter study of non-reactive solute transport through two distinct multi-layered Spodosols using TDR and wick samplers,10.1163/9789004683891_031
crossref,10.1006/mssp.1997.0107,F07,foundational,C3F5FAAE48529,doi:10.1006/mssp.1997.0107,no,new,NON-MODEL-BASED POSITION CONTROL OF A PLANAR MULTI-LINK FLEXIBLE ROBOT,10.1006/mssp.1997.0107
crossref,10.1016/0028-3932(85)90087-9,F07,foundational,C6CC3DF988B61,doi:10.1016/0028-3932(85)90087-9,no,new,Maintenance of low isometric forces during prehensile grasping,10.1016/0028-3932(85)90087-9
crossref,10.1097/00006123-198710000-00031,F07,foundational,CE37DCE30CFDD,doi:10.1097/00006123-198710000-00031,no,new,A new type of prehensile suction device,10.1097/00006123-198710000-00031
crossref,10.1542/peds.31.3.470,F07,foundational,CA44D0AAFEB19,doi:10.1542/peds.31.3.470,no,new,THE PREHENSILE GRASP OF SPASTIC DIPLEGIA,10.1542/peds.31.3.470
crossref,10.12792/iciae2021.040,F08,primary,C3EA71B06CEFD,doi:10.12792/iciae2021.040,yes,doi_exact,Dynamics Identification and Contact Force Estimation of Multi DoF Robot Based on Base Frame Force Sensor,10.12792/iciae2021.040
crossref,10.1109/iros40897.2019.8967555,F08,primary,CE790A576AFC4,doi:10.1109/iros40897.2019.8967555,no,new,Whole-Body Control of Humanoid Robot in 3D Multi-Contact under Contact Wrench Constraints Including Joint Load Reduction with Self-Collision and Internal Wrench Distribution,10.1109/iros40897.2019.8967555
crossref,10.1109/lra.2022.3217687,F08,primary,C50BA8EEF179D,doi:10.1109/lra.2022.3217687,no,new,A Geometric Sufficient Condition for Contact Wrench Feasibility,10.1109/lra.2022.3217687
crossref,10.1109/aim.2016.7576994,F08,primary,C876F12132905,doi:10.1109/aim.2016.7576994,no,new,Maximum wrench feasible payload in cable-driven parallel robots equipped with a serial robot,10.1109/aim.2016.7576994
crossref,10.1109/iros45743.2020.9341472,F08,primary,CDBD2F6B4E9CA,doi:10.1109/iros45743.2020.9341472,no,new,Online System for Dynamic Multi-contact Motion with Impact Force Based on Contact Wrench Estimation and Current-Based Torque Control,10.1109/iros45743.2020.9341472
crossref,10.1145/3478586.3478602,F08,primary,CF1BFA952E19B,doi:10.1145/3478586.3478602,no,new,Biped Robot Stepping Over a Ditch using Multi-Objective Optimization Based on Contact Wrench Cone Approach,10.1145/3478586.3478602
crossref,10.1109/case58245.2025.11163796,F08,primary,C4C6E18882E65,doi:10.1109/case58245.2025.11163796,yes,doi_exact,Estimating Force/Torque Sensor Offsets and Gravity Parameters Using Only Wrench Measurements to Facilitate Human Demonstration of Robot Manipulation Tasks in Contact,10.1109/case58245.2025.11163796
crossref,10.1109/iros60139.2025.11246598,F08,primary,CEE1FC98BDFE9,doi:10.1109/iros60139.2025.11246598,no,new,Vision-Based Contact Wrench Estimation in Human-Robot Interaction,10.1109/iros60139.2025.11246598
crossref,10.1109/tepra.2014.6869153,F08,primary,C9C00F5C5E23F,doi:10.1109/tepra.2014.6869153,no,new,Contact wrench space stability estimation for humanoid robots,10.1109/tepra.2014.6869153
crossref,10.1016/j.robot.2010.12.006,F08,primary,C6ADE688E587E,doi:10.1016/j.robot.2010.12.006,no,new,A GJK-based approach to contact force feasibility and distribution for multi-contact robots,10.1016/j.robot.2010.12.006
crossref,10.5772/12859,F08,primary,C0C41A572DA90,doi:10.5772/12859,no,new,Graph-Based Multi Robot Motion Planning: Feasibility and Structural Properties,10.5772/12859
crossref,10.1299/jsmermd.2019.1a1-k05,F08,primary,C90BBDB89F98C,doi:10.1299/jsmermd.2019.1a1-k05,no,new,"Whole-Body Control of Humanoid Robot with 3D Multi-contact, Self Collided Posture and Degenerated DoF under Constraints of Contact Wrench and Motor Temperature",10.1299/jsmermd.2019.1a1-k05
crossref,10.1016/j.robot.2017.10.014,F08,primary,C2FCE20776220,doi:10.1016/j.robot.2017.10.014,yes,doi_exact,Real-time contact force distribution using a polytope hierarchy in the grasp wrench set,10.1016/j.robot.2017.10.014
crossref,10.1109/rcar61438.2024.10671273,F08,primary,CAF5ED346BFC4,doi:10.1109/rcar61438.2024.10671273,no,new,A Linear Discrete Kalman Filter to Estimate the Contact Wrench of an Unknown Robot End Effector,10.1109/rcar61438.2024.10671273
crossref,10.23919/acc50511.2021.9483189,F08,primary,C0A4A49A187BF,doi:10.23919/acc50511.2021.9483189,yes,title_exact,Rough-Terrain Locomotion and Unilateral Contact Force Regulations With a Multi-Modal Legged Robot,10.23919/acc50511.2021.9483189
crossref,10.1109/mrs.2019.8901082,F08,primary,C9D327269DD93,doi:10.1109/mrs.2019.8901082,yes,doi_exact,Traffic Management Strategies for Multi-Robotic Rigid Payload Transport Systems: Extended Abstract,10.1109/mrs.2019.8901082
crossref,10.2514/6.2009-1716,F08,primary,C849DAB1582EC,doi:10.2514/6.2009-1716,no,new,A Multi-Component Force Transducer Design From an Existing Rocket Payload Attachment Fitting,10.2514/6.2009-1716
crossref,10.1109/tro.2025.3554411,F08,primary,C115812BD1862,doi:10.1109/tro.2025.3554411,no,new,Wrench Control of Dual-Arm Robot on Flexible Base With Supporting Contact Surface,10.1109/tro.2025.3554411
crossref,10.1177/027836402128964198,F08,primary,C1431D1EAE9A1,doi:10.1177/027836402128964198,no,new,Computing Wrench Cones for Planar Rigid Body Contact Tasks,10.1177/027836402128964198
crossref,10.1109/icra.2017.7989189,F08,primary,C85442ACFB9A4,doi:10.1109/icra.2017.7989189,yes,doi_exact,Grasp quality evaluation done right: How assumed contact force bounds affect Wrench-based quality metrics,10.1109/icra.2017.7989189
crossref,10.1017/9781108552011.015,F08,primary,C430DC44DD6B8,doi:10.1017/9781108552011.015,no,new,Wrench-Resistant Grasps,10.1017/9781108552011.015
crossref,10.3389/frobt.2026.1892296,F08,primary,C94856865C937,doi:10.3389/frobt.2026.1892296,yes,doi_exact,Contact-aware multi-skill learning framework with hybrid force-motion control for stability and force regulation in robotic physiotherapy,10.3389/frobt.2026.1892296
crossref,10.1109/lra.2024.3396094,F08,primary,CEAF6872B6FDE,doi:10.1109/lra.2024.3396094,no,new,Multi-Contact Whole-Body Force Control for Position-Controlled Robots,10.1109/lra.2024.3396094
crossref,10.3389/frobt.2022.892916,F08,primary,C8DC2CF6EB4E7,doi:10.3389/frobt.2022.892916,no,new,Using Deep Neural Networks to Improve Contact Wrench Estimation of Serial Robotic Manipulators in Static Tasks,10.3389/frobt.2022.892916
crossref,10.1007/s13369-022-06763-z,F08,primary,CCFD5D8A0D88F,doi:10.1007/s13369-022-06763-z,no,new,Contact Wrench Cone-Based Stable Gait Generation and Contact Slip Estimation of a 12-DoF Biped Robot,10.1007/s13369-022-06763-z
crossref,10.23919/acc.1989.4790504,F08,foundational,C5D8B042840F9,doi:10.23919/acc.1989.4790504,no,new,Robust Control of Position and Force for a Robot Manipulator in Non-Contact and Contact Tasks,10.23919/acc.1989.4790504
crossref,10.1115/1.3153038,F08,foundational,C7D09CF9A7768,doi:10.1115/1.3153038,no,new,Optimal Force Distribution for Payload Positioning Using a Planar Dual-Arm Robot,10.1115/1.3153038
crossref,10.1016/b978-0-08-041276-4.50035-2,F08,foundational,C293113C05F34,doi:10.1016/b978-0-08-041276-4.50035-2,no,new,HYBRID FORCE-POSITION CONTROL FOR ROBOTS IN CONTACT WITH DYNAMIC ENVIRONMENTS,10.1016/b978-0-08-041276-4.50035-2
crossref,10.1007/bf01258261,F08,foundational,C999E768B9D16,doi:10.1007/bf01258261,no,new,Stabilization of robot motion and contact force interaction for third-order motor dynamics,10.1007/bf01258261
crossref,10.1115/imece1996-0450,F08,foundational,C43F611DE23A0,doi:10.1115/imece1996-0450,no,new,Adaptive Robust Motion and Force Tracking Control of Robot Manipulators in Contact With Stiff Surfaces,10.1115/imece1996-0450
crossref,10.1016/0967-0661(94)90651-3,F08,foundational,CCE5406D224AF,doi:10.1016/0967-0661(94)90651-3,yes,doi_exact,069 Work space dynamic control of a mobile robot using range and contact force sensing,10.1016/0967-0661(94)90651-3
crossref,10.1109/acc.1997.609667,F08,foundational,CFF7102915A60,doi:10.1109/acc.1997.609667,no,new,Force and contact transient control for robot manipulators with robustness enhancement,10.1109/acc.1997.609667
crossref,10.2514/6.1994-1108,F08,foundational,C040085A9E0AF,doi:10.2514/6.1994-1108,no,new,Feasibility of a photonic satellite payload,10.2514/6.1994-1108
crossref,10.1007/bf00735438,F08,foundational,CCB51E2896537,doi:10.1007/bf00735438,no,new,Distributed control of simulated autonomous mobile robot collectives in payload transportation,10.1007/bf00735438
crossref,10.23919/acc.1986.4789237,F08,foundational,C7C0B3CE7FD50,doi:10.23919/acc.1986.4789237,no,new,Incorporation of Payload Uncertainties into Robot Trajectory Planning,10.23919/acc.1986.4789237
crossref,10.1520/jfs13303j,F08,foundational,C022F0BB14062,doi:10.1520/jfs13303j,no,new,Distinctive Blunt Force Injuries Caused by a Crescent Wrench,10.1520/jfs13303j
crossref,10.1109/roman.1999.900360,F08,foundational,CCFAEAC561776,doi:10.1109/roman.1999.900360,no,new,Dynamic control of internal force for visco-elastic contact grasps,10.1109/roman.1999.900360
crossref,10.1016/s1474-6670(17)49335-9,F08,foundational,CEA685FE25005,doi:10.1016/s1474-6670(17)49335-9,yes,doi_exact,Work Space Dynamic Control of a Mobile Robot Using Range and Contact Force Sensing,10.1016/s1474-6670(17)49335-9
crossref,10.1109/jra.1987.1087077,F08,foundational,CC3254A016642,doi:10.1109/jra.1987.1087077,no,new,Control of tool/workpiece contact force with application to robotic deburring,10.1109/jra.1987.1087077
crossref,10.21236/ada208737,F08,foundational,C2AE2A1E9220F,doi:10.21236/ada208737,no,new,A Study of the Feasibility of Eliminating the 2 1/2 Ton Payload Truck Class,10.21236/ada208737
crossref,10.1117/12.278752,F08,foundational,C2CD77957134A,doi:10.1117/12.278752,no,new,Feasibility of photonic payload onboard advanced Satcom systems,10.1117/12.278752
crossref,10.23919/acc.1992.4792687,F08,foundational,C5C68DED1C490,doi:10.23919/acc.1992.4792687,no,new,Identification of Unknown Payload and Environmental Parameters for Robot Compliant Motion,10.23919/acc.1992.4792687
crossref,10.1016/s0167-6911(97)90017-7,F08,foundational,CD5018A24E781,doi:10.1016/s0167-6911(97)90017-7,no,new,An output feedback parallel force/position regulator for a robot manipulator in contact with a compliant environment,10.1016/s0167-6911(97)90017-7
crossref,10.1007/978-1-4615-4431-9_3,F08,foundational,C483BCC3E5671,doi:10.1007/978-1-4615-4431-9_3,no,new,Indirect Force Control,10.1007/978-1-4615-4431-9_3
crossref,10.1016/s1474-6670(17)44285-6,F08,foundational,C823A01A6EDA8,doi:10.1016/s1474-6670(17)44285-6,no,new,Regulation of Force and Position for a Robot Manipulator in Contact with a Compliant Environment,10.1016/s1474-6670(17)44285-6
crossref,10.1007/978-1-4615-4431-9_4,F08,foundational,C8BE8B03ED9CB,doi:10.1007/978-1-4615-4431-9_4,no,new,Direct Force Control,10.1007/978-1-4615-4431-9_4
crossref,10.1016/0094-114x(94)00039-n,F08,foundational,CFF44A8BAD51E,doi:10.1016/0094-114x(94)00039-n,no,new,Wrench reconstruction by using a six-axis force sensor,10.1016/0094-114x(94)00039-n
crossref,10.2514/6.1979-928,F08,foundational,C5CAEEBE27C9E,doi:10.2514/6.1979-928,no,new,Deployable multi-payload platform,10.2514/6.1979-928
crossref,10.21236/ada268421,F08,foundational,C5F53EBB4539B,doi:10.21236/ada268421,no,new,Feasibility Study for Joint Military-Civilian Use of Scott Air Force Base,10.21236/ada268421
crossref,10.23919/acc.1992.4792175,F08,foundational,CAA096CEA5B1D,doi:10.23919/acc.1992.4792175,no,new,Position/Force Control of Multi-Axis Robot Manipulator based on the TDOF Robust Servo Controller for Each Joint,10.23919/acc.1992.4792175
crossref,10.1109/mrs50823.2021.9620683,F09,primary,CE171515588DF,doi:10.1109/mrs50823.2021.9620683,no,new,Cooperative Distributed Model Predictive Formation Control of Non-Holonomic Robotic Agents,10.1109/mrs50823.2021.9620683
crossref,10.1007/978-1-84800-015-5_11,F09,primary,C1027A45215F8,doi:10.1007/978-1-84800-015-5_11,yes,doi_exact,Decentralized Behavioral Approach to Wheeled Mobile Robot Formation Maneuvers,10.1007/978-1-84800-015-5_11
crossref,10.1109/rcae66389.2025.11355296,F09,primary,C5D2E98493FCB,doi:10.1109/rcae66389.2025.11355296,no,new,ARA*-Based Distributed Formation Control for Cooperative Multi-Robot Systems,10.1109/rcae66389.2025.11355296
crossref,10.1109/sii59315.2025.10870944,F09,primary,C8F77A128CA75,doi:10.1109/sii59315.2025.10870944,no,new,Task-priority Intermediated Hierarchical Distributed Policies: Reinforcement Learning of Adaptive Multi-robot Cooperative Transport,10.1109/sii59315.2025.10870944
crossref,10.1007/978-94-017-2376-3_10,F09,primary,C1D53FBE8C883,doi:10.1007/978-94-017-2376-3_10,no,new,A Distributed Multi-Robot System for Cooperative Manipulation,10.1007/978-94-017-2376-3_10
crossref,10.1109/lra.2025.3632108,F09,primary,C83EF4822AC24,doi:10.1109/lra.2025.3632108,yes,doi_exact,Multi-Robot Cooperative Transport via Rigid Formation Control With Convex-Hull Planning,10.1109/lra.2025.3632108
crossref,10.1007/978-3-319-15699-6_6,F09,primary,C309C75B79B32,doi:10.1007/978-3-319-15699-6_6,yes,doi_exact,Cooperative Topological Map Building Using Distributed Consensus,10.1007/978-3-319-15699-6_6
crossref,10.1109/icarsc61747.2024.10535925,F09,primary,C3CEDCA968FF4,doi:10.1109/icarsc61747.2024.10535925,no,new,Cooperative 3D Exploration and Mapping using Distributed Multi-Robot Teams,10.1109/icarsc61747.2024.10535925
crossref,10.1016/j.automatica.2025.112405,F09,primary,C2B75F466DF16,doi:10.1016/j.automatica.2025.112405,yes,doi_exact,Collision/obstacle avoidance distributed cooperative output regulation of multi-robot systems,10.1016/j.automatica.2025.112405
crossref,10.3724/sp.j.1218.2011.00169,F09,primary,C9805FB4FB594,doi:10.3724/sp.j.1218.2011.00169,yes,doi_exact,Virtual Environment-Based Multi-Operator Multi-Robot Cooperative Teleoperation System,10.3724/sp.j.1218.2011.00169
crossref,10.1109/chicc.2008.4605324,F09,primary,C37E7D90D26B1,doi:10.1109/chicc.2008.4605324,no,new,Multi-robot cooperative transportation using formation control,10.1109/chicc.2008.4605324
crossref,10.1007/978-4-431-67919-6_37,F09,primary,CBD412D8BA948,doi:10.1007/978-4-431-67919-6_37,no,new,Multi-Robot Learning in a Cooperative Observation Task,10.1007/978-4-431-67919-6_37
crossref,10.1109/rvsp.2013.24,F09,primary,C44BE982D5330,doi:10.1109/rvsp.2013.24,no,new,Cooperative Formation of Multi-robot Based on Spring Model,10.1109/rvsp.2013.24
crossref,10.1109/sis.2008.4668296,F09,primary,C1AA54596762B,doi:10.1109/sis.2008.4668296,no,new,A distributed swarm intelligence based algorithm for a cooperative multi-robot construction task,10.1109/sis.2008.4668296
crossref,10.1109/lra.2025.3597895,F09,primary,CE490248EFFC2,doi:10.1109/lra.2025.3597895,yes,doi_exact,Multi-Robot Cooperative Transportation of Irregular Objects by Multi-Objective Optimization With Distributed Control,10.1109/lra.2025.3597895
crossref,10.1109/case59546.2024.10711443,F09,primary,C959B748DA653,doi:10.1109/case59546.2024.10711443,no,new,A Comparative Analysis of Different Semi-Rigid Formation Geometries Regarding Multi-Robot Cooperative Object Transport for Large-Scale Objects,10.1109/case59546.2024.10711443
crossref,10.1109/acc.2011.5990822,F09,primary,CE8C068E2AA79,doi:10.1109/acc.2011.5990822,no,new,Adaptive-based distributed cooperative multi-robot coverage,10.1109/acc.2011.5990822
crossref,10.1109/icra40945.2020.9197403,F09,primary,C89F92800502B,doi:10.1109/icra40945.2020.9197403,no,new,SwarmMesh: A Distributed Data Structure for Cooperative Multi-Robot Applications,10.1109/icra40945.2020.9197403
crossref,10.5772/13310,F09,primary,CE044CF9A86EA,doi:10.5772/13310,yes,doi_exact,Cooperative Global Localization in Multi-Robot System,10.5772/13310
crossref,10.4018/978-1-7998-1754-3.ch016,F09,primary,CABC35315C9BB,doi:10.4018/978-1-7998-1754-3.ch016,no,new,Design and Implementation of Distributed Autonomous Coordinators for Cooperative Multi-Robot Systems,10.4018/978-1-7998-1754-3.ch016
crossref,10.1007/978-981-33-6718-0_4,F09,primary,CA486298C8811,doi:10.1007/978-981-33-6718-0_4,no,new,Distributed Formation Tracking Conrol of Nonlinear Mutiagent Systems,10.1007/978-981-33-6718-0_4
crossref,10.3724/sp.j.1016.2012.00730,F09,primary,C98625BEAECAF,doi:10.3724/sp.j.1016.2012.00730,no,new,Coalition Formation Based Distributed Algorithm for Multi-Objective Cooperative Sensing in Cognitive Radio Networks,10.3724/sp.j.1016.2012.00730
crossref,10.1109/icsp54964.2022.9778805,F09,primary,C45AE832B4946,doi:10.1109/icsp54964.2022.9778805,yes,doi_exact,Design of Multi-Robot Cooperative Transport System,10.1109/icsp54964.2022.9778805
crossref,10.1109/cec.2014.6900348,F09,primary,C04AB75BB0237,doi:10.1109/cec.2014.6900348,no,new,A cooperative coevolutionary approach to multi-robot formation control,10.1109/cec.2014.6900348
crossref,10.1109/robot.2009.5152398,F09,primary,C51C5216656F2,doi:10.1109/robot.2009.5152398,no,new,Distributed maximum a posteriori estimation for multi-robot cooperative localization,10.1109/robot.2009.5152398
crossref,10.1007/978-4-431-68275-2_20,F09,foundational,CEFA9D399D44A,doi:10.1007/978-4-431-68275-2_20,no,new,An Experimental Realization of Cooperative Behavior of Multi-Robot System,10.1007/978-4-431-68275-2_20
crossref,10.1016/s0921-8890(98)00066-9,F09,foundational,C6CF1473F10C3,doi:10.1016/s0921-8890(98)00066-9,no,new,An architecture for distributed cooperative planning in a behaviour-based multi-robot system,10.1016/s0921-8890(98)00066-9
crossref,10.1016/b978-0-08-042593-1.50010-9,F09,foundational,CCF9EF99B1F75,doi:10.1016/b978-0-08-042593-1.50010-9,no,new,DYNAMIC TASK MAPPING FOR REAL-TIME CONTROLLER OF DISTRIBUTED COOPERATIVE ROBOT SYSTEMS,10.1016/b978-0-08-042593-1.50010-9
crossref,10.1007/978-4-431-66942-5_37,F09,foundational,CF284FD6E0BD9,doi:10.1007/978-4-431-66942-5_37,no,new,A Robot Duo for Cooperative Autonomous Navigation,10.1007/978-4-431-66942-5_37
crossref,10.1007/978-4-431-66942-5_14,F09,foundational,CFA6C2DB9D76D,doi:10.1007/978-4-431-66942-5_14,no,new,Distributed Autonomous Formation Control of Mobile Robot Groups by Swarm-Based Pattern Generation,10.1007/978-4-431-66942-5_14
crossref,10.1109/cdc.1990.203775,F09,foundational,C82F61A3C74BB,doi:10.1109/cdc.1990.203775,no,new,Time optimal trajectories for cooperative multi-robot systems,10.1109/cdc.1990.203775
crossref,10.1007/978-4-431-68275-2_16,F09,foundational,CABDF473E20B0,doi:10.1007/978-4-431-68275-2_16,no,new,A Multi Agent Distributed Host to Host to Robot Real-Time Communication Environment,10.1007/978-4-431-68275-2_16
crossref,10.1007/978-3-642-72198-4_21,F09,foundational,CEAB11DFE8C34,doi:10.1007/978-3-642-72198-4_21,no,new,Dynamic Agencies and Multi-Robot Systems,10.1007/978-3-642-72198-4_21
crossref,10.1049/cp:19940271,F09,foundational,C506423AC1B45,doi:10.1049/cp:19940271,no,new,Distributed control at multi-axis robot systems using local operating networks,10.1049/cp:19940271
crossref,10.1109/cdc.1990.203774,F09,foundational,CEEF34D409EC0,doi:10.1109/cdc.1990.203774,no,new,Time scaling of trajectories for cooperative multi-robot systems,10.1109/cdc.1990.203774
crossref,10.1016/s0921-8890(97)00023-7,F09,foundational,CDC26E5691026,doi:10.1016/s0921-8890(97)00023-7,no,new,Designing distributed control architecture for cooperative multi-agent system and its real-time application to soccer robot,10.1016/s0921-8890(97)00023-7
crossref,10.23919/acc.1988.4789882,F09,foundational,C366EACD41AEF,doi:10.23919/acc.1988.4789882,no,new,A Real-Time Kernel for Distributed Multi-Robot Systems,10.23919/acc.1988.4789882
crossref,10.1007/978-4-431-66942-5_10,F09,foundational,C91DAA10AB052,doi:10.1007/978-4-431-66942-5_10,yes,doi_exact,Multi-Robot Team Design for Real-World Applications,10.1007/978-4-431-66942-5_10
crossref,10.1016/b978-0-12-005216-5.50014-1,F09,foundational,C4CBB7BCCB59F,doi:10.1016/b978-0-12-005216-5.50014-1,no,new,Pattern Formation in a Model for Cooperative Membrane Carrier Transport,10.1016/b978-0-12-005216-5.50014-1
crossref,10.1007/978-1-4471-3042-0_12,F09,foundational,CA2ECD219E5CF,doi:10.1007/978-1-4471-3042-0_12,no,new,Modeling Distributed Industrial Processes in a Multi-Agent Framework,10.1007/978-1-4471-3042-0_12
crossref,10.3233/ica-1999-6401,F09,foundational,CE70942608FDA,doi:10.3233/ica-1999-6401,no,new,Decentralized Control of Cooperative Multi-robot Systems,10.3233/ica-1999-6401
crossref,10.1016/s1474-6670(17)46665-1,F09,foundational,C99F1CF3829CB,doi:10.1016/s1474-6670(17)46665-1,no,new,Dynamic Task Mapping for Real-Time Controller of Distributed Cooperative Robot Systems,10.1016/s1474-6670(17)46665-1
crossref,10.1201/9781439864524-5,F09,foundational,CC37C55ED0815,doi:10.1201/9781439864524-5,no,new,Multi-robot Cooperation based on a Distributed and Incremental Plan Merging Paradigm,10.1201/9781439864524-5
crossref,10.1007/978-4-431-66942-5_21,F09,foundational,CE54D377CFBCD,doi:10.1007/978-4-431-66942-5_21,no,new,Cooperative Acceleration of Task Performance: Foraging Behavior of Interacting Multi-Robots System,10.1007/978-4-431-66942-5_21
crossref,10.1007/978-3-642-72198-4_23,F09,foundational,CA66B0D8CD276,doi:10.1007/978-3-642-72198-4_23,no,new,COMROS — A Multi-Agent Robot Architecture,10.1007/978-3-642-72198-4_23
crossref,10.1016/0004-3702(95)00110-7,F09,foundational,C83A58FA2C892,doi:10.1016/0004-3702(95)00110-7,no,new,A probabilistic framework for cooperative multi-agent distributed interpretation and optimization of communication,10.1016/0004-3702(95)00110-7
crossref,10.1007/978-4-431-66942-5_25,F09,foundational,C36670C3D34E1,doi:10.1007/978-4-431-66942-5_25,no,new,Implementing an Automated Reasoning System for Multi-Robot Cooperation,10.1007/978-4-431-66942-5_25
crossref,10.1007/978-94-009-0257-2_5,F09,foundational,CFFD2A2B3E6F3,doi:10.1007/978-94-009-0257-2_5,no,new,Multi-Species Reactive Transport Modelling,10.1007/978-94-009-0257-2_5
crossref,10.1007/978-4-431-68275-2_31,F09,foundational,C07DF92AF1DEB,doi:10.1007/978-4-431-68275-2_31,no,new,Cooperative System between a Position-controlled Robot and a Crane with Three Wires,10.1007/978-4-431-68275-2_31
crossref,10.1016/b978-0-444-89700-8.50151-2,F09,foundational,C2A03764C201F,doi:10.1016/b978-0-444-89700-8.50151-2,no,new,Simulation based analysis of elastic multi-arm robot control in cooperative motion: dynamic model formulation,10.1016/b978-0-444-89700-8.50151-2
