archivo,escenario,fps,fuente,metodo,nota,semilla
results/trajectories/trajectory_robot_failure_classic_greedy_nearest_2027.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_classic_greedy_nearest_2027.parquet,classic_greedy_nearest,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_robot_failure_classic_greedy_nearest_2027.parquet,robot_failure,24,results/trajectories/loads_robot_failure_classic_greedy_nearest_2027.parquet,classic_greedy_nearest,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_robot_failure_classic_centralized_mincost_2027.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_classic_centralized_mincost_2027.parquet,classic_centralized_mincost,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_robot_failure_classic_centralized_mincost_2027.parquet,robot_failure,24,results/trajectories/loads_robot_failure_classic_centralized_mincost_2027.parquet,classic_centralized_mincost,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_robot_failure_oracle_clairvoyant_2027.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_oracle_clairvoyant_2027.parquet,oracle_clairvoyant,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_robot_failure_oracle_clairvoyant_2027.parquet,robot_failure,24,results/trajectories/loads_robot_failure_oracle_clairvoyant_2027.parquet,oracle_clairvoyant,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_robot_failure_smith_full_2028.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_smith_full_2028.parquet,smith_full,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_robot_failure_smith_full_2028.parquet,robot_failure,24,results/trajectories/loads_robot_failure_smith_full_2028.parquet,smith_full,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_robot_failure_classic_greedy_nearest_2028.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_classic_greedy_nearest_2028.parquet,classic_greedy_nearest,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_robot_failure_classic_greedy_nearest_2028.parquet,robot_failure,24,results/trajectories/loads_robot_failure_classic_greedy_nearest_2028.parquet,classic_greedy_nearest,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_robot_failure_classic_centralized_mincost_2028.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_classic_centralized_mincost_2028.parquet,classic_centralized_mincost,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_robot_failure_classic_centralized_mincost_2028.parquet,robot_failure,24,results/trajectories/loads_robot_failure_classic_centralized_mincost_2028.parquet,classic_centralized_mincost,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_robot_failure_oracle_clairvoyant_2028.parquet,robot_failure,24,results/trajectories/trajectory_robot_failure_oracle_clairvoyant_2028.parquet,oracle_clairvoyant,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_robot_failure_oracle_clairvoyant_2028.parquet,robot_failure,24,results/trajectories/loads_robot_failure_oracle_clairvoyant_2028.parquet,oracle_clairvoyant,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/animations/robot_failure_comparison.mp4,robot_failure,24,results/trajectories,smith_full|greedy|centralized,"side-by-side MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_smith_full.pdf,robot_failure,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_smith_full.png,robot_failure,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_smith_full.pdf,robot_failure,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_classic_greedy_nearest.pdf,robot_failure,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_classic_greedy_nearest.png,robot_failure,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_classic_greedy_nearest.pdf,robot_failure,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_classic_centralized_mincost.pdf,robot_failure,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_classic_centralized_mincost.png,robot_failure,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_classic_centralized_mincost.pdf,robot_failure,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_oracle_clairvoyant.pdf,robot_failure,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/snapshots_oracle_clairvoyant.png,robot_failure,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_oracle_clairvoyant.pdf,robot_failure,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/trajectory_comm_degradation_smith_full_2026.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_smith_full_2026.parquet,smith_full,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/loads_comm_degradation_smith_full_2026.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_smith_full_2026.parquet,smith_full,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/animations/comm_degradation_smith_full.mp4,comm_degradation,24,results/trajectories/trajectory_comm_degradation_smith_full_2026.parquet,smith_full,"individual MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2026.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2026.parquet,classic_greedy_nearest,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/loads_comm_degradation_classic_greedy_nearest_2026.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_greedy_nearest_2026.parquet,classic_greedy_nearest,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/animations/comm_degradation_classic_greedy_nearest.mp4,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2026.parquet,classic_greedy_nearest,"individual MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2026.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2026.parquet,classic_centralized_mincost,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/loads_comm_degradation_classic_centralized_mincost_2026.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_centralized_mincost_2026.parquet,classic_centralized_mincost,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/animations/comm_degradation_classic_centralized_mincost.mp4,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2026.parquet,classic_centralized_mincost,"individual MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2026.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2026.parquet,oracle_clairvoyant,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/loads_comm_degradation_oracle_clairvoyant_2026.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_oracle_clairvoyant_2026.parquet,oracle_clairvoyant,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/animations/comm_degradation_oracle_clairvoyant.mp4,comm_degradation,24,results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2026.parquet,oracle_clairvoyant,"individual MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/trajectories/trajectory_comm_degradation_smith_full_2027.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_smith_full_2027.parquet,smith_full,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_comm_degradation_smith_full_2027.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_smith_full_2027.parquet,smith_full,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2027.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2027.parquet,classic_greedy_nearest,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_comm_degradation_classic_greedy_nearest_2027.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_greedy_nearest_2027.parquet,classic_greedy_nearest,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2027.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2027.parquet,classic_centralized_mincost,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_comm_degradation_classic_centralized_mincost_2027.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_centralized_mincost_2027.parquet,classic_centralized_mincost,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2027.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2027.parquet,oracle_clairvoyant,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/loads_comm_degradation_oracle_clairvoyant_2027.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_oracle_clairvoyant_2027.parquet,oracle_clairvoyant,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2027
results/trajectories/trajectory_comm_degradation_smith_full_2028.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_smith_full_2028.parquet,smith_full,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_comm_degradation_smith_full_2028.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_smith_full_2028.parquet,smith_full,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2028.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_greedy_nearest_2028.parquet,classic_greedy_nearest,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_comm_degradation_classic_greedy_nearest_2028.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_greedy_nearest_2028.parquet,classic_greedy_nearest,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2028.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_classic_centralized_mincost_2028.parquet,classic_centralized_mincost,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_comm_degradation_classic_centralized_mincost_2028.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_classic_centralized_mincost_2028.parquet,classic_centralized_mincost,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2028.parquet,comm_degradation,24,results/trajectories/trajectory_comm_degradation_oracle_clairvoyant_2028.parquet,oracle_clairvoyant,"robot trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/trajectories/loads_comm_degradation_oracle_clairvoyant_2028.parquet,comm_degradation,24,results/trajectories/loads_comm_degradation_oracle_clairvoyant_2028.parquet,oracle_clairvoyant,"load trajectory log from Python simulator; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2028
results/animations/comm_degradation_comparison.mp4,comm_degradation,24,results/trajectories,smith_full|greedy|centralized,"side-by-side MP4, H.264; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_smith_full.pdf,comm_degradation,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_smith_full.png,comm_degradation,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_smith_full.pdf,comm_degradation,24,results/trajectories,smith_full,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_classic_greedy_nearest.pdf,comm_degradation,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_classic_greedy_nearest.png,comm_degradation,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_classic_greedy_nearest.pdf,comm_degradation,24,results/trajectories,classic_greedy_nearest,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_classic_centralized_mincost.pdf,comm_degradation,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_classic_centralized_mincost.png,comm_degradation,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_classic_centralized_mincost.pdf,comm_degradation,24,results/trajectories,classic_centralized_mincost,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_oracle_clairvoyant.pdf,comm_degradation,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/snapshots_oracle_clairvoyant.png,comm_degradation,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_oracle_clairvoyant.pdf,comm_degradation,24,results/trajectories,oracle_clairvoyant,"static figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/abundance/paths_classic_centralized_mincost.png,abundance,24,results/trajectories,classic_centralized_mincost,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/abundance/paths_classic_greedy_nearest.png,abundance,24,results/trajectories,classic_greedy_nearest,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/abundance/paths_oracle_clairvoyant.png,abundance,24,results/trajectories,oracle_clairvoyant,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/abundance/paths_smith_full.png,abundance,24,results/trajectories,smith_full,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_classic_centralized_mincost.png,comm_degradation,24,results/trajectories,classic_centralized_mincost,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_classic_greedy_nearest.png,comm_degradation,24,results/trajectories,classic_greedy_nearest,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_oracle_clairvoyant.png,comm_degradation,24,results/trajectories,oracle_clairvoyant,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/comm_degradation/paths_smith_full.png,comm_degradation,24,results/trajectories,smith_full,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_classic_centralized_mincost.png,robot_failure,24,results/trajectories,classic_centralized_mincost,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_classic_greedy_nearest.png,robot_failure,24,results/trajectories,classic_greedy_nearest,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_oracle_clairvoyant.png,robot_failure,24,results/trajectories,oracle_clairvoyant,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/robot_failure/paths_smith_full.png,robot_failure,24,results/trajectories,smith_full,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/scarcity_priority/paths_classic_centralized_mincost.png,scarcity_priority,24,results/trajectories,classic_centralized_mincost,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/scarcity_priority/paths_classic_greedy_nearest.png,scarcity_priority,24,results/trajectories,classic_greedy_nearest,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/scarcity_priority/paths_oracle_clairvoyant.png,scarcity_priority,24,results/trajectories,oracle_clairvoyant,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
results/figures_pdf/scenarios/scarcity_priority/paths_smith_full.png,scarcity_priority,24,results/trajectories,smith_full,"static PNG path figure derived from trajectories; simulador Python propio, no CoppeliaSim; Semilla canonica 2026 usada por v2.7; no fue elegida por rendimiento.",2026
