scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,demand_satisfaction_ratio_mean,coalition_success_rate_mean,served_load_rate_mean,optimality_gap_vs_oracle_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean
under_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9989583333333334,0.9983333333333333,0.9983333333333333,4.381796266639463e-19,0.005,0.37375,21.105223104188127,11.165450010896938,105.52611552094064,21.0,2.995945247093914
under_demand,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9991666666666668,0.99875,0.99875,0.0012368844327237773,0.00375,0.36625,21.089171278616313,11.212683963020702,105.44585639308157,21.0,14.229066623520339
under_demand,4,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.9508333333333333,0.9508333333333333,0.10591137031375052,0.0,0.54375,22.94965211480675,12.151765961293231,114.74826057403378,21.0,0.5406436251359992
under_demand,5,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.9508333333333333,0.9508333333333333,0.10591137031375052,0.0,0.54375,22.94965211480675,12.151765961293231,114.74826057403378,21.0,0.5710676245507784
under_demand,6,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.9508333333333334,0.9508333333333334,0.10647535111274503,0.0,0.56375,22.96469153757049,12.11213093104761,114.82345768785248,21.0,0.5487663745589089
under_demand,7,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8758333333333335,0.8758333333333335,0.14111222469684137,0.0,0.0,18.250427118022152,10.30573543107814,91.25213559011075,21.0,0.06313562465948053
under_demand,8,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8729166666666666,0.8729166666666666,0.15442090818242035,0.0,0.0,18.83428616784049,11.355273119205995,94.17143083920244,21.0,0.35123237408697605
under_demand,9,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8770833333333333,0.8770833333333333,0.179860250148428,0.0,0.0,21.19593372643707,14.05228135966509,105.97966863218534,21.0,0.11866774555528536
under_demand,10,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9892708333333333,0.8616666666666666,0.8616666666666666,0.1808706006044329,0.05125,0.0,19.535819539645907,12.400201759693935,97.67909769822953,21.0,0.621671501576202
under_demand,11,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9579166666666667,0.8529166666666665,0.8529166666666665,0.23824733761772088,0.185,1.0975,23.981586965500128,11.416390214455651,119.90793482750065,21.0,0.15489737837924622
under_demand,12,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.923125,0.8141666666666666,0.8141666666666666,0.2674986236610509,0.33,1.20625,22.274655382120272,10.433260088361326,111.37327691060136,21.0,0.15899037156486884
under_demand,13,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.79125,0.7408333333333332,0.7408333333333332,0.5417037511812568,0.905,3.425,32.79653009267067,12.718785226119543,163.98265046335334,21.0,0.14782437327085063
