source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination,source_audit,source_verdict,normalized_verdict,promotion_decision,normalization_note
paper/sec_cfrd.tex,L146-L153,pr:reparacion-ranuras,proposicion,"Ranuras unitarias, matching uno-a-uno residual y un AMR libre alcanzable; todos los cambios tienen coste unitario.",Reparación de matching bipartito tras una sola ranura vacía.,Número de reasignaciones es conteo; complejidad en vértices/aristas.,COMPLETE_WITH_WORDING_GAP,Teoría de caminos aumentantes; BFS.,"Con costes heterogéneos o varias ranuras vacías, el camino más corto no minimiza necesariamente el recurso deseado.",NONE,NONE,CANDIDATE,"El método es estándar y correcto, aunque longitud de camino y número de AMR reasignados deben distinguirse explícitamente.",formal_audit_a,PAPER-FR-0034-pr:reparacion-ranuras,Reparación por ranuras con recurso mínimo,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L163-L172,th:mohr,teorema,"Una tarea con m requisitos binarios, AMR-conjuntos y presupuesto cardinal h.",Problema de decisión equivalente a Set Cover; parametrización por tamaño de coalición.,Adimensional/discreto.,PARTIAL,Karp 1972 verificado para NP-dureza; Downey 2013 no consta en el ledger para W[2]; aproximación voraz H_m.,La reducción uno-a-uno sí prueba NP-completitud; las afirmaciones W[2] y de aproximación dependen de fuentes no auditadas en el ledger.,NONE,NONE,CANDIDATE,La parte NP-completa está demostrada; no se promueve el teorema compuesto hasta verificar y citar las dos extensiones adicionales.,formal_audit_a,PAPER-FR-0035-th:mohr,La reparación heterogénea mínima es NP-completa,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L197-L208,pr:hoeffding,proposicion,"Decisiones de robots independientes; contribuciones acotadas y conjunto finito Z; delta en (0,1).",Cierre aleatorio independiente de un perfil continuo con múltiples recursos; dependencia entre recursos permitida.,a e Y comparten unidad de recurso; log(|Z|/delta) adimensional.,COMPLETE,Desigualdad de Hoeffding; cota de unión.,Correlación entre decisiones de robots invalida Hoeffding con esa suma de rangos; la unión no exige independencia entre recursos.,NONE,NONE,CANDIDATE,"La prueba es correcta, pero falta enlazar el supuesto de independencia a un cierre implementado y registrar la fuente primaria.",formal_audit_a,PAPER-FR-0036-pr:hoeffding,Estrechamiento probabilístico continuo-atómico,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L233-L241,pr:implementabilidad-tu,proposicion,"Utilidad cuasilineal, transferencias sin fricción y presupuesto equilibrado; pesos estrictamente positivos.",Coalición finita y superávit transferible g.,"d, theta, s y g comparten unidad de utilidad; log s requiere una escala de referencia que no se declara.",COMPLETE_WITH_UNIT_GAP,Suma de utilidades; KKT del Nash bargaining ponderado.,"Con restricciones individuales a transferencias o s_i>=outside-option positivo, g>0 puede no bastar.",NONE,NONE,CANDIDATE,La equivalencia de superávit es correcta bajo TU; la parte logarítmica necesita normalización y no modela pagos permitidos en la flota.,formal_audit_a,PAPER-FR-0037-pr:implementabilidad-tu,Implementabilidad con presupuesto equilibrado,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L249-L256,co:fuerte-tu,corolario,Toda coalición de tamaño <=h puede redistribuir exactamente el cambio de potencial y no hay restricciones de transferencia.,Equilibrio fuerte h-local con utilidad transferible.,Ganancia de potencial y cambios de utilidad deben estar en la misma unidad.,DERIVED,pr:implementabilidad-tu; definición de equilibrio fuerte.,"Si la suma de cambios individuales no coincide con la ganancia de potencial, el iff no sigue; el enunciado lo presupone de forma implícita.",NONE,NONE,CANDIDATE,"Es válido bajo una hipótesis TU fuerte, pero esa hipótesis no está conectada con el mecanismo AMR ni con evidencia.",formal_audit_a,PAPER-FR-0038-co:fuerte-tu,Equilibrio fuerte de orden h con transferencias,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L269-L277,pr:guarda-ganancia,proposicion,Cota uniforme certificada |hat g-g| y constantes Lipschitz válidas en el dominio; eta no negativa.,Aceptación de bloques con estadísticas locales imperfectas.,Cada L por error debe producir utilidad; la suma y eta comparten unidad con g.,COMPLETE_GIVEN_BOUND,Cotas del estimador; desigualdad triangular.,"Si las cotas de error no son simultáneas o son probabilísticas, la monotonía determinista deja de seguir.",NONE,NONE,CANDIDATE,La inferencia es correcta condicionada a una envolvente que el corpus no calcula ni enlaza a una campaña.,formal_audit_a,PAPER-FR-0039-pr:guarda-ganancia,Aceptar solo lo que sobrevive al error,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L302-L310,th:energia-libre,teorema,"Cadena de Markov continua finita, reversible, pi positiva y tasas con balance detallado; mu_t absolutamente continua.",Distribución sobre una fibra finita conectada o por componente de soporte.,KL es adimensional; tasas c tienen s^-1 ponderado por probabilidad.,COMPLETE,Ecuación maestra; balance detallado; convexidad de log.,"Con estados de pi=0 o tasas no reversibles, r y la simetrización usadas no están definidas.",NONE,NONE,CANDIDATE,"La identidad es correcta y rigurosa, pero es un resultado estándar sin claim ni vínculo a una cadena implementada.",formal_audit_a,PAPER-FR-0040-th:energia-libre,Disipación exacta de la energía libre,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L318-L329,th:gap-monotono,teorema,"Mismos estados, potencial, pi y tasas comunes; nuevas aristas con conductancias no negativas; cadena finita reversible.",Comparación de soportes de una CTMC reversible.,Brecha gamma en s^-1; la cota exponencial usa t en s.,COMPLETE,Forma de Dirichlet; cociente de Rayleigh; desigualdad L2-TV.,Cambiar tasas comunes o la estacionaria al ampliar soporte invalida la monotonía; el enunciado las fija.,NONE,NONE,CANDIDATE,"El teorema es válido bajo su acoplamiento exacto, pero falta evidencia de que los soportes del algoritmo real conserven pi y relojes.",formal_audit_a,PAPER-FR-0041-th:gap-monotono,La brecha espectral crece con el soporte,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cfrd.tex,L341-L356,pr:cuatro-mecanismos,proposicion,"Potenciales sobre conjuntos anidados, beta>0, componente finita y cadena reversible con distribución inicial absolutamente continua respecto a pi.",Descomposición de suboptimalidad esperada en una fibra atómica.,Potencial y términos de la cota comparten unidad solo si beta tiene unidad inversa de potencial.,COMPLETE_WITH_BOUND_DETAIL,Distribución de Gibbs; entropía; distancia TV; th:gap-monotono.,El último término no es simplemente e^{-gamma t}: lleva el prefactor 0.5*osc(Psi)*||mu0/pi-1||_L2.,NONE,NONE,CANDIDATE,"La desigualdad principal es correcta, pero la frase de decaimiento debe conservar el prefactor y el nesting debe declararse.",formal_audit_a,PAPER-FR-0042-pr:cuatro-mecanismos,Cota de cuatro mecanismos,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_cierre.tex,L37-L50,th:potencial-valor,teorema,"Payoff definido literalmente como contribución marginal de V; rama, estado Y y acción idle congelados.",Juego híbrido; añade identificaciones con continuaciones y externalidad no demostradas dentro del bloque.,"V, costes y Gamma deberían compartir utilidad; la indicatriz B y H no están normalizadas explícitamente.",TAUTOLOGICAL_WITH_UNSUPPORTED_EXTENSIONS,def:valor-unificado; th:potencial; def:continuaciones; pr:commit; th:externalidad-atomica.,"La identidad de potencial es definicional; no prueba que el V_H previo, commit y externalidad sean el mismo objeto con signos y unidades coincidentes.",NONE,NONE,NOT_FORMAL,El núcleo es wonderful-life por definición y las afirmaciones adicionales no se derivan en la prueba; no debe presentarse como nuevo teorema.,formal_audit_a,PAPER-FR-0043-th:potencial-valor,El potencial híbrido es el valor de misión,background-only,semantic-a.csv,NOT_FORMAL,FAIL,reject-as-formal-support,legacy NOT_FORMAL normalized to FAIL
paper/sec_cierre.tex,L100-L117,th:entrega,teorema,"Cinco hipótesis compuestas remiten a resultados previos, varios falsos o incompletos; no incluye equidad de servicio ni cota de espera.","Sistema híbrido estratégico-físico distribuido con contacto, tráfico y múltiples cargas.","La cota de revisiones es adimensional; W0/rho0 es tiempo de avance, no tiempo de pared; se mezclan ambos en la conclusión.",INVALID,th:dwell; th:cert; th:span; th:N-precios; HOCBF; arrendamiento; testigo.,Orden total evita ciclos pero no inanición; una carga certificable puede no reclutarse nunca. Paradas sin deadlock no tienen duración uniformemente acotada.,NONE,NONE,REJECT,La prueba hereda resultados inválidos y salta de progreso durante avance a terminación temporal global; no sostiene entrega segura finita.,formal_audit_a,PAPER-FR-0044-th:entrega,Entrega segura por el mecanismo distribuido,archive-only,semantic-a.csv,REJECT,FAIL,reject-as-formal-support,legacy REJECT normalized to FAIL
paper/sec_clusters.tex,L24-L41,th:precio-seguridad,teorema,"Multiplicador común tratado como congelado durante desviaciones; no impone factibilidad, signo, complementariedad ni estacionariedad conjunta.",Juego con restricción compartida HOCBF y precios por par.,lambda tiene unidad coste/unidad de psi; J y lambda psi son compatibles si esa escala se fija.,INVALID_AND_SELF_CORRECTED,th:potencial; th:vi; obs:precio-no-fuerza L109-L128.,"Si lambda depende de z, su variación añade términos omitidos; si se congela, un reposo del payoff penalizado puede ser infactible y no ser vGNE.",NONE,NONE,REJECT,La propia fuente reconoce después que un multiplicador común congelado no basta para identificar reposos con equilibrio variacional.,formal_audit_a,PAPER-FR-0045-th:precio-seguridad,El precio de seguridad preserva la estructura variacional,archive-only,semantic-a.csv,REJECT,FAIL,reject-as-formal-support,legacy REJECT normalized to FAIL
paper/sec_clusters.tex,L80-L97,th:rigidizacion,teorema,Coalición rígida y mapa G; mezcla una igualdad mecánica con una desigualdad de barrera/control.,Descomposición euclídea de fuerzas y interpretación de multiplicadores.,"Fuerza interna en N; multiplicador de barrera no tiene en general unidad de fuerza, como reconoce L115-L128.",INVALID_IN_PART,Descomposición ker(G); pr:cota; obs:precio-no-fuerza.,Una barrera interna con holgura positiva tiene multiplicador cero mientras las reacciones de rigidez pueden ser no nulas; no se convierte una en otra.,NONE,NONE,REJECT,"Los incisos b-c son álgebra válida, pero el inciso a y el título son falsos; la observación posterior los rebaja explícitamente a metáfora.",formal_audit_a,PAPER-FR-0046-th:rigidizacion,La rigidización convierte desigualdades en igualdades,archive-only,semantic-a.csv,REJECT,FAIL,reject-as-formal-support,legacy REJECT normalized to FAIL
paper/sec_clusters.tex,L131-L138,co:agarre,corolario,Postula un apriete mínimo y un presupuesto compartido sin definir el modelo contacto-fricción que conecta ambos.,Precarga interna y región de wrench bajo cotas de actuador.,Apriete y cota en N; rho_W era margen normalizado y no se vincula dimensionalmente.,ABSENT_AND_UNDERDEFINED,th:rigidizacion; th:robusto.,La propia obs:agarre-no-monotono muestra dos regímenes; con fricción creciente la precarga puede ampliar el conjunto tangencial antes de consumir reserva.,NONE,NONE,REJECT,"No es corolario de la descomposición del núcleo y carece de una relación formal entre sujeción, fricción y margen.",formal_audit_a,PAPER-FR-0047-co:agarre,Compromiso entre agarre y capacidad,archive-only,semantic-a.csv,REJECT,FAIL,reject-as-formal-support,legacy REJECT normalized to FAIL
paper/sec_clusters.tex,L140-L148,th:dos-monotonias,teorema,Nuevo robot opcional con reacción cero admisible y sin nuevas restricciones; apoyo obligatorio añade filas al sistema cinemático.,Inclusión de conjuntos de wrench e intersección de restricciones cinemáticas locales.,Conjuntos mantienen unidades N/Nm y twist; las inclusiones son dimensionalmente coherentes.,COMPLETE,Álgebra de suma de conjuntos y kernels; C-SP2-CROSS-MONO-FORMAL.,"Si la reacción cero no es admisible o cambia la geometría/normal vertical, la primera inclusión no se transfiere; la versión activa ya explicita esto.",C-SP2-CROSS-MONO-FORMAL,Subdocuments/SP2/sp2.tex; docs/04_CLAIMS_EVIDENCE.md,DUPLICATE,Es la misma no monotonía cinemática-mecánica ya incorporada al spine con supuestos más precisos.,formal_audit_a,PAPER-FR-0048-th:dos-monotonias,Dos monotonías opuestas,existing-active-claim,semantic-a.csv,DUPLICATE,DUPLICATE,retain-canonical-result-only,identity
paper/sec_clusters.tex,L208-L218,pr:descomposicion-R,proposicion,"G de rango fila completo, R SPD, igualdad Gf=w factible y ninguna cota/contacto activa.",Reparto cuadrático de esfuerzo en un espacio afín.,R debe convertir f^T R f en coste; la fórmula respeta las unidades si G y w están escalados consistentemente.,COMPLETE,KKT del mínimo cuadrático; base Z de ker(G).,Con restricciones activas la solución no tiene esa forma y el término cruzado puede no desaparecer para una descomposición arbitraria.,NONE,NONE,CANDIDATE,"La descomposición ortogonal en métrica R está correctamente demostrada, pero no tiene claim/evidencia canónicos.",formal_audit_a,PAPER-FR-0049-pr:descomposicion-R,Descomposición de coste en tarea y precarga,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_clusters.tex,L245-L255,pr:tubo,proposicion,"Error de seguimiento acotado durante todo el intervalo, cuerpos contenidos en discos y rotación común R.",Separación geométrica planar de dos cuerpos dentro de tubos rígidos.,Todas las distancias y radios en m.,COMPLETE,Desigualdad triangular inversa; invariancia de norma por rotación.,"Si los cuerpos no caben en los discos declarados o la cota de error es solo muestreada, eliminar la barrera no es seguro.",NONE,NONE,CANDIDATE,La condición es una cota suficiente correcta; falta un procedimiento que certifique epsilon_i entre muestras y un claim trazado.,formal_audit_a,PAPER-FR-0050-pr:tubo,Eliminación interna mediante tubo,monograph-candidate,semantic-a.csv,CANDIDATE,LIMITED,monograph-candidate-with-explicit-limitation,legacy CANDIDATE normalized to LIMITED; no promotion
paper/sec_clusters.tex,L283-L305,pr:barrera-compuesta,proposicion,Faltan kappa>0 y regularidad/dominio de cada h_i; la interseccion segura si esta implicita.,Representacion escalar de la interseccion de conjuntos seguros; no demuestra factibilidad CBF ni invariancia dinamica.,No auditadas: kappa debe tener unidades inversas a h para que el exponente sea adimensional.,"PARTIAL: prueba correctamente las cotas log-sum-exp y la interseccion, pero no la condicion dinamica de barrera.",Definiciones locales de h_i y del conjunto seguro; ninguna dependencia canonica enlazada.,"Si un h_i representa solo el conjunto pero no satisface condiciones de barrera, min h_i no hereda por si sola una CBF valida.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_clusters.tex:L283-L305,LIMITED,"El nucleo de soft-min es correcto, pero el termino barrera valida excede lo probado y faltan signo y unidades de kappa.",formal_audit_b,PAPER-FR-0051-pr:barrera-compuesta,Barrera compuesta y su relajacion suave,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_clusters.tex,L307-L340,pr:softmin-curvatura,proposicion,"Trayectoria C2, h_i diferenciables y kappa>0; el ultimo supuesto no se enuncia.",Identidad diferencial de log-sum-exp a lo largo de una trayectoria; no es certificado de factibilidad HOCBF.,kappa por h_i debe ser adimensional; dot h_i y ddot h_i deben compartir escala comun.,SKETCH: no hay proof; las identidades se afirman y la observacion reporta diferencias finitas.,"pr:barrera-compuesta; pr:hocbf, este ultimo no auditado en este bloque.","La identidad permanece cierta, pero no implica que exista control que satisfaga la barrera de alto orden; la propia observacion lo reconoce.",NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_clusters.tex:L307-L340,LIMITED,"La formula de la varianza se obtiene por diferenciacion, pero falta demostracion autocontenida y no puede promoverse como garantia de seguridad.",formal_audit_b,PAPER-FR-0052-pr:softmin-curvatura,La soft-min anade curvatura desfavorable,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_clusters.tex,L353-L366,pr:rigidizacion-admisible,proposicion,Solo supone psi_ij(t-)>=0 y preservacion posterior de distancia; no supone h_ij(t-)>=0.,Conmutacion instantanea hacia rigidez exacta; sin impacto ni salto de estado modelado.,h es distancia al cuadrado y psi mezcla dot h con alpha_1(h); no se declaran unidades de alpha_1.,INVALID: la prueba sustituye psi(t-)>=0 por h(t-)>=0 sin justificacion.,"Definicion previa de psi y pr:hocbf, no auditadas aqui.",Contraejemplo: h(t-)<0 y dot h(t-) suficientemente positiva dan psi(t-)>=0; al rigidizar dot h=0 y psi=alpha_1(h)<0.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_clusters.tex:L353-L366,FAIL,La hipotesis de la proposicion no implica la premisa usada por la prueba. Debe exigirse h_ij(t-)>=0 y tratar el reset de velocidad/contacto.,formal_audit_b,PAPER-FR-0053-pr:rigidizacion-admisible,Rigidizacion admisible,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_comunicacion.tex,L42-L54,pr:miet,proposicion,"Temporizador con dot tau_i=1, reset solo al difundir y tau_M IET>0.",Eventos de difusion de un agente individual; no acota el intervalo maximo ni seguridad con datos obsoletos.,tau_i y tau_M IET en segundos; consistente.,COMPLETE: argumento directo por la guarda temporal.,def:etm.,No se encontro contraejemplo dentro del modelo; multiples agentes no alteran la cota por agente.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L42-L54,PASS,"La ausencia de Zeno por agente sigue inmediatamente del tiempo minimo positivo, con el alcance temporal correctamente limitado.",formal_audit_b,PAPER-FR-0054-pr:miet,Ausencia de Zenon por construccion,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_comunicacion.tex,L209-L250,le:tiempo-finito,lema,"V positiva definida C1, desigualdad a lo largo de una solucion, c>0 y alpha en (0,1); faltan existencia absoluta continua e invariancia del dominio.",Sistema continuo; el texto excluye transferencia automatica a Euler muestreado.,c tiene unidades V^(1-alpha)/s; no se declaran.,"MISSING: se cita una fuente y se da evidencia escalar, pero no hay proof del lema.",wang2024adaptive; no hay enlace a claim canonico.,"Sin regularidad de la solucion o validez global de la desigualdad, alcanzar V=0 no queda establecido; la discretizacion ofrece el control de frontera negativo.",NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_comunicacion.tex:L209-L250,LIMITED,"Es un resultado clasico plausible, pero la fuente candidata no contiene una prueba completa ni todas las condiciones de aplicacion.",formal_audit_b,PAPER-FR-0055-le:tiempo-finito,Cota de tiempo de asentamiento,background,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_comunicacion.tex,L261-L317,pr:reset,proposicion,"No se fija planta, estado integral, ley PI, amplitud ni politica completa de reset.",Una simulacion de segundo orden; el enunciado se formula universalmente.,No se especifican unidades del acumulador ni del exceso.,MISSING: no hay prueba; el dato numerico es un unico ejemplo y no demuestra reduccion general del sobreimpulso.,"eq:tatonnement y zhao2024hybrid, sin hipotesis transferidas.",Un equilibrio PI puede requerir integral no nula para sostener la entrada; resetearla cambia el equilibrio o induce transitorios. El propio texto muestra sobrecorreccion al combinar mecanismos.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_comunicacion.tex:L261-L317,FAIL,Ni la invariancia del reposo ni la reduccion de sobreimpulso se siguen sin un modelo de planta/reset; ambas se sobreextienden desde un ejemplo.,formal_audit_b,PAPER-FR-0056-pr:reset,Reinicio del acumulador de precio,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_comunicacion.tex,L327-L362,pr:observador-dist,proposicion,"S0 conocida; faltan detectabilidad de (S0,W0), estructura/dimension de L0 y supuestos del digrafo.","Observador lineal distribuido continuo con lider; no cubre conmutacion, retardo ni muestreo.",Las dimensiones de L0W0 y escalas temporales no se declaran.,MISSING: no hay proof; solo una cadena numerica.,def:observador-dist; cai2022cooperative.,Un H_sigma positivo estable no basta para W0 arbitraria: un modo inestable de S0 no observable por W0 no puede estabilizarse eligiendo L0.,NONE_IN_DOCS_04,SOURCE_STATEMENT_ONLY:paper/sec_comunicacion.tex:L327-L362,FAIL,El iff topologico omite condiciones de detectabilidad y diseno del observador; la conectividad no es por si sola suficiente.,formal_audit_b,PAPER-FR-0057-pr:observador-dist,Convergencia bajo la conectividad que ya se exige,archive-only,semantic-b.csv,FAIL,FAIL,reject-as-formal-support,identity
paper/sec_comunicacion.tex,L396-L438,pr:regulacion-local,proposicion,"Ecuaciones reguladoras solubles, A_i+B_iK_i Hurwitz y cota semigrupo; referencia y estimacion diferenciables.","Plantas lineales heterogeneas; la formula acota tilde x_i, no directamente el error de salida e_i del titulo.",Matrices y senales no tienen unidades declaradas; la integral es dimensionalmente compatible si B_i(Gamma_i-K_iPi_i) lo es.,"SKETCH: no hay proof, aunque la identidad se verifica por sustitucion y variacion de constantes.","Ecuaciones reguladoras; pr:observador-dist, cuya suficiencia topologica falla tal como esta enunciada.",Con tilde zeta no nula el error de salida incluye terminos C_i tilde x_i y D_i(Gamma_i-K_iPi_i)tilde zeta_i; esa cota no aparece.,NONE_IN_DOCS_04,SOURCE_DERIVATION_ONLY:paper/sec_comunicacion.tex:L396-L438,LIMITED,"La dinamica de estado y su cota son correctas bajo las ecuaciones reguladoras, pero el resultado no demuestra la regulacion de salida anunciada y depende de un observador no cerrado.",formal_audit_b,PAPER-FR-0058-pr:regulacion-local,Error de regulacion con referencia local,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_comunicacion.tex,L451-L469,pr:reloj-seguro,proposicion,"Errores escalares en [0,epsilon_i], k_i>0, alpha_i>0 y v_nom>0; no hay obstaculo externo que fuerce v=0.",Familia reducida de ecuaciones de primer orden; no representa por si sola AMR ni contacto.,e_i y s deben compartir unidad de progreso; k_i y alpha_i son 1/s y v es unidad de e por segundo.,"COMPLETE: condiciones de tangencia y minimo afin prueban invariancia, progreso y tiempo.",Ninguna dependencia formal necesaria fuera del modelo definido.,La cota desaparece si una restriccion fisica adicional exige v=0; esta exclusion se declara despues.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L451-L469,PASS,Resultado correcto y autocontenido para el modelo escalar declarado; no debe transferirse a la planta sin una envolvente de seguimiento.,formal_audit_b,PAPER-FR-0059-pr:reloj-seguro,Reloj seguro para una familia reducida de errores,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_comunicacion.tex,L542-L559,th:vi-robusta,teorema,"K convexo cerrado, F mu-fuertemente monotono, soluciones x* y xhat existentes y error uniformemente acotado.","Perturbacion aditiva de una VI; no establece existencia de la VI perturbada, la presupone.",epsilon comparte unidades con F y mu con F/x; la razon epsilon/mu tiene unidades de x.,"COMPLETE: suma cruzada de las dos VI, monotonia fuerte y Cauchy-Schwarz.",Ninguna dependencia externa necesaria para la cota; el caso e=Delta c+A^TDelta lambda usa norma inducida.,No se encontro contraejemplo bajo existencia y monotonia fuerte; sin monotonia fuerte la cota puede fallar.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L542-L559,PASS,La cota de sensibilidad esta bien demostrada y su segunda desigualdad respeta la norma espectral.,formal_audit_b,PAPER-FR-0060-th:vi-robusta,Robustez de la desigualdad variacional,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_comunicacion.tex,L561-L579,pr:contraccion-proyectada,proposicion,Hereda K convexo cerrado; F diferenciable con jacobiano simetrico acotado en orden de Loewner entre mu I y L_F I.,Paso proyectado de gradiente; no cubre operadores monotones generales con parte antisimetrica.,alpha tiene unidades x/F; kappa_F y q son adimensionales. La segunda formula presupone objetivo normalizado.,COMPLETE_WITH_IMPLICIT_SCOPE: argumento de hessiana media y no expansividad es valido si F es gradiente/jacobiano simetrico.,th:vi-robusta; objetivo J de trafico definido en el enunciado.,Para un operador monotono Lipschitz no simetrico la formula max de autovalores no aplica; el supuesto Loewner debe leerse como simetria.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L561-L579,PASS,"Es correcto como paso de gradiente de un potencial suave fuertemente convexo, pero no debe presentarse como resultado para toda VI monotona.",formal_audit_b,PAPER-FR-0061-pr:contraccion-proyectada,Contraccion del paso proyectado y numero de condicion estrategico,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
paper/sec_comunicacion.tex,L591-L610,pr:seguimiento-conectividad,proposicion,"Grafo fijo no dirigido y conexo, z permanece en 1-perp, k>0, d acotada y proyectada al desacuerdo; varios supuestos son solo implicitos.",Consenso lineal continuo con perturbacion; composicion instantanea con una VI fuertemente monotona.,k lambda_2 es 1/s; d es z/s. B z tiene unidades de perturbacion de F.,"PARTIAL: Lyapunov prueba una bola ultima, pero no justifica preservacion de 1-perp ni explicita la aplicacion temporal de la VI.",th:vi-robusta.,"Si d tiene componente de promedio, z deja 1-perp y la cota por lambda_2 no controla esa componente; si lambda_2=0 el resultado es indefinido.",NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L591-L610,LIMITED,La cota es valida para el subsistema de desacuerdo de un grafo estatico conectado; el enunciado debe incorporar esas condiciones y separar seguimiento dinamico de sensibilidad estatica.,formal_audit_b,PAPER-FR-0062-pr:seguimiento-conectividad,Seguimiento por conectividad y error de decision,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_comunicacion.tex,L612-L625,pr:obsolescencia,proposicion,"lambda_z absolutamente continua, M_z>0, reset instantaneo del valor publicado, entrega fiable/ordenada y retardo maximo; las condiciones de canal se omiten.","Disparo escalar por umbral y VI estatica; no cubre perdida, reordenamiento ni eventos simultaneos en vuelo.","epsilon_z tiene unidades de precio, M_z precio/s y Delta_z s; consistente.","PARTIAL: argumento de crecimiento Lipschitz correcto en canal ideal, pero el caso retardado necesita definir que conserva el receptor.",th:vi-robusta; mecanismo de eventos distinto de def:etm.,Con paquetes perdidos o reordenados la obsolescencia puede exceder epsilon_z+M_zDelta_z; con M_z=0 la expresion MIET requiere tratar el caso aparte.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L612-L625,LIMITED,La cota es recuperable bajo un contrato de canal estricto que no aparece en el enunciado; no respalda por si sola la red degradada del TFM.,formal_audit_b,PAPER-FR-0063-pr:obsolescencia,Obsolescencia con disparo por eventos,monograph,semantic-b.csv,LIMITED,LIMITED,monograph-candidate-with-explicit-limitation,identity
paper/sec_comunicacion.tex,L636-L646,pr:equilibrio-movil,proposicion,"F_t uniformemente mu-fuertemente monotono, cero interior diferenciable x*(t), velocidad acotada y solucion completa.",ODE continua sin proyeccion ni restricciones activas.,v/mu tiene unidades de estado si F tiene unidades estado/s.,COMPLETE: Lyapunov establece una bola ultima de radio v/mu.,Ninguna dependencia formal necesaria.,No se encontro contraejemplo en el dominio; si x* llega a la frontera se requiere dinamica proyectada y el proof ya no basta.,NONE_IN_DOCS_04,SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L636-L646,PASS,Resultado ISS elemental correcto para un cero interior movil; el alcance excluye conjuntos restringidos.,formal_audit_b,PAPER-FR-0064-pr:equilibrio-movil,Seguimiento de un equilibrio movil,monograph,semantic-b.csv,PASS,PASS,proof-pass-but-claim-or-independent-evidence-unmapped,identity
