t,robot,x,y,theta,policy
7.5,Pioneer_06,-7.6044,-9.6745,0.8944,smith_qr_integrated
7.5,Pioneer_07,-6.6307,-9.9699,0.9563,smith_qr_integrated
7.5,Pioneer_08,-5.4912,-10.2129,0.9927,smith_qr_integrated
7.5,Pioneer_09,-4.2712,-10.3911,1.0067,smith_qr_integrated
7.5,Pioneer_10,-3.1097,-10.5399,1.0136,smith_qr_integrated
7.5,Pioneer_11,-1.8964,-10.7372,1.0357,smith_qr_integrated
7.5,Pioneer_12,-0.696,-10.8013,1.0908,smith_qr_integrated
7.5,Pioneer_13,0.671,-10.7813,1.1715,smith_qr_integrated
7.5,Pioneer_14,1.9373,-10.7809,1.3134,smith_qr_integrated
7.5,Pioneer_15,3.2903,-10.7759,1.4943,smith_qr_integrated
7.5,Pioneer_16,4.6052,-10.7934,1.6949,smith_qr_integrated
7.5,Pioneer_17,5.8896,-10.8358,1.8891,smith_qr_integrated
7.5,Pioneer_18,7.1331,-10.7933,2.0548,smith_qr_integrated
7.5,Pioneer_19,8.5129,-10.791,2.1808,smith_qr_integrated
7.5,Pioneer_20,9.7685,-10.8127,2.2646,smith_qr_integrated
7.5,Pioneer_21,11.0681,-10.7963,2.3091,smith_qr_integrated
7.5,Pioneer_22,12.4177,-10.8337,2.3223,smith_qr_integrated
7.5,Pioneer_23,13.667,-10.7649,2.3191,smith_qr_integrated
7.5,Pioneer_24,15.0315,-10.8188,2.3188,smith_qr_integrated
8.0,Pioneer_01,-11.1222,-8.6231,0.51,smith_qr_integrated
8.0,Pioneer_02,-10.5026,-8.7524,0.5701,smith_qr_integrated
8.0,Pioneer_03,-9.865,-8.8547,0.6441,smith_qr_integrated
8.0,Pioneer_04,-9.0966,-9.0689,0.7278,smith_qr_integrated
8.0,Pioneer_05,-8.3782,-9.3016,0.8145,smith_qr_integrated
8.0,Pioneer_06,-7.4816,-9.5571,0.8944,smith_qr_integrated
8.0,Pioneer_07,-6.4742,-9.8209,0.9563,smith_qr_integrated
8.0,Pioneer_08,-5.3789,-10.0304,0.9927,smith_qr_integrated
8.0,Pioneer_09,-4.2146,-10.2383,1.0067,smith_qr_integrated
8.0,Pioneer_10,-3.0261,-10.4011,1.0136,smith_qr_integrated
8.0,Pioneer_11,-1.8261,-10.6028,1.0357,smith_qr_integrated
8.0,Pioneer_12,-0.5986,-10.7185,1.0908,smith_qr_integrated
8.0,Pioneer_13,0.6679,-10.8068,1.1715,smith_qr_integrated
8.0,Pioneer_14,1.9855,-10.7748,1.3134,smith_qr_integrated
8.0,Pioneer_15,3.2309,-10.7929,1.4943,smith_qr_integrated
8.0,Pioneer_16,4.5671,-10.8019,1.6949,smith_qr_integrated
8.0,Pioneer_17,5.8706,-10.7732,1.8891,smith_qr_integrated
8.0,Pioneer_18,7.2121,-10.799,2.0548,smith_qr_integrated
8.0,Pioneer_19,8.4862,-10.8064,2.1808,smith_qr_integrated
8.0,Pioneer_20,9.8399,-10.7988,2.2646,smith_qr_integrated
8.0,Pioneer_21,11.0794,-10.7878,2.3091,smith_qr_integrated
8.0,Pioneer_22,12.3839,-10.7843,2.3223,smith_qr_integrated
8.0,Pioneer_23,13.7411,-10.7948,2.3191,smith_qr_integrated
8.0,Pioneer_24,15.0033,-10.834,2.3188,smith_qr_integrated
8.5,Pioneer_01,-10.9177,-8.5403,0.51,smith_qr_integrated
8.5,Pioneer_02,-10.258,-8.5657,0.5701,smith_qr_integrated
8.5,Pioneer_03,-9.597,-8.716,0.6441,smith_qr_integrated
8.5,Pioneer_04,-8.9751,-8.8872,0.7278,smith_qr_integrated
8.5,Pioneer_05,-8.2255,-9.1604,0.8145,smith_qr_integrated
8.5,Pioneer_06,-7.3765,-9.4108,0.8944,smith_qr_integrated
8.5,Pioneer_07,-6.4017,-9.6936,0.9563,smith_qr_integrated
8.5,Pioneer_08,-5.3142,-9.8816,0.9927,smith_qr_integrated
8.5,Pioneer_09,-4.1268,-10.1297,1.0067,smith_qr_integrated
8.5,Pioneer_10,-2.9248,-10.3226,1.0136,smith_qr_integrated
8.5,Pioneer_11,-1.7474,-10.5059,1.0357,smith_qr_integrated
8.5,Pioneer_12,-0.59,-10.6631,1.0908,smith_qr_integrated
8.5,Pioneer_13,0.6477,-10.8122,1.1715,smith_qr_integrated
8.5,Pioneer_14,1.9369,-10.8212,1.3134,smith_qr_integrated
8.5,Pioneer_15,3.2575,-10.801,1.4943,smith_qr_integrated
8.5,Pioneer_16,4.5616,-10.8383,1.6949,smith_qr_integrated
8.5,Pioneer_17,5.8616,-10.7916,1.8891,smith_qr_integrated
8.5,Pioneer_18,7.1921,-10.8081,2.0548,smith_qr_integrated
8.5,Pioneer_19,8.4717,-10.8026,2.1808,smith_qr_integrated
8.5,Pioneer_20,9.8119,-10.7805,2.2646,smith_qr_integrated
8.5,Pioneer_21,11.1108,-10.8504,2.3091,smith_qr_integrated
8.5,Pioneer_22,12.3992,-10.7776,2.3223,smith_qr_integrated
8.5,Pioneer_23,13.7056,-10.8065,2.3191,smith_qr_integrated
8.5,Pioneer_24,15.0144,-10.801,2.3188,smith_qr_integrated
9.0,Pioneer_01,-10.6597,-8.3742,0.51,smith_qr_integrated
9.0,Pioneer_02,-10.0042,-8.4606,0.5701,smith_qr_integrated
9.0,Pioneer_03,-9.4439,-8.5971,0.6441,smith_qr_integrated
9.0,Pioneer_04,-8.8106,-8.7707,0.7278,smith_qr_integrated
9.0,Pioneer_05,-8.0527,-8.9925,0.8145,smith_qr_integrated
9.0,Pioneer_06,-7.2737,-9.2359,0.8944,smith_qr_integrated
9.0,Pioneer_07,-6.2793,-9.5139,0.9563,smith_qr_integrated
9.0,Pioneer_08,-5.2417,-9.823,0.9927,smith_qr_integrated
9.0,Pioneer_09,-4.0942,-10.0189,1.0067,smith_qr_integrated
9.0,Pioneer_10,-2.875,-10.1773,1.0136,smith_qr_integrated
9.0,Pioneer_11,-1.7017,-10.3985,1.0357,smith_qr_integrated
9.0,Pioneer_12,-0.5312,-10.5594,1.0908,smith_qr_integrated
9.0,Pioneer_13,0.6621,-10.7466,1.1715,smith_qr_integrated
9.0,Pioneer_14,1.9809,-10.7781,1.3134,smith_qr_integrated
9.0,Pioneer_15,3.2391,-10.8064,1.4943,smith_qr_integrated
9.0,Pioneer_16,4.5574,-10.8128,1.6949,smith_qr_integrated
9.0,Pioneer_17,5.8786,-10.8197,1.8891,smith_qr_integrated
9.0,Pioneer_18,7.172,-10.7851,2.0548,smith_qr_integrated
9.0,Pioneer_19,8.5146,-10.8033,2.1808,smith_qr_integrated
9.0,Pioneer_20,9.7866,-10.7733,2.2646,smith_qr_integrated
9.0,Pioneer_21,11.0898,-10.8031,2.3091,smith_qr_integrated
9.0,Pioneer_22,12.4196,-10.7771,2.3223,smith_qr_integrated
9.0,Pioneer_23,13.6862,-10.8355,2.3191,smith_qr_integrated
9.0,Pioneer_24,15.0159,-10.7579,2.3188,smith_qr_integrated
9.5,Pioneer_01,-10.4376,-8.248,0.51,smith_qr_integrated
9.5,Pioneer_02,-9.765,-8.293,0.5701,smith_qr_integrated
9.5,Pioneer_03,-9.2446,-8.4175,0.6441,smith_qr_integrated
9.5,Pioneer_04,-8.6269,-8.6001,0.7278,smith_qr_integrated
9.5,Pioneer_05,-7.9389,-8.8351,0.8145,smith_qr_integrated
9.5,Pioneer_06,-7.1447,-9.1245,0.8944,smith_qr_integrated
9.5,Pioneer_07,-6.1712,-9.4038,0.9563,smith_qr_integrated
9.5,Pioneer_08,-5.1129,-9.682,0.9927,smith_qr_integrated
9.5,Pioneer_09,-4.0198,-9.8566,1.0067,smith_qr_integrated
9.5,Pioneer_10,-2.8048,-10.0682,1.0136,smith_qr_integrated
9.5,Pioneer_11,-1.654,-10.2647,1.0357,smith_qr_integrated
9.5,Pioneer_12,-0.3992,-10.3605,1.0908,smith_qr_integrated
9.5,Pioneer_13,0.7781,-10.5961,1.1715,smith_qr_integrated
9.5,Pioneer_14,1.9731,-10.7617,1.3134,smith_qr_integrated
9.5,Pioneer_15,3.2673,-10.7728,1.4943,smith_qr_integrated
9.5,Pioneer_16,4.561,-10.788,1.6949,smith_qr_integrated
9.5,Pioneer_17,5.8481,-10.7914,1.8891,smith_qr_integrated
9.5,Pioneer_18,7.1948,-10.7575,2.0548,smith_qr_integrated
9.5,Pioneer_19,8.4899,-10.8237,2.1808,smith_qr_integrated
9.5,Pioneer_20,9.8099,-10.7955,2.2646,smith_qr_integrated
9.5,Pioneer_21,11.0714,-10.7674,2.3091,smith_qr_integrated
9.5,Pioneer_22,12.4076,-10.8004,2.3223,smith_qr_integrated
9.5,Pioneer_23,13.7053,-10.8016,2.3191,smith_qr_integrated
9.5,Pioneer_24,15.0167,-10.7746,2.3188,smith_qr_integrated
10.0,Pioneer_01,-10.2177,-8.1153,0.51,smith_qr_integrated
10.0,Pioneer_02,-9.5636,-8.155,0.5701,smith_qr_integrated
10.0,Pioneer_03,-9.0581,-8.3061,0.6441,smith_qr_integrated
10.0,Pioneer_04,-8.4371,-8.4881,0.7278,smith_qr_integrated
10.0,Pioneer_05,-7.7695,-8.6959,0.8145,smith_qr_integrated
10.0,Pioneer_06,-7.0269,-8.9289,0.8944,smith_qr_integrated
10.0,Pioneer_07,-6.074,-9.2691,0.9563,smith_qr_integrated
10.0,Pioneer_08,-5.0582,-9.5549,0.9927,smith_qr_integrated
10.0,Pioneer_09,-3.9142,-9.801,1.0067,smith_qr_integrated
10.0,Pioneer_10,-2.7324,-9.973,1.0136,smith_qr_integrated
10.0,Pioneer_11,-1.5475,-10.1065,1.0357,smith_qr_integrated
10.0,Pioneer_12,-0.3463,-10.2975,1.0908,smith_qr_integrated
10.0,Pioneer_13,0.7995,-10.4379,1.1715,smith_qr_integrated
10.0,Pioneer_14,2.0314,-10.6099,1.3134,smith_qr_integrated
10.0,Pioneer_15,3.264,-10.782,1.4943,smith_qr_integrated
10.0,Pioneer_16,4.5707,-10.7735,1.6949,smith_qr_integrated
10.0,Pioneer_17,5.8323,-10.7884,1.8891,smith_qr_integrated
10.0,Pioneer_18,7.1279,-10.8113,2.0548,smith_qr_integrated
10.0,Pioneer_19,8.4764,-10.855,2.1808,smith_qr_integrated
10.0,Pioneer_20,9.8346,-10.8412,2.2646,smith_qr_integrated
10.0,Pioneer_21,11.0624,-10.7823,2.3091,smith_qr_integrated
10.0,Pioneer_22,12.3579,-10.822,2.3223,smith_qr_integrated
10.0,Pioneer_23,13.673,-10.8124,2.3191,smith_qr_integrated
10.0,Pioneer_24,14.9675,-10.7818,2.3188,smith_qr_integrated
10.5,Pioneer_01,-9.9453,-7.975,0.51,smith_qr_integrated
10.5,Pioneer_02,-9.3558,-8.0182,0.5701,smith_qr_integrated
10.5,Pioneer_03,-8.8632,-8.1464,0.6441,smith_qr_integrated
10.5,Pioneer_04,-8.3363,-8.3839,0.7278,smith_qr_integrated
10.5,Pioneer_05,-7.6475,-8.5514,0.8145,smith_qr_integrated
10.5,Pioneer_06,-6.8859,-8.8465,0.8944,smith_qr_integrated
10.5,Pioneer_07,-5.9921,-9.1312,0.9563,smith_qr_integrated
10.5,Pioneer_08,-4.9654,-9.4097,0.9927,smith_qr_integrated
10.5,Pioneer_09,-3.87,-9.6635,1.0067,smith_qr_integrated
10.5,Pioneer_10,-2.6394,-9.8361,1.0136,smith_qr_integrated
10.5,Pioneer_11,-1.5192,-9.9463,1.0357,smith_qr_integrated
10.5,Pioneer_12,-0.3378,-10.1682,1.0908,smith_qr_integrated
10.5,Pioneer_13,0.8572,-10.278,1.1715,smith_qr_integrated
10.5,Pioneer_14,2.054,-10.514,1.3134,smith_qr_integrated
10.5,Pioneer_15,3.2703,-10.664,1.4943,smith_qr_integrated
10.5,Pioneer_16,4.6354,-10.7727,1.6949,smith_qr_integrated
10.5,Pioneer_17,5.9229,-10.8,1.8891,smith_qr_integrated
10.5,Pioneer_18,7.1454,-10.7948,2.0548,smith_qr_integrated
10.5,Pioneer_19,8.5098,-10.78,2.1808,smith_qr_integrated
10.5,Pioneer_20,9.815,-10.8135,2.2646,smith_qr_integrated
10.5,Pioneer_21,11.1384,-10.8074,2.3091,smith_qr_integrated
10.5,Pioneer_22,12.341,-10.7982,2.3223,smith_qr_integrated
10.5,Pioneer_23,13.6757,-10.8045,2.3191,smith_qr_integrated
10.5,Pioneer_24,15.0338,-10.7601,2.3188,smith_qr_integrated
11.0,Pioneer_01,-9.6966,-7.8229,0.51,smith_qr_integrated
11.0,Pioneer_02,-9.1655,-7.8559,0.5701,smith_qr_integrated
11.0,Pioneer_03,-8.6463,-7.9528,0.6441,smith_qr_integrated
11.0,Pioneer_04,-8.132,-8.1607,0.7278,smith_qr_integrated
11.0,Pioneer_05,-7.4928,-8.3631,0.8145,smith_qr_integrated
11.0,Pioneer_06,-6.8743,-8.7161,0.8944,smith_qr_integrated
11.0,Pioneer_07,-5.909,-9.0302,0.9563,smith_qr_integrated
11.0,Pioneer_08,-4.8621,-9.3097,0.9927,smith_qr_integrated
11.0,Pioneer_09,-3.7363,-9.5503,1.0067,smith_qr_integrated
11.0,Pioneer_10,-2.6437,-9.7264,1.0136,smith_qr_integrated
11.0,Pioneer_11,-1.383,-9.9119,1.0357,smith_qr_integrated
11.0,Pioneer_12,-0.254,-9.9919,1.0908,smith_qr_integrated
11.0,Pioneer_13,0.9016,-10.1909,1.1715,smith_qr_integrated
11.0,Pioneer_14,2.0909,-10.325,1.3134,smith_qr_integrated
11.0,Pioneer_15,3.2695,-10.5282,1.4943,smith_qr_integrated
11.0,Pioneer_16,4.572,-10.6798,1.6949,smith_qr_integrated
11.0,Pioneer_17,5.9004,-10.8303,1.8891,smith_qr_integrated
11.0,Pioneer_18,7.1867,-10.835,2.0548,smith_qr_integrated
11.0,Pioneer_19,8.4649,-10.8051,2.1808,smith_qr_integrated
11.0,Pioneer_20,9.7626,-10.8135,2.2646,smith_qr_integrated
11.0,Pioneer_21,11.1067,-10.813,2.3091,smith_qr_integrated
11.0,Pioneer_22,12.4327,-10.7861,2.3223,smith_qr_integrated
11.0,Pioneer_23,13.6765,-10.8089,2.3191,smith_qr_integrated
11.0,Pioneer_24,15.0144,-10.8026,2.3188,smith_qr_integrated
11.5,Pioneer_01,-9.451,-7.718,0.51,smith_qr_integrated
11.5,Pioneer_02,-8.9765,-7.7908,0.5701,smith_qr_integrated
11.5,Pioneer_03,-8.4786,-7.8374,0.6441,smith_qr_integrated
11.5,Pioneer_04,-7.9209,-7.9678,0.7278,smith_qr_integrated
11.5,Pioneer_05,-7.429,-8.2315,0.8145,smith_qr_integrated
11.5,Pioneer_06,-6.6488,-8.5401,0.8944,smith_qr_integrated
11.5,Pioneer_07,-5.7768,-8.8778,0.9563,smith_qr_integrated
11.5,Pioneer_08,-4.7619,-9.1415,0.9927,smith_qr_integrated
11.5,Pioneer_09,-3.6802,-9.3883,1.0067,smith_qr_integrated
11.5,Pioneer_10,-2.5196,-9.6172,1.0136,smith_qr_integrated
11.5,Pioneer_11,-1.3393,-9.7905,1.0357,smith_qr_integrated
11.5,Pioneer_12,-0.1946,-9.9084,1.0908,smith_qr_integrated
11.5,Pioneer_13,0.9352,-10.0578,1.1715,smith_qr_integrated
11.5,Pioneer_14,2.0986,-10.1708,1.3134,smith_qr_integrated
11.5,Pioneer_15,3.2984,-10.3985,1.4943,smith_qr_integrated
11.5,Pioneer_16,4.557,-10.6019,1.6949,smith_qr_integrated
11.5,Pioneer_17,5.8328,-10.806,1.8891,smith_qr_integrated
11.5,Pioneer_18,7.1396,-10.7977,2.0548,smith_qr_integrated
11.5,Pioneer_19,8.4598,-10.8113,2.1808,smith_qr_integrated
11.5,Pioneer_20,9.7668,-10.8274,2.2646,smith_qr_integrated
11.5,Pioneer_21,11.0853,-10.8297,2.3091,smith_qr_integrated
11.5,Pioneer_22,12.438,-10.7927,2.3223,smith_qr_integrated
11.5,Pioneer_23,13.7063,-10.8016,2.3191,smith_qr_integrated
11.5,Pioneer_24,14.9872,-10.8049,2.3188,smith_qr_integrated
12.0,Pioneer_01,-9.2396,-7.5535,0.51,smith_qr_integrated
12.0,Pioneer_02,-8.6788,-7.5523,0.5701,smith_qr_integrated
12.0,Pioneer_03,-8.2409,-7.7106,0.6441,smith_qr_integrated
12.0,Pioneer_04,-7.7805,-7.8725,0.7278,smith_qr_integrated
12.0,Pioneer_05,-7.2149,-8.1169,0.8145,smith_qr_integrated
12.0,Pioneer_06,-6.5686,-8.3902,0.8944,smith_qr_integrated
12.0,Pioneer_07,-5.7079,-8.7459,0.9563,smith_qr_integrated
12.0,Pioneer_08,-4.684,-9.0055,0.9927,smith_qr_integrated
12.0,Pioneer_09,-3.5445,-9.3151,1.0067,smith_qr_integrated
12.0,Pioneer_10,-2.4337,-9.4728,1.0136,smith_qr_integrated
12.0,Pioneer_11,-1.266,-9.6111,1.0357,smith_qr_integrated
12.0,Pioneer_12,-0.0997,-9.7803,1.0908,smith_qr_integrated
12.0,Pioneer_13,1.0655,-9.908,1.1715,smith_qr_integrated
12.0,Pioneer_14,2.1815,-10.0471,1.3134,smith_qr_integrated
12.0,Pioneer_15,3.3017,-10.2634,1.4943,smith_qr_integrated
12.0,Pioneer_16,4.5351,-10.4115,1.6949,smith_qr_integrated
12.0,Pioneer_17,5.7711,-10.6652,1.8891,smith_qr_integrated
12.0,Pioneer_18,7.1178,-10.8273,2.0548,smith_qr_integrated
12.0,Pioneer_19,8.4843,-10.7881,2.1808,smith_qr_integrated
12.0,Pioneer_20,9.7653,-10.8661,2.2646,smith_qr_integrated
12.0,Pioneer_21,11.0706,-10.8304,2.3091,smith_qr_integrated
12.0,Pioneer_22,12.4119,-10.8459,2.3223,smith_qr_integrated
12.0,Pioneer_23,13.724,-10.7745,2.3191,smith_qr_integrated
12.0,Pioneer_24,14.969,-10.8373,2.3188,smith_qr_integrated
12.5,Pioneer_01,-8.9923,-7.4578,0.51,smith_qr_integrated
12.5,Pioneer_02,-8.4666,-7.448,0.5701,smith_qr_integrated
12.5,Pioneer_03,-8.096,-7.5382,0.6441,smith_qr_integrated
12.5,Pioneer_04,-7.534,-7.7317,0.7278,smith_qr_integrated
12.5,Pioneer_05,-7.1327,-7.9615,0.8145,smith_qr_integrated
12.5,Pioneer_06,-6.481,-8.2858,0.8944,smith_qr_integrated
12.5,Pioneer_07,-5.5792,-8.6021,0.9563,smith_qr_integrated
12.5,Pioneer_08,-4.632,-8.8913,0.9927,smith_qr_integrated
12.5,Pioneer_09,-3.5225,-9.1455,1.0067,smith_qr_integrated
12.5,Pioneer_10,-2.3782,-9.3925,1.0136,smith_qr_integrated
12.5,Pioneer_11,-1.1665,-9.5206,1.0357,smith_qr_integrated
12.5,Pioneer_12,-0.0502,-9.6004,1.0908,smith_qr_integrated
12.5,Pioneer_13,1.0809,-9.7722,1.1715,smith_qr_integrated
12.5,Pioneer_14,2.1724,-9.8843,1.3134,smith_qr_integrated
12.5,Pioneer_15,3.3255,-10.0501,1.4943,smith_qr_integrated
12.5,Pioneer_16,4.4815,-10.3237,1.6949,smith_qr_integrated
12.5,Pioneer_17,5.8184,-10.5445,1.8891,smith_qr_integrated
12.5,Pioneer_18,7.134,-10.7016,2.0548,smith_qr_integrated
12.5,Pioneer_19,8.4705,-10.7604,2.1808,smith_qr_integrated
12.5,Pioneer_20,9.7578,-10.7754,2.2646,smith_qr_integrated
12.5,Pioneer_21,11.0701,-10.8049,2.3091,smith_qr_integrated
12.5,Pioneer_22,12.3904,-10.7462,2.3223,smith_qr_integrated
12.5,Pioneer_23,13.6507,-10.7806,2.3191,smith_qr_integrated
12.5,Pioneer_24,14.9535,-10.7469,2.3188,smith_qr_integrated
13.0,Pioneer_01,-8.7379,-7.2943,0.51,smith_qr_integrated
13.0,Pioneer_02,-8.291,-7.2934,0.5701,smith_qr_integrated
13.0,Pioneer_03,-7.8525,-7.4192,0.6441,smith_qr_integrated
13.0,Pioneer_04,-7.4979,-7.5538,0.7278,smith_qr_integrated
13.0,Pioneer_05,-6.9696,-7.8648,0.8145,smith_qr_integrated
13.0,Pioneer_06,-6.3398,-8.1143,0.8944,smith_qr_integrated
13.0,Pioneer_07,-5.5239,-8.497,0.9563,smith_qr_integrated
13.0,Pioneer_08,-4.5155,-8.8159,0.9927,smith_qr_integrated
13.0,Pioneer_09,-3.451,-9.0324,1.0067,smith_qr_integrated
13.0,Pioneer_10,-2.317,-9.2484,1.0136,smith_qr_integrated
13.0,Pioneer_11,-1.1172,-9.385,1.0357,smith_qr_integrated
13.0,Pioneer_12,0.0336,-9.5049,1.0908,smith_qr_integrated
13.0,Pioneer_13,1.109,-9.6342,1.1715,smith_qr_integrated
13.0,Pioneer_14,2.2502,-9.7556,1.3134,smith_qr_integrated
13.0,Pioneer_15,3.2985,-9.9097,1.4943,smith_qr_integrated
13.0,Pioneer_16,4.4833,-10.1562,1.6949,smith_qr_integrated
13.0,Pioneer_17,5.7094,-10.3875,1.8891,smith_qr_integrated
13.0,Pioneer_18,7.0719,-10.6161,2.0548,smith_qr_integrated
13.0,Pioneer_19,8.4604,-10.7948,2.1808,smith_qr_integrated
13.0,Pioneer_20,9.8421,-10.783,2.2646,smith_qr_integrated
13.0,Pioneer_21,11.0821,-10.7724,2.3091,smith_qr_integrated
13.0,Pioneer_22,12.3666,-10.8283,2.3223,smith_qr_integrated
13.0,Pioneer_23,13.7238,-10.8054,2.3191,smith_qr_integrated
13.0,Pioneer_24,15.0434,-10.7843,2.3188,smith_qr_integrated
13.5,Pioneer_01,-8.5188,-7.1663,0.51,smith_qr_integrated
13.5,Pioneer_02,-8.0352,-7.1694,0.5701,smith_qr_integrated
13.5,Pioneer_03,-7.6491,-7.2069,0.6441,smith_qr_integrated
13.5,Pioneer_04,-7.2785,-7.4023,0.7278,smith_qr_integrated
13.5,Pioneer_05,-6.8362,-7.654,0.8145,smith_qr_integrated
13.5,Pioneer_06,-6.2326,-7.9757,0.8944,smith_qr_integrated
13.5,Pioneer_07,-5.4503,-8.3882,0.9563,smith_qr_integrated
13.5,Pioneer_08,-4.4967,-8.6348,0.9927,smith_qr_integrated
13.5,Pioneer_09,-3.3984,-8.8946,1.0067,smith_qr_integrated
13.5,Pioneer_10,-2.2481,-9.1311,1.0136,smith_qr_integrated
13.5,Pioneer_11,-1.0543,-9.2498,1.0357,smith_qr_integrated
13.5,Pioneer_12,0.1096,-9.4122,1.0908,smith_qr_integrated
13.5,Pioneer_13,1.2145,-9.5192,1.1715,smith_qr_integrated
13.5,Pioneer_14,2.2725,-9.6321,1.3134,smith_qr_integrated
13.5,Pioneer_15,3.4068,-9.804,1.4943,smith_qr_integrated
13.5,Pioneer_16,4.4459,-9.9577,1.6949,smith_qr_integrated
13.5,Pioneer_17,5.7076,-10.2133,1.8891,smith_qr_integrated
13.5,Pioneer_18,6.9773,-10.4633,2.0548,smith_qr_integrated
13.5,Pioneer_19,8.3674,-10.6312,2.1808,smith_qr_integrated
13.5,Pioneer_20,9.7926,-10.8412,2.2646,smith_qr_integrated
13.5,Pioneer_21,11.1308,-10.7577,2.3091,smith_qr_integrated
13.5,Pioneer_22,12.4022,-10.8431,2.3223,smith_qr_integrated
13.5,Pioneer_23,13.6376,-10.8263,2.3191,smith_qr_integrated
13.5,Pioneer_24,15.0391,-10.8169,2.3188,smith_qr_integrated
14.0,Pioneer_01,-8.3081,-7.0328,0.51,smith_qr_integrated
14.0,Pioneer_02,-7.8234,-7.0342,0.5701,smith_qr_integrated
14.0,Pioneer_03,-7.4728,-7.1321,0.6441,smith_qr_integrated
14.0,Pioneer_04,-7.1226,-7.3094,0.7278,smith_qr_integrated
14.0,Pioneer_05,-6.7183,-7.463,0.8145,smith_qr_integrated
14.0,Pioneer_06,-6.1067,-7.8577,0.8944,smith_qr_integrated
14.0,Pioneer_07,-5.344,-8.1954,0.9563,smith_qr_integrated
14.0,Pioneer_08,-4.3782,-8.4954,0.9927,smith_qr_integrated
14.0,Pioneer_09,-3.2965,-8.7899,1.0067,smith_qr_integrated
14.0,Pioneer_10,-2.1137,-9.0297,1.0136,smith_qr_integrated
14.0,Pioneer_11,-0.9611,-9.1375,1.0357,smith_qr_integrated
14.0,Pioneer_12,0.1532,-9.2651,1.0908,smith_qr_integrated
14.0,Pioneer_13,1.3125,-9.3257,1.1715,smith_qr_integrated
14.0,Pioneer_14,2.3221,-9.45,1.3134,smith_qr_integrated
14.0,Pioneer_15,3.3413,-9.6726,1.4943,smith_qr_integrated
14.0,Pioneer_16,4.4857,-9.828,1.6949,smith_qr_integrated
14.0,Pioneer_17,5.6364,-10.0787,1.8891,smith_qr_integrated
14.0,Pioneer_18,6.8998,-10.3036,2.0548,smith_qr_integrated
14.0,Pioneer_19,8.2708,-10.5173,2.1808,smith_qr_integrated
14.0,Pioneer_20,9.7011,-10.7359,2.2646,smith_qr_integrated
14.0,Pioneer_21,11.1068,-10.8272,2.3091,smith_qr_integrated
14.0,Pioneer_22,12.398,-10.7981,2.3223,smith_qr_integrated
14.0,Pioneer_23,13.671,-10.7714,2.3191,smith_qr_integrated
14.0,Pioneer_24,15.011,-10.7799,2.3188,smith_qr_integrated
14.5,Pioneer_01,-8.0262,-6.9119,0.51,smith_qr_integrated
14.5,Pioneer_02,-7.5836,-6.9038,0.5701,smith_qr_integrated
14.5,Pioneer_03,-7.2705,-6.9389,0.6441,smith_qr_integrated
14.5,Pioneer_04,-6.9658,-7.0808,0.7278,smith_qr_integrated
14.5,Pioneer_05,-6.5785,-7.3747,0.8145,smith_qr_integrated
14.5,Pioneer_06,-5.9698,-7.6863,0.8944,smith_qr_integrated
14.5,Pioneer_07,-5.2198,-8.0805,0.9563,smith_qr_integrated
14.5,Pioneer_08,-4.3057,-8.3867,0.9927,smith_qr_integrated
14.5,Pioneer_09,-3.2692,-8.6438,1.0067,smith_qr_integrated
14.5,Pioneer_10,-2.0517,-8.8957,1.0136,smith_qr_integrated
14.5,Pioneer_11,-0.898,-9.0356,1.0357,smith_qr_integrated
14.5,Pioneer_12,0.2457,-9.1218,1.0908,smith_qr_integrated
14.5,Pioneer_13,1.2999,-9.2127,1.1715,smith_qr_integrated
14.5,Pioneer_14,2.3634,-9.3466,1.3134,smith_qr_integrated
14.5,Pioneer_15,3.3267,-9.4753,1.4943,smith_qr_integrated
14.5,Pioneer_16,4.4679,-9.6914,1.6949,smith_qr_integrated
14.5,Pioneer_17,5.5841,-9.9195,1.8891,smith_qr_integrated
14.5,Pioneer_18,6.8178,-10.1548,2.0548,smith_qr_integrated
14.5,Pioneer_19,8.1977,-10.4216,2.1808,smith_qr_integrated
14.5,Pioneer_20,9.6849,-10.6121,2.2646,smith_qr_integrated
14.5,Pioneer_21,11.0331,-10.7541,2.3091,smith_qr_integrated
14.5,Pioneer_22,12.4056,-10.8058,2.3223,smith_qr_integrated
14.5,Pioneer_23,13.7239,-10.8,2.3191,smith_qr_integrated
14.5,Pioneer_24,15.013,-10.8177,2.3188,smith_qr_integrated
15.0,Pioneer_01,-7.7996,-6.7487,0.51,smith_qr_integrated
15.0,Pioneer_02,-7.3781,-6.7539,0.5701,smith_qr_integrated
15.0,Pioneer_03,-7.1326,-6.7908,0.6441,smith_qr_integrated
15.0,Pioneer_04,-6.7932,-6.9757,0.7278,smith_qr_integrated
15.0,Pioneer_05,-6.416,-7.2786,0.8145,smith_qr_integrated
15.0,Pioneer_06,-5.8775,-7.5219,0.8944,smith_qr_integrated
15.0,Pioneer_07,-5.1757,-7.9306,0.9563,smith_qr_integrated
15.0,Pioneer_08,-4.2368,-8.2021,0.9927,smith_qr_integrated
15.0,Pioneer_09,-3.1362,-8.56,1.0067,smith_qr_integrated
15.0,Pioneer_10,-1.9541,-8.7693,1.0136,smith_qr_integrated
