t,robot,x,y,theta,policy
12.0,Pioneer_15,13.1229,-10.0428,1.994,smith_qr_battery
12.5,Pioneer_01,-6.6978,-5.5791,0.5996,smith_qr_battery
12.5,Pioneer_02,-11.9192,-2.9011,1.6771,smith_qr_battery
12.5,Pioneer_03,-5.2991,-4.7946,0.7305,smith_qr_battery
12.5,Pioneer_04,-4.4458,-5.0012,0.8059,smith_qr_battery
12.5,Pioneer_05,-3.4912,-5.5693,0.8882,smith_qr_battery
12.5,Pioneer_06,-2.4376,-6.2186,0.9771,smith_qr_battery
12.5,Pioneer_07,-1.2827,-6.7628,1.0717,smith_qr_battery
12.5,Pioneer_08,-0.0343,-8.2557,1.1021,smith_qr_battery
12.5,Pioneer_09,1.4013,-8.183,1.2253,smith_qr_battery
12.5,Pioneer_10,2.9111,-7.8946,1.3511,smith_qr_battery
12.5,Pioneer_11,4.6364,-7.856,1.4757,smith_qr_battery
12.5,Pioneer_12,6.4287,-7.9526,1.5953,smith_qr_battery
12.5,Pioneer_13,8.4149,-8.4053,1.7071,smith_qr_battery
12.5,Pioneer_14,10.5504,-8.8007,1.8094,smith_qr_battery
12.5,Pioneer_15,12.7027,-9.8253,1.994,smith_qr_battery
13.0,Pioneer_01,-6.4158,-5.3932,0.5996,smith_qr_battery
13.0,Pioneer_02,-11.8364,-2.6267,1.6771,smith_qr_battery
13.0,Pioneer_03,-5.0541,-4.6035,0.7305,smith_qr_battery
13.0,Pioneer_04,-4.2467,-4.7893,0.8059,smith_qr_battery
13.0,Pioneer_05,-3.2999,-5.3324,0.8882,smith_qr_battery
13.0,Pioneer_06,-2.3055,-5.9139,0.9771,smith_qr_battery
13.0,Pioneer_07,-1.1705,-6.5697,1.0717,smith_qr_battery
13.0,Pioneer_08,-0.0358,-8.087,1.1021,smith_qr_battery
13.0,Pioneer_09,1.3994,-7.9499,1.2253,smith_qr_battery
13.0,Pioneer_10,2.886,-7.6936,1.3511,smith_qr_battery
13.0,Pioneer_11,4.5141,-7.5532,1.4757,smith_qr_battery
13.0,Pioneer_12,6.3543,-7.655,1.5953,smith_qr_battery
13.0,Pioneer_13,8.1618,-8.0533,1.7071,smith_qr_battery
13.0,Pioneer_14,10.2746,-8.5651,1.8094,smith_qr_battery
13.0,Pioneer_15,12.3982,-9.6487,1.994,smith_qr_battery
13.5,Pioneer_01,-6.0398,-5.1762,0.5996,smith_qr_battery
13.5,Pioneer_02,-11.9033,-2.3465,1.6771,smith_qr_battery
13.5,Pioneer_03,-4.8506,-4.2618,0.7305,smith_qr_battery
13.5,Pioneer_04,-4.02,-4.5327,0.8059,smith_qr_battery
13.5,Pioneer_05,-3.2231,-5.0548,0.8882,smith_qr_battery
13.5,Pioneer_06,-2.1417,-5.7875,0.9771,smith_qr_battery
13.5,Pioneer_07,-1.0405,-6.2605,1.0717,smith_qr_battery
13.5,Pioneer_08,0.0629,-7.9472,1.1021,smith_qr_battery
13.5,Pioneer_09,1.362,-7.748,1.2253,smith_qr_battery
13.5,Pioneer_10,2.8008,-7.4971,1.3511,smith_qr_battery
13.5,Pioneer_11,4.4196,-7.294,1.4757,smith_qr_battery
13.5,Pioneer_12,6.1373,-7.3482,1.5953,smith_qr_battery
13.5,Pioneer_13,8.0257,-7.7559,1.7071,smith_qr_battery
13.5,Pioneer_14,9.9814,-8.2983,1.8094,smith_qr_battery
13.5,Pioneer_15,12.123,-9.4405,1.994,smith_qr_battery
14.0,Pioneer_01,-5.7338,-4.9685,0.5996,smith_qr_battery
14.0,Pioneer_02,-11.8751,-2.0389,1.6771,smith_qr_battery
14.0,Pioneer_03,-4.6046,-4.1001,0.7305,smith_qr_battery
14.0,Pioneer_04,-3.8725,-4.2451,0.8059,smith_qr_battery
14.0,Pioneer_05,-3.0397,-4.8079,0.8882,smith_qr_battery
14.0,Pioneer_06,-2.0436,-5.4954,0.9771,smith_qr_battery
14.0,Pioneer_07,-1.0128,-6.054,1.0717,smith_qr_battery
14.0,Pioneer_08,0.0501,-7.7599,1.1021,smith_qr_battery
14.0,Pioneer_09,1.3387,-7.6007,1.2253,smith_qr_battery
14.0,Pioneer_10,2.7363,-7.2408,1.3511,smith_qr_battery
14.0,Pioneer_11,4.3081,-7.0042,1.4757,smith_qr_battery
14.0,Pioneer_12,6.0823,-7.0776,1.5953,smith_qr_battery
14.0,Pioneer_13,7.7272,-7.4254,1.7071,smith_qr_battery
14.0,Pioneer_14,9.7582,-7.9404,1.8094,smith_qr_battery
14.0,Pioneer_15,11.7563,-9.2916,1.994,smith_qr_battery
14.5,Pioneer_01,-5.4581,-4.8393,0.5996,smith_qr_battery
14.5,Pioneer_02,-11.8837,-1.7511,1.6771,smith_qr_battery
14.5,Pioneer_03,-4.3638,-3.8182,0.7305,smith_qr_battery
14.5,Pioneer_04,-3.6247,-4.0438,0.8059,smith_qr_battery
14.5,Pioneer_05,-2.8299,-4.5947,0.8882,smith_qr_battery
14.5,Pioneer_06,-1.9205,-5.3145,0.9771,smith_qr_battery
14.5,Pioneer_07,-0.9031,-5.7856,1.0717,smith_qr_battery
14.5,Pioneer_08,0.0691,-7.5947,1.1021,smith_qr_battery
14.5,Pioneer_09,1.333,-7.3789,1.2253,smith_qr_battery
14.5,Pioneer_10,2.7224,-6.9882,1.3511,smith_qr_battery
14.5,Pioneer_11,4.2365,-6.7436,1.4757,smith_qr_battery
14.5,Pioneer_12,5.8619,-6.7512,1.5953,smith_qr_battery
14.5,Pioneer_13,7.6527,-7.1065,1.7071,smith_qr_battery
14.5,Pioneer_14,9.4782,-7.6542,1.8094,smith_qr_battery
14.5,Pioneer_15,11.4707,-9.0739,1.994,smith_qr_battery
15.0,Pioneer_01,-5.211,-4.5819,0.5996,smith_qr_battery
15.0,Pioneer_02,-11.8145,-1.4814,1.6771,smith_qr_battery
15.0,Pioneer_03,-4.0945,-3.6231,0.7305,smith_qr_battery
15.0,Pioneer_04,-3.4194,-3.7715,0.8059,smith_qr_battery
15.0,Pioneer_05,-2.662,-4.2861,0.8882,smith_qr_battery
15.0,Pioneer_06,-1.7768,-5.01,0.9771,smith_qr_battery
15.0,Pioneer_07,-0.7878,-5.5868,1.0717,smith_qr_battery
15.0,Pioneer_08,0.1708,-7.3514,1.1021,smith_qr_battery
15.0,Pioneer_09,1.3265,-7.1656,1.2253,smith_qr_battery
15.0,Pioneer_10,2.6946,-6.7826,1.3511,smith_qr_battery
15.0,Pioneer_11,4.1843,-6.5308,1.4757,smith_qr_battery
15.0,Pioneer_12,5.715,-6.4892,1.5953,smith_qr_battery
15.0,Pioneer_13,7.4668,-6.8359,1.7071,smith_qr_battery
15.0,Pioneer_14,9.249,-7.397,1.8094,smith_qr_battery
15.0,Pioneer_15,11.1858,-8.8461,1.994,smith_qr_battery
15.5,Pioneer_01,-4.8517,-4.4024,0.5996,smith_qr_battery
15.5,Pioneer_02,-11.8764,-1.2238,1.6771,smith_qr_battery
15.5,Pioneer_03,-3.8751,-3.4028,0.7305,smith_qr_battery
15.5,Pioneer_04,-3.2175,-3.5006,0.8059,smith_qr_battery
15.5,Pioneer_05,-2.5111,-4.0931,0.8882,smith_qr_battery
15.5,Pioneer_06,-1.6621,-4.7861,0.9771,smith_qr_battery
15.5,Pioneer_07,-0.6937,-5.3022,1.0717,smith_qr_battery
15.5,Pioneer_08,0.1765,-7.2231,1.1021,smith_qr_battery
15.5,Pioneer_09,1.323,-6.9711,1.2253,smith_qr_battery
15.5,Pioneer_10,2.6081,-6.5587,1.3511,smith_qr_battery
15.5,Pioneer_11,4.0781,-6.2104,1.4757,smith_qr_battery
15.5,Pioneer_12,5.5828,-6.2398,1.5953,smith_qr_battery
15.5,Pioneer_13,7.2435,-6.5171,1.7071,smith_qr_battery
15.5,Pioneer_14,9.0963,-7.106,1.8094,smith_qr_battery
15.5,Pioneer_15,10.911,-8.6999,1.994,smith_qr_battery
16.0,Pioneer_01,-4.6069,-4.2135,0.5996,smith_qr_battery
16.0,Pioneer_02,-11.8158,-0.9558,1.6771,smith_qr_battery
16.0,Pioneer_03,-3.625,-3.1613,0.7305,smith_qr_battery
16.0,Pioneer_04,-3.0036,-3.3143,0.8059,smith_qr_battery
16.0,Pioneer_05,-2.397,-3.8272,0.8882,smith_qr_battery
16.0,Pioneer_06,-1.5224,-4.5476,0.9771,smith_qr_battery
16.0,Pioneer_07,-0.6112,-5.0602,1.0717,smith_qr_battery
16.0,Pioneer_08,0.2417,-7.0317,1.1021,smith_qr_battery
16.0,Pioneer_09,1.3361,-6.8144,1.2253,smith_qr_battery
16.0,Pioneer_10,2.5882,-6.2554,1.3511,smith_qr_battery
16.0,Pioneer_11,3.999,-5.9637,1.4757,smith_qr_battery
16.0,Pioneer_12,5.4431,-5.922,1.5953,smith_qr_battery
16.0,Pioneer_13,7.0709,-6.2396,1.7071,smith_qr_battery
16.0,Pioneer_14,8.7705,-6.8265,1.8094,smith_qr_battery
16.0,Pioneer_15,10.6023,-8.4871,1.994,smith_qr_battery
16.5,Pioneer_01,-4.2959,-4.0157,0.5996,smith_qr_battery
16.5,Pioneer_02,-11.8403,-0.663,1.6771,smith_qr_battery
16.5,Pioneer_03,-3.4224,-2.9757,0.7305,smith_qr_battery
16.5,Pioneer_04,-2.8538,-3.0628,0.8059,smith_qr_battery
16.5,Pioneer_05,-2.1719,-3.5996,0.8882,smith_qr_battery
16.5,Pioneer_06,-1.4102,-4.2684,0.9771,smith_qr_battery
16.5,Pioneer_07,-0.551,-4.8388,1.0717,smith_qr_battery
16.5,Pioneer_08,0.2838,-6.8775,1.1021,smith_qr_battery
16.5,Pioneer_09,1.353,-6.6223,1.2253,smith_qr_battery
16.5,Pioneer_10,2.6315,-6.0925,1.3511,smith_qr_battery
16.5,Pioneer_11,3.8524,-5.7103,1.4757,smith_qr_battery
16.5,Pioneer_12,5.3267,-5.6951,1.5953,smith_qr_battery
16.5,Pioneer_13,6.932,-6.0074,1.7071,smith_qr_battery
16.5,Pioneer_14,8.6247,-6.4966,1.8094,smith_qr_battery
16.5,Pioneer_15,10.3102,-8.2827,1.994,smith_qr_battery
17.0,Pioneer_01,-3.9472,-3.829,0.5996,smith_qr_battery
17.0,Pioneer_02,-11.8558,-0.412,1.6771,smith_qr_battery
17.0,Pioneer_03,-3.1352,-2.7065,0.7305,smith_qr_battery
17.0,Pioneer_04,-2.6461,-2.838,0.8059,smith_qr_battery
17.0,Pioneer_05,-1.9992,-3.3503,0.8882,smith_qr_battery
17.0,Pioneer_06,-1.2314,-4.083,0.9771,smith_qr_battery
17.0,Pioneer_07,-0.4154,-4.6056,1.0717,smith_qr_battery
17.0,Pioneer_08,0.3298,-6.6792,1.1021,smith_qr_battery
17.0,Pioneer_09,1.3814,-6.3761,1.2253,smith_qr_battery
17.0,Pioneer_10,2.5386,-5.8389,1.3511,smith_qr_battery
17.0,Pioneer_11,3.8237,-5.4132,1.4757,smith_qr_battery
17.0,Pioneer_12,5.2247,-5.3276,1.5953,smith_qr_battery
17.0,Pioneer_13,6.7042,-5.6707,1.7071,smith_qr_battery
17.0,Pioneer_14,8.3898,-6.2374,1.8094,smith_qr_battery
17.0,Pioneer_15,10.031,-8.029,1.994,smith_qr_battery
17.5,Pioneer_01,-3.7395,-3.6678,0.5996,smith_qr_battery
17.5,Pioneer_02,-11.8521,-0.1461,1.6771,smith_qr_battery
17.5,Pioneer_03,-2.9758,-2.449,0.7305,smith_qr_battery
17.5,Pioneer_04,-2.4263,-2.5777,0.8059,smith_qr_battery
17.5,Pioneer_05,-1.829,-3.1192,0.8882,smith_qr_battery
17.5,Pioneer_06,-1.1452,-3.8413,0.9771,smith_qr_battery
17.5,Pioneer_07,-0.3315,-4.3988,1.0717,smith_qr_battery
17.5,Pioneer_08,0.359,-6.5029,1.1021,smith_qr_battery
17.5,Pioneer_09,1.3753,-6.1596,1.2253,smith_qr_battery
17.5,Pioneer_10,2.5922,-5.6336,1.3511,smith_qr_battery
17.5,Pioneer_11,3.7877,-5.2089,1.4757,smith_qr_battery
17.5,Pioneer_12,5.1191,-5.0963,1.5953,smith_qr_battery
17.5,Pioneer_13,6.6196,-5.4517,1.7071,smith_qr_battery
17.5,Pioneer_14,8.1754,-5.971,1.8094,smith_qr_battery
17.5,Pioneer_15,9.8093,-7.9298,1.994,smith_qr_battery
18.0,Pioneer_01,-3.4208,-3.4391,0.5996,smith_qr_battery
18.0,Pioneer_02,-11.8277,0.1292,1.6771,smith_qr_battery
18.0,Pioneer_03,-2.7039,-2.2472,0.7305,smith_qr_battery
18.0,Pioneer_04,-2.23,-2.3651,0.8059,smith_qr_battery
18.0,Pioneer_05,-1.6779,-2.9251,0.8882,smith_qr_battery
18.0,Pioneer_06,-0.9822,-3.5958,0.9771,smith_qr_battery
18.0,Pioneer_07,-0.211,-4.1321,1.0717,smith_qr_battery
18.0,Pioneer_08,0.4305,-6.3681,1.1021,smith_qr_battery
18.0,Pioneer_09,1.4589,-5.9975,1.2253,smith_qr_battery
18.0,Pioneer_10,2.4934,-5.4506,1.3511,smith_qr_battery
18.0,Pioneer_11,3.7009,-4.9432,1.4757,smith_qr_battery
18.0,Pioneer_12,4.9947,-4.8417,1.5953,smith_qr_battery
18.0,Pioneer_13,6.3472,-5.0941,1.7071,smith_qr_battery
18.0,Pioneer_14,7.982,-5.7072,1.8094,smith_qr_battery
18.0,Pioneer_15,9.5459,-7.7321,1.994,smith_qr_battery
18.5,Pioneer_01,-3.1354,-3.2562,0.5996,smith_qr_battery
18.5,Pioneer_02,-11.8151,0.3975,1.6771,smith_qr_battery
18.5,Pioneer_03,-2.5049,-2.0177,0.7305,smith_qr_battery
18.5,Pioneer_04,-2.0623,-2.1412,0.8059,smith_qr_battery
18.5,Pioneer_05,-1.4835,-2.6582,0.8882,smith_qr_battery
18.5,Pioneer_06,-0.8477,-3.3461,0.9771,smith_qr_battery
18.5,Pioneer_07,-0.1025,-3.9168,1.0717,smith_qr_battery
18.5,Pioneer_08,0.5091,-6.2043,1.1021,smith_qr_battery
18.5,Pioneer_09,1.4185,-5.7936,1.2253,smith_qr_battery
18.5,Pioneer_10,2.4797,-5.2116,1.3511,smith_qr_battery
18.5,Pioneer_11,3.6139,-4.7773,1.4757,smith_qr_battery
18.5,Pioneer_12,4.9121,-4.5585,1.5953,smith_qr_battery
18.5,Pioneer_13,6.2956,-4.781,1.7071,smith_qr_battery
18.5,Pioneer_14,7.7737,-5.4113,1.8094,smith_qr_battery
18.5,Pioneer_15,9.2845,-7.4748,1.994,smith_qr_battery
19.0,Pioneer_01,-2.8516,-3.0648,0.5996,smith_qr_battery
19.0,Pioneer_02,-11.8742,0.6268,1.6771,smith_qr_battery
19.0,Pioneer_03,-2.2081,-1.8136,0.7305,smith_qr_battery
19.0,Pioneer_04,-1.8609,-1.8731,0.8059,smith_qr_battery
19.0,Pioneer_05,-1.3244,-2.39,0.8882,smith_qr_battery
19.0,Pioneer_06,-0.7634,-3.1558,0.9771,smith_qr_battery
19.0,Pioneer_07,-0.0478,-3.6462,1.0717,smith_qr_battery
19.0,Pioneer_08,0.5492,-5.9581,1.1021,smith_qr_battery
19.0,Pioneer_09,1.4881,-5.5869,1.2253,smith_qr_battery
19.0,Pioneer_10,2.444,-5.0123,1.3511,smith_qr_battery
19.0,Pioneer_11,3.5904,-4.5082,1.4757,smith_qr_battery
19.0,Pioneer_12,4.8282,-4.2841,1.5953,smith_qr_battery
19.0,Pioneer_13,6.1197,-4.5235,1.7071,smith_qr_battery
19.0,Pioneer_14,7.5817,-5.1354,1.8094,smith_qr_battery
19.0,Pioneer_15,9.0282,-7.3169,1.994,smith_qr_battery
19.5,Pioneer_01,-2.5597,-2.8984,0.5996,smith_qr_battery
19.5,Pioneer_02,-11.9048,0.8729,1.6771,smith_qr_battery
19.5,Pioneer_03,-2.0367,-1.5705,0.7305,smith_qr_battery
19.5,Pioneer_04,-1.6109,-1.6993,0.8059,smith_qr_battery
19.5,Pioneer_05,-1.1649,-2.1972,0.8882,smith_qr_battery
19.5,Pioneer_06,-0.5921,-2.8968,0.9771,smith_qr_battery
19.5,Pioneer_07,0.0158,-3.4577,1.0717,smith_qr_battery
19.5,Pioneer_08,0.6313,-5.7941,1.1021,smith_qr_battery
19.5,Pioneer_09,1.5462,-5.4119,1.2253,smith_qr_battery
19.5,Pioneer_10,2.435,-4.7831,1.3511,smith_qr_battery
19.5,Pioneer_11,3.543,-4.1908,1.4757,smith_qr_battery
19.5,Pioneer_12,4.7271,-4.0716,1.5953,smith_qr_battery
19.5,Pioneer_13,6.0329,-4.2314,1.7071,smith_qr_battery
19.5,Pioneer_14,7.3643,-4.8595,1.8094,smith_qr_battery
19.5,Pioneer_15,8.7549,-7.129,1.994,smith_qr_battery
20.0,Pioneer_01,-2.3157,-2.6803,0.5996,smith_qr_battery
20.0,Pioneer_02,-11.9061,1.104,1.6771,smith_qr_battery
20.0,Pioneer_03,-1.8086,-1.3646,0.7305,smith_qr_battery
20.0,Pioneer_04,-1.4039,-1.4505,0.8059,smith_qr_battery
20.0,Pioneer_05,-0.9706,-1.9938,0.8882,smith_qr_battery
20.0,Pioneer_06,-0.4413,-2.7021,0.9771,smith_qr_battery
20.0,Pioneer_07,0.1551,-3.1986,1.0717,smith_qr_battery
20.0,Pioneer_08,0.6751,-5.5926,1.1021,smith_qr_battery
20.0,Pioneer_09,1.5375,-5.1946,1.2253,smith_qr_battery
20.0,Pioneer_10,2.3863,-4.5556,1.3511,smith_qr_battery
20.0,Pioneer_11,3.478,-4.0107,1.4757,smith_qr_battery
20.0,Pioneer_12,4.5958,-3.751,1.5953,smith_qr_battery
20.0,Pioneer_13,5.8713,-4.0152,1.7071,smith_qr_battery
20.0,Pioneer_14,7.2109,-4.6132,1.8094,smith_qr_battery
20.0,Pioneer_15,8.6079,-6.9089,1.994,smith_qr_battery
20.5,Pioneer_01,-2.0115,-2.485,0.5996,smith_qr_battery
20.5,Pioneer_02,-11.9608,1.3549,1.6771,smith_qr_battery
20.5,Pioneer_03,-1.5716,-1.1865,0.7305,smith_qr_battery
20.5,Pioneer_04,-1.31,-1.2316,0.8059,smith_qr_battery
20.5,Pioneer_05,-0.8003,-1.7676,0.8882,smith_qr_battery
20.5,Pioneer_06,-0.2741,-2.4246,0.9771,smith_qr_battery
20.5,Pioneer_07,0.2668,-2.9923,1.0717,smith_qr_battery
20.5,Pioneer_08,0.6979,-5.4576,1.1021,smith_qr_battery
20.5,Pioneer_09,1.5406,-5.0135,1.2253,smith_qr_battery
20.5,Pioneer_10,2.4241,-4.3716,1.3511,smith_qr_battery
20.5,Pioneer_11,3.4235,-3.7631,1.4757,smith_qr_battery
20.5,Pioneer_12,4.5082,-3.4998,1.5953,smith_qr_battery
20.5,Pioneer_13,5.6998,-3.782,1.7071,smith_qr_battery
20.5,Pioneer_14,7.051,-4.3231,1.8094,smith_qr_battery
20.5,Pioneer_15,8.3267,-6.7631,1.994,smith_qr_battery
21.0,Pioneer_01,-1.767,-2.2879,0.5996,smith_qr_battery
21.0,Pioneer_02,-11.9604,1.5998,1.6771,smith_qr_battery
21.0,Pioneer_03,-1.3515,-0.9542,0.7305,smith_qr_battery
21.0,Pioneer_04,-0.9928,-1.0348,0.8059,smith_qr_battery
21.0,Pioneer_05,-0.621,-1.5518,0.8882,smith_qr_battery
21.0,Pioneer_06,-0.2105,-2.1707,0.9771,smith_qr_battery
21.0,Pioneer_07,0.3957,-2.73,1.0717,smith_qr_battery
21.0,Pioneer_08,0.8211,-5.2775,1.1021,smith_qr_battery
21.0,Pioneer_09,1.5773,-4.8463,1.2253,smith_qr_battery
21.0,Pioneer_10,2.3696,-4.1567,1.3511,smith_qr_battery
21.0,Pioneer_11,3.4049,-3.566,1.4757,smith_qr_battery
21.0,Pioneer_12,4.4382,-3.2795,1.5953,smith_qr_battery
21.0,Pioneer_13,5.5715,-3.4933,1.7071,smith_qr_battery
21.0,Pioneer_14,6.8885,-4.0812,1.8094,smith_qr_battery
21.0,Pioneer_15,8.0901,-6.5359,1.994,smith_qr_battery
21.5,Pioneer_01,-1.4764,-2.0898,0.5996,smith_qr_battery
21.5,Pioneer_02,-11.9255,1.8132,1.6771,smith_qr_battery
21.5,Pioneer_03,-1.1737,-0.7787,0.7305,smith_qr_battery
21.5,Pioneer_04,-0.8465,-0.8089,0.8059,smith_qr_battery
21.5,Pioneer_05,-0.5116,-1.3419,0.8882,smith_qr_battery
21.5,Pioneer_06,-0.0295,-1.9766,0.9771,smith_qr_battery
21.5,Pioneer_07,0.5085,-2.482,1.0717,smith_qr_battery
21.5,Pioneer_08,0.9131,-5.0446,1.1021,smith_qr_battery
21.5,Pioneer_09,1.603,-4.6276,1.2253,smith_qr_battery
21.5,Pioneer_10,2.4266,-3.9498,1.3511,smith_qr_battery
21.5,Pioneer_11,3.3402,-3.3344,1.4757,smith_qr_battery
21.5,Pioneer_12,4.3275,-2.9621,1.5953,smith_qr_battery
21.5,Pioneer_13,5.4509,-3.2008,1.7071,smith_qr_battery
21.5,Pioneer_14,6.7538,-3.7848,1.8094,smith_qr_battery
21.5,Pioneer_15,7.8879,-6.34,1.994,smith_qr_battery
22.0,Pioneer_01,-1.1979,-1.9848,0.5996,smith_qr_battery
22.0,Pioneer_02,-11.974,2.0731,1.6771,smith_qr_battery
22.0,Pioneer_03,-0.8988,-0.5722,0.7305,smith_qr_battery
22.0,Pioneer_04,-0.6455,-0.6468,0.8059,smith_qr_battery
22.0,Pioneer_05,-0.3221,-1.1047,0.8882,smith_qr_battery
22.0,Pioneer_06,0.0964,-1.7364,0.9771,smith_qr_battery
22.0,Pioneer_07,0.5939,-2.2469,1.0717,smith_qr_battery
22.0,Pioneer_08,0.9911,-4.8899,1.1021,smith_qr_battery
22.0,Pioneer_09,1.6767,-4.4375,1.2253,smith_qr_battery
22.0,Pioneer_10,2.4208,-3.7492,1.3511,smith_qr_battery
22.0,Pioneer_11,3.2904,-3.0712,1.4757,smith_qr_battery
22.0,Pioneer_12,4.295,-2.7118,1.5953,smith_qr_battery
22.0,Pioneer_13,5.3506,-2.9049,1.7071,smith_qr_battery
22.0,Pioneer_14,6.5547,-3.4958,1.8094,smith_qr_battery
22.0,Pioneer_15,7.7397,-6.1219,1.994,smith_qr_battery
22.5,Pioneer_01,-0.9056,-1.7522,0.5996,smith_qr_battery
22.5,Pioneer_02,-12.0807,2.3102,1.6771,smith_qr_battery
22.5,Pioneer_03,-0.6683,-0.385,0.7305,smith_qr_battery
22.5,Pioneer_04,-0.4274,-0.4125,0.8059,smith_qr_battery
22.5,Pioneer_05,-0.1346,-0.9045,0.8882,smith_qr_battery
22.5,Pioneer_06,0.1879,-1.4992,0.9771,smith_qr_battery
22.5,Pioneer_07,0.708,-2.0152,1.0717,smith_qr_battery
22.5,Pioneer_08,1.1054,-4.7156,1.1021,smith_qr_battery
22.5,Pioneer_09,1.6817,-4.2144,1.2253,smith_qr_battery
22.5,Pioneer_10,2.4504,-3.5022,1.3511,smith_qr_battery
22.5,Pioneer_11,3.3279,-2.8346,1.4757,smith_qr_battery
22.5,Pioneer_12,4.2169,-2.4718,1.5953,smith_qr_battery
22.5,Pioneer_13,5.2268,-2.6581,1.7071,smith_qr_battery
22.5,Pioneer_14,6.4119,-3.2783,1.8094,smith_qr_battery
22.5,Pioneer_15,7.5345,-5.9197,1.994,smith_qr_battery
23.0,Pioneer_01,-0.6723,-1.58,0.5996,smith_qr_battery
23.0,Pioneer_02,-11.9936,2.5479,1.6771,smith_qr_battery
23.0,Pioneer_03,-0.4314,-0.1794,0.7305,smith_qr_battery
23.0,Pioneer_04,-0.2141,-0.1587,0.8059,smith_qr_battery
23.0,Pioneer_05,0.052,-0.6548,0.8882,smith_qr_battery
23.0,Pioneer_06,0.3956,-1.3192,0.9771,smith_qr_battery
23.0,Pioneer_07,0.8766,-1.8025,1.0717,smith_qr_battery
23.0,Pioneer_08,1.1611,-4.5367,1.1021,smith_qr_battery
23.0,Pioneer_09,1.7851,-4.0234,1.2253,smith_qr_battery
23.0,Pioneer_10,2.4653,-3.2877,1.3511,smith_qr_battery
23.0,Pioneer_11,3.2585,-2.6098,1.4757,smith_qr_battery
23.0,Pioneer_12,4.1779,-2.2319,1.5953,smith_qr_battery
23.0,Pioneer_13,5.1851,-2.4251,1.7071,smith_qr_battery
23.0,Pioneer_14,6.2532,-3.0188,1.8094,smith_qr_battery
23.0,Pioneer_15,7.3102,-5.7549,1.994,smith_qr_battery
23.5,Pioneer_01,-0.4296,-1.3729,0.5996,smith_qr_battery
23.5,Pioneer_02,-12.1317,2.782,1.6771,smith_qr_battery
23.5,Pioneer_03,-0.2283,0.0243,0.7305,smith_qr_battery
23.5,Pioneer_04,0.0079,0.083,0.8059,smith_qr_battery
23.5,Pioneer_05,0.2329,-0.4732,0.8882,smith_qr_battery
23.5,Pioneer_06,0.5772,-1.0627,0.9771,smith_qr_battery
23.5,Pioneer_07,0.9549,-1.6022,1.0717,smith_qr_battery
23.5,Pioneer_08,1.2295,-4.292,1.1021,smith_qr_battery
23.5,Pioneer_09,1.8206,-3.8754,1.2253,smith_qr_battery
23.5,Pioneer_10,2.5161,-3.1148,1.3511,smith_qr_battery
23.5,Pioneer_11,3.2651,-2.326,1.4757,smith_qr_battery
23.5,Pioneer_12,4.0771,-2.0144,1.5953,smith_qr_battery
23.5,Pioneer_13,5.0462,-2.1859,1.7071,smith_qr_battery
23.5,Pioneer_14,6.1406,-2.7447,1.8094,smith_qr_battery
23.5,Pioneer_15,7.116,-5.5685,1.994,smith_qr_battery
24.0,Pioneer_01,-0.1275,-1.1686,0.5996,smith_qr_battery
24.0,Pioneer_02,-12.1378,2.9894,1.6771,smith_qr_battery
24.0,Pioneer_03,0.0083,0.2135,0.7305,smith_qr_battery
24.0,Pioneer_04,0.1863,0.2696,0.8059,smith_qr_battery
24.0,Pioneer_05,0.4252,-0.2087,0.8882,smith_qr_battery
24.0,Pioneer_06,0.7252,-0.8633,0.9771,smith_qr_battery
24.0,Pioneer_07,1.0769,-1.3623,1.0717,smith_qr_battery
24.0,Pioneer_08,1.2984,-4.1428,1.1021,smith_qr_battery
24.0,Pioneer_09,1.8207,-3.6051,1.2253,smith_qr_battery
24.0,Pioneer_10,2.482,-2.8376,1.3511,smith_qr_battery
24.0,Pioneer_11,3.1964,-2.1847,1.4757,smith_qr_battery
24.0,Pioneer_12,4.0721,-1.7668,1.5953,smith_qr_battery
24.0,Pioneer_13,4.9837,-1.9244,1.7071,smith_qr_battery
24.0,Pioneer_14,5.9963,-2.5125,1.8094,smith_qr_battery
24.0,Pioneer_15,6.9289,-5.4013,1.994,smith_qr_battery
24.5,Pioneer_01,0.1378,-1.009,0.5996,smith_qr_battery
24.5,Pioneer_02,-12.1982,3.2472,1.6771,smith_qr_battery
24.5,Pioneer_03,0.2069,0.428,0.7305,smith_qr_battery
24.5,Pioneer_04,0.3215,0.44,0.8059,smith_qr_battery
24.5,Pioneer_05,0.5378,-0.0414,0.8882,smith_qr_battery
24.5,Pioneer_06,0.8089,-0.6367,0.9771,smith_qr_battery
24.5,Pioneer_07,1.2018,-1.0952,1.0717,smith_qr_battery
24.5,Pioneer_08,1.3608,-3.9569,1.1021,smith_qr_battery
24.5,Pioneer_09,1.883,-3.4511,1.2253,smith_qr_battery
24.5,Pioneer_10,2.4838,-2.6825,1.3511,smith_qr_battery
24.5,Pioneer_11,3.2048,-1.9089,1.4757,smith_qr_battery
24.5,Pioneer_12,4.0023,-1.5159,1.5953,smith_qr_battery
24.5,Pioneer_13,4.9057,-1.6417,1.7071,smith_qr_battery
24.5,Pioneer_14,5.8627,-2.2753,1.8094,smith_qr_battery
24.5,Pioneer_15,6.7482,-5.2104,1.994,smith_qr_battery
25.0,Pioneer_01,0.4334,-0.8413,0.5996,smith_qr_battery
