paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:213:p016,Monografía: resultados E0--E1,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,213,213,92,8,"Se generaron 200 instancias pareadas mediante posiciones uniformes en el cuadrado unidad: , y 20 semillas por combinación. Los métodos recibieron las mismas matrices de coste. Se fijaron y . Como , un valor fijo también satisface la condición sin calcular ; la campaña conserva el valor por instancia indicado. La comprobación incluyó 21 instancias pequeñas enumeradas exhaustivamente. Se registraron factibilidad, déficit, exceso, coste, brecha por carga, bienestar relativo, operaciones y CPU. Los intervalos se calcularon mediante 2000 remuestras pareadas de instancias independientes. Los contratos de información no son equivalentes y no se evaluó una red.",a53bc67b9d22d28b42540528b9f020fd35f0b4071fde1d8de0551a2feaffb7b5,comprobación incluyó 21 instancias pequeñas enumeradas exhaustivamente Se registraron factibilidad déficit exceso,834e02b28cfaca6f59488497fe38d30835e6f221577d38459b5d9d67cec3dd68,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:218:p017,Monografía: resultados E0--E1,Caracterización formal.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,218,218,25,2,"Las 21 enumeraciones confirmaron la Proposición . Para , una sola de las 120 asignaciones Nash fue óptima: el del conjunto de equilibrios dentro de 7776 perfiles.",045bdb999bca3f6bd18dacc4c5c1cb95baa9604c60debf9f2038e2044ef31cef,21 enumeraciones confirmaron la Proposición Para una sola de las 120 asignaciones,237c4ec0319cb439c6111e4b4726b819d155ba1b46191360e027aaff46291f8e,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:220:p018,Monografía: resultados E0--E1,Caracterización formal.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,220,220,42,2,"El conjunto de equilibrios crece factorialmente y su brecha frente al oráculo presenta una dispersión amplia. Los cinco métodos completos alcanzaron la misma factibilidad, por lo que esa medida se informa en el texto y la tabla conserva las cifras de selección.",2c6557260978f5719f5abf84bfb641359ce1756b8fdf357ff108e39b9b3e86b8,frente al oráculo presenta una dispersión amplia Los cinco métodos completos alcanzaron,065902f32b101b49b7655c8e771d17f1e35d99d15afa816659dc38f77f9f47a6,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:233:p019,Monografía: resultados E0--E1,Factibilidad y eficiencia.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,233,233,47,2,"El algoritmo húngaro, la subasta- , el método voraz, la mejor respuesta y la mejor respuesta con 2-intercambio fueron factibles en las 200 instancias, resultado coherente con la estructura del problema y, para mejor respuesta, con la proposición. La Tabla cuantifica la selección dentro del conjunto factible.",040914b7ce116645064ab3091598c044cf3687402145a205a5ca34c86f0aea93,respuesta con 2 intercambio fueron factibles en las 200 instancias resultado coherente,1656f579d9af769dbbe773c21bc482b41837ab2fda899d0ef1b64103367d209f,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:246:p020,Monografía: resultados E0--E1,Factibilidad y eficiencia.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,246,246,80,4,"Los métodos reciben información distinta, por lo que los valores describen calidad y no equivalencia arquitectónica. Bajo ocupación coherente, mejor respuesta fue factible en las 200 instancias, con brecha mediana de por carga y bienestar mediano del . El 2-intercambio cambió la brecha en (IC 95%: ); su mediana fue cero y el cuartil superior , valores compatibles con una búsqueda local sin certificado global. La subasta- difirió del oráculo en por carga en promedio (IC 95%: ), dentro de la cota aditiva.",8d62015b529cd634c19890a98617c04496f75a9512ad191aff245eff2badb84d,IC 95 su mediana fue cero y el cuartil superior valores compatibles,e42c43c4232dd9eb7a4fe14da7ea2e00a8910a345dbd022f014f89059e71e373,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:248:p021,Monografía: resultados E0--E1,Factibilidad y eficiencia.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,248,248,33,2,"La escala cambia el coste de ejecución y la calidad del equilibrio de maneras distintas. Las mediciones de tiempo, trabajo lógico y bienestar por tamaño son descriptivas y no estiman una ley asintótica.",c46c643047146b75dfefc1123bf4da20c2f6c0816cb5682b15b374f8c8102c89,maneras distintas Las mediciones de tiempo trabajo lógico y bienestar por tamaño,a60af9551ec255173d616fa326bcd751ae1e1eb9fbd595e89b33e6f57eeceddc,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:261:p022,Monografía: resultados E0--E1,Ablación de la penalización.,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,261,261,65,5,"La formulación con produjo 200 asignaciones factibles; con , ninguna. Las 200 discordancias favorecieron al mecanismo completo y McNemar exacto rechazó la igualdad de factibilidad ( ). Sin recompensa de cobertura ni penalización de duplicidad, la inactividad domina las asociaciones de coste positivo. La ablación respalda la función causal de esos dos términos en E0. La cardinalidad variable, la comunicación vecinal y la escala asintótica requieren campañas específicas.",effd69d379ff688eb1f2b70b5882a5b47144a63080c37e14eac0b037ec359b08,ninguna Las 200 discordancias favorecieron al mecanismo completo y McNemar exacto rechazó,87fd34d413d92bf94abd50cfca808b39655cfd4116d9633a0bf8eb0ccd0d221b,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex:265:p023,Monografía: resultados E0--E1,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,265,265,50,3,"Con , el juego regula cobertura y exclusividad y hace factible todo Nash puro. La eficiencia permanece como criterio de selección dentro de ese conjunto. En 200 instancias pareadas, el 2-intercambio redujo la brecha de mejor respuesta y terminó con mediana cero, aunque su certificado se restringe al vecindario examinado.",e030296d67f10c7b8536e43e7438a372f1c10a11f546d419cd615da2a172805d,200 instancias pareadas el 2 intercambio redujo la brecha de mejor respuesta,67b49daf80e4a0b6572278d5782e3d49685354bfeaa88937ca2c785c701f268d,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:6:p001,Monografía: resultados E0--E1,Etapa 1.2: reclutamiento por cuórum y cierre entero,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,6,6,52,4,"Una carga de E1 requiere robots. Bajo escasez, dos perfiles con el mismo déficit pueden distribuir robots entre grupos parciales o concentrarlos en una carga completa. El beneficio de cuórum favorece la segunda configuración y QR convierte las preferencias en grupos de cardinalidad exacta. Las poses intervienen como parámetros de coste estático.",a5299dc578b3f1904219bcb5d131d86d717974d82469a433e42cebdad76f27b9,beneficio de cuórum favorece la segunda configuración y QR convierte las preferencias,af599255d9c5c66ab0b15228a2d6e40f30d3bb1aa7a0ff2664f2afcf6e4fdd21,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:8:p002,Monografía: resultados E0--E1,Etapa 1.2: reclutamiento por cuórum y cierre entero,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,8,13,65,3,"Esta es la etapa histórica de cuotas y cierre entero. No debe confundirse con E1 de la batería de validación canónica, que compara Rep-C y Rep-D con un LP regularizado bajo criterios residuales explícitos. La etapa histórica caracteriza el juego de cuórum y su cierre global; la batería canónica evalúa además conectividad, discretización, reparación, escala y llegada, y permanece en nivel C-pilot.",73f33170a80f941c0291c13cf47c531634e5e011bca621825cb5b81582d1888d,Rep D con un LP regularizado bajo criterios residuales explícitos La etapa,7336318638f1c742e33c9679f19e1d8daf48e043d78f4091e533d1c813c0ee18,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:74:p003,Monografía: resultados E0--E1,Cuotas y escasez,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,74,74,24,2,"Una carga cerrada cumple . Esta igualdad certifica cardinalidad y deja la masa, la fuerza y la compatibilidad para modelos de servicio y contacto posteriores.",16674abde2841cddd98820c6f3b9a03993ce392bcd58ebb5e78e28115eab48d4,cerrada cumple Esta igualdad certifica cardinalidad y deja la masa la fuerza,93971be8ef3353f248534b3ecdb7dc0b719cabfb5fadfcc816b046d8e1bf81f7,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:78:p004,Monografía: resultados E0--E1,Problema central de referencia y frontera de complejidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,78,78,20,1,"El oráculo dispone de la matriz global de costes normalizados , de los valores adimensionales y de las cuotas . Con , resuelve",5dd20e343fe036b4f9d465461bd398f6951ceb36ecc33d68080bfc5b348412a2,dispone de la matriz global de costes normalizados de los valores adimensionales,d1323d3c5425f712dc2c3270cc4dfebe750f1536cc024ccddbf33a82b3362bc1,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:92:p005,Monografía: resultados E0--E1,Problema central de referencia y frontera de complejidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,92,92,41,3,"Con cargas obligatorias y , expandir plazas reduce el problema a asignación o flujo polinómico. Cuando las cargas son opcionales, la restricción y el objetivo contienen mochila 0--1. La dificultad NP procede, por tanto, de seleccionar grupos completos bajo escasez (Anexo ).",1f48ee7c753df5ee40c8ab92a4d895929f7bae053bc0089c9ca1b5019382857e,contienen mochila 0 1 La dificultad NP procede por tanto de seleccionar,c2593ff97a223a4ac08ad8c774f6031156ee70d0ff44d7c1b4af50ffda20a73c,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:96:p006,Monografía: resultados E0--E1,Métodos de comparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,96,96,41,4,"MILP-Q resuelve globalmente la selección y Greedy-Q la ordena de forma secuencial. Smith evoluciona las preferencias; QR usa su matriz completa para cerrar grupos exactos. Todos estos tratamientos consultan ocupación global. En la Tabla , son pasos Smith e cierres.",a83a475a65a77b44d14654e98f82358a49dc8ffb141da34b972e0c1c2a82a208,matriz completa para cerrar grupos exactos Todos estos tratamientos consultan ocupación global,363d6f750073dc9c32a9e8bde8b5641ce756cb6e18955eae9756a71abacf2073,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:120:p007,Monografía: resultados E0--E1,Métodos de comparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,120,120,29,2,CBBA asigna un ganador por tarea y requeriría una extensión multi-ganador verificada para reproducir las cuotas de E1 . Los métodos de coalición de se usan como antecedentes metodológicos.,16464c527b0493093f07981171932efdb4eb78ba41f07f6ad8a95eb0a130f648,requeriría una extensión multi ganador verificada para reproducir las cuotas de E1,fbce2eae91cdc415fadea3bf4ea5f27656d52c8698bfb31c15fe4b5480008f45,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:124:p008,Monografía: resultados E0--E1,Juego de cardinalidad y mecanismo de cierre,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,124,126,29,1,formulación de cuotas y caracterización de los equilibrios de E1 demostrado bajo demanda realizable y penalización dominante. Para cargas obligatorias se generalizan el déficit y el exceso de E0,096ac5f124c815a5c91fed883688c2cb07efef336c52b6dfcd38f82c87f239d2,demostrado bajo demanda realizable y penalización dominante Para cargas obligatorias se generalizan,3c07f65c3bf6e8cf7db40992a311909ae70dd63a1e9640137fc374e7e14f840c,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:140:p009,Monografía: resultados E0--E1,Juego de cardinalidad y mecanismo de cierre,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,140,146,122,7,"[Cierre exacto bajo demanda realizable] Si , y , el juego de es de potencial exacto y sus Nash puros son exactamente los perfiles con para toda carga. Toda secuencia de mejoras estrictas es finita y todo camino maximal termina en un Nash. Los máximos globales de son las asignaciones exactas de coste mínimo. Como los costes se normalizan en , cualquier valor fijo es suficiente; no hace falta calcular para fijar ese umbral de diseño. El argumento separa dos casos. Si existe un robot libre, incorporarlo reduce el déficit; si todos están asignados, la realizabilidad obliga a que otra carga tenga exceso y un traslado reduce la penalización. Desde una ocupación exacta, cualquier desviación crea déficit o exceso mayor que el ahorro espacial (Anexo ).",25fff3e9d8c6cc5fd3fbf779ed0f0eca5b6a9e5eb75161c49fc5c87836c4fe82,cualquier valor fijo es suficiente no hace falta calcular para fijar ese,895f9f91876907832007c05cce05c512d72bdad634b771fbe6581fb9db3d4ce0,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:148:p010,Monografía: resultados E0--E1,Juego de cardinalidad y mecanismo de cierre,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,148,153,42,2,"Bajo escasez, deja de distinguir entre servicio disperso y concentración en cargas completas. límite formal del déficit lineal bajo escasez demostrado mediante identidad algebraica y contraejemplo mínimo. [Degeneración del déficit lineal] Si , todos los robots están activos y para toda carga, entonces",77fc74157eea49deb63108a52c3faff8e8908dcb9909739ccbe6ae00b9b77dd1,completas límite formal del déficit lineal bajo escasez demostrado mediante identidad algebraica,091e3624921cbd7ee681b86ae873b2c0e1272ef96969a0a9ba95ebf9a7e34daa,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:157:p011,Monografía: resultados E0--E1,Juego de cardinalidad y mecanismo de cierre,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,157,159,26,2,independientemente de la distribución de los robots. El potencial lineal no distingue por déficit entre completar una carga y dispersar los mismos robots entre grupos parciales.,1bc2221b53181cefb6e9e9cda8ac5d167ba1acac6078e2274b6612af61134473,distingue por déficit entre completar una carga y dispersar los mismos robots,fabf9100013f85b3cc85696088e2fa53680f85d3ce80cc2706bebd8959a2ccc0,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:161:p012,Monografía: resultados E0--E1,Juego de cardinalidad y mecanismo de cierre,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,161,161,23,1,"El caso mínimo tiene dos cargas de cuota dos y dos robots: y presentan déficit dos, pero solo el primero completa una carga.",faa9d874b4d8711d3a88a261487b42d18a5a46fb714875db669b7684a6cb3621,robots y presentan déficit dos pero solo el primero completa una carga,b455848035f77d438dd302a5b5b9cd9ba630d3cda7774ba04cd82311a5c56389,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:263:p013,Monografía: resultados E0--E1,Dinámica y cierre entero,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,263,263,24,2,con la definición lineal cuando . Sus incrementos antes del cuórum son crecientes y se anulan después; el Anexo conserva la derivación y el contraejemplo.,8921bda138e97120f1490f33c40666401f7155d31dccd261f1fbac95cf95d62a,lineal cuando Sus incrementos antes del cuórum son crecientes y se anulan,844c173aedd85700672e4f8781fb1453d515f19e714e15aebd2246d60210af0c,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:265:p014,Monografía: resultados E0--E1,Dinámica y cierre entero,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,265,265,22,1,El cierre QR ordena la matriz completa de preferencias y compromete grupos completos hasta que no existe otro cuórum positivo. Por construcción,4e17bd3e98ea9e17bd4687309da3cb2beecdcfd17b1ef22591ce040557717f78,compromete grupos completos hasta que no existe otro cuórum positivo Por construcción,a8029385410c7f53687625eabe7ab66245465f04af9d7f7e4df1fbea63d5b139,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:272:p015,Monografía: resultados E0--E1,Dinámica y cierre entero,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,272,275,32,1,"[Regulación exacta en el juego finito realizable] Bajo los supuestos de la Proposición , todo camino maximal asíncrono de mejoras estrictas alcanza las cuotas obligatorias realizables tras un número finito de cambios aceptados.",d415f38a216fb820b22c79c97ff6295f6f39ea565852f462086450827f29c485,camino maximal asíncrono de mejoras estrictas alcanza las cuotas obligatorias realizables tras,86a17da7ce2b6daf96756ee17c9fea994c7c2feeccad5c9f4680cf237f2d2714,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:278:p016,Monografía: resultados E0--E1,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,278,278,95,7,"El diseño confronta los dos regímenes que interesan aquí: demanda realizable y escasez. Se usaron 30 semillas por celda, , seis presiones entre y , cuotas homogéneas o mixtas de uno a cuatro robots y geometría uniforme o agrupada. El total fue de 1440 mundos pareados y 8640 ejecuciones. MILP-Q se resolvió con HiGHS. El valor principal fue , con un barrido adicional en ; también se fijaron y . Se registraron cierre, valor relativo al MILP, déficit, exceso, grupos parciales, brecha y CPU. Los contrastes usaron Wilcoxon bilateral e intervalos bootstrap del 95% con 2000 remuestras de mundos.",9cd5118bd3f480a331112062739f78207e71e817454c3d96dd36a877ed904595,contrastes usaron Wilcoxon bilateral e intervalos bootstrap del 95 con 2000 remuestras,d3d400bb499bc70cd81d39566662cb87e5deabb793b660a5f02ef9f253bf1d2d,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:282:p017,Monografía: resultados E0--E1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,282,282,31,2,Doce enumeraciones reprodujeron la Proposición y 14 controles verificaron el contraejemplo y el cuórum. Estas comprobaciones finitas corresponden al juego lógico; la trayectoria Smith muestreada se valora con sus endpoints experimentales.,03e9cfe443b8eaa3ac8cebbc732487e00d6370c2cbad84fd4be999debf89187d,14 controles verificaron el contraejemplo y el cuórum Estas comprobaciones finitas corresponden,f3063ae855ced9993d827a196d7aebaaca93f735da8aa3b83a2076b0f1b4f666,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:284:p018,Monografía: resultados E0--E1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,284,284,71,4,"En los 720 mundos de escasez, Smith continuo dejó en promedio el de la flota en grupos parciales y solo el de sus salidas cumplió el cierre lógico. Smith-QR produjo ocupaciones cero o exactas en todos los mundos. La diferencia Smith-QR menos Smith continuo en fue puntos porcentuales (IC 95%: , ). Esta ablación aísla el operador QR; la convergencia de la preferencia continua hacia una asignación entera no se evaluó.",315575df8938376d77f46a902cb11b5c7063e528ee67f99748adca98571bc97a,salidas cumplió el cierre lógico Smith QR produjo ocupaciones cero o exactas,394a653dec2af23e4cb732f3aa5b81bbb59583196314c59574c34dae2b9f597a,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:286:p019,Monografía: resultados E0--E1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,286,286,87,5,"Con , Smith-QR alcanzó el del valor MILP y superó a Smith lineal + QR en puntos porcentuales (IC 95%: , ). Greedy-Q obtuvo y aventajó a Smith-QR en puntos (IC 95%: , ). La ablación de produjo un IC y , sin evidencia concluyente de reducción del exceso continuo. El cierre QR queda respaldado por la eliminación de grupos parciales; el efecto del cuórum es positivo y pequeño, Greedy-Q conserva mayor valor y la hipótesis de exceso queda sin apoyo. Los seis tratamientos comparten los mismos mundos de escasez.",d8a9bf2a1fc6344380bcbc19f920caf53383f90b1c56a2d4e200b174f38298dd,superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q,46a577fd3f44bfc4c0d965ec1c85637206e048ba76e3eb60e0b72dc75e7defe8,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:310:p020,Monografía: resultados E0--E1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,310,310,51,3,"El barrido de desarrollo mostró sensibilidad a , por lo que es el valor preespecificado y no un óptimo estimado. La principal amenaza arquitectónica es el cierre QR central. La flota pequeña y el coste sintético restringen la extrapolación cuantitativa, y la métrica de valor caracteriza selección estratégica antes del transporte físico.",e08bac2f5b996752b6437acb9ea9b0c2a633fe7d6acfecd535767baf77d1b6ff,central La flota pequeña y el coste sintético restringen la extrapolación cuantitativa,81d40c23f4c9e789f66f16a85871c3c7bc318e81cefd332659f6e8f3fed303cd,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:314:p021,Monografía: resultados E0--E1,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,314,315,66,3,"Con demanda realizable, la cota demostrada hace que los Nash puros cumplan las cuotas. En los 720 mundos de escasez, QR eliminó los grupos parciales y el cuórum mejoró el valor en puntos porcentuales frente al beneficio lineal. Greedy-Q mantuvo una ventaja de puntos sobre Smith-QR, de modo que el cierre exacto y la mejor selección dentro de ese cierre permanecen como propiedades distintas.",b761230b9e47927e627729f6e208582f7da46f5e4c303fad5ee089f9fcdb46ab,beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR,077725cf8293386d749fb6eb61a73b578ff2198027e1891ed101802c08564460,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:320:p022,Monografía: resultados E0--E1,Estado de la validación del SP1 canónico,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,320,327,86,4,"La batería de validación E0--E6 verifica por capas la implementación del reclutamiento basado en recursos agregados. E0 coincide con el LP regularizado en el caso manual, con errores de objetivo del orden de -- . E1 se aproxima al objetivo para , pero no satisface las tolerancias de convergencia en todas las instancias; por ello sus brechas no se interpretan como una validación completa. E2 no permite aún estimar la relación entre conectividad y residuo, y E3 compara transitorios de integradores sin demostrar una ventaja de mirror-prox.",b80c8eaf9406ede06b880a4de263c663e2cd0aea5bc3a050eda7b6df3e9587c2,E3 compara transitorios de integradores sin demostrar una ventaja de mirror prox,e864076e35feb250235aceeb60e4dc9eba1b82338f41a79bf8d4e9c4e45bbcf8,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:329:p023,Monografía: resultados E0--E1,Estado de la validación del SP1 canónico,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,329,338,96,4,"La recuperación de E4 alcanzó factibilidad en los ocho mundos piloto y una brecha mediana aproximada del , resultado prometedor pero sin potencia estadística confirmatoria. E5 conserva un testigo constructivo de factibilidad, pero el presupuesto de iteraciones no permite afirmar escalabilidad ni convergencia para el mayor tamaño ensayado. E6 obtuvo llegada completa en espacio abierto y almacén, sin fallos de ruta, batería ni reasignación en el piloto, pero finaliza antes del acoplamiento y del transporte. En conjunto, estas observaciones acreditan software y casos controlados; no demuestran convergencia global, optimalidad ni una garantía física distribuida del SP1 completo.",3b1233f7f1459aeb451a175f130f7f1c333d799146fc6c848b4dd4af51c08538,brecha mediana aproximada del resultado prometedor pero sin potencia estadística confirmatoria E5,b45219fd67f1b00e8b2b73cb0f4f0a24944f76edc66a2b40ad695964fa50a526,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:6:p001,Monografía: resultados SP1,Etapa 1.3: servicio operacional heterogéneo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,6,6,52,3,"Dos coaliciones de igual cardinalidad pueden producir valores distintos de servicio . E2 conserva la exclusividad, el cierre y las poses estáticas, y asigna a cada pareja robot--carga una contribución calculada con carga útil nominal, batería y distancia. Este índice sirve para comparar disponibilidad operacional; la factibilidad mecánica se evalúa por separado.",97cf6c365ff4b270734d5848cb4d23a0066c41c9c73e3c0961e4f50a208ac98e,útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional,1dda005c7bc63b0b0d53f098532c5f208a25548e904c7d3778064b39aff273d3,True
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:43:p002,Monografía: resultados SP1,Índice operacional de servicio,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,43,43,35,2,"Sea la carga útil nominal del robot en kilogramos, su fracción de batería y la reserva mínima. La distancia inicial robot--carga es y es la escala operacional de distancia. Se definen los factores adimensionales",e8d4b41a3d7aeb1e83c7c0e5a892719aef8d209e00bc62664a82e80ed0f79149,kilogramos su fracción de batería y la reserva mínima La distancia inicial,90875325f29c717786101368d81afa9a51a0f220ac77433e157728437628063d,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:66:p003,Monografía: resultados SP1,Índice operacional de servicio,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,66,66,40,3,"El factor representa disponibilidad y expresa servicio normalizado, no masa. La elección fija la escala, mientras penaliza el desplazamiento inicial sin modificar la carga útil nominal. Los experimentos suponen compatibilidad unitaria y omiten restricciones independientes de soporte y balance energético.",06cee47d8ea1b4fdd381daaa3b068568a4d1488ab5ee66f918452940f3e78529,carga útil nominal Los experimentos suponen compatibilidad unitaria y omiten restricciones independientes,deb4e39128fe50235ce98d601fb20f521a5f4d7d01e4b61221a628e2c0be2e04,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:87:p004,Monografía: resultados SP1,Problemas formales de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,87,87,35,1,"En , el término de puntos/m resuelve empates después de maximizar la suma de razones cubiertas; la diferencia respecto a este objetivo mide cobertura normalizada y no constituye una cota para completitud u otras métricas.",882f97bf6773cb9709dd271f047efc316a04a9cb6b1769ea482d3dcbec327dfd,puntos m resuelve empates después de maximizar la suma de razones cubiertas,f436666095adac00a44489f2a30655762f7d4b1176c38470244f3165322bd482,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:108:p005,Monografía: resultados SP1,Problemas formales de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,108,108,40,2,"En , es adimensional y se mide en Wh, de modo que los coeficientes tienen unidades inversas. Los dos MILP reciben la matriz completa , las demandas y los costes; se consideran exactos únicamente en las instancias cuyo optimizador certifica brecha nula.",7932bdf09761585a778f76ff3c5d38126de78991fdf48146029c676ce356b4d2,coeficientes tienen unidades inversas Los dos MILP reciben la matriz completa las,fa8e1c0b1af6185a81a2645926adc239fab905e8d9454b7fc553e73b22d3b677,False
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:112:p006,Monografía: resultados SP1,Métodos de comparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,112,112,60,4,"Los dos MILP fijan referencias globales para cobertura y completitud. Frente a ellos se evalúan asignadores con información agregada, reglas locales o vecinales y modelos de imitación. El Húngaro expandido y CBBA-capacidad modifican los problemas estudiados en sus fuentes, por lo que sus garantías originales no se transfieren a esta comparación . En la Tabla , denota puestos, rasgos y pesos.",595a0149836ee0be0b161949c5f130702076e6b35a6baead2de35cfd3e04aff1,Húngaro expandido y CBBA capacidad modifican los problemas estudiados en sus fuentes,adb30ff42d19beda84e126ef72bde63e8da3f912c87af64c7b97213c196050e9,False
