exact_query,exact_result_count,exact_exact_in_snippet,exact_top_url,exact_top_title,exact_urls_first_five,unquoted_query,unquoted_result_count,longest_consecutive_query_words,unquoted_top_url,unquoted_top_title,unquoted_urls_first_five,verdict,rationale,checked_at_utc
"""podrá describirse como simulación física industrial de alta fidelidad o prototipo orientado""","11","false","https://es.scribd.com/document/1031170907/Building-Information-Modeling-Bim-Copia-Compressed-Es","Building Information Modeling Bim Copia Compressed Es | PDF | Diseño | Simulación","https://es.scribd.com/document/1031170907/Building-Information-Modeling-Bim-Copia-Compressed-Es | https://vlex.es/vid/923725167 | https://pdfcoffee.com/diseo-de-producto-milton-y-rodgers-4-pdf-free.html | https://www.iberley.es/jurisprudencia/sentencia-penal-ts-10-2-23-48486374 | https://juandomingofarnos.wordpress.com/tag/paradigma/","podrá describirse como simulación física industrial de alta fidelidad o prototipo orientado","21","3","https://descargas.intef.es/cedec/proyectoedia/FP/ipe2/contenidos/ipe2_parada17/prototipado.html","Prototipado | Parada 17: Proyecto de innovación aplicada | Itinerario para la empleabilidad II","https://descargas.intef.es/cedec/proyectoedia/FP/ipe2/contenidos/ipe2_parada17/prototipado.html | https://galirender.com/industria/ | https://www.siemens.com/es-mx/technology/computer-aided-engineering-cae/ | https://www.arteico.com/prototipado-3d/home | https://www.seas.es/blog/produccion-mantenimiento/que-es-un-prototipo-de-producto-industrial/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:19:51Z"
"""identificadores SP2 SP8 de esta sección son históricos y no introducen subproblemas""","0","false","","","","identificadores SP2 SP8 de esta sección son históricos y no introducen subproblemas","18","1","https://support.microsoft.com/es-es/access/guide-to-expression-syntax","Guía de la sintaxis de expresiones | Microsoft Support","https://support.microsoft.com/es-es/access/guide-to-expression-syntax | https://support.microsoft.com/es-es/topic/kb4513236-se-puede-producir-un-bloqueo-interno-en-el-subproceso-en-la-r%C3%A9plica-principal-o-secundaria-del-grupo-de-disponibilidad-en-sql-server-2016-sp2-y-2017-f8248637-d3a8-0730-3dd1-66f4db390179 | https://learn.microsoft.com/es-es/sql/relational-databases/databases/database-identifiers?view=sql-server-ver17 | https://support.microsoft.com/es-es/topic/kb2285068-lista-de-los-errores-corregidos-en-el-service-pack-2-de-sql-server-2008-587a07eb-b944-91b6-65fb-9e5e2cdaea36 | https://learn.microsoft.com/es-es/powershell/sql-server/sql-server-identifiers-in-powershell?view=sqlserver-ps","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:19:54Z"
"""que originó su notación Su presencia en esta monografía no eleva automáticamente""","11","false","https://esdocs.com/doc/1303547/aqu%C3%AD---asociaci%C3%B3n-de-lingu%C3%ADstica-y-filolog%C3%ADa-de-am%C3%A9rica-l...","Aquí - Asociación de Linguística y Filología de América Latina","https://esdocs.com/doc/1303547/aqu%C3%AD---asociaci%C3%B3n-de-lingu%C3%ADstica-y-filolog%C3%ADa-de-am%C3%A9rica-l... | https://www.juntadeandalucia.es/boja/2008/169/2 | https://id.scribd.com/document/508083013/Pensar-con-la-Danza | https://it.scribd.com/document/705804644/5to-Ano-de-Educacion-Secundaria-Comunitaria-Productiva | https://fliphtml5.com/gxdg/cxoe/Historia_General_de_Guatemala_-_Tomo_I/","que originó su notación Su presencia en esta monografía no eleva automáticamente","17","3","https://es.scribd.com/document/446572352/MANUAL-POSGRADO-EMI-2015-monografia","Manual de Monografías EMI 2015 | PDF | Comillas | Amamantamiento","https://es.scribd.com/document/446572352/MANUAL-POSGRADO-EMI-2015-monografia | https://kubernetica.com/academy/2022/10/16/la-monografia/ | https://espanol.libretexts.org/Bookshelves/Humanidades/Humanidades/Historia/Estudios_Historicos/Como_se_hace_la_historia%3A_una_guia_del_estudiante_para_leer_escribir_y_pensar_en_la_disciplina_%28Cole_et_al.%29/02%3A_Parte_II_-_Lectura_Historicamente/2.01%3A_C%C3%B3mo_leer_una_monograf%C3%ADa_hist%C3%B3rica | https://aprendeencasa.sep.gob.mx/secundaria/entra-y-argumenta/ | https://es.scribd.com/document/411863596/Manual-Presentacion-Monografias-Escuela-militar-de-Ingenieria","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:20:49Z"
"""resolver conflictos espacio temporales además de evitar colisiones reactivamente CBS alterna detección""","2","false","https://pdfcoffee.com/redes-de-computadoras-25-pdf-free.html","Redes de computadoras - PDFCOFFEE.COM","https://pdfcoffee.com/redes-de-computadoras-25-pdf-free.html | https://pdfcoffee.com/la-singularidad-esta-cerca-4-pdf-free.html","resolver conflictos espacio temporales además de evitar colisiones reactivamente CBS alterna detección","20","2","https://www.sciencedirect.com/science/article/abs/pii/095741749290028Q","Emphasizing conflict resolution versus conflict avoidance during schedule generation - ScienceDirect","https://www.sciencedirect.com/science/article/abs/pii/095741749290028Q | https://arbantbim.com/blog/deteccion-de-interferencias/ | https://doi.org/10.1038%2Fs41598-025-89549-1 | https://ojs.aaai.org/index.php/AAAI/article/view/17341 | https://ojs.aaai.org/index.php/AAAI/article/view/17338","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:20:52Z"
"""azul identifica la decisión seleccionada el robot restante representa la acción inactiva""","11","false","https://www.programadelfin.com.mx/web-delfin2022/recursos/memoriaverano2022/paginas/resumenes-estudiantes.php?letra=B","ResÃºmenes por Estudiante - Memoria 2022 - Programa DelfÃ­n","https://www.programadelfin.com.mx/web-delfin2022/recursos/memoriaverano2022/paginas/resumenes-estudiantes.php?letra=B | https://www.programadelfin.com.mx/web-delfin2019/recursos/memoriaverano2019/paginas/resumenes-est-h.htm | https://www.udocz.com/apuntes/48674/mecatronica-bolton-5ta-ed | https://esdocs.com/doc/1698397/descarga-libro-de-memorias-del-evento---colacmar | https://www.notimx.mx/search?by-date=false&max-results=20&q=carta+de+dignidad+para+mi&start=1&updated-max=2019-09-02T15%3A18%3A00-07%3A00","azul identifica la decisión seleccionada el robot restante representa la acción inactiva","18","2","https://ciep.ing.uaslp.mx/alumnosPos/getTesis.php?c=117773&f=77202010270117773208.pdf","Universidad Autónoma de San Luis Potosí","https://ciep.ing.uaslp.mx/alumnosPos/getTesis.php?c=117773&f=77202010270117773208.pdf | https://app.conversalabs.com.br/hc/ajuda/articles/maestro-brain-robo-por-conversa-es | https://support.microsoft.com/es-es/education/assignments/grade-return-and-reassign-assignments | https://wordwall.net/es/resource/8724508/repaso-rob%C3%B3tica-eugenio-aguilera | https://docs.uipath.com/es/orchestrator/automation-suite/2022.10/user-guide/monitoring-robots-classic-folders","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:20:54Z"
"""matriz completa para cerrar grupos exactos Todos estos tratamientos consultan ocupación global""","7","false","https://esdocs.com/doc/322134/c%C3%B3mo-hacer-psicoterapia-exitosa---luis-oblitas---inicio","Cómo hacer psicoterapia exitosa - Luis Oblitas - inicio","https://esdocs.com/doc/322134/c%C3%B3mo-hacer-psicoterapia-exitosa---luis-oblitas---inicio | https://aprenderly.com/doc/1848004/tratado-de-geriatria | https://id.scribd.com/document/370321265/Manual-de-Endocrinologia1-1-pdf | https://www.imprentanacional.go.cr/pub/2023/09/04/COMP_04_09_2023.html | https://www.maderplast.co.maderplast.com/dotaciones-hoteles-equipamiento-hotelero-y-turismo-05-mantenimiento-centros-recreativos-dotaciones-hoteleria.html","matriz completa para cerrar grupos exactos Todos estos tratamientos consultan ocupación global","18","1","https://sms.carm.es/ricsmur/bitstream/handle/123456789/15684/978-84-616-2704-2_Manual_tratamiento_ambulatorio_intensivo.pdf?isAllowed=y&sequence=1","enfoque Matrix, pero estos materiales fueron diseñados para que los terapeutas pudieran implementar el enfoque de tratamiento Matrix sin este tipo de formación. Los materiales de Matrix no describen procedimientos de admisión al tratamiento, evaluaciones o planes del tratamiento. Los centros y profesionales deberían utilizar sus procedimientos habituales para ejecutar estas funciones. Si las pautas presentadas en este manual entran en conflicto con los requisitos de los financiadores o los organismos acreditadores o certificadores, los programas deberían adaptar estas pautas tanto como sea necesario. (por ejemplo, algunos centros requieren que las sesiones sean de al menos 60 minutos de duración para que sean financiadas por el seguro médico.)","https://sms.carm.es/ricsmur/bitstream/handle/123456789/15684/978-84-616-2704-2_Manual_tratamiento_ambulatorio_intensivo.pdf?isAllowed=y&sequence=1 | https://www.ncbi.nlm.nih.gov/books/NBK64221/ | https://repositoriobibliotecas.uv.cl/bitstreams/a81f7b30-2770-40ea-8e9e-dcebf43bcfe5/download | https://repositoriobibliotecas.uv.cl/serveruv/api/core/bitstreams/a81f7b30-2770-40ea-8e9e-dcebf43bcfe5/content | https://formacionpsicoterapia.com/blog-psicoterapia/cierre-terapia-grupal-significativo/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:20:57Z"
"""robots y presentan déficit dos pero solo el primero completa una carga""","2","false","https://carlosluksic.wordpress.com/2008/05/","mayo | 2008 | Viaje Interno y Desarrollo Espiritual","https://carlosluksic.wordpress.com/2008/05/ | https://id.scribd.com/document/670453367/TESIS-A4","robots y presentan déficit dos pero solo el primero completa una carga","18","2","https://es.wikipedia.org/wiki/WALL%C2%B7E","WALL·E","https://es.wikipedia.org/wiki/WALL%C2%B7E | https://www.evsrobot.com/es/robot-payload-and-reach-count-the-tool-and-the-layer.html | https://sedici.unlp.edu.ar/bitstream/handle/10915/119644/Documento_completo.pdf-PDFA.pdf?isAllowed=y&sequence=1 | https://www.evsrobot.com/es/6-axis-robot-payload-capacity-guide-how-to-calculate-choose-2026.html | https://www.evsint.com/es/robotic-palletizing-cell-payload-pattern-takt-guide/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:00Z"
"""lineal cuando Sus incrementos antes del cuórum son crecientes y se anulan""","10","false","https://www.bankinter.com/blog/diccionario-economia","Diccionario de Economía y Finanzas | Blog Bankinter","https://www.bankinter.com/blog/diccionario-economia | https://it.scribd.com/document/772127024/CursodeEconomaPblicaI | https://studylib.es/doc/8498025/alicia-ziccardi--compiladora- | https://www.gobiernodecanarias.org/boc/2001/141/001.html | https://aprenderly.com/doc/2999726/fausto-sarmiento","lineal cuando Sus incrementos antes del cuórum son crecientes y se anulan","18","2","https://www.uv.mx/personal/cbustamante/files/2011/06/matematicas_financieras.pdf","FUNDAMENTOS DE MATEMÁTICAS FINANCIERAS","https://www.uv.mx/personal/cbustamante/files/2011/06/matematicas_financieras.pdf | https://www.mheducation.es/bcv/guide/capitulo/8448199448.pdf | https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/2148095582/themes/2155842044/downloads/adf5e5a-bb06-a65-e2e2-603055680ff_Calculo_de_una_variable.pdf | https://educacion.gob.ec/wp-content/plugins/download-monitor/download.php?force=1&id=8268 | https://www.educacion.gob.ec/wp-content/uploads/downloads/2016/08/Matematica10v2.pdf","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:02Z"
"""fue IC del 95 Sus selecciones dispersaron capacidad entre cargas sin reflejar""","0","false","","","","fue IC del 95 Sus selecciones dispersaron capacidad entre cargas sin reflejar","17","2","https://lilith.fisica.ufmg.br/~wag/TRANSF/TEACHING/FISICA_ANGELGARCIA/elecmagnet/campo_electrico/inducida/inducida.htm","Carga inducida en un conductor esférico","https://lilith.fisica.ufmg.br/~wag/TRANSF/TEACHING/FISICA_ANGELGARCIA/elecmagnet/campo_electrico/inducida/inducida.htm | https://www.fisicalab.com/ejercicio/795 | https://www.uv.es/diuvdocs/Olimpiades/OlimpFisica_Pruebas/OFisica_Preseleccion_2011-12.pdf | https://www.fisicalab.com/apartado/principio-superposicion-coulomb | https://www.fisicalab.com/apartado/capacidad-electrica","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:05Z"
"""asignación operacionalmente cubierta puede ser físicamente inviable Además el uso generalizado del""","9","false","https://www.juntadeandalucia.es/boja/2006/27/83","ANUNCIO de la Delegación Provincial de Sevilla, por el que se hace pública la Resolución de la Comisión Provincial de Ordenación del Territorio y Urbanismo de Sevilla, de fecha 19 de octubre de 2005, por la que se aprueba definitivamente el Plan General de Ordenación Urbanística del municipio de Lora del Río (Sevilla) (Expte.: SE-260/05), y el contenido de sus Normas Urbanísticas.","https://www.juntadeandalucia.es/boja/2006/27/83 | https://www.boe.es/buscar/doc.php?id=DOUE-L-2018-82056 | https://www.congreso.es/gl/busqueda-de-publicaciones?_publicaciones_id_texto=%28BOCG-15-A-2-3.CODI.%29&_publicaciones_legislatura=XV&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_template=PUWTZDTT.fmt&p_p_id=publicaciones&p_p_lifecycle=0&p_p_mode=view&p_p_state=normal | https://doe.juntaex.es/otrosFormatos/html.php?anio=2023&doe=50o&xml=2023040001 | https://www.bogotajuridica.gov.co/sisjur/normas/Norma1.jsp?i=164777","asignación operacionalmente cubierta puede ser físicamente inviable Además el uso generalizado del","14","3","https://www.mef.gob.pe/contenidos/conta_publ/con_nor_co/niif/NIC_39_BV2024_IRACH.pdf","In","https://www.mef.gob.pe/contenidos/conta_publ/con_nor_co/niif/NIC_39_BV2024_IRACH.pdf | https://dof.gob.mx/nota_detalle_popup.php?codigo=5437137 | https://www.cancilleria.gov.co/normograma/compilacion/docs/resolucion_contaduria_0211_2021.htm | https://www.suin-juriscol.gov.co/imagenes/25/02/2019/1551107206274_49726.pdf | https://normograma.crcom.gov.co/crc/compilacion/docs/resolucion_mintic_3947_2023.htm","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:21:08Z"
"""son puestos la coalición esfuerzos en N el mapa a fuerza torque""","2","false","https://pt.scribd.com/document/388892011/Comunidades-Imaginadas-Benedict-Anderson11","Comunidades Imaginadas Benedict Anderson11 | PDF | Marxismo | Nação","https://pt.scribd.com/document/388892011/Comunidades-Imaginadas-Benedict-Anderson11 | https://fliphtml5.com/ldht/ixnr/El_Bravo_%7C_03111976/","son puestos la coalición esfuerzos en N el mapa a fuerza torque","16","2","https://www.scielo.org.mx/scielo.php?pid=S2448-49112025000100067&script=sci_arttext","Las regiones de la participación electoral: entre partidos políticos, alianzas y coaliciones","https://www.scielo.org.mx/scielo.php?pid=S2448-49112025000100067&script=sci_arttext | https://chequeado.com/el-explicador/cierre-de-alianzas-para-las-elecciones-del-26-de-octubre-de-2025-como-quedo-el-mapa-politico-en-caba-buenos-aires-cordoba-y-santa-fe/ | https://www.tvazteca.com/aztecanoticias/cuantos-estados-gobierna-morena-en-2026-el-mapa-politico-rumbo-a-elecciones-2027/ | https://elpais.com/mexico/2026-08-26/el-verde-y-el-pt-se-plantean-ir-en-solitario-en-varios-estados-para-2027.html | https://www.hqwargames.com/wp-content/uploads/2023/01/Reglas_v1.3.pdf","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:36Z"
"""desempeño no acredita una arquitectura estrictamente vecinal Asimismo el modelo cuasiestático omite""","4","false","https://esdocs.com/doc/2247651/este-documento","este documento","https://esdocs.com/doc/2247651/este-documento | https://vlex.es/vid/729008585 | https://id.scribd.com/document/373472185/Alicia-Ziccardi-Pobreza-Desigualdad-Social-y-Ciudadani-a-Ame-rica-Latina-pdf | https://www.congreso.es/gl/busqueda-de-publicaciones?_publicaciones_id_texto=%28BOCG-10-CG-A-379.CODI.%29&_publicaciones_legislatura=X&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_template=PUWTZDTT.fmt&p_p_id=publicaciones&p_p_lifecycle=0&p_p_mode=view&p_p_state=normal","desempeño no acredita una arquitectura estrictamente vecinal Asimismo el modelo cuasiestático omite","18","2","https://riunet.upv.es/entities/publication/985d692c-9cc2-4b37-a006-40a247d6923b/full","Desempeño energético de la arquitectura iberoamericana. Bases teórico-metodológicas para su clasificación y evaluación","https://riunet.upv.es/entities/publication/985d692c-9cc2-4b37-a006-40a247d6923b/full | https://dialnet.unirioja.es/servlet/articulo?codigo=10570901 | https://repositorio.cpau.org/items/show/1976 | https://riunet.upv.es/entities/publication/985d692c-9cc2-4b37-a006-40a247d6923b | https://publicacionescientificas.fadu.uba.ar/index.php/area/baulo-darhanpe3201","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:39Z"
"""interfaz entre estratos entrega una coalición acoplada sus puestos fijos y los""","5","false","https://www.scribd.com/document/971826158/CHIAVENATO-Idalberto-Administracion-teoria-proceso-y-practica-4-ed-Rio-de","Fundamentos de la Administración Empresarial | PDF | Burocracia | Revolución industrial","https://www.scribd.com/document/971826158/CHIAVENATO-Idalberto-Administracion-teoria-proceso-y-practica-4-ed-Rio-de | https://pdfcoffee.com/desarrolloorganizacionlenfoquelatinoamericanolibropdf-pdf-free.html | https://pdfcoffee.com/organizacion-de-empresas-3ra-edicion-pdf-free.html | https://fr.scribd.com/document/374577666/El-Reto-Del-Futuro | https://de.scribd.com/document/374577666/El-Reto-Del-Futuro","interfaz entre estratos entrega una coalición acoplada sus puestos fijos y los","13","2","https://www.te.gob.mx/legislacion/media/files/8ea49d71a41253b.htm","Legislación TEPJF.- LEY GENERAL DE PARTIDOS POLÍTICOS","https://www.te.gob.mx/legislacion/media/files/8ea49d71a41253b.htm | https://www.iecm.mx/www/sites/elecciones2024/convenios-de-coalicion-y-o-candidatura-comun.html | https://centralelectoral.ine.mx/2023/09/28/version-estenografica-de-la-sesion-extraordinaria-del-consejo-general-28-de-septiembre-de-2023/ | https://portalanterior.ine.mx/archivos3/portal/historico/contenido/interiores/Detalle_que_es_el_PREP_2009-id-d0659f05125bf110VgnVCM1000000c68000aRCRD/ | https://dof.gob.mx/nota_detalle_popup.php?codigo=5062797","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:41Z"
"""condición de Slater hacen coincidir su minimizador los KKT del problema compartido""","0","false","","","","condición de Slater hacen coincidir su minimizador los KKT del problema compartido","25","3","https://sedici.unlp.edu.ar/bitstream/handle/10915/65191/Documento_completo.pdf-PDFA.pdf?sequence=1","Facultad de Cie","https://sedici.unlp.edu.ar/bitstream/handle/10915/65191/Documento_completo.pdf-PDFA.pdf?sequence=1 | https://www.mdpi.com/2227-7390/11/24/4925 | https://e-archivo.uc3m.es/rest/api/core/bitstreams/d60bf8b6-49c6-4c99-b412-13041d618f32/content | https://qastack.mx/stats/255413/kkt-in-a-nutshell-graphically | https://math.stackexchange.com/questions/379543/kkt-and-slaters-condition?noredirect=1","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:21:43Z"
"""proyección CBF evitó colisiones pero alcanzó éxito seguro y agotó el horizonte""","0","false","","","","proyección CBF evitó colisiones pero alcanzó éxito seguro y agotó el horizonte","17","1","https://www.alphaxiv.org/es/abs/2601.10233","Navegación Robótica Proactiva Libre de Mínimos Locales: Fusión de la Predicción de Movimiento con el Control Seguro | alphaXiv","https://www.alphaxiv.org/es/abs/2601.10233 | https://www.researchgate.net/publication/405676976_Velocity_Obstacle-Based_Control_Barrier_Function_for_Safety-Critical_Predictive_Control | https://www.researchgate.net/publication/359709771_Intersection_Crossing_with_Future-Focused_Control_Barrier_Functions | https://github.com/6lackmitchell/ffcbf-control | https://www.researchgate.net/publication/343179086_Safety-Critical_Model_Predictive_Control_with_Discrete-Time_Control_Barrier_Function","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:21:46Z"
"""robots mantienen desplazamientos corporales fijos respecto de la carga El radio conservador""","8","false","https://pdfcoffee.com/ing-industrial-niebel-pdf-free.html","Ing Industrial NIEBEL - PDFCOFFEE.COM","https://pdfcoffee.com/ing-industrial-niebel-pdf-free.html | https://studylib.es/doc/5300620/gu%C3%ADa-t%C3%A9cnica---superintendencia-de-pensiones | https://pdfcoffee.com/biomecanica-clinica-de-las-patologias-del-aparato-locomotor-pdf-free.html | https://www.udocz.com/apuntes/99420/banco-1-ceprunsa-sociales | https://ru.scribd.com/document/629635847/4to-Ano-de-Educacion-Secundaria-Comunitaria-Productiva","robots mantienen desplazamientos corporales fijos respecto de la carga El radio conservador","17","3","https://www.sciencedirect.com/science/article/pii/S0966636218301759","Walking pattern efficiency during collective load transport - ScienceDirect","https://www.sciencedirect.com/science/article/pii/S0966636218301759 | https://ntrs.nasa.gov/citations/20240003652 | https://www.sciencedirect.com/science/article/abs/pii/S0921889024001647 | https://www.sciencedirect.com/science/article/pii/S0957415826001273 | https://info.mobilerobot.com/es-es/applications/results/reduction-in-manual-walking/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:21:48Z"
"""durante toda la ejecución Los estimandos son la colisión el éxito seguro""","9","false","https://www.insst.es/documentacion/colecciones-tecnicas/ntp-notas-tecnicas-de-prevencion/30-serie-ntp-numeros-1031-a-1065-ano-2015/ntp-serie-30-2015-n-1031-a-1065-","NTP Serie 30ª 2015 (nº 1031 a 1065) - PDF","https://www.insst.es/documentacion/colecciones-tecnicas/ntp-notas-tecnicas-de-prevencion/30-serie-ntp-numeros-1031-a-1065-ano-2015/ntp-serie-30-2015-n-1031-a-1065- | https://fliphtml5.com/qjzrc/wawm/Revista_AGUENA_2023/ | https://fliphtml5.com/hstwp/nbrv/RIOHS_DERK_V_13_Febrero_2025/ | https://mail.derechos.org/nizkor/arg/doc/neuquen11.html | https://elquiciodelamancebia.wordpress.com/category/firmas/page/5/","durante toda la ejecución Los estimandos son la colisión el éxito seguro","17","4","https://institutonacional.cl/wp-content/uploads/2019/06/3%C2%B0-F%C3%ADsica-Impulso-y-Momentum.pdf","Instituto Nacional","https://institutonacional.cl/wp-content/uploads/2019/06/3%C2%B0-F%C3%ADsica-Impulso-y-Momentum.pdf | https://bvop.org/bdc/forecasttocompletion.html | https://arquinetpolis.com/presupuestos-de-obra/estimaciones-de-obra/ | https://documentacion.fundacionmapfre.org/documentacion/publico/es/media/group/1105255.do | https://escuelaesam.pe/biblioteca/assets/uploads/libro_689ccd10efd2e.pdf","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 4 consecutive query words.","2026-09-08T23:21:50Z"
"""Predice la posición del grupo móvil calcula el control nominal lo filtra""","2","false","https://prometeo.matem.unam.mx/recursos/VariosNiveles/iCartesiLibri/recursos/Quimica_Volumen_1/","Química Volumen I","https://prometeo.matem.unam.mx/recursos/VariosNiveles/iCartesiLibri/recursos/Quimica_Volumen_1/ | https://it.scribd.com/document/807283916/4-1ER-GRADO-CIENCIAS-JC-corregido-4","Predice la posición del grupo móvil calcula el control nominal lo filtra","18","2","https://tientofc.com/es/","Predictor del Mundial 2026 para Excel + App Móvil | TientoFC","https://tientofc.com/es/ | https://penalapp.com/es | https://www.kiniela.pro/es | https://armatupolla.com/ | https://www.prodelibre.com/es/prode-excel","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:21:54Z"
"""guardia Euler semiimplícito usa s evalúa holgura a mitad final detiene al""","0","false","","","","guardia Euler semiimplícito usa s evalúa holgura a mitad final detiene al","18","1","https://espanol.libretexts.org/Matematicas/Ecuaciones_diferenciales/Resolver_num%C3%A9ricamente_ecuaciones_diferenciales_ordinarias_%28Brorson%29/01%3A_Cap%C3%ADtulos/1.07%3A_Integradores_Symplectic","1.7: Integradores Symplectic - LibreTexts Español","https://espanol.libretexts.org/Matematicas/Ecuaciones_diferenciales/Resolver_num%C3%A9ricamente_ecuaciones_diferenciales_ordinarias_%28Brorson%29/01%3A_Cap%C3%ADtulos/1.07%3A_Integradores_Symplectic | https://metodosnumericos.jonramos.dev/es/ejercicios/ejercicio-euler-implicito-estabilidad/ | https://math.libretexts.org/Bookshelves/Differential_Equations/Numerically_Solving_Ordinary_Differential_Equations_%28Brorson%29/07%3A_Symplectic_integrators/7.02%3A_Symplectic_Euler | https://miniwebtool.com/es/calculadora-del-metodo-de-euler/ | https://metodosnumericos.jonramos.dev/es/articulos/edo-metodo-euler/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:22:22Z"
"""vale por muestra Transformación barridos saturación y muestreo impiden heredar invariancia continua""","0","false","","","","vale por muestra Transformación barridos saturación y muestreo impiden heredar invariancia continua","17","1","https://www.tandfonline.com/doi/abs/10.1080/00401706.1988.10488325","Transforming Censored Samples for Testing Fit: Technometrics: Vol 30, No 1","https://www.tandfonline.com/doi/abs/10.1080/00401706.1988.10488325 | https://www.alphaxiv.org/es/abs/1805.12177 | https://epubs.siam.org/doi/10.1137/15M1052184 | https://paperzz.com/doc/7419231/hall--w.j.--r.a.-wijsman--and-j.k.-ghosh%3B--1964-the-relat... | https://www.scielo.org.co/scielo.php?pid=S0120-56092011000300016&script=sci_arttext","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:22:25Z"
"""postfallo con información global y sirve como techo para los métodos locales""","8","false","https://de.slideshare.net/slideshow/manual-de-operaciones-de-emergencia-proteccin-civil/39666818","Manual de Operaciones de Emergencia Protección Civil | PDF","https://de.slideshare.net/slideshow/manual-de-operaciones-de-emergencia-proteccin-civil/39666818 | https://pt.scribd.com/document/414474035/Efectividad-en-el-desarrollo-y-gestion-presupuestaria-por-resultados-pdf | https://pt.scribd.com/document/662900073/Las-Artes-Populares-Del-Peru-Stastny | https://id.scribd.com/document/373472185/Alicia-Ziccardi-Pobreza-Desigualdad-Social-y-Ciudadani-a-Ame-rica-Latina-pdf | https://pt.scribd.com/document/414350590/El-programa-arquitectonico-pdf","postfallo con información global y sirve como techo para los métodos locales","17","2","https://www.cepal.org/es/publicaciones/36967-metodos-aplicaciones-la-planificacion-regional-local-america-latina","Métodos y aplicaciones de la planificación regional y local en América Latina | CEPAL","https://www.cepal.org/es/publicaciones/36967-metodos-aplicaciones-la-planificacion-regional-local-america-latina | https://cloud.google.com/discover/what-is-federated-learning?hl=es | https://publications.iadb.org/publications/spanish/document/Informando-lo-informal-estrategias-para-generar-informacion-en-asentamientos-precarios.pdf | https://cloud.google.com/discover/what-is-federated-learning?hl=es-419 | https://www.alphaxiv.org/es/abs/2001.01523","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:22:28Z"
