paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled,exact_query,unquoted_query,search_status
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:286:p019,Monografía: resultados E0--E1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,286,286,87,5,"Con , Smith-QR alcanzó el del valor MILP y superó a Smith lineal + QR en puntos porcentuales (IC 95%: , ). Greedy-Q obtuvo y aventajó a Smith-QR en puntos (IC 95%: , ). La ablación de produjo un IC y , sin evidencia concluyente de reducción del exceso continuo. El cierre QR queda respaldado por la eliminación de grupos parciales; el efecto del cuórum es positivo y pequeño, Greedy-Q conserva mayor valor y la hipótesis de exceso queda sin apoyo. Los seis tratamientos comparten los mismos mundos de escasez.",d8a9bf2a1fc6344380bcbc19f920caf53383f90b1c56a2d4e200b174f38298dd,superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q,46a577fd3f44bfc4c0d965ec1c85637206e048ba76e3eb60e0b72dc75e7defe8,True,"""superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q""",superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex:314:p021,Monografía: resultados E0--E1,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,314,315,66,3,"Con demanda realizable, la cota demostrada hace que los Nash puros cumplan las cuotas. En los 720 mundos de escasez, QR eliminó los grupos parciales y el cuórum mejoró el valor en puntos porcentuales frente al beneficio lineal. Greedy-Q mantuvo una ventaja de puntos sobre Smith-QR, de modo que el cierre exacto y la mejor selección dentro de ese cierre permanecen como propiedades distintas.",b761230b9e47927e627729f6e208582f7da46f5e4c303fad5ee089f9fcdb46ab,beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR,077725cf8293386d749fb6eb61a73b578ff2198027e1891ed101802c08564460,True,"""beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR""",beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:6:p001,Monografía: resultados SP1,Etapa 1.3: servicio operacional heterogéneo,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,6,6,52,3,"Dos coaliciones de igual cardinalidad pueden producir valores distintos de servicio . E2 conserva la exclusividad, el cierre y las poses estáticas, y asigna a cada pareja robot--carga una contribución calculada con carga útil nominal, batería y distancia. Este índice sirve para comparar disponibilidad operacional; la factibilidad mecánica se evalúa por separado.",97cf6c365ff4b270734d5848cb4d23a0066c41c9c73e3c0961e4f50a208ac98e,útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional,1dda005c7bc63b0b0d53f098532c5f208a25548e904c7d3778064b39aff273d3,True,"""útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional""",útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:140:p007,Monografía: resultados SP1,Juego de capacidad y alineación marginal,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,140,142,59,3,"puntuación de servicio y potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados. Durante una decisión se fija la matriz para separar el efecto de la heterogeneidad del cambio de estado. La variable expresa la preferencia continua del robot por la carga y satisface . Con la presión saturada aplicada a y un coste normalizado , las puntuaciones son",45bba7aa233ad3a7e0d5b1a776d12802ba3fba1b09637dbe69f3324d43d2f70f,potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados Durante,2bd3834abff9eaacfbf9337ed1cf0b48635236015aeaf45fd85cf2967d22e1aa,True,"""potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados Durante""",potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados Durante,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:153:p008,Monografía: resultados SP1,Juego de capacidad y alineación marginal,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,153,153,22,1,El factor distingue la fracción de demanda que aporta cada robot; su ausencia hace que asigne la misma presión a contribuciones diferentes.,396634e4f03bbb4bbfb68b0094a32d473e65d091ae173af01a69356b9706314f,robot su ausencia hace que asigne la misma presión a contribuciones diferentes,45256da7d4fad47763c39cb8346c567b7fc38c6919cb1fe49a4ff26479f0240a,True,"""robot su ausencia hace que asigne la misma presión a contribuciones diferentes""",robot su ausencia hace que asigne la misma presión a contribuciones diferentes,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:183:p013,Monografía: resultados SP1,Regulación del déficit de capacidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,183,183,25,1,"La realimentación mínima del robot está formada por su contribución , su coste , los parámetros públicos y una estimación del servicio agregado. Con esos datos calcula",039bcf3cd7057b3df80ff30adf4523a2f0bfec1bfa23875e4cfa2f29aa813fe6,parámetros públicos y una estimación del servicio agregado Con esos datos calcula,45c399e84bddeb26b979714013f7cea254fbc6df433211807b651778c690bff5,True,"""parámetros públicos y una estimación del servicio agregado Con esos datos calcula""",parámetros públicos y una estimación del servicio agregado Con esos datos calcula,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:221:p018,Monografía: resultados SP1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,221,221,45,3,La referencia de cobertura alcanzó una cobertura media de y completó de las cargas. El oráculo de puntuación redujo la cobertura a y elevó la completitud a . La diferencia cuantifica el intercambio entre repartir servicio parcial y cerrar cargas en los dos objetivos MILP (Tabla ).,dd44df9b885992440d9c21c6a912cf1eab5a0b80f3e5ab7a40d612c5e9a3f87f,repartir servicio parcial y cerrar cargas en los dos objetivos MILP Tabla,23e1ace8fb7e1f6e34f8a7b9b0ada814b88685db2dadcba39b7989aac58e5243,True,"""repartir servicio parcial y cerrar cargas en los dos objetivos MILP Tabla""",repartir servicio parcial y cerrar cargas en los dos objetivos MILP Tabla,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex:233:p020,Monografía: resultados SP1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,233,233,62,4,"La ablación de la Tabla evalúa el factor marginal dentro del asignador secuencial. Frente a la puntuación plana, la corrección elevó la completitud de a y redujo la brecha de a ; el efecto pareado sobre la brecha fue (IC del 95\,% , ). El cambio en completitud fue (IC ) y el del servicio retenido en cargas incompletas, . La campaña no integró la EDO Smith.",85e24a20998fc51e34e0e1b05335fae5bffbae2a092c366523ea8656e59606a3,dentro del asignador secuencial Frente a la puntuación plana la corrección elevó,174e1ed57cc080dca91c9188b4207f33e9b11680e7e7363372747affa98f280c,True,"""dentro del asignador secuencial Frente a la puntuación plana la corrección elevó""",dentro del asignador secuencial Frente a la puntuación plana la corrección elevó,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:6:p001,Monografía: resultados SP1,Etapa 1.4: asignación de contactos y factibilidad mecánica,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,6,6,56,3,"Una coalición puede superar el umbral escalar de E2 y carecer de brazos de palanca o direcciones de contacto capaces de producir el wrench requerido. E3 asigna robots a puestos y certifica esa demanda mediante un modelo planar cuasiestático, con carga fija, contactos conocidos y límites de actuador. El certificado no modela rigidez tridimensional ni transporte.",ff9da813c8fd76de41f620426345c4ef3d9edf39c628fd029cb9c79b782ef4a9,palanca o direcciones de contacto capaces de producir el wrench requerido E3,43f95de624bfe0b5701698a336218d4aa5664427d7d9d857ec9b2292a562fae1,True,"""palanca o direcciones de contacto capaces de producir el wrench requerido E3""",palanca o direcciones de contacto capaces de producir el wrench requerido E3,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:66:p003,Monografía: resultados SP1,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,66,66,24,1,"Para carga , son puestos, la coalición, esfuerzos en N, el mapa a fuerza/torque y la demanda en N y N\,m. La matriz",e7da62f0c37b82667418d7ca7c915a4bdf3735d713872dae5172d55c3eeae652,son puestos la coalición esfuerzos en N el mapa a fuerza torque,1a50f324f814569e25ff80500e04828da74239bb1f99e47ed5a423a7bd1db070,True,"""son puestos la coalición esfuerzos en N el mapa a fuerza torque""",son puestos la coalición esfuerzos en N el mapa a fuerza torque,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:130:p006,Monografía: resultados SP1,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,130,135,33,2,"La equivalencia sigue de la definición de mínimo y porque es admisible. La conversa regularizada no vale en general: en el caso escalar , dominio y , se obtiene y residual , aunque realiza residual nulo.",72716bb51b2a0b067323e875d3d66d827a7617d6c8dc9e13b8b133092720727a,mínimo y porque es admisible La conversa regularizada no vale en general,306230061928c07dbcab90220aab5c76056fb40886ae9405f32da76b024a92cc,True,"""mínimo y porque es admisible La conversa regularizada no vale en general""",mínimo y porque es admisible La conversa regularizada no vale en general,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:142:p008,Monografía: resultados SP1,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,142,154,91,9,"[Lo que el certificado no certifica] (i) Conos de fricción. acota magnitudes de esfuerzo, no direcciones admisibles de Coulomb: un reparto certificado puede exigir una componente tangencial fuera del cono. (ii) Dinámica. se fija a priori; en transporte depende de la aceleración instantánea de la carga. (iii) Restricción no holónoma. supone que cada puesto entrega su esfuerzo en su dirección de contacto; un AMR diferencial debe orientarse antes. (iv) Mantenimiento del contacto. Un contacto unilateral puede perderse. Cargo completo exigiría además soporte, fricción y peso; el empuje, unilateralidad; y el caging, .",58c1dccf156d1b88447e6aba9ed676544159b2007d42ca81be060897f3901718,su dirección de contacto un AMR diferencial debe orientarse antes iv Mantenimiento,31b319de3bc714d8653f9dfd8f3d64aaf3bb162a7bf211c49d52506f27ac3705,True,"""su dirección de contacto un AMR diferencial debe orientarse antes iv Mantenimiento""",su dirección de contacto un AMR diferencial debe orientarse antes iv Mantenimiento,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:225:p014,Monografía: resultados SP1,Juego y cierre mecánico,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,225,225,35,2,"El producto aumenta el pago de las acciones que reducen el residual, mientras penaliza la ocupación compartida del puesto. La identidad de potencial se demuestra en el Anexo . Con información exacta se usa Euler proyectado",e9cd16abc24705e81eed49c83c109da05cdcca354aa3c63fe97b5c08034197eb,acciones que reducen el residual mientras penaliza la ocupación compartida del puesto,0d24df2d2f00624bb38e3c4aa0705985fd8f6ace9b8cf6fa5c5e18c60adec27c,True,"""acciones que reducen el residual mientras penaliza la ocupación compartida del puesto""",acciones que reducen el residual mientras penaliza la ocupación compartida del puesto,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:237:p017,Monografía: resultados SP1,Juego y cierre mecánico,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,237,237,38,3,"El juego con precio, el mercado residual y el cierre pareado seleccionan puestos; la guardia certifica la selección resultante. Un paso con agregados exactos cuesta , y rondas vecinales añaden valores. La revisión pareada considera como máximo dos robots.",e5781807064941e01226008c46caab86c93eeabcfa1ab130ea82e4d225f98f9b,agregados exactos cuesta y rondas vecinales añaden valores La revisión pareada considera,2401351e095cc8c9c664362358bbf652a6254d233c334177f2b492287cf5c2cc,True,"""agregados exactos cuesta y rondas vecinales añaden valores La revisión pareada considera""",agregados exactos cuesta y rondas vecinales añaden valores La revisión pareada considera,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:251:p020,Monografía: resultados SP1,Interfaz con el movimiento,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,251,251,34,2,"La Proposición caracteriza los puntos KKT de la relajación continua, y el residual KKT cuantifica su estacionariedad. Las trayectorias de Euler, el consenso finito y el cierre entero quedan fuera de esa equivalencia formal.",7db1cf8440f882301feffa93c33270fd1e23b5da4fea2ebe95bfce2ed669243c,residual KKT cuantifica su estacionariedad Las trayectorias de Euler el consenso finito,17fcd0d775995b64cdd78d2ff7b410bbc1e246e4717b00841c97606b89695803,True,"""residual KKT cuantifica su estacionariedad Las trayectorias de Euler el consenso finito""",residual KKT cuantifica su estacionariedad Las trayectorias de Euler el consenso finito,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:266:p024,Monografía: resultados SP1,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,266,266,35,2,"Las semillas 461000--461099 producen mundos pareados y ejecuciones de doce métodos. El endpoint principal es la tasa de falsos positivos mecánicos entre cargas aceptadas; los comparadores, ablaciones y estimandos se resumen en la Tabla .",b553fd995c4d391dc39d92ec7d1a2aea96fe7d9277006530ab5d7d83c3738391,Las semillas 461000 461099 producen mundos pareados y ejecuciones de doce métodos,514b9b474fa9358bd5543a6ffca601ae0fcf313037a6ad57502f196259ac5a15,True,"""Las semillas 461000 461099 producen mundos pareados y ejecuciones de doce métodos""",Las semillas 461000 461099 producen mundos pareados y ejecuciones de doce métodos,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:288:p025,Monografía: resultados SP1,Diseño experimental,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,288,288,31,2,Los controles decisivos verifican que cada preferencia permanezca en el simplex y que toda carga aceptada satisfaga . La generalización queda restringida a las geometrías planares y los límites de contacto muestreados.,678a116d698174b5dcf9aa0bafc6887cd95619d53a5fefde40b9782e267dddfc,toda carga aceptada satisfaga La generalización queda restringida a las geometrías planares,08142dc405ac0290a2ccb2bec4ef09e08a0b2f220615205bbbd2b830c91e6671,True,"""toda carga aceptada satisfaga La generalización queda restringida a las geometrías planares""",toda carga aceptada satisfaga La generalización queda restringida a las geometrías planares,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:292:p026,Monografía: resultados SP1,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,292,292,28,1,El residual de la relajación y la factibilidad del cierre responden a etapas distintas: una preferencia continua próxima a KKT todavía puede producir una asignación entera inviable (Tabla ).,25227d31a2140ed6a656aac7fd89ceacc3bf1d45cd22b440eb053d74d8c1d880,preferencia continua próxima a KKT todavía puede producir una asignación entera inviable,04fc12b29b5c411e4908e28ad6a89670055808c5ca62fa5a6b833e830069ca85,True,"""preferencia continua próxima a KKT todavía puede producir una asignación entera inviable""",preferencia continua próxima a KKT todavía puede producir una asignación entera inviable,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex:315:p031,Monografía: resultados SP1,Síntesis,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,315,315,30,2,"El certificado se restringe a esfuerzos planares cuasiestáticos con contactos conocidos. E4 adopta como condición de entrada una coalición que satisface la posición de contacto, los límites de actuación y .",75ddec056341ff81e00a8882d315990e00110f3dd09492e99127ee86a035c224,restringe a esfuerzos planares cuasiestáticos con contactos conocidos E4 adopta como condición,13fad1716fc02fd616eb136d12f6b9d3561a87b921d3a87d6f233ac72ac745b6,True,"""restringe a esfuerzos planares cuasiestáticos con contactos conocidos E4 adopta como condición""",restringe a esfuerzos planares cuasiestáticos con contactos conocidos E4 adopta como condición,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:12:p003,Monografía: resultados SP2,Aproximación y transporte,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,12,12,27,1,"La interfaz entre estratos entrega una coalición acoplada, sus puestos fijos y los límites de esfuerzo; con esos datos comienza el seguimiento de representado en la Figura .",1a28c609ac3d6c225a6b3b4a7e3512a45ccfa715c26f3397a5ab17ee99f0f4fe,interfaz entre estratos entrega una coalición acoplada sus puestos fijos y los,19dcc1a18ff42a0318dc7dd5a322d326b82739ce0e66c7f4e00498f81a9a0958,True,"""interfaz entre estratos entrega una coalición acoplada sus puestos fijos y los""",interfaz entre estratos entrega una coalición acoplada sus puestos fijos y los,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:139:p010,Monografía: resultados SP2,Juego de vivacidad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,139,139,38,3,"La iteración de va seguida por cierre par a par. Replicator emplea una actualización multiplicativa. Las comprobaciones numéricas confirmaron pertenencia al simplex, respeto de capacidad y correspondencia del gradiente; la convergencia uniforme bajo horizonte recedente no se evaluó.",92118c293ff9e3bac586b65846de070fcc002df45edc4aab3cacc5faef0f4c9f,emplea una actualización multiplicativa Las comprobaciones numéricas confirmaron pertenencia al simplex respeto,0e686c1a47d612fbd1eefd1abcd39f6f5cf7d15c3f582a607a722c91691ed34a,True,"""emplea una actualización multiplicativa Las comprobaciones numéricas confirmaron pertenencia al simplex respeto""",emplea una actualización multiplicativa Las comprobaciones numéricas confirmaron pertenencia al simplex respeto,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:208:p016,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,208,208,54,3,"La proyección CBF evitó colisiones, pero alcanzó éxito seguro y agotó el horizonte en de los casos. Replicator+CBF elevó el éxito seguro a , redujo el agotamiento a y produjo una diferencia de éxito de (IC del 95\,% [, ], ). La tasa de timeout identifica el fallo de vivacidad aun cuando se satisface la barrera (Tabla ).",de7b94862e786b9213874fb7e1769a90065abf32f516196b55df8d78f222bc56,proyección CBF evitó colisiones pero alcanzó éxito seguro y agotó el horizonte,3992c4eddde61125b25ae77f9e872409e6a5fe6145f661cfe597b58fc205b7a7,True,"""proyección CBF evitó colisiones pero alcanzó éxito seguro y agotó el horizonte""",proyección CBF evitó colisiones pero alcanzó éxito seguro y agotó el horizonte,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:222:p019,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,222,222,48,4,"Los cuatro controles entregaron en 18 mundos. PD redujo el tiempo de a s, mientras Hamiltoniano redujo el trabajo de a J. Para el contraste Hamiltoniano menos PD, las diferencias pareadas fueron s (IC del 95\,% ) y J (IC del 95\,% ). La referencia empleó s y J (Tabla ).",016a54ce57851082d03a2da4073c54bb1e7fed0ba40717b74db368ee8848d38f,contraste Hamiltoniano menos PD las diferencias pareadas fueron s IC del 95,35bb38718b6d09b40db6d439f38eb49fc93087abd0d96fae514066949af2955f,True,"""contraste Hamiltoniano menos PD las diferencias pareadas fueron s IC del 95""",contraste Hamiltoniano menos PD las diferencias pareadas fueron s IC del 95,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex:232:p020,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,232,232,42,2,"Esta campaña carece de una ejecución extremo a extremo: el estrato de acoplamiento no mueve la carga y el de transporte comienza ya acoplado. La evaluación integrada corresponde al demostrador Cargo, que usa pose exacta, rigidez impuesta y reglas propias de recuperación.",10d96bc8ae6e84b397c317bed534ead4115994086d691edc6713936e4856e6ff,evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta,3e3bb402da70291eadc5f0a8a879e940e7915d29bba17e68f04a8f1eaed7195b,True,"""evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta""",evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:6:p001,Monografía: resultados SP2,Etapa 2.2: seguridad de la huella rígida frente a obstáculos,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,6,6,67,5,"Una trayectoria de pose factible puede atravesar un obstáculo. E5 evalúa este fallo de seguridad en la rama Cargo. Tras el acoplamiento, la carga y los robots forman una huella rígida, mientras los límites de fuerza intervienen en . El filtro precede al reparto de wrench, de modo que la seguridad se mide otra vez después de saturar e integrar. La rama de empuje queda fuera del experimento.",ac7611f782c3f17d8e109c1da3911d99e651dcf255effb3b387879b5eb35f554,seguridad se mide otra vez después de saturar e integrar La rama,2ca4574adb1bc019cac149fd315c3190a48271bfd169cdd8d1ab33da7db999ff,True,"""seguridad se mide otra vez después de saturar e integrar La rama""",seguridad se mide otra vez después de saturar e integrar La rama,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:10:p002,Monografía: resultados SP2,Huella y obstáculos,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,10,10,25,1,"La garantía puede perderse entre la referencia filtrada y el wrench aplicado, porque el reparto satura los esfuerzos antes de mover la huella compuesta (Figura ).",f0c4242ceba8d79b648cfc9d444f6bba3de08b175e05547d3c0c59e5b31f2daf,porque el reparto satura los esfuerzos antes de mover la huella compuesta,04476e5a21f4cf8b240825a31e6db1a0ce4732dea5a3ddb249e4aa3c98104f45,True,"""porque el reparto satura los esfuerzos antes de mover la huella compuesta""",porque el reparto satura los esfuerzos antes de mover la huella compuesta,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:52:p003,Monografía: resultados SP2,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,52,52,21,2,Sea la pose de la carga y sea . Los robots mantienen desplazamientos corporales fijos respecto de la carga. El radio conservador,3737eca657830335d4dfd063e06e878a441b0ca9a964e2c68e2bf1a32cac5f36,robots mantienen desplazamientos corporales fijos respecto de la carga El radio conservador,0e5c1a2c5cfa58d69da18ea4d6c5d6ea56004e7bc4580e387c4a5714c6e44984,True,"""robots mantienen desplazamientos corporales fijos respecto de la carga El radio conservador""",robots mantienen desplazamientos corporales fijos respecto de la carga El radio conservador,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:57:p004,Monografía: resultados SP2,Problema formal de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,57,57,27,1,"cubre el rectángulo y todos los discos robóticos para cualquier orientación, aunque introduce conservadurismo. Para un obstáculo circular , de centro , velocidad predicha , radio y margen , se define",4128fb942f81959439422616fe1958d7d63a56ab2964e4f30718fd143a082b51,discos robóticos para cualquier orientación aunque introduce conservadurismo Para un obstáculo circular,430bad7d4664066e26921bfe176802bd5e2689e44e125d5f91391faf7850329e,True,"""discos robóticos para cualquier orientación aunque introduce conservadurismo Para un obstáculo circular""",discos robóticos para cualquier orientación aunque introduce conservadurismo Para un obstáculo circular,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:143:p009,Monografía: resultados SP2,Interfaz de seguridad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,143,143,35,2,"La guardia filtra el wrench antes del reparto y conserva la membresía de la coalición durante toda la ejecución. Los estimandos son la colisión, el éxito seguro, el agotamiento del horizonte y el residual aplicado.",6294585a6f48b40cb1e64da5faa85cff6fb4a6a2bc76412591e62e38abbd642f,durante toda la ejecución Los estimandos son la colisión el éxito seguro,1caeedba8f739b2d84e841e01e173d5801b3fc139f1bc9b808c443107992c685,True,"""durante toda la ejecución Los estimandos son la colisión el éxito seguro""",durante toda la ejecución Los estimandos son la colisión el éxito seguro,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:165:p013,Monografía: resultados SP2,Dinámica y filtro de seguridad,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,165,168,37,2,"La violación aplicada es la tasa de muestras cuyo residual de barrera después del reparto resulta positivo. Por muestra, con la velocidad resultante después del reparto, la saturación y la integración. La métrica de una ejecución es",9859fbe891ab7df7532a64528d3db1a6cb967266e9caf50c3fabc894177d8970,muestras cuyo residual de barrera después del reparto resulta positivo Por muestra,06d772bbea03f87c091ceb927bba4cebb085c0e02df545e368d5ff361540a88d,True,"""muestras cuyo residual de barrera después del reparto resulta positivo Por muestra""",muestras cuyo residual de barrera después del reparto resulta positivo Por muestra,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex:230:p022,Monografía: resultados SP2,Resultados,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,230,230,33,2,"La holgura inicial mínima fue m y el residual mecánico máximo, ; estas comprobaciones descartan una colisión inicial o un cierre numérico inconsistente. El modelo omite fricción, interacción rueda--suelo, percepción y contacto conmutado.",a72a4378403e15318666a6ff42d23eccef303b821bc8c02c2076db701d584b18,un cierre numérico inconsistente El modelo omite fricción interacción rueda suelo percepción,217575d379b8082d15087d3f987fe98a726e5fb18a2fe55988278b7512bcec6d,True,"""un cierre numérico inconsistente El modelo omite fricción interacción rueda suelo percepción""",un cierre numérico inconsistente El modelo omite fricción interacción rueda suelo percepción,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:73:p004,Monografía: resultados SP2,Problema de optimización de referencia,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,73,73,21,1,La enumeración de los perfiles certifica el coste mínimo postfallo con información global y fija el techo para los métodos locales.,88623dca693ef061ec112baf25e709cbbcd1b41256ff28b8d729bff4e3e61b0a,postfallo con información global y fija el techo para los métodos locales,1177a5a024540526424beb07f40ef6cc5ab0ac7ec5392f7e6b51025b7ed07282,True,"""postfallo con información global y fija el techo para los métodos locales""",postfallo con información global y fija el techo para los métodos locales,ORIGINAL
pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex:138:p008,Monografía: resultados SP2,Juego de reparación,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,138,140,37,2,"[caracterización exacta de los Nash] Supónganse capacidades no negativas, , costes para todo y un déficit postfallo no trivial . Si la reserva completa cubre , entonces . Si , los Nash puros coinciden exactamente con las coaliciones factibles mínimas por inclusión",d4f4f80c1fd139c7978f2d1891c8d3604d501dea60c383380b440f9610a67cb8,entonces Si los Nash puros coinciden exactamente con las coaliciones factibles mínimas,156905e6fae41550e3c2e790edf6cdc4dad3e4c01c0f7e1129353c33411eb1d9,True,"""entonces Si los Nash puros coinciden exactamente con las coaliciones factibles mínimas""",entonces Si los Nash puros coinciden exactamente con las coaliciones factibles mínimas,ORIGINAL
