candidate_id,title,title_norm,authors,authors_norm,year,venue,doi,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,dedup_status,duplicate_status,dedup_parent_candidate_id,notes,source,source_record_id,query_id,window_id,source_url,open_access_url
CE790A576AFC4,Whole-Body Control of Humanoid Robot in 3D Multi-Contact under Contact Wrench Constraints Including Joint Load Reduction with Self-Collision and Internal Wrench Distribution,whole body control of humanoid robot in 3d multi contact under contact wrench constraints including joint load reduction with self collision and internal wrench distribution,Naoki Hiraoka; Masaki Murooka; Hideaki Ito; Iori Yanokura; Kei Okada; Masayuki Inaba,naoki hiraoka; masaki murooka; hideaki ito; iori yanokura; kei okada; masayuki inaba,2019,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros40897.2019.8967555,10.1109/iros40897.2019.8967555,,,crossref:10.1109/iros40897.2019.8967555,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T23:43:15.155710+00:00,unique,unique,,,crossref,10.1109/iros40897.2019.8967555,F08,primary,https://doi.org/10.1109/iros40897.2019.8967555,
C50BA8EEF179D,A Geometric Sufficient Condition for Contact Wrench Feasibility,a geometric sufficient condition for contact wrench feasibility,Shenggao Li; Hua Chen; Wei Zhang; Patrick M. Wensing,shenggao li; hua chen; wei zhang; patrick m. wensing,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3217687,10.1109/lra.2022.3217687,,,crossref:10.1109/lra.2022.3217687,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.155739+00:00,unique,unique,,,crossref,10.1109/lra.2022.3217687,F08,primary,https://doi.org/10.1109/lra.2022.3217687,
C876F12132905,Maximum wrench feasible payload in cable-driven parallel robots equipped with a serial robot,maximum wrench feasible payload in cable driven parallel robots equipped with a serial robot,Gamal El-Ghazaly; Marc Gouttefarde; Vincent Creuze; Francois Pierrot,gamal el-ghazaly; marc gouttefarde; vincent creuze; francois pierrot,2016,2016 IEEE International Conference on Advanced Intelligent Mechatronics (AIM),10.1109/aim.2016.7576994,10.1109/aim.2016.7576994,,,crossref:10.1109/aim.2016.7576994,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T23:43:15.155772+00:00,unique,unique,,,crossref,10.1109/aim.2016.7576994,F08,primary,https://doi.org/10.1109/aim.2016.7576994,
CDBD2F6B4E9CA,Online System for Dynamic Multi-contact Motion with Impact Force Based on Contact Wrench Estimation and Current-Based Torque Control,online system for dynamic multi contact motion with impact force based on contact wrench estimation and current based torque control,Kazuki Fukazawa; Naoki Hiraoka; Kunio Kojima; Shintaro Noda; Masahiro Bando; Kei Okada; Masayuki Inaba,kazuki fukazawa; naoki hiraoka; kunio kojima; shintaro noda; masahiro bando; kei okada; masayuki inaba,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros45743.2020.9341472,10.1109/iros45743.2020.9341472,,,crossref:10.1109/iros45743.2020.9341472,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T23:43:15.155808+00:00,unique,unique,,,crossref,10.1109/iros45743.2020.9341472,F08,primary,https://doi.org/10.1109/iros45743.2020.9341472,
CF1BFA952E19B,Biped Robot Stepping Over a Ditch using Multi-Objective Optimization Based on Contact Wrench Cone Approach,biped robot stepping over a ditch using multi objective optimization based on contact wrench cone approach,Navaneeth M G; Sudheer A P; Joy M L,navaneeth m g; sudheer a p; joy m l,2021,Advances in Robotics - 5th International Conference of The Robotics Society,10.1145/3478586.3478602,10.1145/3478586.3478602,,,crossref:10.1145/3478586.3478602,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.155836+00:00,unique,unique,,,crossref,10.1145/3478586.3478602,F08,primary,https://doi.org/10.1145/3478586.3478602,
C4C6E18882E65,Estimating Force/Torque Sensor Offsets and Gravity Parameters Using Only Wrench Measurements to Facilitate Human Demonstration of Robot Manipulation Tasks in Contact,estimating force torque sensor offsets and gravity parameters using only wrench measurements to facilitate human demonstration of robot manipulation tasks in contact,Ali Mousavi Mohammadi; Maxim Vochten; Joris De Schutter; Erwin Aertbeliën,ali mousavi mohammadi; maxim vochten; joris de schutter; erwin aertbeliën,2025,2025 IEEE 21st International Conference on Automation Science and Engineering (CASE),10.1109/case58245.2025.11163796,10.1109/case58245.2025.11163796,,,crossref:10.1109/case58245.2025.11163796,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T23:43:15.155874+00:00,unique,unique,,,crossref,10.1109/case58245.2025.11163796,F08,primary,https://doi.org/10.1109/case58245.2025.11163796,
CEE1FC98BDFE9,Vision-Based Contact Wrench Estimation in Human-Robot Interaction,vision based contact wrench estimation in human robot interaction,Mohammad Farajtabar; Sabine Christa; Marie Charbonneau,mohammad farajtabar; sabine christa; marie charbonneau,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246598,10.1109/iros60139.2025.11246598,,,crossref:10.1109/iros60139.2025.11246598,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.155897+00:00,unique,unique,,,crossref,10.1109/iros60139.2025.11246598,F08,primary,https://doi.org/10.1109/iros60139.2025.11246598,
C9C00F5C5E23F,Contact wrench space stability estimation for humanoid robots,contact wrench space stability estimation for humanoid robots,Robert W. Ellenberg; Paul Y. Oh,robert w. ellenberg; paul y. oh,2014,2014 IEEE International Conference on Technologies for Practical Robot Applications (TePRA),10.1109/tepra.2014.6869153,10.1109/tepra.2014.6869153,,,crossref:10.1109/tepra.2014.6869153,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,4,crossref,2026-09-13T23:43:15.155918+00:00,unique,unique,,,crossref,10.1109/tepra.2014.6869153,F08,primary,https://doi.org/10.1109/tepra.2014.6869153,
C6ADE688E587E,A GJK-based approach to contact force feasibility and distribution for multi-contact robots,a gjk based approach to contact force feasibility and distribution for multi contact robots,Y. Zheng; C.-M. Chew; A.H. Adiwahono,y. zheng; c.-m. chew; a.h. adiwahono,2011,Robotics and Autonomous Systems,10.1016/j.robot.2010.12.006,10.1016/j.robot.2010.12.006,,,crossref:10.1016/j.robot.2010.12.006,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,22,crossref,2026-09-13T23:43:15.155943+00:00,unique,unique,,,crossref,10.1016/j.robot.2010.12.006,F08,primary,https://doi.org/10.1016/j.robot.2010.12.006,
C90BBDB89F98C,"Whole-Body Control of Humanoid Robot with 3D Multi-contact, Self Collided Posture and Degenerated DoF under Constraints of Contact Wrench and Motor Temperature",whole body control of humanoid robot with 3d multi contact self collided posture and degenerated dof under constraints of contact wrench and motor temperature,Naoki HIRAOKA; Masaki MUROOKA; Hideaki ITO; Iori YANOKURA; Kei OKADA; Masayuki INABA,naoki hiraoka; masaki murooka; hideaki ito; iori yanokura; kei okada; masayuki inaba,2019,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2019.1a1-k05,10.1299/jsmermd.2019.1a1-k05,,,crossref:10.1299/jsmermd.2019.1a1-k05,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.155982+00:00,unique,unique,,,crossref,10.1299/jsmermd.2019.1a1-k05,F08,primary,https://doi.org/10.1299/jsmermd.2019.1a1-k05,
C0C41A572DA90,Graph-Based Multi Robot Motion Planning: Feasibility and Structural Properties,graph based multi robot motion planning feasibility and structural properties,Ellips Masehian; Azadeh H.,ellips masehian; azadeh h.,2011,"Multi-Robot Systems, Trends and Development",10.5772/12859,10.5772/12859,,,crossref:10.5772/12859,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156004+00:00,unique,unique,,,crossref,10.5772/12859,F08,primary,https://doi.org/10.5772/12859,
C2FCE20776220,Real-time contact force distribution using a polytope hierarchy in the grasp wrench set,real time contact force distribution using a polytope hierarchy in the grasp wrench set,Yu Zheng,yu zheng,2018,Robotics and Autonomous Systems,10.1016/j.robot.2017.10.014,10.1016/j.robot.2017.10.014,,,crossref:10.1016/j.robot.2017.10.014,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,4,crossref,2026-09-13T23:43:15.156028+00:00,unique,unique,,,crossref,10.1016/j.robot.2017.10.014,F08,primary,https://doi.org/10.1016/j.robot.2017.10.014,
CAF5ED346BFC4,A Linear Discrete Kalman Filter to Estimate the Contact Wrench of an Unknown Robot End Effector,a linear discrete kalman filter to estimate the contact wrench of an unknown robot end effector,Aleksander Skrede,aleksander skrede,2024,2024 IEEE International Conference on Real-time Computing and Robotics (RCAR),10.1109/rcar61438.2024.10671273,10.1109/rcar61438.2024.10671273,,,crossref:10.1109/rcar61438.2024.10671273,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156050+00:00,unique,unique,,,crossref,10.1109/rcar61438.2024.10671273,F08,primary,https://doi.org/10.1109/rcar61438.2024.10671273,
C0A4A49A187BF,Rough-Terrain Locomotion and Unilateral Contact Force Regulations With a Multi-Modal Legged Robot,rough terrain locomotion and unilateral contact force regulations with a multi modal legged robot,Kaier Liang; Eric Sihite; Pravin Dangol; Andrew Lessieur; Alireza Ramezani,kaier liang; eric sihite; pravin dangol; andrew lessieur; alireza ramezani,2021,2021 American Control Conference (ACC),10.23919/acc50511.2021.9483189,10.23919/acc50511.2021.9483189,,,crossref:10.23919/acc50511.2021.9483189,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,17,crossref,2026-09-13T23:43:15.156077+00:00,unique,unique,,,crossref,10.23919/acc50511.2021.9483189,F08,primary,https://doi.org/10.23919/acc50511.2021.9483189,
C9D327269DD93,Traffic Management Strategies for Multi-Robotic Rigid Payload Transport Systems: Extended Abstract,traffic management strategies for multi robotic rigid payload transport systems extended abstract,Yahnit Sirineni; Pulkit Verma; Kamalakar Karlapalem,yahnit sirineni; pulkit verma; kamalakar karlapalem,2019,2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs.2019.8901082,10.1109/mrs.2019.8901082,,,crossref:10.1109/mrs.2019.8901082,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156102+00:00,unique,unique,,,crossref,10.1109/mrs.2019.8901082,F08,primary,https://doi.org/10.1109/mrs.2019.8901082,
C849DAB1582EC,A Multi-Component Force Transducer Design From an Existing Rocket Payload Attachment Fitting,a multi component force transducer design from an existing rocket payload attachment fitting,Thomas Johnson; Drew Landman; Peter Parker; Ray Rhew,thomas johnson; drew landman; peter parker; ray rhew,2009,U.S. Air Force T&amp;E Days 2009,10.2514/6.2009-1716,10.2514/6.2009-1716,,,crossref:10.2514/6.2009-1716,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156127+00:00,unique,unique,,,crossref,10.2514/6.2009-1716,F08,primary,https://doi.org/10.2514/6.2009-1716,
C115812BD1862,Wrench Control of Dual-Arm Robot on Flexible Base With Supporting Contact Surface,wrench control of dual arm robot on flexible base with supporting contact surface,Jeongseob Lee; Doyoon Kong; Hojun Cha; Jeongmin Lee; Dongseok Ryu; Hocheol Shin; Dongjun Lee,jeongseob lee; doyoon kong; hojun cha; jeongmin lee; dongseok ryu; hocheol shin; dongjun lee,2025,IEEE Transactions on Robotics,10.1109/tro.2025.3554411,10.1109/tro.2025.3554411,,,crossref:10.1109/tro.2025.3554411,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T23:43:15.156156+00:00,unique,unique,,,crossref,10.1109/tro.2025.3554411,F08,primary,https://doi.org/10.1109/tro.2025.3554411,
C1431D1EAE9A1,Computing Wrench Cones for Planar Rigid Body Contact Tasks,computing wrench cones for planar rigid body contact tasks,Devin J Balkcom; Jeff Trinkle,devin j balkcom; jeff trinkle,2002,The International Journal of Robotics Research,10.1177/027836402128964198,10.1177/027836402128964198,,,crossref:10.1177/027836402128964198,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156174+00:00,unique,unique,,,crossref,10.1177/027836402128964198,F08,primary,https://doi.org/10.1177/027836402128964198,
C85442ACFB9A4,Grasp quality evaluation done right: How assumed contact force bounds affect Wrench-based quality metrics,grasp quality evaluation done right how assumed contact force bounds affect wrench based quality metrics,Robert Krug; Yasemin Bekiroglu; Maximo A. Roa,robert krug; yasemin bekiroglu; maximo a. roa,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2017.7989189,10.1109/icra.2017.7989189,,,crossref:10.1109/icra.2017.7989189,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,15,crossref,2026-09-13T23:43:15.156197+00:00,unique,unique,,,crossref,10.1109/icra.2017.7989189,F08,primary,https://doi.org/10.1109/icra.2017.7989189,
C430DC44DD6B8,Wrench-Resistant Grasps,wrench resistant grasps,,,2019,The Mechanics of Robot Grasping,10.1017/9781108552011.015,10.1017/9781108552011.015,,,crossref:10.1017/9781108552011.015,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156209+00:00,unique,unique,,,crossref,10.1017/9781108552011.015,F08,primary,https://doi.org/10.1017/9781108552011.015,
C94856865C937,Contact-aware multi-skill learning framework with hybrid force-motion control for stability and force regulation in robotic physiotherapy,contact aware multi skill learning framework with hybrid force motion control for stability and force regulation in robotic physiotherapy,Xueqian Zhai; Qihao Feng; Haochen Zheng; Yi Luo; Huikun Hao; An Yan; Hongmin Wu,xueqian zhai; qihao feng; haochen zheng; yi luo; huikun hao; an yan; hongmin wu,2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1892296,10.3389/frobt.2026.1892296,"<jats:p> Robot-assisted physiotherapy has attracted increasing attention for its potential to provide repeatable, stable, and controllable physical interaction during rehabilitation-oriented therapy. However, contact-rich physiotherapy tasks remain challenging because the robot must reproduce therapist-demonstrated massage skills while adapting to non-planar and deformable body surfaces, suppressing impact during contact transition, and maintaining stable force regulation. This paper proposes a contact-aware robot-assisted physiotherapy framework that integrates task-space skill generalization, contact state estimation, dynamic velocity adjustment, force-error compensation, and bounded variable impedance control. Therapist-guided demonstrations are encoded using Dynamic Movement Primitives (DMPs) to construct a physiotherapy skill library, enabling typical massage skills, including kneading, patting, pushing, and pressing, to be generalized to new start and goal points in the robot Cartesian task space. During execution, force/torque feedback is used to estimate the contact point and surface normal, update the local task frame, regulate the approach velocity, and compensate for force-tracking errors. Experimental validation was conducted on a silicone abdominal model and in a preliminary healthy-volunteer back physiotherapy test. The results show that the proposed dynamic contact strategy suppresses excessive impact during contact transition, avoiding the <jats:inline-formula> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""m1""> <mml:mrow> <mml:mn>165.86</mml:mn> <mml:mtext> </mml:mtext> <mml:mi>N</mml:mi> </mml:mrow> </mml:math> </jats:inline-formula> peak impact observed under high-speed contact. The force compensation strategy reduces the force-tracking RMSE from <jats:inline-formula> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""m2""> <mml:mrow> <mml:mn>0.835</mml:mn> <mml:mtext> </mml:mtext> <mml:mi>N</mml:mi> </mml:mrow> </mml:math> </jats:inline-formula> to <jats:inline-formula> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""m3""> <mml:mrow> <mml:mn>0.395</mml:mn> <mml:mtext> </mml:mtext> <mml:mi>N</mml:mi> </mml:mrow> </mml:math> </jats:inline-formula> , corresponding to a <jats:inline-formula> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""m4""> <mml:mrow> <mml:mn>52.69</mml:mn> <mml:mi>%</mml:mi> </mml:mrow> </mml:math> </jats:inline-formula> improvement. In addition, the bounded variable impedance strategy improves motion-force coordination compared with fixed-stiffness control. These results demonstrate that the proposed framework improves contact transition safety, force regulation accuracy, and task adaptability at the control-performance level, providing a feasible basis for further development of robotic physiotherapy systems. </jats:p>",,crossref:10.3389/frobt.2026.1892296,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.156315+00:00,unique,unique,,,crossref,10.3389/frobt.2026.1892296,F08,primary,https://doi.org/10.3389/frobt.2026.1892296,
CEAF6872B6FDE,Multi-Contact Whole-Body Force Control for Position-Controlled Robots,multi contact whole body force control for position controlled robots,Quentin Rouxel; Serena Ivaldi; Jean-Baptiste Mouret,quentin rouxel; serena ivaldi; jean-baptiste mouret,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3396094,10.1109/lra.2024.3396094,,,crossref:10.1109/lra.2024.3396094,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,9,crossref,2026-09-13T23:43:15.156337+00:00,unique,unique,,,crossref,10.1109/lra.2024.3396094,F08,primary,https://doi.org/10.1109/lra.2024.3396094,
C8DC2CF6EB4E7,Using Deep Neural Networks to Improve Contact Wrench Estimation of Serial Robotic Manipulators in Static Tasks,using deep neural networks to improve contact wrench estimation of serial robotic manipulators in static tasks,Jonas Osburg; Ivo Kuhlemann; Jannis Hagenah; Floris Ernst,jonas osburg; ivo kuhlemann; jannis hagenah; floris ernst,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.892916,10.3389/frobt.2022.892916,"<jats:p>Reliable force-driven robot-interaction requires precise contact wrench measurements. In most robot systems these measurements are severely incorrect and in most manipulation tasks expensive additional force sensors are installed. We follow a learning approach to train the dependencies between joint torques and end-effector contact wrenches. We used a redundant serial light-weight manipulator (KUKA iiwa 7 R800) with integrated force estimation based on the joint torques measured in each of the robot’s seven axes. Firstly, a simulated dataset is created to let a feed-forward net learn the relationship between end-effector contact wrenches and joint torques for a static case. Secondly, an extensive real training dataset was acquired with 330,000 randomized robot positions and end-effector contact wrenches and used for retraining the simulated trained feed-forward net. We can show that the wrench prediction error could be reduced by around 57% for the forces compared to the manufacturer’s proprietary force estimation model. In addition, we show that the number of high outliers can be reduced substantially. Furthermore we prove that the approach could be also transferred to another robot (KUKA iiwa 14 R820) with reasonable prediction accuracy and without the need of acquiring new robot specific data.</jats:p>",,crossref:10.3389/frobt.2022.892916,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T23:43:15.156402+00:00,unique,unique,,,crossref,10.3389/frobt.2022.892916,F08,primary,https://doi.org/10.3389/frobt.2022.892916,
CCFD5D8A0D88F,Contact Wrench Cone-Based Stable Gait Generation and Contact Slip Estimation of a 12-DoF Biped Robot,contact wrench cone based stable gait generation and contact slip estimation of a 12 dof biped robot,M. G. Navaneeth; A. P. Sudheer; M. L. Joy,m. g. navaneeth; a. p. sudheer; m. l. joy,2022,Arabian Journal for Science and Engineering,10.1007/s13369-022-06763-z,10.1007/s13369-022-06763-z,,,crossref:10.1007/s13369-022-06763-z,crossref,crossref,F08:primary,metadata_verified,metadata_verified,not_evidence,pending,,,6,crossref,2026-09-13T23:43:15.156426+00:00,unique,unique,,,crossref,10.1007/s13369-022-06763-z,F08,primary,https://doi.org/10.1007/s13369-022-06763-z,
C5D8B042840F9,Robust Control of Position and Force for a Robot Manipulator in Non-Contact and Contact Tasks,robust control of position and force for a robot manipulator in non contact and contact tasks,L. Cai; A.A. Goldenberg,l. cai; a.a. goldenberg,1989,1989 American Control Conference,10.23919/acc.1989.4790504,10.23919/acc.1989.4790504,,,crossref:10.23919/acc.1989.4790504,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,11,crossref,2026-09-13T23:43:15.164344+00:00,unique,unique,,,crossref,10.23919/acc.1989.4790504,F08,foundational,https://doi.org/10.23919/acc.1989.4790504,
C7D09CF9A7768,Optimal Force Distribution for Payload Positioning Using a Planar Dual-Arm Robot,optimal force distribution for payload positioning using a planar dual arm robot,C. R. Carignan; D. L. Akin,c. r. carignan; d. l. akin,1989,"Journal of Dynamic Systems, Measurement, and Control",10.1115/1.3153038,10.1115/1.3153038,<jats:p>This paper presents a parameter optimization technique for deciding the force distribution on a payload being transported along a predetermined trajectory using two planar manipulator arms. The methodology begins by transforming the singular dynamics of two-arm transport to an ordinary set of differential equations and then proceeds to obtain a relation between the torques exerted by each arm. This relation is then used in a quadratic torque cost which is subsequently minimized to yield an optimal torque distribution. Significant savings in energy were found to occur when the arms were allowed to interact by transmission of forces through the payload. Even more significant are the savings found over one-arm transport of payloads where the arm torques are fixed by the prescribed trajectory.</jats:p>,,crossref:10.1115/1.3153038,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,20,crossref,2026-09-13T23:43:15.164411+00:00,unique,unique,,,crossref,10.1115/1.3153038,F08,foundational,https://doi.org/10.1115/1.3153038,
C293113C05F34,HYBRID FORCE-POSITION CONTROL FOR ROBOTS IN CONTACT WITH DYNAMIC ENVIRONMENTS,hybrid force position control for robots in contact with dynamic environments,A. De Luca; C. Manes,a. de luca; c. manes,1992,Robot Control 1991,10.1016/b978-0-08-041276-4.50035-2,10.1016/b978-0-08-041276-4.50035-2,,,crossref:10.1016/b978-0-08-041276-4.50035-2,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.164437+00:00,unique,unique,,,crossref,10.1016/b978-0-08-041276-4.50035-2,F08,foundational,https://doi.org/10.1016/b978-0-08-041276-4.50035-2,
C999E768B9D16,Stabilization of robot motion and contact force interaction for third-order motor dynamics,stabilization of robot motion and contact force interaction for third order motor dynamics,Yuri Ekalo; Miomir Vukobratović,yuri ekalo; miomir vukobratović,1994,Journal of Intelligent &amp; Robotic Systems,10.1007/bf01258261,10.1007/bf01258261,,,crossref:10.1007/bf01258261,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T23:43:15.164476+00:00,unique,unique,,,crossref,10.1007/bf01258261,F08,foundational,https://doi.org/10.1007/bf01258261,
C43F611DE23A0,Adaptive Robust Motion and Force Tracking Control of Robot Manipulators in Contact With Stiff Surfaces,adaptive robust motion and force tracking control of robot manipulators in contact with stiff surfaces,Bin Yao; Masayoshi Tomizuka,bin yao; masayoshi tomizuka,1996,Nonlinear Dynamics and Controls,10.1115/imece1996-0450,10.1115/imece1996-0450,"<jats:title>Abstract</jats:title> <jats:p>High performance robust motion and force tracking control of robot manipulators in contact with stiff surfaces is considered in this paper. The robot parameters and the stiffness of the contact surface may not be known. The system may also be subjected to uncertain nonlinearities coming from the joint friction of the robot, external disturbances, the contact surface friction model, and the unknown time-varying equilibrium position of the contact surface. An adaptive robust motion and force controller is proposed, which needs measurements of position, velocity and interaction force only. The controller achieves a guaranteed transient performance and final tracking accuracy, a desirable feature for applications and for maintaining contact. In addition, the controller achieves asymptotic motion and force tracking without resorting to high-gain feedback when the system is subjected to parametric uncertainties only.</jats:p>",,crossref:10.1115/imece1996-0450,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.164526+00:00,unique,unique,,,crossref,10.1115/imece1996-0450,F08,foundational,https://doi.org/10.1115/imece1996-0450,
CCE5406D224AF,069 Work space dynamic control of a mobile robot using range and contact force sensing,069 work space dynamic control of a mobile robot using range and contact force sensing,,,1994,Control Engineering Practice,10.1016/0967-0661(94)90651-3,10.1016/0967-0661(94)90651-3,,,crossref:10.1016/0967-0661(94)90651-3,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.164548+00:00,unique,unique,,,crossref,10.1016/0967-0661(94)90651-3,F08,foundational,https://doi.org/10.1016/0967-0661(94)90651-3,
CFF7102915A60,Force and contact transient control for robot manipulators with robustness enhancement,force and contact transient control for robot manipulators with robustness enhancement,Weimin Xu; Tianyou Chai; Cheng Shao,weimin xu; tianyou chai; cheng shao,1997,Proceedings of the 1997 American Control Conference (Cat. No.97CH36041),10.1109/acc.1997.609667,10.1109/acc.1997.609667,,,crossref:10.1109/acc.1997.609667,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.164574+00:00,unique,unique,,,crossref,10.1109/acc.1997.609667,F08,foundational,https://doi.org/10.1109/acc.1997.609667,
C040085A9E0AF,Feasibility of a photonic satellite payload,feasibility of a photonic satellite payload,Dilip Paul; Benjamin Pontano; Alfred Goldman,dilip paul; benjamin pontano; alfred goldman,1994,15th International Communicatons Satellite Systems Conference and Exhibit,10.2514/6.1994-1108,10.2514/6.1994-1108,,,crossref:10.2514/6.1994-1108,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.164596+00:00,unique,unique,,,crossref,10.2514/6.1994-1108,F08,foundational,https://doi.org/10.2514/6.1994-1108,
CCB51E2896537,Distributed control of simulated autonomous mobile robot collectives in payload transportation,distributed control of simulated autonomous mobile robot collectives in payload transportation,Paul J. Johnson; John S. Bay,paul j. johnson; john s. bay,1995,Autonomous Robots,10.1007/bf00735438,10.1007/bf00735438,,,crossref:10.1007/bf00735438,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,44,crossref,2026-09-13T23:43:15.164619+00:00,unique,unique,,,crossref,10.1007/bf00735438,F08,foundational,https://doi.org/10.1007/bf00735438,
C7C0B3CE7FD50,Incorporation of Payload Uncertainties into Robot Trajectory Planning,incorporation of payload uncertainties into robot trajectory planning,Kang G. Shin; Neil D. McKay,kang g. shin; neil d. mckay,1986,1986 American Control Conference,10.23919/acc.1986.4789237,10.23919/acc.1986.4789237,,,crossref:10.23919/acc.1986.4789237,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T23:43:15.164641+00:00,unique,unique,,,crossref,10.23919/acc.1986.4789237,F08,foundational,https://doi.org/10.23919/acc.1986.4789237,
C022F0BB14062,Distinctive Blunt Force Injuries Caused by a Crescent Wrench,distinctive blunt force injuries caused by a crescent wrench,EGI Clark; KL Sperry; EGI Clark,egi clark; kl sperry; egi clark,1992,Journal of Forensic Sciences,10.1520/jfs13303j,10.1520/jfs13303j,<jats:title>Abstract</jats:title> <jats:p>Prompt recognition of patterned injuries by the forensic pathologist can greatly facilitate the investigation and resolution of injury and death cases. Careful observation and description of injuries may provide identification of an assault or murder weapon and contribute to the reconstruction of circumstances of injury. The two cases herein described manifest unusual and distinctive injuries resulting from multiple impacts by adjustable crescent wrenches. Detailed photographs and descriptions of these injuries are provided.</jats:p>,,crossref:10.1520/jfs13303j,crossref,crossref,F08:foundational,metadata_verified,metadata_verified,not_evidence,pending,,,12,crossref,2026-09-13T23:43:15.164676+00:00,unique,unique,,,crossref,10.1520/jfs13303j,F08,foundational,https://doi.org/10.1520/jfs13303j,
