candidate_id,title,authors,year,period,venue,doi,document_type,scientific_role_structural,priority_tier,text_adequacy,close_reading_eligibility,abstract_extracted,abstract_extracted_word_count,theme_signals_title_abstract,method_focus_title_abstract,architecture_signals_title_abstract,validation_signals_title_abstract,application_signals_title_abstract,method_mentions_fulltext_not_implementation_evidence,architecture_mentions_fulltext_not_implementation_evidence,validation_mentions_fulltext_not_implementation_evidence,extraction_note,coding_note
C3EF72778D75A,Multi-robot task allocation clustering based on game theory,Javier García Martín; Francisco Javier Muros; J. M. Maestre; Eduardo F. Camacho,2022,2022-2026,Robotics and Autonomous Systems,10.1016/j.robot.2022.104314,article,BASELINE,P2,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,,,,,auction_market;game_theoretic;evolutionary_metaheuristic;learning_based,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C2DD4F64EAC02,Survival probability-weighted clustering for UAV-based multi-robot task allocation in disaster response,Abdullah Osman; Tarık Küçükdeniz,2026,2022-2026,Evolutionary Intelligence,10.1007/s12065-026-01257-5,article,BASELINE,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In disaster response, effective allocation of search and rescue UAVs to survivors is critical for maximizing survival rates, yet existing clustering-based multi-robot task allocation (MRTA) methods rely predominantly on spatial distance criteria, ignoring time-dependent health deterioration. This paper proposes P-MWFCM-ACO, a two-phase framework that integrates, for the first time, priority weights derived from an empirically validated survival probability model into the clustering phase of MRTA. A modified weighted fuzzy c-means (MWFCM) algorithm directs cluster centers toward regions with the most critically injured survivors; ant colony optimization then determines efficient routing within each cluster. Computational experiments comprising 1,320 simulation runs on the Loggi-n901-k42 benchmark dataset with 11 UAVs across four speed conditions (5–50 m/s) demonstrate that MWFCM significantly outperforms both k-means and standard fuzzy c-means in total survival probability ( \(p < 0.001\) at all speeds), achieving 10–43% lower health deterioration versus k-means and 7–45% versus FCM, at the cost of modestly longer routes (4–6%). Additional experiments on three further instances with different scales and spatial structures, including a weighted k-means baseline, confirm this advantage at 30–50 m/s on every instance and at 10 m/s on three of four, and delineate its boundary: at low speeds on large, strongly clustered layouts, unweighted clustering can retain more survival. A further comparison against representative non-clustering allocation methods—a market-based sequential auction and a direct mTSP genetic algorithm—shows that MWFCM outperforms both at every tested speed on the primary benchmark, at a fraction of the direct method’s computation, and that a clustering method ranks first in every tested condition. Analysis of the underlying mechanism reveals that MWFCM achieves these gains by redistributing UAV resources toward higher-priority areas, producing a highly favorable trade-off between improved preservation where it matters most and negligible cost elsewhere. These results provide the first empirical evidence that integrating medical triage models into the clustering phase of MRTA significantly improves rescue outcomes in mass casualty scenarios, suggesting that cross-domain integration of health-based criteria into multi-robot coordination merits further investigation.",327,SP1_coalition_allocation;SP3_planning_traffic,auction_market;evolutionary_metaheuristic,,simulation,aerial_uav;search_rescue_exploration,auction_market;evolutionary_metaheuristic;learning_based,distributed_decentralized,simulation;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C6E53D352E5B5,Auction-Driven ADMM Framework for Plan Consensus in Integrated Ground–Air Mobility,Hoyeon Kim; Seung-Keol Ryu; Han‐Lim Choi,2026,2022-2026,International Journal of Aeronautical and Space Sciences,10.1007/s42405-026-01220-9,article,BASELINE,P2,substantive_pdf_text,eligible,"This study introduces a dispatcher-mediated plan consensus strategy for coordinating vehicle planning in autonomous mobility-on-demand systems. The approach employs the Alternating Direction Method of Multipliers (ADMM) to enable efficient plan consensus within integrated ground–air mobility networks. The proposed method combines auction-driven consensus protocols with ADMM-based decomposition techniques, applying ADMM directly to discrete plan variables. The framework integrates decomposition-based optimization with market-based plan consensus coordination in a setting where vehicles exchange only plan-level allocations and price signals, without sharing detailed contextual information, while the dispatcher coordinates request-level consistency through the consensus update. By incorporating auction-based price signals into this update, the dispatcher can account for diverse vehicle-local plans and guide request allocation in a way that reflects both local feasibility and system-level objectives. Simulation results show that the method can generate cooperative dispatch solutions with significantly reduced centralized computation in the tested scenarios, supporting its use as a dispatcher-mediated coordination mechanism for integrated ground–air mobility operations.",155,CONTEXT_other,auction_market;consensus_distributed,centralized,simulation,,auction_market;exact_optimization;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C94856865C937,Contact-aware multi-skill learning framework with hybrid force-motion control for stability and force regulation in robotic physiotherapy,Xueqian Zhai; Qihao Feng; Haochen Zheng; Yi Luo; Huikun Hao; An Yan; Hongmin Wu,2026,2022-2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1892296,journal-article,BASELINE,P2,substantive_html_text,eligible,"Robot-assisted physiotherapy has attracted increasing attention for its potential to provide repeatable, stable, and controllable physical interaction during rehabilitation-oriented therapy. However, contact-rich physiotherapy tasks remain challenging because the robot must reproduce therapist-demonstrated massage skills while adapting to non-planar and deformable body surfaces, suppressing impact during contact transition, and maintaining stable force regulation. This paper proposes a contact-aware robot-assisted physiotherapy framework that integrates task-space skill generalization, contact state estimation, dynamic velocity adjustment, force-error compensation, and bounded variable impedance control. Therapist-guided demonstrations are encoded using Dynamic Movement Primitives (DMPs) to construct a physiotherapy skill library, enabling typical massage skills, including kneading, patting, pushing, and pressing, to be generalized to new start and goal points in the robot Cartesian task space. During execution, force/torque feedback is used to estimate the contact point and surface normal, update the local task frame, regulate the approach velocity, and compensate for force-tracking errors. Experimental validation was conducted on a silicone abdominal model and in a preliminary healthy-volunteer back physiotherapy test. The results show that the proposed dynamic contact strategy suppresses excessive impact during contact transition, avoiding the peak impact observed under high-speed contact. The force compensation strategy reduces the force-tracking RMSE from to , corresponding to a improvement. In addition, the bounded variable impedance strategy improves motion-force coordination compared with fixed-stiffness control. These results demonstrate that the proposed framework improves contact transition safety, force regulation accuracy, and task adaptability at the control-performance level, providing a feasible basis for further development of robotic physiotherapy systems.",247,SP2_physical_transport,force_impedance_control,,physical_experiment,,force_impedance_control,,physical_experiment;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CEA3CCE29FC1A,Bi-Layer Ant Colony Optimization for Multi-Robot Task Allocation and Routing in Delivery Applications,Le Na Nguyen; Thanh Long Nguyen; Thanh Thao Ton Nu; Quan Le; Manh Duong Phung,2026,2022-2026,,10.1145/3805862.3805901,conference-paper,BASELINE,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,,0,SP1_coalition_allocation;SP3_planning_traffic,evolutionary_metaheuristic,,,,exact_optimization;evolutionary_metaheuristic,,industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C76544AA5A029,Resource Management in Wireless Networks via Multi-Agent Deep Reinforcement Learning,Navid Naderializadeh; Jaroslaw J. Sydir; Meryem Simsek; Hosein Nikopour,2021,2017-2021,IEEE Transactions on Wireless Communications,10.1109/twc.2021.3051163,article,BASELINE,P2,substantive_pdf_text,eligible,"—We propose a mechanism for distributed resource management and interference mitigation in wireless networks using multi-agent deep reinforcement learning (RL). We equip each transmitter in the network with a deep RL agent that receives delayed observations from its associated users, while also exchanging observations with its neighboring agents, and decides on which user to serve and what transmit power to use at each scheduling interval. Our proposed framework enables agents to make decisions simultaneously and in a distributed manner, unaware of the concurrent decisions of other agents. Moreover, our design of the agents’ observation and action spaces is scalable, in the sense that an agent trained on a scenario with a specific number of transmitters and users can be applied to scenarios with different numbers of transmitters and/or users. Simulation results demonstrate the superiority of our proposed approach compared to decentralized baselines in terms of the tradeoff between average and 5th percentile user rates, while achieving performance close to, and even in certain cases outperforming, that of a centralized information-theoretic baseline. We also show that our trained agents are robust and maintain their performance gains when experiencing mismatches between train and test deployments. Index Terms—Radio resource management, Interference mitigation, Deep neural networks, Multi-agent deep reinforcement learning, Centralized training and distributed execution. I. I NTRODUCTION One of the key drivers for improving throughput in future wireless networks, including fifth and sixth generation mobile networks (5G and 6G), is the densification achieved by deploying more base stations [2]. The rise of such ultradense network paradigms implies that the limited physical wireless resources (in time, frequency, etc.) need to support an increasing number of simultaneous transmissions. Effective radio resource management procedures are, therefore, critical to mitigate the interference among such concurrent transmissions and achieve the desired performance enhancement in these ultra-dense environments. The radio resource management problem is in general non-convex and therefore computationally complex, especially as the network size increases. There is a rich literature of centralized and distributed algorithms for radio resource management, using various techniques in different areas such as A short version of this paper has been presented at",350,TRANSVERSAL_resilience_communication,learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,game_theoretic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CF9E3FDF84778,Curriculum-learning-driven hierarchical multi-agent deep reinforcement learning for collaborative scheduling in complex supply chain networks,Jingya Dong; Han Zhao; Suyi Zhao; Yue Wang; Mengfan Guo; Chunhe Song; Mingliang Xu,2026,2022-2026,Mechanical sciences,10.5194/ms-17-671-2026,article,BASELINE,P2,substantive_pdf_text,eligible,". With the growing scale, heterogeneity, and dynamic uncertainty of modern supply chain networks, collaborative scheduling across order assignment, manufacturer selection, and logistics operations has become increasingly critical and challenging because of strong inter-stage coupling, high decision complexity, and dynamic operational constraints. To address these challenges, this paper investigates the joint optimization problem of order assignment, heterogeneous manufacturer selection, and logistics vehicle scheduling in dynamic supply chain collaborative networks and proposes a curriculum-learning-driven hierarchical multi-agent deep reinforcement learning framework (CH-MADRL) for coordinated scheduling in complex environments. First, the joint optimization problem is formulated as a hierarchical multi-agent Markov decision process to capture the hierarchical dependencies and dynamic interactions among order assignment, heterogeneous manufacturer selection, and logistics vehicle scheduling, which establishes a unified modeling foundation for multi-stage collaborative scheduling. Second, based on this formulation, a hierarchical multi-agent deep reinforcement learning architecture is developed to decompose the tightly coupled high-dimensional joint scheduling problem into three correlated sub-problems, enabling coordinated optimization across different stages of the supply chain. Third, a constraint-progressive adaptive curriculum-learning mechanism is developed to facilitate policy learning under dynamic constraints, where a stage-conditioned dynamic masking mechanism regulates feasible action spaces, and a dual-gated promotion strategy stabilizes transitions across curriculum stages. Simulation experiments demonstrate that the proposed method surpasses baseline approaches in scheduling performance, training efficiency, and cross-scale generalization capability.",219,CONTEXT_other,learning_based,,simulation;industrial_case,warehouse_logistics,exact_optimization;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CD01C8A55EAC3,Integrated Decision Control Approach for Cooperative Safety-Critical Payload Transport in a Cluttered Environment,N.J. Rao; Suresh Sundaram,2022,2022-2026,arXiv (Cornell University),10.48550/arxiv.2201.13033,preprint,ENABLING,P2,substantive_pdf_text,eligible,,0,SP2_physical_transport,,,,cooperative_transport_manipulation,behavior_swarm;model_predictive_control;formation_control;safety_reactive,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CB7989ECDF054,Design-for-Failure in Multi-Robot Systems through Integrated Architectures and Proactive Successor Allocation,Dong Hu,2026,2022-2026,Tuwhera (Auckland University of Technology),,dissertation,BASELINE,P2,substantive_pdf_text,eligible,"Modern warehouse multi-robot systems (MRS) are required to sustain high operational efficiency while remaining resilient to inevitable robot failures. However, traditional multirobot task allocation (MRTA) research typically assumes fault-free environments. This assumption often results in centralized recovery bottlenecks or excessive computational overhead when failures occur. To address these limitations, this thesis introduces a novel binary analysis framework that categorizes fault-tolerant architectures into two types: native and integrated. Native architectures embed resilience directly into the task allocation design. In contrast, integrated architectures achieve fault tolerance through modular coupling with recovery mechanisms. A high-fidelity 2D simulation platform was developed to perform benchmark evaluations of four representative algorithms: the centralized native algorithm MRPF, the distributed native algorithm BFTC, and two integrated methods: FT-CBPA and FT-ACO + BA. Experimental results under different load conditions demonstrated that integrated fault-tolerant architectures, which combine high-performance allocation strategies with modular recovery mechanisms, consistently outperform native architectures that tightly embed recovery logic within the allocation process. Comparative simulations further reveal that integrated architectures achieve superior scalability and higher task completion rates under failure scenarios. Building upon the advantages identified in the integrated approach, this thesis proposes SPA-CBPA (Successor Pre-Allocation Consensus-Based Payload Allocation). This method transforms fault recovery from a reactive, post-event reallocation process into a deterministic pre-event activation mechanism through proactive successor assignment. Consequently, it successfully reduces the computational complexity of fault recovery from O(N) to almost O(1). Extensive benchmarking indicates that, compared to reactive benchmarks, SPACBPA reduces the delay in fault recovery to nearly zero and decreases the overhead of recovery-related communication by up to 65.2%. Although instantaneous recovery results in a modest 20% to 38% increase in total makespan, the proposed method significantly improves predictability and operational reliability in mission-critical logistics environments. Overall, this research concludes a “design-for-failure"" paradigm, demonstrating that proactive successor pre-allocation is essential for developing the next generation of scalable, efficient, and resilient multi-robot systems. Publications Dong Hu & Jing Ma. A Proactive Fault-Recovery Framework for Multi-Robot Task Allocation Using Successor Pre-Assignment. Accepted in 2026 29th International Conference on Computer Supported Cooperative Work in Design (CSCWD 2026) Table of contents",346,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,consensus_distributed,centralized;distributed_decentralized,simulation;industrial_case,warehouse_logistics,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;safety_reactive;graph_search_mapf,centralized;distributed_decentralized;hybrid,simulation;physical_experiment;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CD0C4805D863E,A taxonomy for multi-agent robotics,Gregory Dudek; Michael Jenkin; Evangelos Milios; D. Wilkes,1996,<=2010,Autonomous Robots,10.1007/bf00240651,article,ENABLING,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"A key difficulty in the design of multi-agent robotic systems is the size and complexity of the space of possible designs. In order to make principled design decisions, an understanding of the many possible system configurations is essential. To this end, we present a taxonomy that classifies multi-agent systems according to communication, computational and other capabilities. We survey existing efforts involving multi-agent systems according to their positions in the taxonomy. We also present additional results concerning multi-agent systems, with the dual purposes of illustrating the usefulness of the taxonomy in simplifying discourse about robot collective properties, and also demonstrating that a collective can be demonstrably more powerful than a single unit of the collective.",114,TRANSVERSAL_resilience_communication,,,,,learning_based;behavior_swarm;consensus_distributed;formation_control,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CA9E5C42352EB,Multi-robot Teams for Environmental Monitoring,Maria Valera Espina; Raphael Grech; Deon de Jager; Paolo Remagnino; Luca Iocchi; Luca Marchetti; Daniele Nardi; Dorothy Monekosso; Mircea Nicolescu; Christopher King,2011,2011-2016,Studies in computational intelligence,10.1007/978-3-642-18278-5_8,book-chapter,BASELINE,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In this chapter we target the problem of monitoring an environment with a team of mobile robots having on board video-cameras and fixed stereo cameras available within the environment. Current research regards homogeneous robots, whereas in this chapter we study highly heterogeneous systems and consider the problem of patrolling an area with a dynamic set of agents. The system presented in the chapter provides enhanced multi-robot coordination and vision-based activity monitoring techniques. The main objective is the integration and development of coordination techniques for multi-robot environment coverage, with the goal of maximizing the quality of information gathered from a given area thus, implementing a Heterogeneous mobile and reconfigurable multi-camera video-surveillance system .",112,CONTEXT_other,,,,search_rescue_exploration,learning_based;behavior_swarm,distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C043550553C11,RoboSwarmCoordAI enables scalable swarm robotics coordination using multi agent reinforcement learning,Surendra Reddy Vinta; Rakesh Phanindra Akula; Surya Samantha Beri; Anuradha Anumolu; G. Sudhakar; N. Vinaya Kumari,2026,2022-2026,Discover Computing,10.1007/s10791-026-10499-x,article,BASELINE,P2,substantive_pdf_text,eligible,"The field of swarm robotics has become more and more popular as a decentralised solution to problems of coordination among multiple independent agents. The recent developments in multi-agent reinforcement learning (MARL) have made it possible for agents to learn cooperative behaviours when operating in a dynamic environment and even outperform the traditional rule-based or heuristic coordination strategies. However, coordination in practical MARL-based swarms is still difficult, as many approaches are not scalable, have high communication cost, unstable coordination with high swarm density, and lack integration of efficiency, robustness, and adaptability. This paper introduces a multi-agent reinforcement learning framework for scalable and communication-efficient swarm coordination called RoboSwarmCoordAI, which surpasses the limitations of the above approaches. The proposed framework uses three major components: a state-encoding module that is aware of the coordination requirements, an adaptive neighbourhood-filtering module to avoid redundant inter-agent communication and a hybrid reward function that weights local robot goals with respect to the global swarm performance. RoboSwarmCoordAI uses a centralised training and decentralised execution approach where agents can leverage global information for training, but local information for execution. The framework was tested in simulation in cooperative exploration, distributed target search and task allocation scenarios. When evaluated within the range of simulations tested, RoboSwarmCoordAI outperformed baseline methods with a task success rate of 95.8%, 2.7 collisions per episode, and an efficiency score of 91.6. The analyses of scalability and communication efficiency also demonstrate the stable coordination performance up to 50 robots, at a lower communications cost. As a result, it was found that RoboSwarmCoordAI is a promising simulation-validated framework for adaptive swarm coordination, and future work will further validate RoboSwarmCoordAI on larger swarms and physical robotic platforms. Clinical trial number Not applicable. © The Author(s) 2026. Open",287,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,learning_based;behavior_swarm;consensus_distributed,centralized;distributed_decentralized,simulation;physical_experiment,search_rescue_exploration,evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;formation_control;safety_reactive,centralized;distributed_decentralized;leader_follower,simulation;physical_experiment;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C6026EDFF698B,Multi-Task Allocation and Path Planning for Cooperating UAVs,John Bellingham; Michael Tillerson; Arthur Richards; Jonathan P. How,2003,<=2010,Cooperative systems,10.1007/978-1-4757-3758-5_2,book-chapter,ENABLING,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"This paper presents results on the guidance and control of fleets of cooperating Unmanned Aerial Vehicles (UAVs). A key challenge for these systems is to develop an overall control system architecture that can perform optimal coordination of the fleet, evaluate the overall fleet performance in real-time, and quickly reconfigure to account for changes in the environment or the fleet. The optimal fleet coordination problem includes team composition and goal assignment, resource allocation, and trajectory optimization. These are complicated optimization problems for scenarios with many vehicles, obstacles, and targets. Furthermore, these problems are strongly coupled, and optimal coordination plans cannot be achieved if this coupling is ignored. This paper presents an approach to the combined resource allocation and trajectory optimization aspects of the fleet coordination problem which calculates and communicates the key information that couples the two. Also, this approach permits some steps to be distributed between parallel processing platforms for faster solution. This algorithm estimates the cost of various trajectory options using the distributed platforms and then solves a centralized assignment problem to minimize the mission completion time. The detailed trajectory planning for this assignment can then be distributed back to the platforms. During execution, the coordination and control system reacts to changes in the fleet or the environment. The overall approach is demonstrated on several example scenarios to show multi-task allocation and cooperative path planning.",226,SP1_coalition_allocation,,centralized;distributed_decentralized,,aerial_uav,auction_market;exact_optimization;learning_based;model_predictive_control;safety_reactive,centralized;distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CF1ACAD1DA841,A Comparative Study of Task Assignment and Path Planning Methods for Multi-UGV Missions,Johan Thunberg; David A. Anisi; Petter Ögren,2008,<=2010,Lecture notes in control and information sciences,10.1007/978-3-540-88063-9_10,book-chapter,ENABLING,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Many important problems involving a group of unmanned ground vehicles (UGVs) are closely related to the multi traviling salesman problem (m-TSP). This paper comprises a comparative study of a number of algorithms proposed in the litterature to solve m-TSPs occuring in robotics. The investigated algoritms include two mixed integer linear programming (MILP) formulations, a market based approach (MA), a Voronoi partition step (VP) combined with the local search used in MA, and a deterministic and a stocastic version of the granular tabu search (GTS). To evaluate the algoritms, an m-TSP is derived from a planar environment with polygonal obstacles and uniformly distributed targets and vehicle positions. The results of the comparison indicate that out of the decentralized approaches, the MA yield good solutions but requires long computation times, while VP is fast but not as good. The two MILP approaches suffer from long computation times, and poor results due to the decomposition of the assignment and path planning steps. Finally, the two GTS algorithms yield good results in short times with inputs from MA as well as the much faster VP. Thus the best performing centralized approach is the GTS in combination with the VP. Funded by the Swedish defence materiel administration (FMV) and the Swedish armed forces through the Technologies for Autonomous and Intelligent Systems (TAIS) project. 297316-LB704859.",219,SP1_coalition_allocation,auction_market;exact_optimization;consensus_distributed,centralized;distributed_decentralized,,,auction_market;exact_optimization;evolutionary_metaheuristic;learning_based;consensus_distributed;graph_search_mapf,centralized;distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CDABAA05388B5,An Integral Framework of Task Assignment and Path Planning for Multiple Unmanned Aerial Vehicles in Dynamic Environments,Sangwoo Moon; Eunmi Oh; David Hyunchul Shim,2012,2011-2016,Journal of Intelligent & Robotic Systems,10.1007/s10846-012-9740-3,article,ENABLING,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In this paper, a hierarchical framework for task assignment and path planning of multiple unmanned aerial vehicles (UAVs) in a dynamic environment is presented. For multi-agent scenarios in dynamic environments, a candidate algorithm should be able to replan for a new path to perform the updated tasks without any collision with obstacles or other agents during the mission. In this paper, we propose an intersection-based algorithm for path generation and a negotiation-based algorithm for task assignment since these algorithms are able to generate admissible paths at a smaller computing cost. The path planning algorithm is also augmented with a potential field-based trajectory replanner, which solves for a detouring trajectory around other agents or pop-up obstacles. For validation, test scenarios for multiple UAVs to perform cooperative missions in dynamic environments are considered. The proposed algorithms are implemented on a fixed-wing UAVs testbed in outdoor environment and showed satisfactory performance to accomplish the mission in the presence of static and pop-up obstacles and other agents.",163,SP1_coalition_allocation,,,physical_experiment;industrial_case,aerial_uav,auction_market;exact_optimization;learning_based;consensus_distributed;safety_reactive,centralized;distributed_decentralized,physical_experiment;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CF748088503D9,Research on Model and Algorithm of Task Allocation and Path Planning for Multi-Robot,Zhenping Li; Xueting Li,2017,2017-2021,Open Journal of Applied Sciences,10.4236/ojapps.2017.710037,article,ENABLING,P2,substantive_html_text,eligible,"Based on the modeling of robot working environment, the shortest distance matrix between points is solved by Floyd algorithm. With the objective of minimizing the sum of the fixed cost of robot and the cost of robot operation, an integer programming model is established and a genetic algorithm for solving the model is designed. In order to make coordination to accomplish their respective tasks for each robot with high efficiency, this paper uses natural number encoding way. The objective function is based on penalty term constructed with the total number of collisions in the running path of robots. The fitness function is constructed by using the objective function with penalty term. Based on elitist retention strategy, a genetic algorithm with collision detection is designed. Using this algorithm for task allocation and path planning of multi-robot, it can effectively avoid or reduce the number of collisions in the process of multi-robot performing tasks. Finally, an example is used to validate the method.",161,SP1_coalition_allocation,evolutionary_metaheuristic,,,,evolutionary_metaheuristic;safety_reactive,,industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CB1E1DD699E65,Interval Type-2 Neural Fuzzy Controller-Based Navigation of Cooperative Load-Carrying Mobile Robots in Unknown Environments,Chun-Hui Lin; Shyh-Hau Wang; Cheng‐Jian Lin,2018,2017-2021,Sensors,10.3390/s18124181,article,ENABLING,P2,substantive_html_text,eligible,"In this paper, a navigation method is proposed for cooperative load-carrying mobile robots. The behavior mode manager is used efficaciously in the navigation control method to switch between two behavior modes, wall-following mode (WFM) and goal-oriented mode (GOM), according to various environmental conditions. Additionally, an interval type-2 neural fuzzy controller based on dynamic group artificial bee colony (DGABC) is proposed in this paper. Reinforcement learning was used to develop the WFM adaptively. First, a single robot is trained to learn the WFM. Then, this control method is implemented for cooperative load-carrying mobile robots. In WFM learning, the proposed DGABC performs better than the original artificial bee colony algorithm and other improved algorithms. Furthermore, the results of cooperative load-carrying navigation control tests demonstrate that the proposed cooperative load-carrying method and the navigation method can enable the robots to carry the task item to the goal and complete the navigation mission efficiently.",150,CONTEXT_other,learning_based,,,,evolutionary_metaheuristic;learning_based;safety_reactive,distributed_decentralized;leader_follower,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C40F0BF6D92CE,Tension-Based Reconfigurable Multi-Agent Formation for Aerial Load Transportation,"Pacheco Bacheti, Vinicius; Villa, Daniel K. D.; Lozano, Rogelio; Sarcinelli-Filho, Mario; Castillo, Pedro",2025,2022-2026,IEEE ACCESS,10.1109/access.2025.3584623,Article,ENABLING,P2,substantive_pdf_text,eligible,"This paper proposes a trajectory tracking controller for a cable-suspended load transported by n uncrewed aerial vehicles (UAVs) based on Euler angle states. This is accomplished using the resultant tension on the load as a virtual input and then distributing it to each vehicle, for which low-level controllers generate the correct thrust and torque values. Furthermore, a leader-follower-based control is proposed to safely change the number of agents carrying the load. Numerical simulations are presented to validate the controllers. Finally, experiments demonstrate that the proposed method effectively enables the load to perform as expected and allows for the configuration of the formation to be changed without significantly impacting the load navigation. INDEX TERMS Autonomous aerial vehicles, cooperative systems, load modeling, mobile robots, multi-robot systems. I.",125,CONTEXT_other,formation_control,leader_follower,simulation,aerial_uav,consensus_distributed;formation_control;force_impedance_control,centralized;distributed_decentralized;leader_follower,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CE9CCB3598759,Large-Scale Multi-UAV Task Allocation via a Centrality-Driven Load-Aware Adaptive Consensus Bundle Algorithm for Biomimetic Swarm Coordination,Weifei Gan; H. Eric Xu; Yunwei Bai; Xin Zhou; Wangyu Wu; Xiaofei Du,2026,2022-2026,Biomimetics,10.3390/biomimetics11010069,article,ENABLING,P2,substantive_html_text,eligible,"Large multi-UAV mission systems operate over time-varying communication graphs with heterogeneous platforms, where classical distributed task assignment may incur excessive message passing and suboptimal task–resource matching. To address these challenges, this paper proposes CLAC-CBBA (Centrality-Driven and Load-Aware Adaptive Clustering CBBA), an enhanced variant of the Consensus-Based Bundle Algorithm (CBBA) for large heterogeneous swarms. The proposed method is biomimetic in the sense that it integrates swarm-inspired self-organization and load-aware self-regulation to improve scalability and robustness, resembling decentralized role emergence and negative-feedback workload balancing in natural swarms. Specifically, CLAC-CBBA first identifies key nodes via a centrality-based adaptive cluster-reconfiguration mechanism (CenCluster) and partitions the network into cooperation domains to reduce redundant communication. It then applies a load-aware cluster self-regulation mechanism (LCSR), which combines resource attributes and spatial information, uses K-medoids clustering, and triggers split/merge reconfiguration based on real-time load imbalance. CBBA bidding is executed locally within clusters, while anchors and cluster representatives synchronize winners/bids to ensure globally consistent, conflict-free assignments. Simulations across diverse network densities and swarm sizes show that CLAC-CBBA reduces communication overhead and runtime while improving total task score compared with CBBA and several advanced variants, with statistically significant gains. These results demonstrate that CLAC-CBBA is scalable and robust for large-scale heterogeneous UAV task allocation.",204,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,auction_market;consensus_distributed,centralized;distributed_decentralized,simulation,aerial_uav,auction_market;exact_optimization;game_theoretic;evolutionary_metaheuristic;consensus_distributed;model_predictive_control,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CA707C5881034,Response threshold models and stochastic learning automata for self-coordination of heterogeneous multi-task distribution in multi-robot systems,Javier de Lope; Darío Maravall; Yadira Quiñonez,2012,2011-2016,Robotics and Autonomous Systems,10.1016/j.robot.2012.07.008,article,ENABLING,P2,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,,0,CONTEXT_other,,,,,consensus_distributed,centralized;distributed_decentralized,,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
