candidate_id,title,priority_tier,review_targets_routing_only,fulltext_local_path,file_format,v3_text_adequacy,page_count,extracted_word_count,section_markers,file_sha256_matches_queue,close_reading_eligibility,audit_note
C38A960A574DB,Distributed Adaptive Control of Multiple Robots for Cooperative Load Transportation,P1,SP2,data\fulltext\C38A960A574DB\fulltext.html,html,landing_or_abstract_like_html,1,3261,abstract;methods;results;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C4281BAF1E1C2,Enhancing Object Manipulation and Transportation in Multi-Robot Systems with Soft Gripper Integration and Caging-Based Control,P1,SP2,data\fulltext\C4281BAF1E1C2\fulltext.pdf,pdf,substantive_pdf_text,19,11370,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C44E9D92ED9C0,Clusterized Multi-objective Approach With Variable and Adaptive Neighborhood Search for Multi-robot Task Allocation,P1,SP1,data\fulltext\C44E9D92ED9C0\fulltext.html,html,landing_or_abstract_like_html,1,4235,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C4A567475A9D9,Task allocation and robot repair strategy optimization in multi-robot system with ability decay,P1,SP1,data\fulltext\C4A567475A9D9\fulltext.pdf,pdf,substantive_pdf_text,23,15542,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C740E1AD4CDC9,A distributed PI-based dynamic task allocation method for multi-AUV systems,P1,SP1,data\fulltext\C740E1AD4CDC9\fulltext.html,html,landing_or_abstract_like_html,1,2283,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C7509B64A17CE,A novel marine predator algorithm for robot task allocation problem,P1,SP1,data\fulltext\C7509B64A17CE\fulltext.html,html,substantive_html_text,1,3841,abstract;methods;results;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C907A7432895D,Cooperative Control of Multirotor AAVs With Disturbance Rejection Capabilities for Load Transportation,P1,SP2,data\fulltext\C907A7432895D\fulltext.pdf,pdf,substantive_pdf_text,15,9811,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CA10410C1EFD2,Efficient Task Allocation via Neighbor-Based Intersection Removal in Multi-agent Systems,P1,SP1,data\fulltext\CA10410C1EFD2\fulltext.html,html,landing_or_abstract_like_html,1,1591,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CCE288522BB14,Multi-robot task allocation using affect,P1,SP1,data\fulltext\CCE288522BB14\fulltext.html,html,landing_or_abstract_like_html,1,445,abstract;methods;results,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CAC78119FB3E8,"SPARK-AMR: An autonomous mobile robotic platform for collaborative human-robot intralogistics in small and medium-sized enterprises: Four-layer hardware architecture, localization using extended Kalman filter and industrial validation",P1,SP2;SP3,data\fulltext\CAC78119FB3E8\fulltext.html,html,substantive_html_text,1,6857,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CB2007C02FF0E,An Efficient Stochastic Clustering Auction for Heterogeneous Robotic Collaborative Teams,P2,SP1,data\fulltext\CB2007C02FF0E\fulltext.html,html,landing_or_abstract_like_html,1,1923,abstract;methods;results;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C999CD2580D8B,Research on Collaborative Task Allocation of Heterogeneous UAVs With Complex Constraints,P2,SP1,data\fulltext\C999CD2580D8B\fulltext.pdf,pdf,substantive_pdf_text,20,13567,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C12B4ECA22A84,DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams,P2,SP1,data\fulltext\C12B4ECA22A84\fulltext.pdf,pdf,substantive_pdf_text,21,14926,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C7748341199FB,Tracking Targets Using Multiple Robots: The Effect of Environment Occlusion,P2,CONTEXT,data\fulltext\C7748341199FB\fulltext.html,html,landing_or_abstract_like_html,1,1649,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CD63122A5F116,Guest editorial advances in multirobot systems,P2,CONTEXT,data\fulltext\CD63122A5F116\fulltext.pdf,pdf,substantive_pdf_text,8,6767,abstract;introduction;methods;results;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C22DFA00D9C65,Dynamic role assignment for cooperative robots,P2,CONTEXT,data\fulltext\C22DFA00D9C65\fulltext.pdf,pdf,substantive_pdf_text,7,4162,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CEA1C303255D1,Affection Based Multi-robot Team Work,P2,CONTEXT,data\fulltext\CEA1C303255D1\fulltext.html,html,landing_or_abstract_like_html,1,2220,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C4D7DE00F66E8,Experimental Results in Multi-UAV Coordination for Disaster Management and Civil Security Applications,P2,CONTEXT,data\fulltext\C4D7DE00F66E8\fulltext.html,html,landing_or_abstract_like_html,1,1667,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CA3A57A7192C4,Hierarchical Multi-robot Coordination,P2,CONTEXT,data\fulltext\CA3A57A7192C4\fulltext.pdf,pdf,substantive_pdf_text,11,4091,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CB21936FFD601,Multi-robot heuristic goods transportation,P2,CONTEXT,data\fulltext\CB21936FFD601\fulltext.pdf,pdf,substantive_pdf_text,8,4833,abstract;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
CB0CF672C393D,How Much Worth Is Coordination of Mobile Robots for Exploration in Search and Rescue?,P2,CONTEXT,data\fulltext\CB0CF672C393D\fulltext.pdf,pdf,substantive_pdf_text,13,5802,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C8FB426CFB987,Cooperative Mission Planning for Multi-UAV Teams,P2,CONTEXT,data\fulltext\C8FB426CFB987\fulltext.html,html,landing_or_abstract_like_html,1,4956,abstract;introduction;methods;results;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C3DF5DEA2E534,Voronoi-Based Multi-Robot Autonomous Exploration in Unknown Environments via Deep Reinforcement Learning,P2,CONTEXT,data\fulltext\C3DF5DEA2E534\fulltext.pdf,pdf,substantive_pdf_text,13,9383,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3563366281D6,Communication-Aware Consensus-Based Decentralized Task Allocation in Communication Constrained Environments,P2,SP1;TRANSVERSAL,data\fulltext\C3563366281D6\fulltext.pdf,pdf,substantive_pdf_text,16,11878,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C57D2CD295BB2,Anytime and Efficient Multi-agent Coordination for Disaster Response,P2,CONTEXT,data\fulltext\C57D2CD295BB2\fulltext.pdf,pdf,substantive_pdf_text,16,9569,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C11AEF11D9367,Integrated Design of Cooperative Area Coverage and Target Tracking with Multi-UAV System,P2,CONTEXT,data\fulltext\C11AEF11D9367\fulltext.html,html,landing_or_abstract_like_html,1,2020,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C4E676F926E1D,Towards Agrirobot Digital Twins: Agri-RO5—A Multi-Agent Architecture for Dynamic Fleet Simulation,P2,CONTEXT,data\fulltext\C4E676F926E1D\fulltext.html,html,landing_or_abstract_like_html,1,496,methods;results,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C77E288E389DF,Layered Control for Cooperative Locomotion of Two Quadrupedal Robots: Centralized and Distributed Approaches,P2,CONTEXT,data\fulltext\C77E288E389DF\fulltext.pdf,pdf,substantive_pdf_text,21,18789,abstract;introduction;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
C7A2B089F623A,Arachne system: an accessible miniaturized mobile Multi-robot platform,P2,CONTEXT,data\fulltext\C7A2B089F623A\fulltext.html,html,substantive_html_text,1,4541,abstract;introduction;methods;results;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CE7A20F25FD79,Multi-Robot Auctions for Allocation of Tasks with Temporal Constraints,P2,SP1,data\fulltext\CE7A20F25FD79\fulltext.pdf,pdf,substantive_pdf_text,8,5976,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C222CC14785E5,Distributed on-line dynamic task assignment for multi-robot patrolling,P2,SP1,data\fulltext\C222CC14785E5\fulltext.html,html,landing_or_abstract_like_html,1,1799,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C95968CDD5C89,Market-Based Task Assignment for Cooperative Timing Missions in Dynamic Environments,P2,SP1,data\fulltext\C95968CDD5C89\fulltext.html,html,landing_or_abstract_like_html,1,2008,abstract;introduction;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C3EF72778D75A,Multi-robot task allocation clustering based on game theory,P2,SP1,data\fulltext\C3EF72778D75A\fulltext.pdf,pdf,substantive_pdf_text,12,10908,introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C2DD4F64EAC02,Survival probability-weighted clustering for UAV-based multi-robot task allocation in disaster response,P2,SP1,data\fulltext\C2DD4F64EAC02\fulltext.html,html,landing_or_abstract_like_html,1,3270,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C6E53D352E5B5,Auction-Driven ADMM Framework for Plan Consensus in Integrated Ground–Air Mobility,P2,SP1,data\fulltext\C6E53D352E5B5\fulltext.pdf,pdf,substantive_pdf_text,19,10381,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C94856865C937,Contact-aware multi-skill learning framework with hybrid force-motion control for stability and force regulation in robotic physiotherapy,P2,SP2,data\fulltext\C94856865C937\fulltext.html,html,substantive_html_text,1,9638,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CEA3CCE29FC1A,Bi-Layer Ant Colony Optimization for Multi-Robot Task Allocation and Routing in Delivery Applications,P2,SP1,data\fulltext\CEA3CCE29FC1A\fulltext.html,html,landing_or_abstract_like_html,1,691,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C76544AA5A029,Resource Management in Wireless Networks via Multi-Agent Deep Reinforcement Learning,P2,TRANSVERSAL,data\fulltext\C76544AA5A029\fulltext.pdf,pdf,substantive_pdf_text,17,12989,abstract;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
CF9E3FDF84778,Curriculum-learning-driven hierarchical multi-agent deep reinforcement learning for collaborative scheduling in complex supply chain networks,P2,TRANSVERSAL,data\fulltext\CF9E3FDF84778\fulltext.pdf,pdf,substantive_pdf_text,15,8130,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CD01C8A55EAC3,Integrated Decision Control Approach for Cooperative Safety-Critical Payload Transport in a Cluttered Environment,P2,SP2,data\fulltext\CD01C8A55EAC3\fulltext.pdf,pdf,substantive_pdf_text,12,8262,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CB7989ECDF054,Design-for-Failure in Multi-Robot Systems through Integrated Architectures and Proactive Successor Allocation,P2,TRANSVERSAL,data\fulltext\CB7989ECDF054\fulltext.pdf,pdf,substantive_pdf_text,113,30235,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CD0C4805D863E,A taxonomy for multi-agent robotics,P2,CONTEXT,data\fulltext\CD0C4805D863E\fulltext.html,html,landing_or_abstract_like_html,1,2064,abstract;introduction;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CA9E5C42352EB,Multi-robot Teams for Environmental Monitoring,P2,CONTEXT,data\fulltext\CA9E5C42352EB\fulltext.html,html,landing_or_abstract_like_html,1,2635,abstract;introduction;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C043550553C11,RoboSwarmCoordAI enables scalable swarm robotics coordination using multi agent reinforcement learning,P2,CONTEXT,data\fulltext\C043550553C11\fulltext.pdf,pdf,substantive_pdf_text,55,23177,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C6026EDFF698B,Multi-Task Allocation and Path Planning for Cooperating UAVs,P2,SP1;SP3,data\fulltext\C6026EDFF698B\fulltext.html,html,landing_or_abstract_like_html,1,1223,abstract;introduction;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CF1ACAD1DA841,A Comparative Study of Task Assignment and Path Planning Methods for Multi-UGV Missions,P2,SP1;SP3,data\fulltext\CF1ACAD1DA841\fulltext.html,html,landing_or_abstract_like_html,1,1667,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CDABAA05388B5,An Integral Framework of Task Assignment and Path Planning for Multiple Unmanned Aerial Vehicles in Dynamic Environments,P2,SP1;SP3,data\fulltext\CDABAA05388B5\fulltext.html,html,landing_or_abstract_like_html,1,1241,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CF748088503D9,Research on Model and Algorithm of Task Allocation and Path Planning for Multi-Robot,P2,SP1;SP3,data\fulltext\CF748088503D9\fulltext.html,html,substantive_html_text,1,3903,abstract;introduction;methods;results;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CB1E1DD699E65,Interval Type-2 Neural Fuzzy Controller-Based Navigation of Cooperative Load-Carrying Mobile Robots in Unknown Environments,P2,SP2;SP3,data\fulltext\CB1E1DD699E65\fulltext.html,html,substantive_html_text,1,8642,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C40F0BF6D92CE,Tension-Based Reconfigurable Multi-Agent Formation for Aerial Load Transportation,P2,SP2;SP3,data\fulltext\C40F0BF6D92CE\fulltext.pdf,pdf,substantive_pdf_text,20,13506,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CE9CCB3598759,Large-Scale Multi-UAV Task Allocation via a Centrality-Driven Load-Aware Adaptive Consensus Bundle Algorithm for Biomimetic Swarm Coordination,P2,SP1;SP2,data\fulltext\CE9CCB3598759\fulltext.html,html,substantive_html_text,1,13795,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CA707C5881034,Response threshold models and stochastic learning automata for self-coordination of heterogeneous multi-task distribution in multi-robot systems,P2,SP1,data\fulltext\CA707C5881034\fulltext.html,html,landing_or_abstract_like_html,1,674,results;conclusion,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C467911FC59C7,Autonomous Multi-material Construction with a Heterogeneous Robot Team,P2,SP1,data\fulltext\C467911FC59C7\fulltext.html,html,landing_or_abstract_like_html,1,1639,abstract;introduction;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C0416B81A39F7,Collaborative Task Allocation of Heterogeneous Multi-Unmanned Platform Based on a Hybrid Improved Contract Net Algorithm,P2,SP1,data\fulltext\C0416B81A39F7\fulltext.pdf,pdf,substantive_pdf_text,12,7486,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C666BA5A274C6,Distributed Allocation and Scheduling of Tasks with Cross-Schedule Dependencies for Heterogeneous Multi-Robot Teams,P2,SP1,data\fulltext\C666BA5A274C6\fulltext.pdf,pdf,substantive_pdf_text,19,14641,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C822E18710195,Distributed Mission Planning of Complex Tasks for Heterogeneous Multi-Robot Teams,P2,SP1,data\fulltext\C822E18710195\fulltext.pdf,pdf,substantive_pdf_text,9,6754,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CDB55CB433AE2,A Two-Level Clustered Consensus-Based Bundle Algorithm for Dynamic Heterogeneous Multi-UAV Multi-Task Allocation,P2,SP1,data\fulltext\CDB55CB433AE2\fulltext.html,html,substantive_html_text,1,13708,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C82F8C32A12FC,Task Allocation Without Communication Based on Incomplete Information Game Theory for Multi-robot Systems,P2,SP1;TRANSVERSAL,data\fulltext\C82F8C32A12FC\fulltext.html,html,landing_or_abstract_like_html,1,1936,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CE32BA82A2C7E,Formation Control for UAVs Considering Safety Constraints Based on Control Barrier Functions with Switched Trajectories and Switching Communication Topologies,P2,SP2;TRANSVERSAL,data\fulltext\CE32BA82A2C7E\fulltext.html,html,substantive_html_text,1,8810,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C07A6C5C53E49,The auction algorithm: A distributed relaxation method for the assignment problem,P3,SP1,data\fulltext\C07A6C5C53E49\fulltext.html,html,landing_or_abstract_like_html,1,1810,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
CBC46F50D7147,High Precision Formation Control of Mobile Robots Using Virtual Structures,P3,SP2,data\fulltext\CBC46F50D7147\fulltext.html,html,landing_or_abstract_like_html,1,1261,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C806A699E9EBB,Ant-like task allocation and recruitment in cooperative robots,P3,SP1,data\fulltext\C806A699E9EBB\fulltext.pdf,pdf,substantive_pdf_text,5,5110,methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CC1B056FDA93E,Task Allocation in the RoboCup Rescue Simulation Domain: A Short Note,P3,SP1,data\fulltext\CC1B056FDA93E\fulltext.pdf,pdf,substantive_pdf_text,5,1601,introduction;methods;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CA915A43FE796,Auction-Based Multi-Robot Routing,P3,SP1,data\fulltext\CA915A43FE796\fulltext.pdf,pdf,substantive_pdf_text,9,8514,abstract;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
CE3273A0FD84E,Dynamic Task Assignment in Robot Swarms,P3,SP1,data\fulltext\CE3273A0FD84E\fulltext.pdf,pdf,substantive_pdf_text,9,6869,abstract;methods;results,true,eligible,Automated text-access classification; it does not verify scientific content.
C0531B198E8F6,Comparative Study of Market-Based and Threshold-Based Task Allocation,P3,SP1,data\fulltext\C0531B198E8F6\fulltext.html,html,landing_or_abstract_like_html,1,924,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C664A102537C7,Progress on Agent Coordination with Cooperative Auctions,P3,SP1,data\fulltext\C664A102537C7\fulltext.pdf,pdf,substantive_pdf_text,6,4405,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C119E94236274,Genetic Algorithm Based Decentralized Task Assignment for Multiple Unmanned Aerial Vehicles in Dynamic Environments,P3,SP1,data\fulltext\C119E94236274\fulltext.pdf,pdf,substantive_pdf_text,13,15183,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CDE08BC05F461,Distributed Algorithm Design for Constrained Multi-robot Task Assignment,P3,SP1,data\fulltext\CDE08BC05F461\fulltext.pdf,pdf,substantive_pdf_text,134,54704,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3F7EB0E7A5BC,A novel approach to task assignment in a cooperative multi-agent design system,P3,SP1,data\fulltext\C3F7EB0E7A5BC\fulltext.html,html,landing_or_abstract_like_html,1,2015,abstract;introduction;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C75CFDBAB1438,Mobile Robots Control and Path Planning Strategies,P3,SP3,data\fulltext\C75CFDBAB1438\fulltext.pdf,pdf,substantive_pdf_text,179,48710,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C55AEC4EE9876,Distributed Task Rescheduling With Time Constraints for the Optimization of Total Task Allocations in a Multirobot System,P3,SP1,data\fulltext\C55AEC4EE9876\fulltext.pdf,pdf,substantive_pdf_text,16,13065,abstract;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CDC95A8F28BBA,Logit Dynamics in Potential Games with Memoryless Players,P3,SP1,data\fulltext\CDC95A8F28BBA\fulltext.html,html,landing_or_abstract_like_html,1,1828,abstract;methods;conclusion;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C096D6AB929A1,Distributed multi-robot formation control in dynamic environments,P3,SP2,data\fulltext\C096D6AB929A1\fulltext.pdf,pdf,substantive_pdf_text,23,14855,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C48B0DC86870B,Pose consensus based on dual quaternion algebra with application to\n decentralized formation control of mobile manipulators,P3,SP2,data\fulltext\C48B0DC86870B\fulltext.pdf,pdf,substantive_pdf_text,33,15490,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C7E585FE2668F,Multi robot collision avoidance in a shared workspace,P3,SP3,data\fulltext\C7E585FE2668F\fulltext.pdf,pdf,substantive_pdf_text,23,15463,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C41DFAA18CCC5,A Novel Hybrid Auction Algorithm for Multi-UAVs Dynamic Task Assignment,P3,SP1,data\fulltext\C41DFAA18CCC5\fulltext.pdf,pdf,substantive_pdf_text,17,10276,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CFD37258434D9,CityFlow: A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario,P3,SP3,data\fulltext\CFD37258434D9\fulltext.pdf,pdf,substantive_pdf_text,6,3328,abstract;introduction;methods;results;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CC66E9A6E37AB,Task Allocation for Multi-Agent Systems Based on Distributed Many-Objective Evolutionary Algorithm and Greedy Algorithm,P3,SP1,data\fulltext\CC66E9A6E37AB\fulltext.pdf,pdf,substantive_pdf_text,14,8899,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CC47DC1FF19EE,Decentralized Game-Theoretic Control for Dynamic Task Allocation Problems for Multi-Agent Systems,P3,SP1,data\fulltext\CC47DC1FF19EE\fulltext.pdf,pdf,substantive_pdf_text,9,5909,abstract;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C36168D0AB35B,Strategies for Cooperative Energy Distribution on Multi-Robot Warehouse Systems,P3,SP3,data\fulltext\C36168D0AB35B\fulltext.pdf,pdf,substantive_pdf_text,80,19954,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C4960FE439ACD,"3D camera augmented Autonomous Mobile Robot for intralogistics
						purposes",P3,SP3,data\fulltext\C4960FE439ACD\fulltext.pdf,pdf,substantive_pdf_text,7,2547,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3952B851B614,Modeling and solving time-sensitive task allocation for USVs with mixed capabilities,P3,SP1,data\fulltext\C3952B851B614\fulltext.pdf,pdf,substantive_pdf_text,27,11031,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C5CDD60F9468D,Dual-robot formation transport in random environment and narrow restricted area via improved DDPG navigation,P3,SP3,data\fulltext\C5CDD60F9468D\fulltext.pdf,pdf,substantive_pdf_text,22,8271,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
CDD133AC37330,Decentralized Task Assignment with Precedence Constraints Using Approximate Message Passing Algorithm,P3,SP1,data\fulltext\CDD133AC37330\fulltext.pdf,pdf,substantive_pdf_text,21,13363,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C0C520E49BC30,Multi-robot communication-sensitive reconnaissance,P3,TRANSVERSAL,data\fulltext\C0C520E49BC30\fulltext.pdf,pdf,substantive_pdf_text,9,6606,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C3270A6300492,Socialized Multi-Agent System Rendezvous via Networks of Networks,P3,TRANSVERSAL,data\fulltext\C3270A6300492\fulltext.pdf,pdf,substantive_pdf_text,5,2366,abstract;introduction;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C61E1AD437C38,Collaborative Multi-Robot Transportation in Obstacle-Cluttered Environments via Implicit Communication,P3,TRANSVERSAL,data\fulltext\C61E1AD437C38\fulltext.pdf,pdf,substantive_pdf_text,18,9685,introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C4678C17BCE6F,Multi-Agent Reinforcement Learning-Based Resource Allocation for UAV Networks,P3,TRANSVERSAL,data\fulltext\C4678C17BCE6F\fulltext.pdf,pdf,substantive_pdf_text,16,12867,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
C707603D73D65,Efficient Communication in Multi-Agent Reinforcement Learning via\n Variance Based Control,P3,TRANSVERSAL,data\fulltext\C707603D73D65\fulltext.pdf,pdf,substantive_pdf_text,14,8175,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CD243EB66DFE9,Multi-Agent Deep Reinforcement Learning for Dynamic Power Allocation in Wireless Networks,P3,TRANSVERSAL,data\fulltext\CD243EB66DFE9\fulltext.pdf,pdf,substantive_pdf_text,13,11956,abstract;introduction;methods;results;conclusion,true,eligible,Automated text-access classification; it does not verify scientific content.
CD6CDAE63015E,Increasing flexibility and productivity in Industry 4.0 production networks with autonomous mobile robots and smart intralogistics,P3,TRANSVERSAL,data\fulltext\CD6CDAE63015E\fulltext.pdf,pdf,substantive_pdf_text,20,9018,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C7E42B6B27F68,Decentralized Information-driven Approach for Tracking Multiple Moving Targets with Multi-Robot Networks,P3,TRANSVERSAL,data\fulltext\C7E42B6B27F68\fulltext.pdf,pdf,substantive_pdf_text,25,16614,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C1E0CF3627C14,Formal Modeling and Analysis of Hybrid Systems: A Case Study in Multi-robot Coordination,P3,CONTEXT,data\fulltext\C1E0CF3627C14\fulltext.pdf,pdf,substantive_pdf_text,22,8381,abstract;introduction;methods;results;conclusion;references,true,eligible,Automated text-access classification; it does not verify scientific content.
C1027A45215F8,Decentralized Behavioral Approach to Wheeled Mobile Robot Formation Maneuvers,P3,CONTEXT,data\fulltext\C1027A45215F8\fulltext.html,html,landing_or_abstract_like_html,1,833,abstract;methods;results,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
C73F608EF40D6,Implicit Cooperation Strategies for Multi-robot Search of Unknown Areas,P3,CONTEXT,data\fulltext\C73F608EF40D6\fulltext.html,html,landing_or_abstract_like_html,1,1412,abstract;methods;results;references,true,requires_alternative_or_manual_inspection,Automated text-access classification; it does not verify scientific content.
