candidate_id,title,authors,year,venue,doi,document_type,provenance,provenance_sources,provenance_queries,screening_decision,fulltext_status,fulltext_identity_status,evidence_status,wos_ut,seed_role,v3_screening_status,v3_allowed_use
C91ED09387460,An approximation algorithm for the generalized assignment problem,David B. Shmoys; Éva Tardos,1993,Mathematical Programming,10.1007/bf01585178,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C7DA1F7433928,A Branch-and-Cut Algorithm for the Dial-a-Ride Problem,Jean‐François Cordeau,2006,Operations Research,10.1287/opre.1060.0283,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC06A5729DBD9,The pickup and delivery problem with time windows,Yvan Dumas; Jacques Desrosiers; François Soumis,1991,European Journal of Operational Research,10.1016/0377-2217(91)90319-q,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC2D287E468E7,"Exact algorithms for the vehicle routing problem, based on spanning tree and shortest path relaxations",N.D. Christofides; Aristide Mingozzi; Paolo Toth,1981,Mathematical Programming,10.1007/bf01589353,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE94DD2FFDB5E,Scheduling independent tasks to reduce mean finishing time,John Bruno; E. G. Coffman; Ravi Sethi,1974,Communications of the ACM,10.1145/361011.361064,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2921A6F63E87,Coordination for Multi-Robot Exploration and Mapping,Reid Simmons; David Apfelbaum; Wolfram Burgard; Dieter Fox; Mark Moors; Sebastian Thrun; Håkan L. S. Younes,2000,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA04C67ACA381,Set Partitioning: A survey,Egon Balas; Manfred Padberg,1976,SIAM Review,10.1137/1018115,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2E87FF000120,A parallel route building algorithm for the vehicle routing and scheduling problem with time windows,Jean‐Yves Potvin; Jean‐Marc Rousseau,1993,European Journal of Operational Research,10.1016/0377-2217(93)90221-8,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C7EB8F7EB67FA,Combined vehicle routing and scheduling with temporal precedence and synchronization constraints,David Bredström; Mikael Rönnqvist,2007,European Journal of Operational Research,10.1016/j.ejor.2007.07.033,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C;SB_B_C9A98F3EFEE56,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCF9645B83E00,2-Path Cuts for the Vehicle Routing Problem with Time Windows,Niklas Kohl; Jacques Desrosiers; Oli B.G. Madsen; Marius M. Solomon; François Soumis,1999,Transportation Science,10.1287/trsc.33.1.101,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C4F52459AAEDC,1. An Overview of Vehicle Routing Problems,Paolo Toth; Daniele Vigo,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch1,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2A89DE68F319,Parallel Tabu search heuristics for the dynamic multi-vehicle dial-a-ride problem,Andrea Attanasio; Jean‐François Cordeau; Gianpaolo Ghiani; Gilbert Laporte,2004,Parallel Computing,10.1016/j.parco.2003.12.001,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE2FCCC3FF19C,6. Metaheuristics for the Capacitated VRP,Michel Gendreau; Gilbert Laporte; Jean‐Yves Potvin,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch6,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CA7004C4DCB72,Heuristic Algorithms for the Handicapped Persons Transportation Problem,Paolo Toth; Daniele Vigo,1997,Transportation Science,10.1287/trsc.31.1.60,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C07B0D615406B,Dynamic control of plans with temporal uncertainty,Paul Morris; Nicola Muscettola; Thierry Vidal,2001,NASA STI Repository (National Aeronautics and Space Administration),,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CFB0EFF123EF1,A parallel tabu search heuristic for the vehicle routing problem with time windows,Philippe Badeau; François Guertin; Michel Gendreau; Jean‐Yves Potvin; Éric D. Taillard,1997,Transportation Research Part C Emerging Technologies,10.1016/s0968-090x(97)00005-3,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C482C98418F17,5. Classical Heuristics for the Capacitated VRP,Gilbert Laporte; Frédéric Semet,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch5,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CDFA28452CD71,Task allocation via coalition formation among autonomous agents,Onn Shehory; Sarit Kraus,1995,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C;SB_B_CCE288522BB14,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C96EB6706BC55,Vehicle Routing with Time Windows: Two Optimization Algorithms,Marshall L. Fisher; Kurt Jörnsten; Oli B.G. Madsen,1997,Operations Research,10.1287/opre.45.3.488,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CB09A0EBA6B6D,The savings algorithm for the vehicle routing problem,Heinrich Paessens,1988,European Journal of Operational Research,10.1016/0377-2217(88)90154-3,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF281AD3A9CCA,A Computational Modification to the Savings Method of Vehicle Scheduling,P. C. Yellow,1970,Journal of the Operational Research Society,10.1057/jors.1970.52,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CDEB4F29C5579,A Request Clustering Algorithm for Door-to-Door Handicapped Transportation,Irina Ioachim; Jacques Desrosiers; Yvan Dumas; Marius M. Solomon; Daniel L. Villeneuve,1995,Transportation Science,10.1287/trsc.29.1.63,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C32E23B86AE0C,9. VRP with Pickup and Delivery,Guy Desaulniers; Jacques Desrosiers; Andreas Erdmann; Marius M. Solomon; François Soumis,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch9,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE7A7FD324CAF,The vehicle routing problem with time windows and temporal dependencies,Anders Dohn; Matias Sevel Rasmussen; Jesper Larsen,2011,Networks,10.1002/net.20472,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CBD6C61E1C090,Heterogeneous multirobot coordination with spatial and temporal constraints,Mary Koes; Illah Nourbakhsh; Katia Sycara,2005,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C;SB_B_C8620A2DF94BF;SB_B_C9A98F3EFEE56,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C118569DAA8A8,Distributed management of flexible times schedules,Stephen F. Smith; Anthony G. Gallagher; Terry Zimmerman,2007,,10.1145/1329125.1329215,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C16FAC7BCC956,8. VRP with Backhauls,Paolo Toth; Daniele Vigo,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch8,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C05A67C67CDB1,Sequential bundle-bid single-sale auction algorithms for decentralized control,Sven Koenig; Craig A. Tovey; Xiaoming Zheng; Ilgaz Sungur,2007,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C;SB_B_C4BF0C9CC85AB;SB_B_CD617355078E3,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C7C595BC3616A,A personnel assignment problem,P. Ramanan; Jitender S. Deogun; C. L. Liu,1984,Journal of Algorithms,10.1016/0196-6774(84)90043-9,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE7B529870CE2,Distributed coordination of mobile agent teams: the advantage of planning ahead,Laura Barbulescu; Zachary B. Rubinstein; Stephen F. Smith; Terry Zimmerman,2010,,10.5555/1838206.1838380,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C;SB_B_C9A98F3EFEE56,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C386A1931D874,Large Scale Multi-Vehicle Dial-a-Ride Problems,Jacques Desrosiers; François Soumis; Yvan Dumas,1989,Les Cahiers du GERAD,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2EE821AB4FCE,4. Set-Covering-Based Algorithms for the Capacitated VRP,Julien Bramel; David Simchi‐Levi,2002,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9780898718515.ch4,book-chapter,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C4C2DF36B391D,Traveling salesman path problems,Fumei Lam; Alantha Newman,2006,Mathematical Programming,10.1007/s10107-006-0046-8,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6F1DDA6A5474,Plays as Effective Multiagent Plans Enabling Opponent-Adaptive Play Selection,Michael Bowling; Brett Browning; Manuela Veloso,2018,Figshare,10.1184/r1/6558128,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CFFA76C34BCF2,A tabu search heuristic for the single vehicle pickup and delivery problem with time windows,Antoine Landrieu; Yazid Mati; Z. Binder,2001,Journal of Intelligent Manufacturing,10.1023/a:1012204504849,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CDBB05178D574,Minimizing makespan in a multimode multiprocessor shop scheduling problem,Lucio Bianco; Paolo Dell’Olmo; Stefano Giordani; M. Grazia Speranza,1999,Naval Research Logistics (NRL),10.1002/(sici)1520-6750(199912)46:8<893::aid-nav2>3.0.co;2-7,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C20EEF4592927,A market-based framework for tightly-coupled planned coordination in multirobot teams,Anthony Stentz; Nidhi Kalra,2006,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD1A11F2C65AC,Continuous-Field Path Planning with Constrained Path-Dependent State Variables,G. Ayorkor Mills-Tettey; Anthony Stentz; M. Bernardine Dias,2018,Figshare,10.1184/r1/6552401,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8C2AD0EF6E06,An Exact Solution Method for the MTSP,Ahmad Husban,1989,Journal of the Operational Research Society,10.1057/jors.1989.73,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF6ABD5A17D47,An Algorithm for Mini-Clustering in Handicapped Transport,Jacques Desrosiers; François Soumis; Yvan Dumas; S Taillefer; Daniel L. Villeneuve,1991,PolyPublie (École Polytechnique de Montréal),,report,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C04171A79D15B,Multi-Agent Negotiation using Combinatorial Auctions with Precedence Constraints,John Collins; Maria Gini; Bamshad Mobasher,2002,University of Minnesota Digital Conservancy (University of Minnesota),,report,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C471C97D60AF4,Multi-robot Task Allocation with Complex Dependencies—A Branch-and-Price Approach,Esther Bischoff; Robin Wöran; Simon Rothfuß; Sören Hohmann,2025,Lecture notes in operations research,10.1007/978-3-031-58405-3_1,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C48E8441F119A,Toward Parallel Task Allocation in Multi-Robot Environment Based on Auction Mechanism with Deadlock Constrains,Md Sabbir Hossain; Naoki Fukuta,2024,,10.1109/iiai-aai63651.2024.00142,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6365F8118DEA,Parallel Task Allocation in Multi-Robot Environment Under Uncertainty Based on Auction Mechanism,Md Sabbir Hossain; Ihsan Ibrahim; Naoki Fukuta,2023,,10.1109/iiai-aai-winter61682.2023.00026,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0584DF8C0ED6,Structured Ecological Cultivation With Autonomous Robots in Agriculture: Toward a Fully Autonomous Robotic Indoor Farming System,Marsela Car; Barbara Arbanas; Jelena Vuletić; Matko Orsag,2023,IEEE Robotics & Automation Magazine,10.1109/mra.2023.3315934,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C822E18710195,Distributed Mission Planning of Complex Tasks for Heterogeneous Multi-Robot Teams,"Ferreira, Barbara Arbanas; Tamara Petrović; Stjepan Bogdan",2021,arXiv (Cornell University),10.48550/arxiv.2109.10106,preprint,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C666BA5A274C6,Distributed Allocation and Scheduling of Tasks with Cross-Schedule Dependencies for Heterogeneous Multi-Robot Teams,"Ferreira, Barbara Arbanas; Tamara Petrović; Matko Orsag; Martínez-de-Dios, J. Ramiro; Stjepan Bogdan",2021,arXiv (Cornell University),10.48550/arxiv.2109.03089,preprint,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD9C08FD2C4A8,Multi-Agent Routing and Scheduling Through Coalition Formation,Luca Capezzuto; Danesh Tarapore; Sarvapali D. Ramchurn,2021,arXiv (Cornell University),10.48550/arxiv.2105.00451,preprint,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C57D2CD295BB2,Anytime and Efficient Multi-agent Coordination for Disaster Response,Luca Capezzuto; Danesh Tarapore; Sarvapali D. Ramchurn,2021,SN Computer Science,10.1007/s42979-021-00523-w,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,maybe_fulltext,acquired_pdf,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C75382BCA64AA,Generosity-Based Schedule Deconfliction in Communication-Limited Environments,Demetrious T. Kutzke; Richard Tatum; Matthew J. Bays,2020,Journal of Intelligent & Robotic Systems,10.1007/s10846-020-01294-x,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C61F3AAF823A5,Multi-Robot Task Allocation and Scheduling Considering Cooperative Tasks and Precedence Constraints,Esther Bischoff; Fabian Meyer; Jairo Inga; Sören Hohmann,2020,,10.1109/smc42975.2020.9283215,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEC9D2870E927,Yard crane and AGV scheduling in automated container terminal: A multi-robot task allocation framework,Xuchao Chen; Shiwei He; Yongxiang Zhang; Lu Tong; Pan Shang; Xuesong Zhou,2020,Transportation Research Part C Emerging Technologies,10.1016/j.trc.2020.02.012,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C06C41AFDC1F1,Anytime and Efficient Coalition Formation with Spatial and Temporal Constraints,Luca Capezzuto; Danesh Tarapore; Sarvapali D. Ramchurn,2020,Lecture notes in computer science,10.1007/978-3-030-66412-1_38,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,maybe_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CBE18E767463B,FA–QABC–MRTA: a solution for solving the multi-robot task allocation problem,Farouq Zitouni; Ramdane Maamri; Saad Harous,2019,Intelligent Service Robotics,10.1007/s11370-019-00291-w,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C;SB_B_C981388000750,include_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C55DFC51DAA27,Conflict Resolution for Heterogeneous Teams in Communication-limited Environments: A Generous Agent Approach,Demetrious T. Kutzke; Matthew J. Bays,2019,,10.1109/coase.2019.8843021,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C335D027CB830,Personalized Apprenticeship Learning from Heterogeneous Decision-Makers.,Rohan Paleja; Andrew Silva; Matthew Gombolay,2019,arXiv (Cornell University),,preprint,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C3106CB4444EA,Interpretable and Personalized Apprenticeship Scheduling: Learning Interpretable Scheduling Policies from Heterogeneous User Demonstrations,Rohan Paleja; Andrew Silva; Letian Chen; Matthew Gombolay,2019,arXiv (Cornell University),10.48550/arxiv.1906.06397,preprint,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C68BB63FA65C5,Agent‐based simulation framework and consensus algorithm for observing systems with adaptive modularity,Ximo Gallud; Daniel Selva,2018,Systems Engineering,10.1002/sys.21433,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8017BDCF0FCA,Optimizing Makespan and Ergonomics in Integrating Collaborative Robots Into Manufacturing Processes,Margaret Pearce; Bilge Mutlu; Julie Shah; Robert G. Radwin,2018,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2018.2789820,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8EE8FED1A218,FA-SETPOWER-MRTA: A Solution for Solving the Multi-Robot Task Allocation Problem,Farouq Zitouni; Ramdane Maamri,2018,IFIP advances in information and communication technology,10.1007/978-3-319-89743-1_28,conference-paper,openalex;openalex_snowball,openalex;openalex_snowball,SB_F_CD3F5AE83E98C;SB_B_CD4F0CFD7E495;SB_B_C981388000750,include_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC5D006DFABC6,Algorithms for the Assignment and Transportation Problems,James Munkres,1957,Journal of the Society for Industrial and Applied Mathematics,10.1137/0105003,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE35123E7111B,Combinatorial optimization:Algorithms and complexity,L. R. Rabiner,1984,IEEE Transactions on Acoustics Speech and Signal Processing,10.1109/tassp.1984.1164450,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C93F3C8DCABCB,Metaheuristics in combinatorial optimization,Christian Blum; Andrea Roli,2003,ACM Computing Surveys,10.1145/937503.937505,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0833EA3C670C,A survey of recent research on location-routing problems,Caroline Prodhon; Christian Prins,2014,European Journal of Operational Research,10.1016/j.ejor.2014.01.005,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2CE0C7F4FFC2,The generalized simplex method for minimizing a linear form under linear inequality restraints,George B. Dantzig; Alexander Orden; Philip Wolfe,1955,Pacific Journal of Mathematics,10.2140/pjm.1955.5.183,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C5D205EE3F7DD,"Coordinating hundreds of cooperative, autonomous vehicles in warehouses",Peter R. Wurman; Mick Mountz,2008,,,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C1ED44BD0EB27,Assignment problems: A golden anniversary survey,David W. Pentico,2005,European Journal of Operational Research,10.1016/j.ejor.2005.09.014,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C669F7167C560,An extension of the Munkres algorithm for the assignment problem to rectangular matrices,F. Bourgeois; J. C. Lassalle,1971,Communications of the ACM,10.1145/362919.362945,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C31CAD487CAD1,"2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC 2020)",,2020,IEEE Systems Man and Cybernetics Magazine,10.1109/msmc.2020.2973440,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC9DDE5988660,Analysis of Dynamic Task Allocation in Multi-Robot Systems,Kristina Lerman; Chris Jones; Aram Galstyan; Maja J. Matarić,2006,The International Journal of Robotics Research,10.1177/0278364906063426,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C;SB_B_C0C34B3D7DD20;SB_B_C614266B62F30,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C1F12D82EB5AF,TraderBots: A New Paradigm for Robust and Efficient Multirobot Coordination in Dynamic Environments,M. Bernardine Dias,2018,,10.1184/r1/6561401,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C;SB_B_C3B94FFBD89AD,include_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C1AADEC6105A2,Multi-Robot Task Allocation in Uncertain Environments,Maja J. Matarić; Gaurav S. Sukhatme; E.H. Ostergaard,2003,Autonomous Robots,10.1023/a:1022291921717,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C699B5354EF25,Task allocation and collision-free path planning of centralized multi-robots system for industrial plant inspection using heuristic methods,K. A. Jose; Dilip Kumar Pratihar,2016,Robotics and Autonomous Systems,10.1016/j.robot.2016.02.003,article,openalex;openalex_snowball,openalex;openalex_snowball,SB_B_C1E34C4925F5C,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
