candidate_id,priority_tier,review_targets_routing_only,title,access_eligibility,close_reading_status,evidence_card,evidence_card_sha256,tracker_note
C95968CDD5C89,P2,SP1,Market-Based Task Assignment for Cooperative Timing Missions in Dynamic Environments,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C3EF72778D75A,P2,SP1,Multi-robot task allocation clustering based on game theory,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C2DD4F64EAC02,P2,SP1,Survival probability-weighted clustering for UAV-based multi-robot task allocation in disaster response,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C6E53D352E5B5,P2,SP1,Auction-Driven ADMM Framework for Plan Consensus in Integrated Ground–Air Mobility,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C94856865C937,P2,SP2,Contact-aware multi-skill learning framework with hybrid force-motion control for stability and force regulation in robotic physiotherapy,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CEA3CCE29FC1A,P2,SP1,Bi-Layer Ant Colony Optimization for Multi-Robot Task Allocation and Routing in Delivery Applications,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C76544AA5A029,P2,TRANSVERSAL,Resource Management in Wireless Networks via Multi-Agent Deep Reinforcement Learning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CF9E3FDF84778,P2,TRANSVERSAL,Curriculum-learning-driven hierarchical multi-agent deep reinforcement learning for collaborative scheduling in complex supply chain networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CD01C8A55EAC3,P2,SP2,Integrated Decision Control Approach for Cooperative Safety-Critical Payload Transport in a Cluttered Environment,eligible,completed_passage_localized_card,literature-review-v3/close-read/CD01C8A55EAC3_rao_sundaram_2022.md,b3082dafc8a5b79fd82e2dc2d18b367043eb49395657bb850dffce949e26493b,Workflow progress only; verify scope and localizers in the card before citation.
CB7989ECDF054,P2,TRANSVERSAL,Design-for-Failure in Multi-Robot Systems through Integrated Architectures and Proactive Successor Allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CD0C4805D863E,P2,CONTEXT,A taxonomy for multi-agent robotics,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CA9E5C42352EB,P2,CONTEXT,Multi-robot Teams for Environmental Monitoring,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C043550553C11,P2,CONTEXT,RoboSwarmCoordAI enables scalable swarm robotics coordination using multi agent reinforcement learning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C6026EDFF698B,P2,SP1;SP3,Multi-Task Allocation and Path Planning for Cooperating UAVs,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CF1ACAD1DA841,P2,SP1;SP3,A Comparative Study of Task Assignment and Path Planning Methods for Multi-UGV Missions,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CDABAA05388B5,P2,SP1;SP3,An Integral Framework of Task Assignment and Path Planning for Multiple Unmanned Aerial Vehicles in Dynamic Environments,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CF748088503D9,P2,SP1;SP3,Research on Model and Algorithm of Task Allocation and Path Planning for Multi-Robot,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB1E1DD699E65,P2,SP2;SP3,Interval Type-2 Neural Fuzzy Controller-Based Navigation of Cooperative Load-Carrying Mobile Robots in Unknown Environments,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C40F0BF6D92CE,P2,SP2;SP3,Tension-Based Reconfigurable Multi-Agent Formation for Aerial Load Transportation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE9CCB3598759,P2,SP1;SP2,Large-Scale Multi-UAV Task Allocation via a Centrality-Driven Load-Aware Adaptive Consensus Bundle Algorithm for Biomimetic Swarm Coordination,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA707C5881034,P2,SP1,Response threshold models and stochastic learning automata for self-coordination of heterogeneous multi-task distribution in multi-robot systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C467911FC59C7,P2,SP1,Autonomous Multi-material Construction with a Heterogeneous Robot Team,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C0416B81A39F7,P2,SP1,Collaborative Task Allocation of Heterogeneous Multi-Unmanned Platform Based on a Hybrid Improved Contract Net Algorithm,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C666BA5A274C6,P2,SP1,Distributed Allocation and Scheduling of Tasks with Cross-Schedule Dependencies for Heterogeneous Multi-Robot Teams,eligible,completed_passage_localized_card,literature-review-v3/close-read/C666BA5A274C6_ferreira_2024.md,bc5d40a0de1bfbc6cf746e295b22739ed2732d2234c4b161e7faf841e3887e40,Workflow progress only; verify scope and localizers in the card before citation.
C822E18710195,P2,SP1,Distributed Mission Planning of Complex Tasks for Heterogeneous Multi-Robot Teams,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDB55CB433AE2,P2,SP1,A Two-Level Clustered Consensus-Based Bundle Algorithm for Dynamic Heterogeneous Multi-UAV Multi-Task Allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C82F8C32A12FC,P2,SP1;TRANSVERSAL,Task Allocation Without Communication Based on Incomplete Information Game Theory for Multi-robot Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CE32BA82A2C7E,P2,SP2;TRANSVERSAL,Formation Control for UAVs Considering Safety Constraints Based on Control Barrier Functions with Switched Trajectories and Switching Communication Topologies,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C07A6C5C53E49,P3,SP1,The auction algorithm: A distributed relaxation method for the assignment problem,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CBC46F50D7147,P3,SP2,High Precision Formation Control of Mobile Robots Using Virtual Structures,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C806A699E9EBB,P3,SP1,Ant-like task allocation and recruitment in cooperative robots,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CC1B056FDA93E,P3,SP1,Task Allocation in the RoboCup Rescue Simulation Domain: A Short Note,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA915A43FE796,P3,SP1,Auction-Based Multi-Robot Routing,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE3273A0FD84E,P3,SP1,Dynamic Task Assignment in Robot Swarms,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0531B198E8F6,P3,SP1,Comparative Study of Market-Based and Threshold-Based Task Allocation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C664A102537C7,P3,SP1,Progress on Agent Coordination with Cooperative Auctions,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C119E94236274,P3,SP1,Genetic Algorithm Based Decentralized Task Assignment for Multiple Unmanned Aerial Vehicles in Dynamic Environments,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDE08BC05F461,P3,SP1,Distributed Algorithm Design for Constrained Multi-robot Task Assignment,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3F7EB0E7A5BC,P3,SP1,A novel approach to task assignment in a cooperative multi-agent design system,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C75CFDBAB1438,P3,SP3,Mobile Robots Control and Path Planning Strategies,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C55AEC4EE9876,P3,SP1,Distributed Task Rescheduling With Time Constraints for the Optimization of Total Task Allocations in a Multirobot System,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDC95A8F28BBA,P3,SP1,Logit Dynamics in Potential Games with Memoryless Players,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C096D6AB929A1,P3,SP2,Distributed multi-robot formation control in dynamic environments,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C48B0DC86870B,P3,SP2,Pose consensus based on dual quaternion algebra with application to\n decentralized formation control of mobile manipulators,eligible,completed_passage_localized_card,literature-review-v3/close-read/C48B0DC86870B_savino_2020.md,15a2029bed22e78b34e1b140f8b4d844ce3fc89860ef1a0a82ee40908c4f0d58,Workflow progress only; verify scope and localizers in the card before citation.
C7E585FE2668F,P3,SP3,Multi robot collision avoidance in a shared workspace,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C41DFAA18CCC5,P3,SP1,A Novel Hybrid Auction Algorithm for Multi-UAVs Dynamic Task Assignment,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CFD37258434D9,P3,SP3,CityFlow: A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CC66E9A6E37AB,P3,SP1,Task Allocation for Multi-Agent Systems Based on Distributed Many-Objective Evolutionary Algorithm and Greedy Algorithm,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CC47DC1FF19EE,P3,SP1,Decentralized Game-Theoretic Control for Dynamic Task Allocation Problems for Multi-Agent Systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C36168D0AB35B,P3,SP3,Strategies for Cooperative Energy Distribution on Multi-Robot Warehouse Systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C4960FE439ACD,P3,SP3,"3D camera augmented Autonomous Mobile Robot for intralogistics
						purposes",eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3952B851B614,P3,SP1,Modeling and solving time-sensitive task allocation for USVs with mixed capabilities,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C5CDD60F9468D,P3,SP3,Dual-robot formation transport in random environment and narrow restricted area via improved DDPG navigation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDD133AC37330,P3,SP1,Decentralized Task Assignment with Precedence Constraints Using Approximate Message Passing Algorithm,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0C520E49BC30,P3,TRANSVERSAL,Multi-robot communication-sensitive reconnaissance,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3270A6300492,P3,TRANSVERSAL,Socialized Multi-Agent System Rendezvous via Networks of Networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C61E1AD437C38,P3,TRANSVERSAL,Collaborative Multi-Robot Transportation in Obstacle-Cluttered Environments via Implicit Communication,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C4678C17BCE6F,P3,TRANSVERSAL,Multi-Agent Reinforcement Learning-Based Resource Allocation for UAV Networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C707603D73D65,P3,TRANSVERSAL,Efficient Communication in Multi-Agent Reinforcement Learning via\n Variance Based Control,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CD243EB66DFE9,P3,TRANSVERSAL,Multi-Agent Deep Reinforcement Learning for Dynamic Power Allocation in Wireless Networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CD6CDAE63015E,P3,TRANSVERSAL,Increasing flexibility and productivity in Industry 4.0 production networks with autonomous mobile robots and smart intralogistics,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C7E42B6B27F68,P3,TRANSVERSAL,Decentralized Information-driven Approach for Tracking Multiple Moving Targets with Multi-Robot Networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1E0CF3627C14,P3,CONTEXT,Formal Modeling and Analysis of Hybrid Systems: A Case Study in Multi-robot Coordination,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1027A45215F8,P3,CONTEXT,Decentralized Behavioral Approach to Wheeled Mobile Robot Formation Maneuvers,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C73F608EF40D6,P3,CONTEXT,Implicit Cooperation Strategies for Multi-robot Search of Unknown Areas,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C7FAE40D44DC1,P3,CONTEXT,Multi-robot formations for area coverage in space applications,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C258B49A5CDCE,P3,CONTEXT,Distributed leader–follower flocking control for multi-agent dynamical systems with time-varying velocities,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA81B3751040D,P3,CONTEXT,Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CFF226DFB42C5,P3,CONTEXT,Multi-robot Cooperative Object Localization,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3862E6369260,P3,CONTEXT,Cooperative Control of Multi-Agent Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C8C88F5B7597D,P3,CONTEXT,Decentralized Multi-Agent Reinforcement Learning in Average-Reward Dynamic DCOPs,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C5393BC81D30D,P3,CONTEXT,Optimal formation and control of cooperative wheeled mobile robots,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C541C47BC2BA5,P3,CONTEXT,Real-time adaptive multi-robot exploration with application to underwater map construction,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C7683A8E401B2,P3,CONTEXT,A semantically-informed multirobot system for exploration of relevant areas in search and rescue settings,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CCC007FEE955C,P3,CONTEXT,Learning Multirobot Hose Transportation and Deployment by Distributed Round-Robin Q-Learning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE0B92EC9B6B8,P3,CONTEXT,Effective Approximations for Multi-Robot Coordination in Spatially Distributed Tasks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C6B35957F2A25,P3,CONTEXT,Multiple Mobile Robot Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C23A9081289BD,P3,CONTEXT,"A decentralized multi-agent unmanned aerial system to search, pick up, and relocate objects",eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C9318DA325D0A,P3,CONTEXT,Efficient multi-robot coverage of a known environment,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE7932A8945FD,P3,CONTEXT,Distributed Consensus of Linear Multiagent Systems: Laplacian Spectra-Based Method,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CFC0148811244,P3,CONTEXT,Cooperative Multi-Agent Planning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0AD50456ED15,P3,CONTEXT,Multi-Agent Systems for Resource Allocation and Scheduling in a Smart Grid,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1F12D82EB5AF,P3,CONTEXT,TraderBots: A New Paradigm for Robust and Efficient Multirobot Coordination in Dynamic Environments,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE250CA9672E5,P3,CONTEXT,Human-Robot Teams for Large-Scale Assembly,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3A92231C503F,P3,CONTEXT,Bipartite Consensus for Multi-Agent Systems With Time-Varying Delays Based on Method of Delay Partitioning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C40E207C30F72,P3,CONTEXT,Multi-UAV Rapid-Assessment Task-Assignment Problem in a Post-Earthquake Scenario,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CEE054EA98CD4,P3,CONTEXT,Swarm UAVs Task and Resource Dynamic Assignment Algorithm Based on Task Sequence Mechanism,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C50BD770B1D3B,P3,CONTEXT,Limited-Budget Output Consensus for Descriptor Multiagent Systems With Energy Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C7AA66F0CC8AB,P3,CONTEXT,A Multi-Agent Reinforcement Learning-Based Data-Driven Method for Home Energy Management,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C86FD126585DC,P3,CONTEXT,"Collaborative Multi-Robot Search and Rescue: Planning, Coordination, Perception, and Active Vision",eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA76116C5C727,P3,CONTEXT,Mixed-Integer Linear Programming Models for Multi-Robot Non-Adversarial Search,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CAF7131D3E002,P3,CONTEXT,Hierarchical Multi-Agent Optimization for Resource Allocation in Cloud Computing,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CFF6E2866698D,P3,CONTEXT,UAV Swarm Mission Planning in Dynamic Environment Using Consensus-Based Bundle Algorithm,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C251AB35E014B,P3,CONTEXT,A Faithful Mechanism for Incremental Multi-Agent Agreement Problems with Self-Interested and Privacy-Preserving Agents,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CBB74AB460F62,P3,CONTEXT,Applicability of Multi-Agent Systems and Constrained Reasoning for Sensor-Based Distributed Scenarios: A Systematic Mapping Study on Dynamic DCOPs,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CEE13D06C31BF,P3,CONTEXT,A Digital Twin Approach for the Improvement of an Autonomous Mobile Robots (AMR’s) Operating Environment—A Case Study,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C838614EB071B,P3,CONTEXT,Résilience et auto-réparation de processus de décisions multi-agents. Application à l’auto-configuration d’environnements intelligents,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C9DBE598AF11A,P3,CONTEXT,Mission Specification Patterns for Mobile Robots: Providing Support for Quantitative Properties,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CADFC0AC6330F,P3,CONTEXT,A Secure Decentralized Event-Triggered Cooperative Localization in Multi-Robot Systems Under Cyber Attack,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3C0DDA383C6E,P3,CONTEXT,Two-stage multi-sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C76229807CCEA,P3,CONTEXT,Distributed adaptive event-triggered control for general linear singular multi-agent systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CF8D8AE54BE63,P3,CONTEXT,Safety-Critical Coordination of Legged Robots via Layered Controllers and Forward Reachable Set based Control Barrier Functions,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CFA3ED1756E20,P3,CONTEXT,Predefined-Time Consensus of Nonlinear Multi-Agent Input Delay/Dynamic Event-Triggered Under Switching Topology,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0C43A1C02233,P3,CONTEXT,The Cambridge RoboMaster: An Agile Multi-Robot Research Platform,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C5BE9628D215F,P3,CONTEXT,Autonomous Mobile Robots in Automotive Remanufacturing: A Case Study for Intra-Logistics Support,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CCD5DAEF50D61,P3,CONTEXT,Part feeding scheduling for mixed-model assembly lines with autonomous mobile robots: benefits of using real-time data,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CD4454A375095,P3,CONTEXT,Research on multi-robot collaborative operation in logistics and warehousing using A3C optimized YOLOv5-PPO model,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3EB4FE9E132E,P3,CONTEXT,Multi-Robot Exploration Inspired by Swarm Robotics using Dynamic Fuzzy Cognitive Maps,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C589F20C51DDF,P3,CONTEXT,Should we get involved? impact of human collaboration and intervention on multi-robot teams,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C9AB086F4D3FD,P3,CONTEXT,Chapter 2: The Basics of Multi-Robot Systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3AB6A34C6121,P3,CONTEXT,Multi-agent embodied AI: advances and future directions,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C44BF69BB2371,P3,CONTEXT,Optimizing quantum-inspired federated multi-agent reinforcement architectures for sustainable wind energy governance under uncertainty,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C7DEDA979D613,P3,CONTEXT,Mitigation of the coordination crisis in wildfire management using a multi-agent AI system,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C92D77FC2D721,P3,CONTEXT,BDI-based Multi-Robot System Architecture: A Disinfecting Robot Routine Illustrative Case,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CACE7C6BAFBE9,P3,CONTEXT,Decentralised task planning and motion coordination for scalable multi-robot collaborative manufacturing,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C29DB4B188A5B,P3,CONTEXT,ISSUES IN MULTI AGENT RESOURCE ALLOCATION,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C876206FA4482,P3,CONTEXT,Robust distributed planning strategies for autonomous multi-agent teams,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
