source,doi,candidate_id,is_oa,oa_status,best_oa_url,license,host_type,version
unpaywall,10.5772/12859,C0C41A572DA90,True,hybrid,https://www.intechopen.com/citation-pdf-url/12642,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1299/jsmermd.2019.1a1-k05,C90BBDB89F98C,True,bronze,https://www.jstage.jst.go.jp/article/jsmermd/2019/0/2019_1A1-K05/_pdf,,publisher,publishedVersion
unpaywall,10.1016/j.robot.2017.10.014,C2FCE20776220,False,closed,,,,
unpaywall,10.1109/rcar61438.2024.10671273,CAF5ED346BFC4,False,closed,,,,
unpaywall,10.23919/acc50511.2021.9483189,C0A4A49A187BF,False,closed,,,,
unpaywall,10.2514/6.2009-1716,C849DAB1582EC,False,closed,,,,
unpaywall,10.1109/tro.2025.3554411,C115812BD1862,True,hybrid,https://doi.org/10.1109/tro.2025.3554411,cc-by-nc-nd,publisher,publishedVersion
unpaywall,10.1177/027836402128964198,C1431D1EAE9A1,False,closed,,,,
unpaywall,10.1109/icra.2017.7989189,C85442ACFB9A4,True,green,http://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-219543,other-oa,repository,submittedVersion
unpaywall,10.1017/9781108552011.015,C430DC44DD6B8,False,closed,,,,
unpaywall,10.3389/frobt.2026.1892296,C94856865C937,True,gold,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2026.1892296/pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/lra.2024.3396094,CEAF6872B6FDE,True,green,https://hal.science/hal-04362547v5/document,cc-by,repository,submittedVersion
unpaywall,10.3389/frobt.2022.892916,C8DC2CF6EB4E7,True,gold,https://www.frontiersin.org/articles/10.3389/frobt.2022.892916/pdf,cc-by,publisher,publishedVersion
unpaywall,10.1007/s13369-022-06763-z,CCFD5D8A0D88F,False,closed,,,,
unpaywall,10.23919/acc.1989.4790504,C5D8B042840F9,False,closed,,,,
unpaywall,10.1115/1.3153038,C7D09CF9A7768,False,closed,,,,
unpaywall,10.1016/b978-0-08-041276-4.50035-2,C293113C05F34,False,closed,,,,
unpaywall,10.1007/bf01258261,C999E768B9D16,False,closed,,,,
unpaywall,10.1115/imece1996-0450,C43F611DE23A0,False,closed,,,,
unpaywall,10.1016/0967-0661(94)90651-3,CCE5406D224AF,False,closed,,,,
unpaywall,10.1109/acc.1997.609667,CFF7102915A60,False,closed,,,,
unpaywall,10.2514/6.1994-1108,C040085A9E0AF,False,closed,,,,
unpaywall,10.1520/jfs13303j,C022F0BB14062,False,closed,,,,
unpaywall,10.1109/roman.1999.900360,CCFAEAC561776,False,closed,,,,
unpaywall,10.1016/s1474-6670(17)49335-9,CEA685FE25005,False,closed,,,,
unpaywall,10.1109/jra.1987.1087077,CC3254A016642,False,closed,,,,
unpaywall,10.21236/ada208737,C2AE2A1E9220F,False,closed,,,,
unpaywall,10.1117/12.278752,C2CD77957134A,False,closed,,,,
unpaywall,10.1016/s0167-6911(97)90017-7,CD5018A24E781,False,closed,,,,
unpaywall,10.1007/978-1-4615-4431-9_3,C483BCC3E5671,False,closed,,,,
unpaywall,10.1016/s1474-6670(17)44285-6,C823A01A6EDA8,False,closed,,,,
unpaywall,10.1007/978-1-4615-4431-9_4,C8BE8B03ED9CB,False,closed,,,,
unpaywall,10.1016/0094-114x(94)00039-n,CFF44A8BAD51E,False,closed,,,,
unpaywall,10.21236/ada268421,C5F53EBB4539B,False,closed,,,,
unpaywall,10.23919/acc.1992.4792175,CAA096CEA5B1D,False,closed,,,,
unpaywall,10.1109/mrs50823.2021.9620683,CE171515588DF,False,closed,,,,
unpaywall,10.1007/978-1-84800-015-5_11,C1027A45215F8,False,closed,,,,
unpaywall,10.1109/rcae66389.2025.11355296,C5D2E98493FCB,False,closed,,,,
unpaywall,10.1109/sii59315.2025.10870944,C8F77A128CA75,False,closed,,,,
unpaywall,10.1007/978-94-017-2376-3_10,C1D53FBE8C883,False,closed,,,,
unpaywall,10.1007/978-3-319-15699-6_6,C309C75B79B32,False,closed,,,,
unpaywall,10.1109/icarsc61747.2024.10535925,C3CEDCA968FF4,False,closed,,,,
unpaywall,10.1016/j.automatica.2025.112405,C2B75F466DF16,False,closed,,,,
unpaywall,10.1109/chicc.2008.4605324,C37E7D90D26B1,False,closed,,,,
unpaywall,10.1007/978-4-431-67919-6_37,CBD412D8BA948,False,closed,,,,
unpaywall,10.1109/rvsp.2013.24,C44BE982D5330,False,closed,,,,
unpaywall,10.1109/sis.2008.4668296,C1AA54596762B,False,closed,,,,
unpaywall,10.1109/lra.2025.3597895,CE490248EFFC2,False,closed,,,,
unpaywall,10.1109/acc.2011.5990822,CE8C068E2AA79,True,green,https://inria.hal.science/inria-00607085,other-oa,repository,submittedVersion
unpaywall,10.1109/icra40945.2020.9197403,C89F92800502B,True,green,https://arxiv.org/pdf/1909.04905,,repository,submittedVersion
unpaywall,10.4018/978-1-7998-1754-3.ch016,CABC35315C9BB,False,closed,,,,
unpaywall,10.1007/978-981-33-6718-0_4,CA486298C8811,False,closed,,,,
unpaywall,10.3724/sp.j.1016.2012.00730,C98625BEAECAF,False,closed,,,,
unpaywall,10.1109/cec.2014.6900348,C04AB75BB0237,False,closed,,,,
unpaywall,10.1109/robot.2009.5152398,C51C5216656F2,False,closed,,,,
unpaywall,10.1016/b978-0-08-042593-1.50010-9,CCF9EF99B1F75,False,closed,,,,
unpaywall,10.1007/978-4-431-66942-5_37,CF284FD6E0BD9,False,closed,,,,
unpaywall,10.1007/978-4-431-66942-5_14,CFA6C2DB9D76D,False,closed,,,,
unpaywall,10.1007/978-4-431-68275-2_16,CABDF473E20B0,False,closed,,,,
unpaywall,10.1007/978-3-642-72198-4_21,CEAB11DFE8C34,False,closed,,,,
unpaywall,10.1049/cp:19940271,C506423AC1B45,False,closed,,,,
unpaywall,10.1016/s0921-8890(97)00023-7,CDC26E5691026,False,closed,,,,
unpaywall,10.23919/acc.1988.4789882,C366EACD41AEF,False,closed,,,,
unpaywall,10.1007/978-4-431-66942-5_10,C91DAA10AB052,True,green,https://www.osti.gov/biblio/389074,,repository,submittedVersion
unpaywall,10.1016/b978-0-12-005216-5.50014-1,C4CBB7BCCB59F,False,closed,,,,
unpaywall,10.1007/978-1-4471-3042-0_12,CA2ECD219E5CF,False,closed,,,,
unpaywall,10.1016/s1474-6670(17)46665-1,C99F1CF3829CB,False,closed,,,,
unpaywall,10.1201/9781439864524-5,CC37C55ED0815,False,closed,,,,
unpaywall,10.1007/978-4-431-66942-5_21,CE54D377CFBCD,False,closed,,,,
unpaywall,10.1007/978-3-642-72198-4_23,CA66B0D8CD276,False,closed,,,,
unpaywall,10.1016/0004-3702(95)00110-7,C83A58FA2C892,False,closed,,,,
unpaywall,10.1007/978-4-431-66942-5_25,C36670C3D34E1,False,closed,,,,
unpaywall,10.1007/978-94-009-0257-2_5,CFFD2A2B3E6F3,False,closed,,,,
unpaywall,10.1007/978-4-431-68275-2_31,C07DF92AF1DEB,False,closed,,,,
unpaywall,10.1109/romoco60539.2024.10604405,CF62DCF88CC10,False,closed,,,,
unpaywall,10.2139/ssrn.5123189,CBF6172F0E1D7,True,green,https://doi.org/10.2139/ssrn.5123189,,repository,acceptedVersion
unpaywall,10.1007/978-94-017-2376-3_12,C92E4765A6709,False,closed,,,,
unpaywall,10.1109/mrs66243.2025.11357262,C94ABBA56B1AA,False,closed,,,,
unpaywall,10.1109/crv.2014.30,C7A244E16373D,False,closed,,,,
unpaywall,10.1109/isrimt67769.2025.11413063,CF5D64954839D,False,closed,,,,
unpaywall,10.1007/978-3-642-11876-0_29,CFF226DFB42C5,False,closed,,,,
unpaywall,10.1007/s10514-023-10104-w,C11036FE59B27,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10514-023-10104-w.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/icpads67057.2025.11323034,C03110D707C14,True,green,https://doi.org/10.1109/ICPADS67057.2025.11323034,other-oa,repository,acceptedVersion
unpaywall,10.23919/acc50511.2021.9483227,CE603D8FE54AF,True,green,https://arxiv.org/pdf/2009.14434,,repository,submittedVersion
unpaywall,10.3390/robotics15060102,C9223CB7A12C4,True,gold,https://doi.org/10.3390/robotics15060102,cc-by,publisher,publishedVersion
unpaywall,10.1016/j.ifacol.2020.12.2618,C2268A9C3E23C,True,gold,https://doi.org/10.1016/j.ifacol.2020.12.2618,,publisher,publishedVersion
unpaywall,10.4018/978-1-5225-8060-7.ch043,C017FB02553B5,False,closed,,,,
unpaywall,10.1109/access.2022.3227076,CADFC0AC6330F,True,gold,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09970722.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1115/detc2021-71343,C6618813AFD94,False,closed,,,,
unpaywall,10.1109/aero50100.2021.9438133,C14F7F1ACE0E1,False,closed,,,,
unpaywall,10.1080/01691864.2026.2728301,C7179DC68E4A3,True,hybrid,https://doi.org/10.1080/01691864.2026.2728301,cc-by,publisher,publishedVersion
unpaywall,10.1109/icra.2015.7140050,CD31171082622,False,closed,,,,
unpaywall,10.1109/access.2020.3025287,CDA494F606429,True,gold,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09201368.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/lra.2026.3729488,CF3D95E3983F8,False,closed,,,,
unpaywall,10.1109/icra.2015.7139676,C671D208EEF69,False,closed,,,,
unpaywall,10.1016/b978-0-08-041276-4.50058-3,C101E48675985,False,closed,,,,
unpaywall,10.1080/00207178808906275,C2D8645DE5E6C,False,closed,,,,
unpaywall,10.1163/156855399x01288,C36553D7DACC0,False,closed,,,,
unpaywall,10.1007/978-94-011-2526-0_13,CC92B648B00BD,False,closed,,,,
unpaywall,10.1016/0967-0661(94)90542-8,C7158323BD361,False,closed,,,,
unpaywall,10.1093/oso/9780195131581.003.0011,C544DF45724D0,False,closed,,,,
unpaywall,10.1109/cdc.1990.203970,C5075942C611C,False,closed,,,,
unpaywall,10.1017/s0263574700018324,C768179B9AC4B,False,closed,,,,
unpaywall,10.1016/0167-8493(87)90053-2,CADD864B1F6BD,False,closed,,,,
unpaywall,10.23919/acc.1988.4789700,C4D7B92282504,True,green,http://repository.gatech.edu/bitstreams/4743a5b0-e14c-459f-9b51-95cfac74279e/download,,repository,submittedVersion
unpaywall,10.1016/0921-8009(95)00095-x,C73F527D30D87,False,closed,,,,
unpaywall,10.1061/40337(205)12,CFB0C0B652867,False,closed,,,,
unpaywall,10.7551/mitpress/7113.003.0023,C5B2F6D93B301,False,closed,,,,
unpaywall,10.21236/ada434878,C04F11A5FECCC,False,closed,,,,
unpaywall,10.1177/003754978905300405,C8029CB9E8631,False,closed,,,,
unpaywall,10.1016/s1474-6670(17)64795-5,C505D593E0346,False,closed,,,,
unpaywall,10.4304/jcp.7.5.1261-1269,C565B8EBF9ACE,False,closed,,,,
unpaywall,10.1109/hpsr.2010.5580278,C7C6AFBABFC8A,False,closed,,,,
unpaywall,10.1109/haptics.2008.4479968,C4DCCE8D65242,False,closed,,,,
unpaywall,10.3233/978-1-61499-105-2-626,C85524CA4AADC,False,closed,,,,
unpaywall,10.21437/interspeech.2022-11439,CC3FADB1716A3,False,closed,,,,
unpaywall,10.1109/tiv.2022.3215139,CE5E7AD7183A3,False,closed,,,,
unpaywall,10.4304/jnw.5.12.1513-1520,C98693CE57013,False,closed,,,,
unpaywall,10.1109/acc.2008.4586714,CBDBA757EF41B,False,closed,,,,
unpaywall,10.1109/cac.2015.7382777,C735FB88555C9,False,closed,,,,
unpaywall,10.4108/icst.robocomm2007.2210,C2E96093B7EE8,True,gold,http://eudl.eu/pdf/10.4108/ICST.ROBOCOMM2007.2210,,,publishedVersion
unpaywall,10.17487/rfc6374,CD7DEC4FB849A,False,closed,,,,
unpaywall,10.2139/ssrn.5219981,C939D5901F6A5,True,green,https://doi.org/10.2139/ssrn.5219981,,repository,acceptedVersion
unpaywall,10.18535/ijecs/v5i6.49,C85689D93314E,False,closed,,,,
unpaywall,10.1109/ccdc.2016.7530957,CA305CA7C4E17,False,closed,,,,
unpaywall,10.18178/wcse.2020.06.059,CA003D2F3BA79,True,bronze,https://doi.org/10.18178/wcse.2020.06.059,,publisher,publishedVersion
unpaywall,10.1109/ccdc49329.2020.9164773,C5BE5CF60CE14,False,closed,,,,
unpaywall,10.1109/anzcc.2018.8606546,CEEEE333F56DB,True,green,http://hdl.handle.net/10072/393366,other-oa,repository,submittedVersion
unpaywall,10.1109/access.2020.2967455,CA8EF59911B78,True,gold,https://ieeexplore.ieee.org/ielx7/6287639/8948470/08962004.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/dessert65323.2024.11122252,CC032B7E440D9,False,closed,,,,
unpaywall,10.4028/www.scientific.net/amm.427-429.750,C7E453DE4F61D,True,hybrid,https://doi.org/10.4028/www.scientific.net/amm.427-429.750,cc-by,publisher,publishedVersion
unpaywall,10.23919/ccc64809.2025.11179678,CE8AA9D7499C9,False,closed,,,,
unpaywall,10.1109/ssd.2011.5986782,C881B06340194,False,closed,,,,
unpaywall,10.1016/j.automatica.2014.02.004,CDD8168213952,False,closed,,,,
unpaywall,10.1109/access.2023.3258547,CFA3ED1756E20,True,gold,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10075456.pdf,cc-by-nc-nd,publisher,publishedVersion
unpaywall,10.1109/chicc.2014.6896807,C23C692A890E2,False,closed,,,,
unpaywall,10.1145/3434073.3444659,C62ADED7025A3,True,gold,https://doi.org/10.1145/3434073.3444659,cc-by-nc-sa,,publishedVersion
unpaywall,10.1109/romoco.2015.7219725,CB2DEE19817C5,False,closed,,,,
unpaywall,10.5755/j01.eie.25.1.22728,CA8590C2ACCCB,True,gold,https://eejournal.ktu.lt/index.php/elt/article/download/22728/9791,cc-by,publisher,publishedVersion
unpaywall,10.5755/j01.eie.25.2.23197,CB28A8485F1FD,True,gold,http://eejournal.ktu.lt/index.php/elt/article/download/23197/9883,cc-by,publisher,publishedVersion
unpaywall,10.1109/tro.2018.2819198,C1E1A8614D9D8,True,green,https://figshare.com/articles/journal_contribution/Failure_Recovery_in_Robot-Human_Object_Handover/14913159,cc-by,repository,submittedVersion
unpaywall,10.21236/ada443157,C66C891A1C661,False,closed,,,,
unpaywall,10.3837/tiis.2019.07.013,C439BBFD49450,True,gold,http://itiis.org/digital-library/manuscript/file/22157/TIISVol13No7-13.pdf,,publisher,publishedVersion
unpaywall,10.3724/sp.j.1218.2011.00244,C4B03114F7214,True,hybrid,https://doi.org/10.3724/sp.j.1218.2011.00244,cc-by,publisher,publishedVersion
unpaywall,10.1007/978-94-007-4620-6_2,CFE112E4854CA,False,closed,,,,
unpaywall,10.5772/5483,CAB4D78B697E9,True,gold,https://www.intechopen.com/citation-pdf-url/881,cc-by-nc-sa,,publishedVersion
unpaywall,10.1108/jstp-03-2025-0099,CCB32A2EA2FB1,False,closed,,,,
unpaywall,10.5772/12906,CEA4C4196E1B0,True,hybrid,https://www.intechopen.com/citation-pdf-url/12644,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1109/mrs.2019.8901065,CB5E639CF2109,False,closed,,,,
unpaywall,10.1109/access.2021.3058190,CC4DCD9C36AAD,True,gold,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09350546.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/inmic64792.2024.11004328,C4597D3D9B99B,False,closed,,,,
unpaywall,10.2139/ssrn.4600287,C820C71A24D31,True,green,https://doi.org/10.2139/ssrn.4600287,,repository,acceptedVersion
unpaywall,10.2139/ssrn.4682564,C32C9E62626A1,True,green,https://doi.org/10.2139/ssrn.4682564,,repository,acceptedVersion
unpaywall,10.23919/ccc55666.2022.9902480,C2634742126FB,False,closed,,,,
unpaywall,10.23919/ccc52363.2021.9549796,CE72251706A18,False,closed,,,,
unpaywall,10.1109/robio49542.2019.8961586,CF54BA7A74743,False,closed,,,,
unpaywall,10.1109/icma65362.2025.11120655,C90D85D679788,False,closed,,,,
unpaywall,10.1007/s11370-021-00363-w,CD707C4C60C81,False,closed,,,,
unpaywall,10.5220/0005098505330538,CC5C89853ED16,True,gold,https://doi.org/10.5220/0005098505330538,cc-by-nc-nd,,publishedVersion
unpaywall,10.1007/978-981-15-2341-0_68,CF7240E6B02A6,False,closed,,,,
unpaywall,10.1080/0305215x.2020.1821198,C7BD8F7F94094,False,closed,,,,
unpaywall,10.1201/9781315116167-69,C5EECEFC2C4A1,False,closed,,,,
unpaywall,10.1088/1361-6501/ae5dea,CBB4544CC4701,True,hybrid,https://doi.org/10.1088/1361-6501/ae5dea,cc-by-nc-nd,publisher,publishedVersion
unpaywall,10.1504/ijpqm.2019.101517,C4871C5479EFD,False,closed,,,,
unpaywall,10.2507/ijsimm23-2-co6,C1850857B82C6,True,gold,https://doi.org/10.2507/ijsimm23-2-co6,,publisher,publishedVersion
unpaywall,10.2514/6.2004-557-352,C9C4698545C95,False,closed,,,,
unpaywall,10.1017/s0263574702004162,C8340B83D2A4A,False,closed,,,,
unpaywall,10.5220/0013720700003982,C60244BD76662,True,gold,https://doi.org/10.5220/0013720700003982,cc-by-nc-nd,,publishedVersion
unpaywall,10.5220/0014145800004918,CCBCD9D30A88E,True,gold,https://doi.org/10.5220/0014145800004918,cc-by-nc-nd,,publishedVersion
unpaywall,10.2139/ssrn.6232774,CE8B315F5F692,True,green,https://doi.org/10.2139/ssrn.6232774,,repository,acceptedVersion
unpaywall,10.1515/9789048515011-005,C1AEFA7564EC7,False,closed,,,,
unpaywall,10.1007/s10846-023-01878-3,C85D75CBF3B8C,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10846-023-01878-3.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1061/40996(330)461,CCC3DCFEBBB57,True,gold,https://doi.org/10.1061/40996(330)461,,publisher,publishedVersion
unpaywall,10.1016/j.neucom.2026.133469,C2058B53D42A8,False,closed,,,,
unpaywall,10.53347/rid-71767,C4EEDCB80CC0F,True,hybrid,https://doi.org/10.53347/rid-71767,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.53347/rid-75205,C938E82C9526D,True,hybrid,https://doi.org/10.53347/rid-75205,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1109/ical.2010.5585308,CC778C007CA2F,False,closed,,,,
unpaywall,10.1109/icarsc.2014.6849758,CB190A62D7713,False,closed,,,,
unpaywall,10.2307/j.ctt6wp695.7,C5146F15F8982,False,closed,,,,
unpaywall,10.1109/crv.2017.24,C52B082422806,False,closed,,,,
unpaywall,10.61194/sijl.v3i4.1137,C4106243A5EA4,True,gold,https://journal.sinergi.or.id/index.php/ijl/article/download/1137/769,cc-by,publisher,publishedVersion
unpaywall,10.1109/iccie.2010.5668188,C9A0603505925,False,closed,,,,
unpaywall,10.1016/j.tre.2025.103972,C722C61A4355C,False,closed,,,,
unpaywall,10.1299/jsmermd.2008._1a1-d24_1,C859A0E293C27,True,bronze,https://www.jstage.jst.go.jp/article/jsmermd/2008/0/2008__1A1-D24_1/_pdf,,publisher,publishedVersion
unpaywall,10.1109/ccdc.2012.6244022,CFF00F1003C6D,False,closed,,,,
unpaywall,10.3390/logistics9030091,C71D817E55012,True,gold,https://www.mdpi.com/2305-6290/9/3/91/pdf?version=1752140550,cc-by,publisher,publishedVersion
unpaywall,10.2139/ssrn.6504077,C61EE1A456132,True,green,https://doi.org/10.2139/ssrn.6504077,,repository,acceptedVersion
unpaywall,10.1109/robio.2014.7090496,C3A9B317F7525,False,closed,,,,
unpaywall,10.1287/moor.1120.0552,CC65330256744,True,green,https://hal.science/hal-02885914,other-oa,repository,submittedVersion
unpaywall,10.1061/9780784483053.309,C052DDEDA1058,False,closed,,,,
unpaywall,10.2139/ssrn.4767272,C975F2DBCF93B,True,green,https://doi.org/10.2139/ssrn.4767272,,repository,acceptedVersion
unpaywall,10.2139/ssrn.4680750,C9CB73FA97034,True,green,https://doi.org/10.2139/ssrn.4680750,,repository,acceptedVersion
unpaywall,10.1007/978-0-387-30440-3_344,C256590164A3C,False,closed,,,,
unpaywall,10.1515/9789048515011-025,C4EA90D04231B,False,closed,,,,
unpaywall,10.26226/morressier.608c2248dc2fa1af562471c6,C8610C12326DD,False,closed,,,,
unpaywall,10.1093/oso/9780198868484.003.0006,CF33B45B5FDD1,False,closed,,,,
unpaywall,10.2139/ssrn.546082,C453D50AA158E,True,green,https://doi.org/10.2139/ssrn.546082,,repository,acceptedVersion
unpaywall,10.21236/ada459483,C3EBE3A1EE7A9,False,closed,,,,
unpaywall,10.5220/0007374501620169,C87621C4939DB,True,gold,https://doi.org/10.5220/0007374501620169,cc-by-nc-nd,,publishedVersion
unpaywall,10.1007/978-3-642-56472-7_15,C5EFFE364F3E3,False,closed,,,,
unpaywall,10.1037/e628672012-406,C852D172BD07F,False,closed,,,,
unpaywall,10.1016/b978-0-323-90527-5.00011-3,CBF276B0EB37E,False,closed,,,,
unpaywall,10.1109/tro.2022.3216068,CFD7B611A94E3,False,closed,,,,
unpaywall,10.1109/mrs60187.2023.10416780,C2B6C94B387F2,False,closed,,,,
unpaywall,10.1201/9781584889465-10,C837B393C683C,False,closed,,,,
unpaywall,10.1109/iros58592.2024.10801429,C92F67FDFA73C,False,closed,,,,
unpaywall,10.5220/0010342404220430,C05F933629E88,True,gold,https://doi.org/10.5220/0010342404220430,cc-by-nc-nd,,publishedVersion
unpaywall,10.1016/j.robot.2013.02.009,CF853FE3BAB5E,False,closed,,,,
unpaywall,10.21236/ada523098,CB53FB30629AF,False,closed,,,,
unpaywall,10.1109/wd.2009.5449671,C1109C03C8C8E,False,closed,,,,
unpaywall,10.2139/ssrn.4676311,CAF8099C49854,True,green,https://doi.org/10.2139/ssrn.4676311,,repository,acceptedVersion
unpaywall,10.1109/lra.2021.3138766,CF479A550F931,False,closed,,,,
unpaywall,10.5772/6828,CD468B6C0128D,True,hybrid,https://www.intechopen.com/citation-pdf-url/6443,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1109/tase.2024.3395283,C892F518F8C64,False,closed,,,,
unpaywall,10.4018/978-1-5225-3799-1.ch005,CFB6307B69461,False,closed,,,,
unpaywall,10.5220/0011267800003271,CDAF673DF6C63,True,gold,https://doi.org/10.5220/0011267800003271,cc-by-nc-nd,,publishedVersion
unpaywall,10.1109/pads.2008.30,C0EC7A209973B,False,closed,,,,
unpaywall,10.1109/icnc.2010.5582901,CA969994974B8,False,closed,,,,
unpaywall,10.4337/9781803929569.00010,CF0032CA89A7D,False,closed,,,,
unpaywall,10.1109/cdc42340.2020.9304246,C0697399BA642,False,closed,,,,
unpaywall,10.1080/01691864.2026.2721004,C810711330731,False,closed,,,,
unpaywall,10.23919/ccc64809.2025.11179574,CA740635CF5B2,False,closed,,,,
unpaywall,10.55670/fpll.futech.5.3.4,CF6EEACD6FE04,True,gold,https://doi.org/10.55670/fpll.futech.5.3.4,,publisher,publishedVersion
unpaywall,10.1109/ccta49430.2022.9966080,C596721F49546,False,closed,,,,
unpaywall,10.1109/ccdc.2016.7531261,C637E263BC7A0,False,closed,,,,
unpaywall,10.1109/icc.2011.5962513,CC7DF8DD27597,False,closed,,,,
unpaywall,10.1109/wcnc.2016.7565001,C32957517B97B,False,closed,,,,
unpaywall,10.1063/1.5081581,CFBDFFCAD6DA7,False,closed,,,,
unpaywall,10.1007/978-981-33-6718-0_3,C592688F44FAA,False,closed,,,,
unpaywall,10.1201/9781003669913-4,C0CDFABED0ACD,False,closed,,,,
unpaywall,10.1109/icassp.2013.6638672,C4C2DB0296680,False,closed,,,,
unpaywall,10.1016/j.jpdc.2009.03.002,C6CF20284F500,True,green,http://hdl.handle.net/10400.22/4055,other-oa,repository,submittedVersion
unpaywall,10.1109/cac59555.2023.10450786,C909C4E55E409,False,closed,,,,
unpaywall,10.21236/ada448479,C2F4E7D6891C7,False,closed,,,,
unpaywall,10.2139/ssrn.4503455,C878F8C0706D6,True,green,https://doi.org/10.2139/ssrn.4503455,,repository,acceptedVersion
unpaywall,10.1016/j.vehcom.2023.100689,C2AD1761F1ABC,False,closed,,,,
unpaywall,10.1109/tcomm.2014.2350503,CF6464D4CDEAD,False,closed,,,,
unpaywall,10.64628/aa.nh9rjgyj3,CAFF8E4AF0F06,False,closed,,,,
unpaywall,10.1109/ipdps.2006.1639393,C1B13B98B55F4,False,closed,,,,
unpaywall,10.1109/wcsp.2014.6992052,CE6DCE2BCE69C,False,closed,,,,
unpaywall,10.1007/4-431-35881-1_23,C1758BD935FD5,False,closed,,,,
unpaywall,10.1007/1-4020-3389-3_2,C93FF4C9DA235,False,closed,,,,
unpaywall,10.1145/1543834.1543874,CE1EDAB533524,False,closed,,,,
unpaywall,10.1371/journal.pone.0170659,C0BBF943B50C0,True,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0170659&type=printable,cc-by,publisher,publishedVersion
unpaywall,10.1007/978-981-15-5580-0_27,C785B8257D0F1,False,closed,,,,
unpaywall,10.1145/3303848,CC56ADBF6105B,False,closed,,,,
