anchor_candidate_id,anchor_doi,direction,oci,citing,cited,creation,timespan,source
C9714C0016795,10.1109/jproc.2006.876933,citations,06401953103-06170694679,omid:br/06401953103 doi:10.1109/icscn.2015.7219891 openalex:W1508990655,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2015-03,P8Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06501939288-06170694679,omid:br/06501939288 doi:10.1109/intelse.2016.7475122 openalex:W2405800586,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2016-01,P9Y6M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,061101185845-06170694679,omid:br/061101185845 doi:10.1177/0278364919839137 openalex:W2923872326,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2019-03-27,P12Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,062301766562-06170694679,omid:br/062301766562 doi:10.1155/2018/1408796 openalex:W2804055120,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2018,P11Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06303297421-06170694679,omid:br/06303297421 doi:10.1007/978-3-211-09451-8_11 openalex:W4211223616,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2009,P2Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,062404291546-06170694679,omid:br/062404291546 doi:10.1016/j.robot.2024.104762 openalex:W4400967208,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2024-10,P18Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,062101731217-06170694679,omid:br/062101731217 doi:10.1587/transinf.e93.d.1352 openalex:W2062594179,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2010,P3Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,061103101072-06170694679,omid:br/061103101072 doi:10.1007/978-3-540-88309-8_39 openalex:W1591461724,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,,,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,061803165303-06170694679,omid:br/061803165303 doi:10.1109/ical.2010.5585400 openalex:W2038887268,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2010-08,P4Y1M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,0606917703-06170694679,omid:br/0606917703 doi:10.1109/icus61736.2024.10839870 openalex:W4406730043,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2024-10-18,P18Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,0630447241-06170694679,omid:br/0630447241 doi:10.3390/s18030759 openalex:W2791227673 pmid:29498683,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2018-03-02,P11Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06902400807-06170694679,omid:br/06902400807 doi:10.1007/s13218-015-0358-z openalex:W2063684929,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2015-03-29,P8Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06170417752-06170694679,omid:br/06170417752 doi:10.1007/s10458-012-9196-7 openalex:W2096440680,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2012-03-31,P5Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06203615952-06170694679,omid:br/06203615952 doi:10.1109/icsmc.2009.5346137 openalex:W2160339022,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2009-10,P3Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,0690684427-06170694679,omid:br/0690684427 doi:10.1016/j.jfranklin.2018.09.012 openalex:W2892956886,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2018-11,P12Y4M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,062602644211-06170694679,omid:br/062602644211 doi:10.1007/978-3-662-46870-8_11 openalex:W1041059229,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2015,P8Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06901297470-06170694679,omid:br/06901297470 doi:10.5772/54379 openalex:W2126862637,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2013,P6Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06103154226-06170694679,omid:br/06103154226 doi:10.1007/s10514-015-9484-6 openalex:W1121563678,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2015-08-13,P9Y1M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06603382293-06170694679,omid:br/06603382293 doi:10.2514/6.2007-6452 openalex:W2312637890,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2007-06-15,P0Y11M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06201960332-06170694679,omid:br/06201960332 doi:10.1109/distra.2017.8167687 openalex:W4229601196,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2017-10,P11Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06102963076-06170694679,omid:br/06102963076 doi:10.1109/iecon.2014.7049046 openalex:W1564807754,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2014-10,P8Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06902054477-06170694679,omid:br/06902054477 doi:10.1007/978-3-030-34409-2_12 openalex:W3006350675,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2020,P13Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,062501605640-06170694679,omid:br/062501605640 doi:10.1145/3303848 openalex:W2936516903,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2020-03-31,P13Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06802819621-06170694679,omid:br/06802819621 doi:10.1007/978-3-319-32552-1_53 openalex:W1841642927,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2016,P9Y,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06603970187-06170694679,omid:br/06603970187 doi:10.1109/lra.2022.3216234 openalex:W4308340497,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2022-10,P16Y3M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,061302495422-06170694679,omid:br/061302495422 doi:10.1109/cyberi.2016.7438627 openalex:W2305789532,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2016-02,P9Y7M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06503625789-06170694679,omid:br/06503625789 doi:10.1109/cerma.2009.54 openalex:W2102769053,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2009-09,P3Y2M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06140651474-06170694679,omid:br/06140651474 doi:10.1016/j.eswa.2013.11.044 openalex:W2068305009,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2014-06,P7Y11M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06503695803-06170694679,omid:br/06503695803 doi:10.1109/robot.2007.363990 openalex:W2096416100,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2007-04,P0Y9M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06701599653-06170694679,omid:br/06701599653 doi:10.1142/s021984361100237x openalex:W2000150438,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2011-03,P4Y8M,opencitations
C9714C0016795,10.1109/jproc.2006.876933,citations,06701266372-06170694679,omid:br/06701266372 doi:10.1108/ijius-06-2021-0038 openalex:W4214913248,omid:br/06170694679 doi:10.1109/jproc.2006.876933 openalex:W2076701290,2022-03-04,P15Y8M,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06603270630,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06603270630 doi:10.1109/70.681242 openalex:W2137714578,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-061803103860,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/061803103860 doi:10.1016/s0004-3702(99)00036-3 openalex:W2156887976,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-062503299244,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/062503299244 doi:10.1007/1-4020-3389-3_2 openalex:W8897691,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06703782382,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06703782382 doi:10.1145/280765.280845 openalex:W2167923173,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06503799334,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06503799334 doi:10.1109/iat.2004.1342939 openalex:W4235564931,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06803755742,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06803755742 doi:10.1109/robot.2005.1570329 openalex:W1791558954,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06503775787,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06503775787 doi:10.1109/robot.2005.1570270 openalex:W2144944217,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-061403283721,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/061403283721 doi:10.1163/156855398x00271 openalex:W2054370908,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-062601373636,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/062601373636 doi:10.1142/s0218843096000087 openalex:W2077516009,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-061803104088,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/061803104088 doi:10.1016/s0004-3702(01)00159-x openalex:W2013469527,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-061102469983,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/061102469983 doi:10.21236/ada538195 openalex:W2142417067,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-06903370001,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/06903370001 doi:10.1109/robot.2005.1570327 openalex:W2105786517,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,references,06803526910-061803103897,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,omid:br/061803103897 doi:10.1016/s0004-3702(98)00045-9 openalex:W1971441460,,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06380185471-06803526910,omid:br/06380185471 doi:10.1609/aimag.v33i3.2422 openalex:W1900707598,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2012-09,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061802924522-06803526910,omid:br/061802924522 doi:10.2514/6.2010-8422 openalex:W2318744258,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2010-06-26,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062202328036-06803526910,omid:br/062202328036 doi:10.1109/smc52423.2021.9659305 openalex:W4206760252,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2021-10-17,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06140362989-06803526910,omid:br/06140362989 doi:10.1007/s10846-010-9439-2 openalex:W1983961745,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2010-06-16,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062303150872-06803526910,omid:br/062303150872 doi:10.1109/smc.2014.6973937 openalex:W2011294695,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2014-10,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061402894206-06803526910,omid:br/061402894206 doi:10.1109/cca.2013.6662915 openalex:W2013669325,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2013-08,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062504212272-06803526910,omid:br/062504212272 doi:10.1109/mrs60187.2023.10416770 openalex:W4391529001,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2023-12-04,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061103485442-06803526910,omid:br/061103485442 doi:10.1109/icma54519.2022.9856058 openalex:W4292873941,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2022-08-07,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06170417670-06803526910,omid:br/06170417670 doi:10.1007/s10458-014-9276-y openalex:W2061514991,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2014-10-15,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061502908283-06803526910,omid:br/061502908283 doi:10.1109/iros.2013.6697115 openalex:W2042001881,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2013-11,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06502082789-06803526910,omid:br/06502082789 doi:10.1109/icra40945.2020.9197283 openalex:W3090939124,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2020-05,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062302469276-06803526910,omid:br/062302469276 doi:10.1109/ssrr53300.2021.9597856 openalex:W3216302784,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2021-10-25,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06201912175-06803526910,omid:br/06201912175 doi:10.2514/6.2018-0640 openalex:W2781941390,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2018-01-07,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062104391914-06803526910,omid:br/062104391914 doi:10.1109/access.2024.3399610 openalex:W4396817399,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2024,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06240359836-06803526910,omid:br/06240359836 doi:10.1016/j.robot.2012.06.004 openalex:W2038847765,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2012-10,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062501514918-06803526910,omid:br/062501514918 doi:10.1371/journal.pone.0170659 openalex:W2581834436 pmid:28118384,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2017-01-24,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061902472036-06803526910,omid:br/061902472036 doi:10.1109/ibcast.2017.7868068 openalex:W2594477723,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2017-01,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,062102596365-06803526910,omid:br/062102596365 doi:10.3390/app10145000 openalex:W3045229565,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2020-07-21,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,061103961584-06803526910,omid:br/061103961584 doi:10.5802/roia.55 openalex:W4383102049,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2023-07-04,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06010427981-06803526910,omid:br/06010427981 doi:10.1109/cai64502.2025.00126 openalex:W4412082802,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2025-05-05,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06120298341-06803526910,omid:br/06120298341 doi:10.1002/rob.20297 openalex:W4236132963,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2009-06,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06201960332-06803526910,omid:br/06201960332 doi:10.1109/distra.2017.8167687 openalex:W4229601196,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2017-10,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06170417583-06803526910,omid:br/06170417583 doi:10.1007/s10458-017-9367-7 openalex:W2612326031,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2017-05-08,,opencitations
C1758BD935FD5,10.1007/4-431-35881-1_23,citations,06903216416-06803526910,omid:br/06903216416 doi:10.1109/cisda.2009.5356535 openalex:W2137709269,omid:br/06803526910 doi:10.1007/4-431-35881-1_23 openalex:W2282005763,2009-07,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061203379869,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061203379869 doi:10.1145/336595.336621 openalex:W2003076247,2006-08,P6Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06403791292,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06403791292 doi:10.1109/robot.2004.1308844 openalex:W2015331329,2006-08,P2Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06801214694,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06801214694 doi:10.1177/0278364904045564 openalex:W2157488300,2006-08,P1Y11M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06702334202,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06702334202 doi:10.1287/mnsc.39.6.657 openalex:W2170021258,2006-08,P13Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06603270630,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06603270630 doi:10.1109/70.681242 openalex:W2137714578,2006-08,P8Y4M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061803103860,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061803103860 doi:10.1016/s0004-3702(99)00036-3 openalex:W2156887976,2006-08,P7Y1M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06801209102,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06801209102 doi:10.1177/027836499701600506 openalex:W2160113664,2006-08,P8Y10M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-062503299244,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/062503299244 doi:10.1007/1-4020-3389-3_2 openalex:W8897691,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06503799334,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06503799334 doi:10.1109/iat.2004.1342939 openalex:W4235564931,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06803755742,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06803755742 doi:10.1109/robot.2005.1570329 openalex:W1791558954,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06210282040,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06210282040 doi:10.1111/0824-7935.00092 openalex:W2044553168,2006-08,P7Y0M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-062503383166,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/062503383166 doi:10.1109/robot.2002.1013403 openalex:W2162580414,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06603836493,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06603836493 doi:10.1109/iros.2001.977150 openalex:W2134794304,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06502359024,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06502359024 doi:10.1287/mnsc.36.6.674 openalex:W2096090773,2006-08,P16Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061303055250,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061303055250 doi:10.1137/1018115 openalex:W2001341021,2006-08,P29Y10M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061403262677,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061403262677 doi:10.1109/icar.2005.1507502 openalex:W2118424933,2006-08,,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061803104004,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061803104004 doi:10.1016/0004-3702(94)00021-r openalex:W2097713162,2006-08,P11Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-061803103897,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/061803103897 doi:10.1016/s0004-3702(98)00045-9 openalex:W1971441460,2006-08,P8Y3M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-062201331404,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/062201331404 doi:10.1109/tc.1980.1675516 openalex:W2151408086,2006-08,P25Y8M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06803791544,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06803791544 doi:10.1145/336595.337369 openalex:W2073795895,2006-08,P6Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,references,06190219914-06603270622,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,omid:br/06603270622 doi:10.1109/70.88137 openalex:W2125409550,2006-08,P15Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06902317157-06190219914,omid:br/06902317157 doi:10.1145/3325730.3325745 openalex:W2949085977,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2019,P12Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06503459580-06190219914,omid:br/06503459580 doi:10.1007/s11370-021-00372-9 openalex:W3168214630,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2021-06-15,P14Y10M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06230373073-06190219914,omid:br/06230373073 doi:10.1016/j.robot.2013.11.010 openalex:W1965328293,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2014-02,P7Y6M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,062502893684-06190219914,omid:br/062502893684 doi:10.1109/wi-iat.2013.129 openalex:W1964465429,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2013-11,P7Y3M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,061803236942-06190219914,omid:br/061803236942 doi:10.1007/978-3-540-30301-5_41 openalex:W4211185905,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2008,P1Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06202748489-06190219914,omid:br/06202748489 doi:10.1109/iwcmc.2017.7986575 openalex:W2609810671,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2017-06,P10Y10M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,0670779508-06190219914,omid:br/0670779508 doi:10.3233/mgs-200327 openalex:W3082152164,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2020-07-24,P13Y11M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,062102494467-06190219914,omid:br/062102494467 doi:10.1145/2834126.2834133 openalex:W2342582783,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2015-11-03,P9Y3M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,062603503023-06190219914,omid:br/062603503023 doi:10.1007/978-981-19-3998-3_22 openalex:W4288714176,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2022-07-29,P15Y11M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,061903137183-06190219914,omid:br/061903137183 doi:10.1142/s1469026817500250 openalex:W2774251702,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2017-12,P11Y4M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,062202341758-06190219914,omid:br/062202341758 doi:10.1109/iros51168.2021.9635955 openalex:W3187466129,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2021-09-27,P15Y1M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,062202996999-06190219914,omid:br/062202996999 doi:10.1109/pes.2011.6039764 openalex:W2007349989,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2011-07,P4Y11M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06801975916-06190219914,omid:br/06801975916 doi:10.1109/fuzz-ieee.2012.6251150 openalex:W2152172348,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2012-06,P5Y10M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06180218258-06190219914,omid:br/06180218258 doi:10.1109/tro.2012.2228135 openalex:W2007088348,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2013-04,P6Y8M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06103476627-06190219914,omid:br/06103476627 doi:10.20965/jrm.2022.p0072 openalex:W4213251980,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2022-02-20,P15Y6M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06403142282-06190219914,omid:br/06403142282 doi:10.1007/978-1-4471-5102-9_100028-1 openalex:W4246720969,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2020,P13Y,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,061502964501-06190219914,omid:br/061502964501 doi:10.1109/iros.2012.6386233 openalex:W1989116604,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2012-10,P6Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,061703204266-06190219914,omid:br/061703204266 doi:10.1109/iros.2009.5354326 openalex:W2161895733,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2009-10,P3Y2M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,0620772845-06190219914,omid:br/0620772845 doi:10.1080/0952813x.2015.1020575 openalex:W2002076216,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2015-04-07,P8Y8M,opencitations
CB3570F2FB1C1,10.1109/tro.2006.878948,citations,06026529838-06190219914,omid:br/06026529838 doi:10.4018/ijcini.20211001.oa27,omid:br/06190219914 doi:10.1109/tro.2006.878948 openalex:W2139883176,2021,P14Y,opencitations
