idea_id,source_unit_id,corpus,path,source_sha256,kind,locator,depth,title,normalized_title,title_overlap_group,title_overlap_status,sp_target,claim_ids,claim_relation,evidence_status,destination,incorporation_mode,formal_context_result_ids,formal_context_verdicts,formal_context_claim_ids,formal_context_status,semantic_review_status,rationale
IDEA-3cd48b60dce59d19da3b,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:83:page:184,1,References,references,TITLE-07a0b0962107,candidate-cross-source-overlap,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-7ed5ffbc40631a894e49,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:84:page:186,0,9 Robust Output Regulation via Hinfty Approach,9 robust output regulation via hinfty approach,TITLE-43f40b0a2666,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-2f3687cba4daf888a574,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:85:page:186,1,9.1 Introduction,9 1 introduction,TITLE-2a133d3079e5,candidate-cross-source-overlap,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-73b3f40b2e4aacd9879b,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:86:page:187,1,9.2 Problem Formulation,9 2 problem formulation,TITLE-e3c6399e22c1,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-9e06e6be30f5264c3a11,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:87:page:188,1,9.3 Identical Reference Generator,9 3 identical reference generator,TITLE-5cf7ebdca224,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-9ae54564d1cf79e7314d,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:88:page:193,1,9.4 Robust Regulation via Hinfty Methods,9 4 robust regulation via hinfty methods,TITLE-089348ddbe47,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-e914a482cd16a4caadb1,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:89:page:203,1,9.5 Numerical Example,9 5 numerical example,TITLE-97a871887868,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-8eaaba44a106b1597956,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:8:page:19,2,1.2.2 Time-Invariant Graph,1 2 2 time invariant graph,TITLE-990859212c91,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-c002bdd7b6e8b991d49f,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:90:page:207,1,9.6 Conclusion,9 6 conclusion,TITLE-53c036aba697,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-59015fbf92b1279454d5,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:91:page:207,1,References,references,TITLE-07a0b0962107,candidate-cross-source-overlap,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-1247c6ca71c11c96b530,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:92:page:210,0,10 Adaptive Output Synchronization with Uncertain Leader,10 adaptive output synchronization with uncertain leader,TITLE-6d67161996ad,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-f16a8d4339c2275a5c42,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:93:page:210,1,10.1 Introduction,10 1 introduction,TITLE-e7fc69bfe347,candidate-cross-source-overlap,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-32869e9fd5b9c61e6e8f,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:94:page:211,1,10.2 Problem Formulation,10 2 problem formulation,TITLE-e99e4c534c55,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-88f46d4c6ecd429613f1,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:95:page:214,1,10.3 Main Results,10 3 main results,TITLE-4b63989470af,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-fa8471fd08800498c585,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:96:page:214,2,10.3.1 Stage 1: Output Synchronization Among Uncertain Leader and Adaptive Reference Generators,10 3 1 stage 1 output synchronization among uncertain leader and adaptive reference generators,TITLE-26faa42db303,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-2302ae6b12168aedf2d1,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:97:page:222,2,10.3.2 Stage 2: Output Synchronization Among Adaptive Reference Generators and Non-identical Followers,10 3 2 stage 2 output synchronization among adaptive reference generators and non identical followers,TITLE-f33f6677c6b6,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-3567c81d9ba9bc8c3131,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:98:page:229,1,10.4 Example and Simulation,10 4 example and simulation,TITLE-35795bec1feb,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-a1374a76a94e9a9ee83c,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:99:page:232,1,10.5 Conclusion,10 5 conclusion,TITLE-1354acda226e,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-6d94f07b0a7e919d3c0e,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,pdf-bookmark,bookmark:9:page:20,2,1.2.3 Hierarchical Decomposition,1 2 3 hierarchical decomposition,TITLE-c53c81cb0a6e,repeated-within-source,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-9e17a9d2746a39a41468,SRC-eb06edb5b9fef4df,books,"material/books/____N3__(Studies in Systems, Decision and Control 76) Yuanqing Wu, Renquan Lu, Hongye Su, Peng Shi, Zheng-Guang Wu (auth.) - Synchronization Control for Large-Scale Network Systems-Springer International Publ.pdf",d35c8eaed2b285ae5bbd7c59ff100ce2e0dfbf2f33dff7842cd138acd83216d7,document,document,0,421688_Print.indd,421688 print indd,,unique-title,transversal,C8B-SP8,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-dc9f3974be76c2b5372a,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:100:page:183,0,9 Multiagent relay tracking systems with time-varying number of agents and time delays,9 multiagent relay tracking systems with time varying number of agents and time delays,TITLE-cb8f74ddbafd,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-abdf70d3fa08e47c23b6,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:101:page:183,1,9.1 Introduction,9 1 introduction,TITLE-2a133d3079e5,candidate-cross-source-overlap,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-61bf917e4a79b8ecfd59,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:102:page:184,1,9.2 Linear relay tracking systems with time-varying number of agents and time delays,9 2 linear relay tracking systems with time varying number of agents and time delays,TITLE-f6c41020ab7c,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-f67771bf2b00260d785f,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:103:page:184,2,9.2.1 Problem formulation,9 2 1 problem formulation,TITLE-1c9f0e84dc2e,candidate-cross-source-overlap,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-bb199deb15e27a5b32cf,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:104:page:187,2,9.2.2 Main results,9 2 2 main results,TITLE-c06cbf6cf513,candidate-cross-source-overlap,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-855551dffbfa70f7ce50,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:105:page:195,2,9.2.3 Numerical simulations,9 2 3 numerical simulations,TITLE-a44b8b4e4c91,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-50d2a2c3b84a4033c279,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:106:page:198,1,9.3 Nonlinear relay tracking systems with time-varying number of agents and time delays,9 3 nonlinear relay tracking systems with time varying number of agents and time delays,TITLE-e7cb98163a8d,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-ba2b5be5b798cd171869,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:107:page:198,2,9.3.1 Related preliminaries,9 3 1 related preliminaries,TITLE-cb5f040ed606,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-e81ff81946c344fa6983,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:108:page:201,2,9.3.2 Stability analysis,9 3 2 stability analysis,TITLE-48df4e0b6f4d,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-2c4280f6d47db5f32d82,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:109:page:206,2,9.3.3 Numerical simulations,9 3 3 numerical simulations,TITLE-849d31121722,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-c8d431bc6904e5f8bd46,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:10:page:15,2,1.1.2 Consensus control,1 1 2 consensus control,TITLE-b3ca5f5ad95f,repeated-within-source,SP2,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-a000c8c2e5c4b7d89c6d,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:110:page:210,1,9.4 Conclusion and discussions,9 4 conclusion and discussions,TITLE-03737a27f4a3,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-f0824606afa70540caef,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:111:page:212,1,References,references,TITLE-07a0b0962107,candidate-cross-source-overlap,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-3c4caa212a6eaafad0fc,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:112:page:213,0,10 Finite time stability analysis and coordination strategies of multiagent relay tracking systems,10 finite time stability analysis and coordination strategies of multiagent relay tracking systems,TITLE-383988176858,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-7530c4a29c309f29921c,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:113:page:214,1,10.1 Introduction,10 1 introduction,TITLE-e7fc69bfe347,candidate-cross-source-overlap,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-6e1c2c4cf8bc62ad98ea,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:114:page:214,2,10.1.1 Finite time boundedness,10 1 1 finite time boundedness,TITLE-aaa59c3932c5,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-89ca2306e1512ce50e63,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:115:page:215,2,10.1.2 Finite time coordination relay strategies,10 1 2 finite time coordination relay strategies,TITLE-f2ef80894b9b,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-98d58923d5a0e04425a1,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:116:page:215,1,10.2 Stability analysis of nonlinear multiagent relay tracking systems over a finite time interval,10 2 stability analysis of nonlinear multiagent relay tracking systems over a finite time interval,TITLE-77af39a52b89,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-769a22770789cb791e33,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:117:page:215,2,10.2.1 Relay tracking problem formulation,10 2 1 relay tracking problem formulation,TITLE-bded6a158b59,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-cbf4f05fc01287be7ff4,SRC-d366d50beff01df1,books,"material/books/____N4___Lijing Dong, Sing Kiong Nguang - Consensus Tracking of Multi-agent Systems with Switching Topologies (Emerging Methodologies and Applications in Modelling, Identification and Control)-Academic Press ( (1).pdf",9a1c39f2d6fa368393be2abcd37c0adbe950686b18087b18f03652e88418db19,pdf-bookmark,bookmark:118:page:218,2,10.2.2 Stability analysis over a finite time interval,10 2 2 stability analysis over a finite time interval,TITLE-94e6c67b9a4a,repeated-within-source,SP2;transversal,C5;C6D-SP6,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
