unit_id,path,sha256,identity,identity_status,relevant_chapters_pages,scope,claim_ids,decision,rationale_limitation,copyright_notes,verification_source,verification_date,verification_note
SRC-9afea5b640d8009e,material/books/Markov-Decision-Processes-and-Stochastic-Positional-Games.pdf,60c53bce81b085f89b8b6a9da01f07a73f96f7ab2fbb588bc7fd5bd5ef807ca4,Dmitrii Lozovanu y Stefan Wolfgang Pickl; Markov Decision Processes and Stochastic Positional Games: Optimal Control on Complex Networks; Springer Cham; 1.ª ed.; 2024; ISBN 978-3-031-40179-4; DOI 10.1007/978-3-031-40180-0,verified-publisher,pp. 1-154: procesos de Markov; pp. 155-267: control en redes y MDP; capítulos finales: juegos estocásticos/posicionales y algoritmos,SP1;SP3;transversal,C-SP1-N4-FIV-PILOT,use-later,"Puede orientar una extensión dinámica y separar MDP de juego estocástico, pero el piloto F-IV del TFM tiene estado, costes y oráculo propios. No respalda el claim empírico ni debe reetiquetar F-IV como juego de Markov sin formulación completa.",Consulta privada; parafrasear; no copiar algoritmos o diagramas; verificar la entrada editorial en el ledger.,https://link.springer.com/book/10.1007/978-3-031-40180-0,2026-09-09,Springer/DOI y la unidad local concuerdan.
SRC-2db0fd66bf8a128b,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",a974a45c782de9f057c28e123b1c9a6bb6113a3121cdf79452530d63dd82d7c6,Julian Barreiro-Gomez y Hamidou Tembine; Mean-Field-Type Games for Engineers; CRC Press; 1.ª ed.; 2022; ISBN 978-0-367-56612-8; DOI 10.1201/9781003098607,verified-publisher,"pp. 36-137: control y juegos mean-field-free/mean-field; pp. 138-331: formulaciones escalares y matriciales; pp. 332-509: tiempo discreto, restricciones y aplicaciones",SP1;transversal,C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,use-later,"Sirve para distinguir aproximaciones mean-field de juegos poblacionales finitos. Los agentes del TFM son indivisibles y el cierre atómico es esencial; por tanto, no se pueden importar límites o equilibrios de campo medio. La portada legal indica 2022, no 2021.",Consulta privada; parafrasear; no copiar derivaciones/figuras; verificar la entrada 2022 en el ledger antes de citar.,https://doi.org/10.1201/9781003098607,2026-09-09,La página legal fija primera edición 2022; el nombre local indica 2021.
SRC-6140ef0a5f2b1f0b,"material/books/MOBILE ROBOT _ motion control and path planning -- Ahmad Taher Azar, Ibraheem Kasim Inraheem, Amjad Jaleel -- Studies in Computational Intelligence, -- isbn13 9783031265631 -- ac5cbd40bb5b1a42edca58754ca50c9a -- An.pdf",367eedb7697a7dfaf812e639f6d849b55c22f976f3d5a029fdfed1f26da55320,"Ahmad Taher Azar, Ibraheem Kasim Ibraheem y Amjad Jaleel Humaidi, editores; Mobile Robot: Motion Control and Path Planning; Springer Cham; 1.ª ed.; 2023; ISBN 978-3-031-26563-1; DOI 10.1007/978-3-031-26564-8",verified-publisher,pp. 12-40: formación leader-follower y robot diferencial; pp. 171-204: control robusto con eventos; pp. 205-237: optimización de rutas; pp. 289-335 y 441-608: fallos y control no holónomo,SP2;SP3,C-SP2-N1-KIN-FORMAL,use-later,"Volumen editado útil para localizar comparadores de formación, control y planificación. Los capítulos son heterogéneos y varios usan aprendizaje, fuera del método principal; cualquier uso exige verificar y citar el capítulo original, no el volumen en bloque.",Consulta privada; no copiar figuras; verificar autoría/DOI de cada capítulo pertinente y registrarlo por separado en el ledger.,https://link.springer.com/book/10.1007/978-3-031-26564-8,2026-09-09,Identidad del volumen cerrada; los capítulos que se citen deberán verificarse por separado.
SRC-0b7ceba994fe5772,"material/books/Mobile Robot Automation in Warehouses _ A Framework for -- Alp Yildirim, Hendrik Reefke, Emel Aktas -- Palgrave Studies in Logistics and Supply Chain -- isbn13 9783031123061 -- 335bba1e82797a1d4b2b824102d96c61 -- A.pdf",2ecec49d336a19ed272e47c892bfd6fc97b977fb7f48c2ff6f8b15fb16774649,"Alp Yildirim, Hendrik Reefke y Emel Aktas; Mobile Robot Automation in Warehouses: A Framework for Decision Making and Integration; Palgrave Macmillan Cham; 1.ª ed.; 2023; ISBN 978-3-031-12306-1; DOI 10.1007/978-3-031-12307-8",verified-ledger:yildirimReefkeAktas2023Warehouse,"pp. 31-61: taxonomía y evaluación de sistemas; pp. 62-113: decisiones estratégicas, tácticas, operacionales y KPI; pp. 114-139: marco gerencial y agenda",SP1;SP3;transversal,,use-now,"Aporta contexto industrial y criterios/KPI para justificar escenarios y métricas, no algoritmos ni evidencia de rendimiento. No debe usarse para sostener los resultados AWS o afirmar realismo industrial sin validación del simulador.",Consulta privada; parafrasear; no copiar tablas del marco. Ficha Palgrave/DOI https://doi.org/10.1007/978-3-031-12307-8 verificada el 2026-09-08.,https://doi.org/10.1007/978-3-031-12307-8,2026-09-09,Palgrave/DOI y entrada del ledger concuerdan.
SRC-c0cae4da012e4a4e,material/books/Multi Robot Systems -- Serdar Kucuk -- 2023 -- 02c81de4ce6f8cb8a410e5113cca056a -- Anna’s Archive.pdf,bbe6dbc83c8b10cf3a12ce566e5b7c4c41f3bbf595797e164bf6dc2c5a1dbaaf,"Serdar Küçük, editor; Multi-Robot Systems - New Advances; IntechOpen; 2023; ISBN 978-1-83768-289-8; DOI 10.5772/intechopen.108092",verified-publisher,pp. 2-5: panorama multi-robot; pp. 6-20: planificación de trayectorias; pp. 21-66: comunicaciones de largo alcance y flota minera; pp. 67-85: control geométrico,SP2;SP3;transversal,,use-later,"El volumen ofrece casos de flota, trayectoria y comunicación, pero su metadato Author está contaminado y la ficha del contenedor no está verificada. Debe tratarse solo como índice de posibles capítulos primarios.",Consulta privada; no citar el contenedor hasta verificarlo; no copiar figuras; registrar por separado cualquier capítulo finalmente usado.,https://www.intechopen.com/books/12723,2026-09-09,Se resuelve el contenedor y se descarta el metadato Author contaminado del PDF.
SRC-6ced88da54848d51,"material/books/Optimization and Games for Controllable Markov Chains_ -- Janusz Kacprzyk & Julio B_ Clempner & Alexander Poznyak -- 1, 2024 -- Springer International -- isbn13 9783031435744 -- a8d3f930a1d5370242fcf2221fc9d0ae -- .pdf",7ce78d6d6c76746a7f5b4d5b77902af1d3bd22dcc6f8c5b0a211000122f8f618,Julio B. Clempner y Alexander Poznyak; Optimization and Games for Controllable Markov Chains: Numerical Methods with Application to Finance and Engineering; Springer Cham; 1.ª ed.; 2024; ISBN 978-3-031-43574-4; DOI 10.1007/978-3-031-43575-1,verified-publisher,"pp. 17-97: cadenas controlables y control multiobjetivo; pp. 98-195: equilibrios, best reply y diseño de mecanismos; pp. 231-257: sincronización de semáforos",SP1;SP3;transversal,C-SP1-N4-FIV-PILOT,use-later,"Es útil para revisar extensiones estocásticas y best reply, no para el núcleo estático. El nombre del archivo atribuye a Janusz Kacprzyk, que aparece como editor de serie; la portada identifica como autores a Clempner y Poznyak. No respalda los resultados del piloto F-IV.",Consulta privada; parafrasear; no copiar algoritmos/figuras; verificar la ficha corregida en el ledger.,https://link.springer.com/book/10.1007/978-3-031-43575-1,2026-09-09,Se confirma que Janusz Kacprzyk es editor de serie y no autor del volumen.
SRC-3521ec0ec24d75f2,material/books/P3 Mahmoud M. Advanced Distributed Consensus for Multiagent Systems 2021.pdf,bfff76fb8b836ea899e245256fef4517f7e119f1cac9d5fec9e55c6259def5a6,"Magdi S. Mahmoud, Mojeed O. Oyedeji y Yuanqing Xia; Advanced Distributed Consensus for Multiagent Systems; Academic Press; 2021; ISBN 978-0-12-821186-1; DOI 10.1016/C2019-0-03211-6",verified-publisher,"pp. 38-183: consenso fijo, variable y distribuido; pp. 184-289: redes vulnerables, grafos dependientes del estado/evolutivos; pp. 290-385: control multivehículo y planificación terrestre/aérea",SP2;SP3;transversal,C8A-SP8;C-SP2-N3-QUALITY-COST,use-later,"Reúne topologías variables, resiliencia y aplicaciones multivehículo, útil para seleccionar baselines. No modela la semántica de coalición ni prueba optimalidad global con componentes desconectadas; sus capítulos de path planning no equivalen a reservas SP7.",Consulta privada; parafrasear; no copiar pruebas/figuras; verificar la entrada bibliográfica antes de citar.,https://www.sciencedirect.com/book/9780128211861/advanced-distributed-consensus-for-multiagent-systems,2026-09-09,Identidad contrastada con el catálogo ScienceDirect y la unidad local.
SRC-8e9b346a98c3d2f5,material/books/P5 Wen G. Cooperative Control of Complex Network Systems with Dynamic Topologies 2021.pdf,a0ad732aed3ca4c58b1e3fba217e46a21ea38e075374651d2cc382fb988eeb5f,"Guanghui Wen, Wenwu Yu, Yuezu Lv y Peijun Wang; Cooperative Control of Complex Network Systems with Dynamic Topologies; CRC Press; 1.ª ed.; 2021; ISBN 978-1-032-01917-8; DOI 10.1201/9781003180982",verified-publisher,"pp. 16-145: grafos, sistemas conmutados, consenso y rechazo de perturbación; pp. 146-255: tracking, observadores, incertidumbre y ataques",transversal,C8A-SP8;C8B-SP8,use-later,"Es pertinente para delimitar topología dinámica, saturación, ataque y consenso resiliente. No prueba el resultado de imposibilidad por desconexión ni el protocolo de retransmisión del TFM, y no contiene asignación o transporte físico.",Consulta privada; parafrasear y mantener sus supuestos; no copiar tablas/figuras; verificar ledger antes de citar.,https://doi.org/10.1201/9781003180982,2026-09-09,La publicación/DOI es de 2021; el escaparate editorial muestra copyright 2022.
SRC-8d35243f573f11d9,material/books/phdunige_5549393.pdf,56b6d47b6dd7d96c5b92a20dec0c52bf02ecdeaa4e2d45e7b0f730f474e8389b,"Graziano Carriero; Distributed Control Strategies for Cooperative and Collaborative Object Transportation via Multi-Robot Systems; tesis doctoral, 38.º ciclo, Università degli Studi della Basilicata/DRIM; defendida el 27-02-2026; Handle 11567/1288096",verified-ledger:carriero2026DistributedControl,"pp. 35-70: formulación distribuida, estimación de trayectoria/wrench y admitancia; pp. 71-110: simulaciones CoppeliaSim y experimentos; pp. 151-175: referencias y pruebas",SP2;transversal,C-SP2-CARGO-NOMINAL-STABILITY;C-SP2-P3DX-INSTRUMENTATION;C-SP2-CARGO-MUJOCO-PROTOCOL,use-now,"Es el documento local más cercano a transporte distribuido, estimación de wrench, admitancia y validación Coppelia/real. Usa manipuladores y otra geometría/planta; no certifica Pioneer, soporte 2.5D ni la campaña Cargo. Su metadato PDF nombra una plantilla y no se usa para identificarla.","Consulta privada de tesis; parafrasear; no copiar figuras, tablas ni pruebas. Registro institucional https://hdl.handle.net/11567/1288096 verificado el 2026-09-08; no consta DOI ni ISBN.",https://hdl.handle.net/11567/1288096,2026-09-09,Repositorio institucional y entrada del ledger concuerdan.
SRC-cd6f9eaf695787a8,"material/books/Robotics in Natural Settings_ CLAWAR 2022 (Lecture Notes in -- José M_ Cascalho (editor), Mohammad Osman Tokhi (editor), -- Lecture notes in networks -- isbn13 9783031152252 -- 92806bbe0f5b149c67ce4fb9e63118bc -- A.pdf",b356b0e12b42f04e5b7f3b2c1349ce833b8d9f204833a8c218728b4acb4fb72e,"José M. Cascalho, Mohammad Osman Tokhi, Manuel F. Silva, Armando Mendes, Khaled Goher y Matthias Funk, editores; Robotics in Natural Settings: CLAWAR 2022; Springer Cham; LNNS 530; 2023; ISBN 978-3-031-15225-2; DOI 10.1007/978-3-031-15226-9",verified-publisher,"pp. 31-630: actas heterogéneas; entradas periféricas en pp. 477-516 sobre transporte de equipaje, simulación y digital twin",SP2;SP3;transversal,,out-of-scope,El volumen de actas es demasiado heterogéneo y sus contribuciones principales se apartan del problema focal. Los dos capítulos nominalmente cercanos no justifican usar el volumen para afirmar fidelidad industrial o gemelo digital; solo podrían reconsiderarse como artículos individuales.,"No usar como fuente global; no copiar figuras; si se recupera un capítulo, verificar DOI/autores y registrarlo de forma independiente.",https://link.springer.com/book/10.1007/978-3-031-15226-9,2026-09-09,Identidad del volumen de actas cerrada; permanece out-of-scope como fuente global.
SRC-fda513c2ae72b910,material/books/Santosh Kumar Yadav - Advanced Graph Theory-Springer (2023).pdf,cb03d3f1be4435e8d9b9b86f3c9147a49916b2e2980587d709b50967e8cbb7de,Santosh Kumar Yadav; Advanced Graph Theory; Springer Cham; 1.ª ed.; 2023; ISBN 978-3-031-22561-1; DOI 10.1007/978-3-031-22562-8,verified-publisher,"pp. 14-151: grafos, árboles, planaridad y digrafos; pp. 152-210: matching y covering; pp. 253-289: propiedades espectrales y tendencias",SP1;SP3;transversal,,use-later,"Puede resolver definiciones puntuales de grafos, matching y espectro, pero no es la fuente especializada más directa para control distribuido, MAPF o juegos de rutas. No debe sustituir referencias primarias de algoritmos o teoremas específicos.","Consulta privada; parafrasear definiciones y citar tras verificar ledger; no reproducir ejercicios, pruebas o figuras.",https://link.springer.com/book/10.1007/978-3-031-22562-8,2026-09-09,Springer/DOI y la unidad local concuerdan.
SRC-7c9c92629c5a9197,"material/books/Singular Linear-Quadratic Zero-Sum Differential Games and H∞ -- Valery Y_ Glizer, Oleg Kelis -- Static & Dynamic Game Theory_ Foundations & -- isbn13 9783031070501 -- 0cd999a6e45811440ee6ae28cf80e3f3 -- Anna’s Arch.pdf",17eb5e14f407f90faaabf6ef8f28422768e7d1e8f7925af930ff8bfff9404a68,Valery Y. Glizer y Oleg Kelis; Singular Linear-Quadratic Zero-Sum Differential Games and H-infinity Control Problems: Regularization Approach; Birkhäuser Cham; 1.ª ed.; 2022; ISBN 978-3-031-07050-1; DOI 10.1007/978-3-031-07051-8,verified-publisher,pp. 1-210: juegos diferenciales cero-suma singulares y control H-infinity,transversal,,out-of-scope,"La tesis no formula un juego diferencial cero-suma singular ni un problema H-infinity de esa clase. Introducir esta teoría ampliaría el alcance sin resolver asignación, contacto o tráfico y no es soporte del control nominal actual.",No usar en memoria ni monografía salvo que se abra formalmente una nueva línea autorizada; no reproducir contenido.,https://link.springer.com/book/10.1007/978-3-031-07051-8,2026-09-09,Identidad cerrada; la decisión out-of-scope se conserva.
SRC-7df2a947e484a325,"material/books/The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems The Advantages of Evolutionary Game… (Quijano, Nicanor Ocampo-Martinez etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",449bd0d11baa3cdeb61cbf63055caccc738cee752a0edfdfab99025b6c16147c,"Nicanor Quijano et al.; The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems; IEEE Control Systems Magazine 37(1), 70-97; 2017; DOI 10.1109/MCS.2016.2621479",verified-ledger:quijano2017population,"pp. 70-97 del artículo (28 páginas del archivo): juegos poblacionales, potencial, dinámicas evolutivas y control distribuido",SP1;transversal,C3A-SP3;C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,use-now,"Fuente tutorial verificada para la relación entre juegos poblacionales, optimización y control distribuido con información local. No demuestra el juego atómico, el cierre entero, GNE ni la planta Cargo del TFM; debe acompañar, no reemplazar, las pruebas propias.","Parafrasear y citar la entrada verificada; no copiar figuras, recuadros o texto del artículo.",https://doi.org/10.1109/MCS.2016.2621479,2026-09-09,DOI de IEEE Control Systems Magazine y entrada del ledger concuerdan.
