unit_id,path,corpus,sha256,canonical_path,is_exact_duplicate,destination,incorporation_mode,sp_target,claim_ids,claim_link_status,claim_relation,claim_link_reason,evidence_locator,evidence_status,evidence_status_note,rationale
SRC-2db0fd66bf8a128b,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",books,a974a45c782de9f057c28e123b1c9a6bb6113a3121cdf79452530d63dd82d7c6,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",no,background,consultation-without-copy,SP1;transversal,C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Sirve para distinguir aproximaciones mean-field de juegos poblacionales finitos. Los agentes del TFM son indivisibles y el cierre atómico es esencial; por tanto, no se pueden importar límites o equilibrios de campo medio. La portada legal indica 2022, no 2021."
SRC-6140ef0a5f2b1f0b,"material/books/MOBILE ROBOT _ motion control and path planning -- Ahmad Taher Azar, Ibraheem Kasim Inraheem, Amjad Jaleel -- Studies in Computational Intelligence, -- isbn13 9783031265631 -- ac5cbd40bb5b1a42edca58754ca50c9a -- An.pdf",books,367eedb7697a7dfaf812e639f6d849b55c22f976f3d5a029fdfed1f26da55320,"material/books/MOBILE ROBOT _ motion control and path planning -- Ahmad Taher Azar, Ibraheem Kasim Inraheem, Amjad Jaleel -- Studies in Computational Intelligence, -- isbn13 9783031265631 -- ac5cbd40bb5b1a42edca58754ca50c9a -- An.pdf",no,background,consultation-without-copy,SP2;SP3,C-SP2-N1-KIN-FORMAL,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N1-KIN-FORMAL,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Volumen editado útil para localizar comparadores de formación, control y planificación. Los capítulos son heterogéneos y varios usan aprendizaje, fuera del método principal; cualquier uso exige verificar y citar el capítulo original, no el volumen en bloque."
SRC-0b7ceba994fe5772,"material/books/Mobile Robot Automation in Warehouses _ A Framework for -- Alp Yildirim, Hendrik Reefke, Emel Aktas -- Palgrave Studies in Logistics and Supply Chain -- isbn13 9783031123061 -- 335bba1e82797a1d4b2b824102d96c61 -- A.pdf",books,2ecec49d336a19ed272e47c892bfd6fc97b977fb7f48c2ff6f8b15fb16774649,"material/books/Mobile Robot Automation in Warehouses _ A Framework for -- Alp Yildirim, Hendrik Reefke, Emel Aktas -- Palgrave Studies in Logistics and Supply Chain -- isbn13 9783031123061 -- 335bba1e82797a1d4b2b824102d96c61 -- A.pdf",no,background,consultation-without-copy,SP1;SP3;transversal,,not-applicable,none,"Contexto industrial y catálogo de KPI; no respalda algoritmos, resultados AWS ni una afirmación de realismo físico.",,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-now`: Aporta contexto industrial y criterios/KPI para justificar escenarios y métricas, no algoritmos ni evidencia de rendimiento. No debe usarse para sostener los resultados AWS o afirmar realismo industrial sin validación del simulador."
SRC-c0cae4da012e4a4e,material/books/Multi Robot Systems -- Serdar Kucuk -- 2023 -- 02c81de4ce6f8cb8a410e5113cca056a -- Anna’s Archive.pdf,books,bbe6dbc83c8b10cf3a12ce566e5b7c4c41f3bbf595797e164bf6dc2c5a1dbaaf,material/books/Multi Robot Systems -- Serdar Kucuk -- 2023 -- 02c81de4ce6f8cb8a410e5113cca056a -- Anna’s Archive.pdf,no,background,consultation-without-copy,SP2;SP3;transversal,,not-applicable,none,Contenedor de capítulos reservado para consulta; no existe un claim activo que deba enlazarse al volumen completo.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: El volumen ofrece casos de flota, trayectoria y comunicación, pero su metadato Author está contaminado y la ficha del contenedor no está verificada. Debe tratarse solo como índice de posibles capítulos primarios."
SRC-6ced88da54848d51,"material/books/Optimization and Games for Controllable Markov Chains_ -- Janusz Kacprzyk & Julio B_ Clempner & Alexander Poznyak -- 1, 2024 -- Springer International -- isbn13 9783031435744 -- a8d3f930a1d5370242fcf2221fc9d0ae -- .pdf",books,7ce78d6d6c76746a7f5b4d5b77902af1d3bd22dcc6f8c5b0a211000122f8f618,"material/books/Optimization and Games for Controllable Markov Chains_ -- Janusz Kacprzyk & Julio B_ Clempner & Alexander Poznyak -- 1, 2024 -- Springer International -- isbn13 9783031435744 -- a8d3f930a1d5370242fcf2221fc9d0ae -- .pdf",no,background,consultation-without-copy,SP1;SP3;transversal,C-SP1-N4-FIV-PILOT,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-FIV-PILOT,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Es útil para revisar extensiones estocásticas y best reply, no para el núcleo estático. El nombre del archivo atribuye a Janusz Kacprzyk, que aparece como editor de serie; la portada identifica como autores a Clempner y Poznyak. No respalda los resultados del piloto F-IV."
SRC-7607dd011ecfc0bb,"material/books/P1 Generalized Nash Equilibrium Seeking in Population Games ( etc.) (z-library.sk, 1lib.sk, z-lib.sk) (1).pdf",books,bc1c810318c1d4be8c44c160de413d632464e0f0af85992873e16a805910394f,"material/books/Generalized Nash Equilibrium Seeking in Population Games ( etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",yes,archive-only,exact-duplicate-reference,SP1;transversal,C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-620ad1872de5b17e,"material/books/P2 Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",books,a974a45c782de9f057c28e123b1c9a6bb6113a3121cdf79452530d63dd82d7c6,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",yes,archive-only,exact-duplicate-reference,SP1;transversal,C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-3521ec0ec24d75f2,material/books/P3 Mahmoud M. Advanced Distributed Consensus for Multiagent Systems 2021.pdf,books,bfff76fb8b836ea899e245256fef4517f7e119f1cac9d5fec9e55c6259def5a6,material/books/P3 Mahmoud M. Advanced Distributed Consensus for Multiagent Systems 2021.pdf,no,background,consultation-without-copy,SP2;SP3;transversal,C8A-SP8;C-SP2-N3-QUALITY-COST,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C8A-SP8;C-SP2-N3-QUALITY-COST,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Reúne topologías variables, resiliencia y aplicaciones multivehículo, útil para seleccionar baselines. No modela la semántica de coalición ni prueba optimalidad global con componentes desconectadas; sus capítulos de path planning no equivalen a reservas SP7."
SRC-f87927063564b8d4,"material/books/P4 Cooperative_Control_of_Multi_agent_Systems_He_Cai_,_Youfeng_Su_ (1).pdf",books,f1fa6925debba4eb122b4420543f1422c73fff1fd1817d5aa47e8873a4af3714,"material/books/Cooperative Control of Multi-agent Systems_ -- He Cai , Youfeng Su , Jie Huang -- Industrial Control, 2022 -- Springer -- 3030983765 -- b694b36369645913bbd2b29d767daab1 -- Anna’s Archive.pdf",yes,archive-only,exact-duplicate-reference,SP2;transversal,C-SP2-N3-QUALITY-COST,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-8e9b346a98c3d2f5,material/books/P5 Wen G. Cooperative Control of Complex Network Systems with Dynamic Topologies 2021.pdf,books,a0ad732aed3ca4c58b1e3fba217e46a21ea38e075374651d2cc382fb988eeb5f,material/books/P5 Wen G. Cooperative Control of Complex Network Systems with Dynamic Topologies 2021.pdf,no,background,consultation-without-copy,transversal,C8A-SP8;C8B-SP8,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C8A-SP8;C8B-SP8,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Es pertinente para delimitar topología dinámica, saturación, ataque y consenso resiliente. No prueba el resultado de imposibilidad por desconexión ni el protocolo de retransmisión del TFM, y no contiene asignación o transporte físico."
SRC-8d35243f573f11d9,material/books/phdunige_5549393.pdf,books,56b6d47b6dd7d96c5b92a20dec0c52bf02ecdeaa4e2d45e7b0f730f474e8389b,material/books/phdunige_5549393.pdf,no,background,consultation-without-copy,SP2;transversal,C-SP2-CARGO-NOMINAL-STABILITY;C-SP2-P3DX-INSTRUMENTATION;C-SP2-CARGO-MUJOCO-PROTOCOL,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-CARGO-NOMINAL-STABILITY;C-SP2-P3DX-INSTRUMENTATION;C-SP2-CARGO-MUJOCO-PROTOCOL,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-now`: Es el documento local más cercano a transporte distribuido, estimación de wrench, admitancia y validación Coppelia/real. Usa manipuladores y otra geometría/planta; no certifica Pioneer, soporte 2.5D ni la campaña Cargo. Su metadato PDF nombra una plantilla y no se usa para identificarla."
SRC-cd6f9eaf695787a8,"material/books/Robotics in Natural Settings_ CLAWAR 2022 (Lecture Notes in -- José M_ Cascalho (editor), Mohammad Osman Tokhi (editor), -- Lecture notes in networks -- isbn13 9783031152252 -- 92806bbe0f5b149c67ce4fb9e63118bc -- A.pdf",books,b356b0e12b42f04e5b7f3b2c1349ce833b8d9f204833a8c218728b4acb4fb72e,"material/books/Robotics in Natural Settings_ CLAWAR 2022 (Lecture Notes in -- José M_ Cascalho (editor), Mohammad Osman Tokhi (editor), -- Lecture notes in networks -- isbn13 9783031152252 -- 92806bbe0f5b149c67ce4fb9e63118bc -- A.pdf",no,archive-only,curated-exclusion,SP2;SP3;transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría bibliográfica `out-of-scope`: El volumen de actas es demasiado heterogéneo y sus contribuciones principales se apartan del problema focal. Los dos capítulos nominalmente cercanos no justifican usar el volumen para afirmar fidelidad industrial o gemelo digital; solo podrían reconsiderarse como artículos individuales.
SRC-fda513c2ae72b910,material/books/Santosh Kumar Yadav - Advanced Graph Theory-Springer (2023).pdf,books,cb03d3f1be4435e8d9b9b86f3c9147a49916b2e2980587d709b50967e8cbb7de,material/books/Santosh Kumar Yadav - Advanced Graph Theory-Springer (2023).pdf,no,background,consultation-without-copy,SP1;SP3;transversal,,not-applicable,none,Referencia auxiliar para definiciones puntuales de grafos; no sustituye las fuentes primarias que soportan los claims activos.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-later`: Puede resolver definiciones puntuales de grafos, matching y espectro, pero no es la fuente especializada más directa para control distribuido, MAPF o juegos de rutas. No debe sustituir referencias primarias de algoritmos o teoremas específicos."
SRC-7c9c92629c5a9197,"material/books/Singular Linear-Quadratic Zero-Sum Differential Games and H∞ -- Valery Y_ Glizer, Oleg Kelis -- Static & Dynamic Game Theory_ Foundations & -- isbn13 9783031070501 -- 0cd999a6e45811440ee6ae28cf80e3f3 -- Anna’s Arch.pdf",books,17eb5e14f407f90faaabf6ef8f28422768e7d1e8f7925af930ff8bfff9404a68,"material/books/Singular Linear-Quadratic Zero-Sum Differential Games and H∞ -- Valery Y_ Glizer, Oleg Kelis -- Static & Dynamic Game Theory_ Foundations & -- isbn13 9783031070501 -- 0cd999a6e45811440ee6ae28cf80e3f3 -- Anna’s Arch.pdf",no,archive-only,curated-exclusion,transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `out-of-scope`: La tesis no formula un juego diferencial cero-suma singular ni un problema H-infinity de esa clase. Introducir esta teoría ampliaría el alcance sin resolver asignación, contacto o tráfico y no es soporte del control nominal actual."
SRC-7df2a947e484a325,"material/books/The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems The Advantages of Evolutionary Game… (Quijano, Nicanor Ocampo-Martinez etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",books,449bd0d11baa3cdeb61cbf63055caccc738cee752a0edfdfab99025b6c16147c,"material/books/The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems The Advantages of Evolutionary Game… (Quijano, Nicanor Ocampo-Martinez etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",no,background,consultation-without-copy,SP1;transversal,C3A-SP3;C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C3A-SP3;C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría bibliográfica `use-now`: Fuente tutorial verificada para la relación entre juegos poblacionales, optimización y control distribuido con información local. No demuestra el juego atómico, el cierre entero, GNE ni la planta Cargo del TFM; debe acompañar, no reemplazar, las pruebas propias."
SRC-32584f218d873480,material/compendios/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,work,1a8c235fda942a810e4b1ad35edc20e714b5f76050e5c089a0aa3551bfc81bb5,material/compendios/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,no,monograph,candidate-extraction,SP1;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1. Es el dossier especializado con mayor densidad de material SP1 no incluido en la memoria; solo deben extraerse resultados que superen la auditoría formal y de evidencia. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal resultado por resultado; correspondencia con código, configuraciones y RAW; verificación bibliográfica primaria; contraejemplos para las extensiones híbridas y estocásticas",pre-thesis/evidence/source-claim-review.csv::SRC-32584f218d873480,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P1. Es el dossier especializado con mayor densidad de material SP1 no incluido en la memoria; solo deben extraerse resultados que superen la auditoría formal y de evidencia.
SRC-b5d82989c338d837,material/compendios/Compendio_Definitivo_R4_MROB_ADACP_2026 (2).pdf,work,19002dfdaac7d193bc176165a242b446a35ca76cc61f5a95cbd8176bed962dad,material/compendios/Compendio_Definitivo_R4_MROB_ADACP_2026 (2).pdf,no,archive-only,curated-exclusion,SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: R4 queda como historial de falsaciones y nomenclatura. R5 es la revisión documental preferente; conservar R4 para procedencia, no para redactar resultados."
SRC-9c91bed248887adb,material/compendios/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,work,4f34207fd8ecf6ad248653925078be1190de8390688cfdf7c02a463549800542,material/compendios/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,no,monograph,candidate-extraction,SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Fuente de ideas para la monografía, en especial límites y resultados negativos. No es evidencia independiente ni autoriza trasladar garantías al sistema completo. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Separar del núcleo R4 los deltas R5; auditar GNE, sampled-data y HOCBF; enlazar cada cifra con RAW/configuración; verificar referencias",pre-thesis/evidence/source-claim-review.csv::SRC-9c91bed248887adb,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P2. Fuente de ideas para la monografía, en especial límites y resultados negativos. No es evidencia independiente ni autoriza trasladar garantías al sistema completo."
SRC-6c9c4930ac01451e,material/compendios/Compendio_Integral_Chat_TFM_MROB_AMR_A-DACP_2026.pdf,work,71e1545ec727d8046663fbf104ea5294addc865d198a922932c64faa73a7b2c2,material/compendios/Compendio_Integral_Chat_TFM_MROB_AMR_A-DACP_2026.pdf,no,archive-only,curated-exclusion,SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: Es una exportación conversacional, útil para reconstruir decisiones. R4/R5 y los artefactos del repositorio son fuentes candidatas más cercanas al estado técnico."
SRC-ca9fecb0fd11eb9e,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,work,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: Compendio de transición ya absorbido temáticamente por documentos posteriores. Se conserva para procedencia, sin reutilizar texto ni números fuera de sus generadores."
SRC-3c70edd1f1484f64,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p.pdf,work,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,yes,archive-only,exact-duplicate-reference,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-c4de2cde436be1e7,material/compendios/desarrollo_cargo_push_GNE.pdf,work,97d5122e1e6f17997d5ffe77c35725db3814ea0eee8d54e7130d17055c662c6d,material/compendios/desarrollo_cargo_push_GNE.pdf,no,monograph,candidate-extraction,SP2,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1 para la derivación física extendida. Mantener Cargo bilateral y empuje unilateral como ramas distintas; ninguna ecuación del borrador vale como evidencia sin cierre formal y físico. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Pruebas dimensionales y de existencia/convergencia; modelo de contacto ejecutable; sensores y actuación en Coppelia/MuJoCo; tests y datos de calibración",pre-thesis/evidence/source-claim-review.csv::SRC-c4de2cde436be1e7,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P1 para la derivación física extendida. Mantener Cargo bilateral y empuje unilateral como ramas distintas; ninguna ecuación del borrador vale como evidencia sin cierre formal y físico.
SRC-bad67694708989fb,material/compendios/empuje_trasero_GNE.pdf,work,0f6d9a8c06928da5e7b9ea602f318d1f469b32c58fc4f39cbc25f88f5edd09ac,material/compendios/empuje_trasero_GNE.pdf,no,monograph,candidate-extraction,SP2,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Conservar como extensión de caging en la monografía y como catálogo de contraejemplos; no usar para sostener la campaña Cargo primaria. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Banco físico separado de Cargo; contactos/fricción medidos; prueba auditada del cálculo local; RAW y configuración del experimento; criterio de confinamiento",pre-thesis/evidence/source-claim-review.csv::SRC-bad67694708989fb,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Auditoría temática `candidate`: P2. Conservar como extensión de caging en la monografía y como catálogo de contraejemplos; no usar para sostener la campaña Cargo primaria.
SRC-beab593a2b13019e,material/compendios/Informe_GAP_AMR_Heterogeneos_TFM_PhD_2026.pdf,work,599da18ecce3483dfb82ebbe2489890408dff151f215fec6a266651f74111783,material/compendios/Informe_GAP_AMR_Heterogeneos_TFM_PhD_2026.pdf,no,background,provenance-only,transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P1 como lista de comprobación de novedad, no como literatura. Puede orientar la búsqueda bibliográfica, pero ninguna afirmación del informe se cita por sí sola."
SRC-2dafcae631db0d73,material/compendios/Mega_Compendio_TFM_MROB_MegaJuego_2026.pdf,work,5c8b81abf0eb7578b7fb3a38d13eb48cb0ae7ed25148e2b9a2d796ac521cc28f,material/compendios/Mega_Compendio_TFM_MROB_MegaJuego_2026.pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: Documento de convergencia temprana. Sirve para rastrear la evolución del MegaJuego, pero las formulaciones posteriores corrigen y delimitan sus garantías."
SRC-325e48b75e569319,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,work,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,no,monograph,candidate-extraction,SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Informe corto potencialmente útil como caso de tráfico, condicionado a reproducibilidad; por sí solo no acredita seguridad, optimalidad ni distribución extremo a extremo. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Localizar runner, configuración, semillas, RAW y métricas; repetir con baselines pareados e IC; verificar que la planta y la comunicación coincidan con el texto",pre-thesis/evidence/source-claim-review.csv::SRC-325e48b75e569319,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P2. Informe corto potencialmente útil como caso de tráfico, condicionado a reproducibilidad; por sí solo no acredita seguridad, optimalidad ni distribución extremo a extremo."
SRC-52884b7195898dc8,material/compendios/MROB_Cruce_Negociado_Validacion.pdf,work,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,yes,archive-only,exact-duplicate-reference,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,Hash idéntico; se conserva solo la ruta y el enlace al canónico.
SRC-73637cf3b199b2dd,material/compendios/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf,work,97bc60c76d812dfe3ad22e6bbac43534c297fe52ffc1c5b1451bae93fa22aa81,material/compendios/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf,no,background,provenance-only,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `candidate`: P1 negativo: usar como lista de fallos que no deben propagarse. Las aportaciones atribuidas a Claude permanecen ideas, nunca evidencia o autoría científica validada."
SRC-ed463444c24667b9,material/compendios/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf,work,61ef7831aa83b03ba0cb9ca40f40f63cb01549f791a9edd361d0dbfb6aedfaf8,material/compendios/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf,no,archive-only,curated-exclusion,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,"Auditoría temática `superseded`: Rastro valioso de la versión v4, pero la monografía M1 declara cambios y reparaciones posteriores. Se archiva como antecedente, no como formulación vigente."
