review_id,source_result_id,source_sha256,corpus,spine_role,review_scope,verdict,action_priority,statement_path,statement_line,proof_path,proof_line,code_paths,test_paths,test_result,assumption_or_condition_presence,domain_and_units,duplicate_status,counterexample_or_gap,promotion_condition
PAPER-TRIAGE-0020,PAPER-FR-0020-th:smallgain,38b83363c37dc705d566fb265756442dcfdd9ba69a6ae5e6c2ecac0c6aaf4642,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/megajuego.tex,1018,paper/megajuego.tex,1033,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0021,PAPER-FR-0021-th:muestreada,38b83363c37dc705d566fb265756442dcfdd9ba69a6ae5e6c2ecac0c6aaf4642,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/megajuego.tex,1056,paper/megajuego.tex,1068,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0022,PAPER-FR-0022-th:dwell,38b83363c37dc705d566fb265756442dcfdd9ba69a6ae5e6c2ecac0c6aaf4642,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/megajuego.tex,1087,paper/megajuego.tex,1099,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0023,PAPER-FR-0023-th:descomposicion,38b83363c37dc705d566fb265756442dcfdd9ba69a6ae5e6c2ecac0c6aaf4642,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/megajuego.tex,1186,paper/megajuego.tex,1205,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0024,PAPER-FR-0024-pr:composiciones,1430061f68358e7bb21efaa3f8ff91373fdd506b12ef632da302933f34a5d73c,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_alcance.tex,136,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0025,PAPER-FR-0025-th:saltos,1430061f68358e7bb21efaa3f8ff91373fdd506b12ef632da302933f34a5d73c,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_alcance.tex,226,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0026,PAPER-FR-0026-th:intervalo,1430061f68358e7bb21efaa3f8ff91373fdd506b12ef632da302933f34a5d73c,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_alcance.tex,257,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0027,PAPER-FR-0027-pr:dominancia,1430061f68358e7bb21efaa3f8ff91373fdd506b12ef632da302933f34a5d73c,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_alcance.tex,408,paper/sec_alcance.tex,421,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0028,PAPER-FR-0028-th:autoridad,0d15f5f00a896a351bd7a0c88f6c97701b0be20ee41da4531606d1d21ba14552,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_autoridad.tex,21,paper/sec_autoridad.tex,44,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0029,PAPER-FR-0029-th:actuador-adicional,0d15f5f00a896a351bd7a0c88f6c97701b0be20ee41da4531606d1d21ba14552,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_autoridad.tex,85,paper/sec_autoridad.tex,97,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0030,PAPER-FR-0030-co:guarda,0d15f5f00a896a351bd7a0c88f6c97701b0be20ee41da4531606d1d21ba14552,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_autoridad.tex,162,paper/sec_autoridad.tex,176,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0031,PAPER-FR-0031-le:barrera-unilateral,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,12,paper/sec_cfrd.tex,24,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0032,PAPER-FR-0032-pr:composicion-disjunta,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,48,paper/sec_cfrd.tex,57,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0033,PAPER-FR-0033-th:compatibilidad-completa,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,70,paper/sec_cfrd.tex,78,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0034,PAPER-FR-0034-pr:reparacion-ranuras,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,146,paper/sec_cfrd.tex,155,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0035,PAPER-FR-0035-th:mohr,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,163,paper/sec_cfrd.tex,174,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0036,PAPER-FR-0036-pr:hoeffding,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,197,paper/sec_cfrd.tex,210,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0037,PAPER-FR-0037-pr:implementabilidad-tu,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,233,paper/sec_cfrd.tex,243,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0038,PAPER-FR-0038-co:fuerte-tu,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_cfrd.tex,249,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0039,PAPER-FR-0039-pr:guarda-ganancia,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,269,paper/sec_cfrd.tex,279,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0040,PAPER-FR-0040-th:energia-libre,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_cfrd.tex,302,paper/sec_cfrd.tex,312,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0041,PAPER-FR-0041-th:gap-monotono,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,318,paper/sec_cfrd.tex,331,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0042,PAPER-FR-0042-pr:cuatro-mecanismos,fe584d5504689a7f21be53504f674e135f9fbd0e26245e194d381e241d955297,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_cfrd.tex,341,paper/sec_cfrd.tex,358,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0043,PAPER-FR-0043-th:precio-seguridad,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,24,paper/sec_clusters.tex,43,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0044,PAPER-FR-0044-th:rigidizacion,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,80,paper/sec_clusters.tex,99,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0045,PAPER-FR-0045-co:agarre,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_clusters.tex,131,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0046,PAPER-FR-0046-th:dos-monotonias,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,140,paper/sec_clusters.tex,150,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0047,PAPER-FR-0047-pr:descomposicion-R,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,208,paper/sec_clusters.tex,220,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0048,PAPER-FR-0048-pr:tubo,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,245,paper/sec_clusters.tex,257,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0049,PAPER-FR-0049-pr:barrera-compuesta,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,283,paper/sec_clusters.tex,298,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0050,PAPER-FR-0050-pr:softmin-curvatura,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_clusters.tex,307,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0051,PAPER-FR-0051-pr:rigidizacion-admisible,83e0db86953bedccde87c63129f7035a5027bb9c4d403d36d1d223131a9e6309,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_clusters.tex,353,paper/sec_clusters.tex,361,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0052,PAPER-FR-0052-pr:miet,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,42,paper/sec_comunicacion.tex,50,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0053,PAPER-FR-0053-le:tiempo-finito,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_comunicacion.tex,209,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0054,PAPER-FR-0054-pr:reset,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_comunicacion.tex,261,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0055,PAPER-FR-0055-pr:observador-dist,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_comunicacion.tex,339,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0056,PAPER-FR-0056-pr:regulacion-local,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_comunicacion.tex,396,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0057,PAPER-FR-0057-pr:reloj-seguro,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,451,paper/sec_comunicacion.tex,464,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0058,PAPER-FR-0058-th:vi-robusta,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,542,paper/sec_comunicacion.tex,553,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0059,PAPER-FR-0059-pr:contraccion-proyectada,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,561,paper/sec_comunicacion.tex,573,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0060,PAPER-FR-0060-pr:seguimiento-conectividad,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,591,paper/sec_comunicacion.tex,604,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0061,PAPER-FR-0061-pr:obsolescencia,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,612,paper/sec_comunicacion.tex,622,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0062,PAPER-FR-0062-pr:equilibrio-movil,43cf5bbc44d5ba319ce81ff2e46944a93e6bc5fa4c4547e9ec5dcd26850556b3,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_comunicacion.tex,636,paper/sec_comunicacion.tex,643,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
